year,veulent_VERB approcher_VERB,veulent_VERB rapprocher_VERB
1888,1.0779045211961602e-08,2.53624587998047e-09
1889,3.759081934617825e-09,6.265136742733546e-10
1890,3.9326319978272295e-09,7.865263995654459e-09
1891,7.649063604731055e-09,6.374220040683554e-10
1892,1.8805537127519756e-09,0.0
1893,4.926733243593162e-09,0.0
1894,5.041231432301174e-09,1.8904617871129403e-09
1895,7.824199066419624e-09,5.416753268150387e-09
1896,5.89702897624278e-10,0.0
1897,1.1653427112179315e-09,0.0
1898,6.7900258748920805e-09,0.0
1899,6.080336234504102e-09,6.080336234504102e-09
1900,6.748368974740515e-09,0.0
1901,7.824234593556412e-09,3.912117296778206e-09
1902,7.856454153909453e-09,1.9641135384773634e-09
1903,0.0,4.860198465905796e-09
1904,1.6123875568041512e-09,1.6123875568041512e-09
1905,2.0643036169332163e-09,1.0321518084666081e-09
1906,2.0576738091193647e-09,2.572092316910357e-09
1907,0.0,7.71426478252124e-09
1908,6.384805573134145e-09,6.384805573134145e-09
1909,6.0510818578052294e-09,2.2003934230241384e-09
1910,2.137660271017694e-09,2.67207544979442e-09
1911,2.6601871816467337e-09,0.0
1912,5.209421227725386e-10,6.772247651554153e-09
1913,2.6514948014977335e-09,2.121195885607108e-09
1914,6.696743715117748e-10,0.0
1915,1.1780761921542648e-09,2.3561523843085297e-09
1916,1.0987462051303964e-09,0.0
1917,0.0,1.0966424435210342e-09
1918,0.0,0.0
1919,3.6831393490643904e-09,0.0
1920,7.572231730534895e-10,7.572231730534895e-10
1921,2.2718242842501013e-09,1.5145494858259667e-09
1922,7.377935484775833e-10,0.0
1923,0.0,0.0
1924,1.289162443462999e-09,2.578324886925998e-09
1925,1.0998177923937646e-09,3.299453377181294e-09
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,0.0,1.1149224876660924e-09
1928,5.713020723163709e-09,7.998228745975666e-09
1929,5.570202965543558e-09,0.0
1930,6.302162347537887e-09,0.0
1931,0.0,1.1405356659111021e-09
1932,4.383814644626227e-09,2.1919073223131136e-09
1933,0.0,1.1470662197865522e-09
1934,1.1981580172459871e-09,0.0
1935,2.393656828303392e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,0.0,1.2591118148108649e-09
1938,2.5930428915188486e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,0.0,8.709705845433291e-09
1944,0.0,0.0
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,0.0,1.3921104269343232e-09
1947,1.1920870957027319e-09,2.3841741914054637e-09
1948,2.174377566888097e-09,5.435944139264848e-09
1949,1.9634016634739737e-09,9.817008317369869e-10
1950,5.317680518146517e-09,0.0
1951,6.396841278899501e-09,0.0
1952,2.1089607837865287e-09,1.0544803918932644e-09
1953,5.386913581872932e-09,0.0
1954,9.772536113672459e-10,9.772536113672459e-10
1955,1.8771215692936494e-09,2.815682353940474e-09
1956,1.744228317335228e-09,8.72114158667614e-10
1957,1.7670075402875796e-09,5.301022731885041e-09
1958,8.272243445794913e-10,2.4816730892496253e-09
1959,3.100299128533379e-09,0.0
1960,4.152500121534786e-09,2.076250060767393e-09
1961,4.16889545107324e-09,0.0
1962,1.9025869768540815e-09,6.341956404476434e-10
1963,0.0,2.5864212993553792e-09
1964,4.258777774879263e-09,1.2167936658258327e-09
1965,7.1136563306595235e-09,1.0944086747954884e-09
1966,2.215629901769489e-09,1.6617224263271169e-09
1967,1.9721342336964653e-09,9.860671168482327e-10
1968,3.1439910674890825e-09,6.287982134978165e-09
1969,2.7250546263957176e-09,2.2708788183223305e-09
1970,2.7592350626548523e-09,1.8394900047624674e-09
1971,3.5968783507200897e-09,0.0
1972,5.130146973897354e-09,6.156176013405457e-09
1973,3.859242703185828e-09,0.0
1974,1.6876715580593782e-09,3.937900228123681e-09
1975,1.1422960355389478e-09,2.8557400888473694e-09
1976,1.142705374768127e-09,3.4281160132820787e-09
1977,3.526069214387917e-09,3.526069214387917e-09
1978,4.752473081737207e-09,5.940591352171509e-10
1979,1.1703946700691858e-09,3.5111840102075575e-09
1980,5.685150683554241e-10,0.0
1981,1.8976649140967083e-09,6.325549528618524e-10
1982,3.1037510339615437e-09,1.8622506869903077e-09
1983,5.68378455412244e-09,1.2630632095778083e-09
1984,5.799008384599347e-09,4.059305780401701e-09
1985,6.015557829641693e-09,3.0077789148208467e-09
1986,2.997242676272549e-09,1.7983456945813714e-09
1987,1.8332451112712533e-09,3.6664902225425067e-09
1988,5.396898483667201e-09,2.398621523624911e-09
1989,2.7440609784434855e-09,5.488122178931576e-10
1990,3.2691906959314565e-09,2.724325431913144e-09
1991,5.2753188484189195e-09,3.5168792322792797e-09
1992,2.2039776670368383e-09,2.2039776670368383e-09
1993,2.7696036575264316e-09,3.323524566667402e-09
1994,1.0549853213248639e-09,3.6924485691258724e-09
1995,4.337960657352369e-09,2.7112254663563817e-09
1996,6.4057106285986265e-09,2.6690460952494277e-09
1997,4.79489448146353e-10,2.876936688878118e-09
1998,5.72175506974304e-09,1.9072516899143466e-09
1999,2.285100553223174e-09,1.8280804647829996e-09
2000,5.3016377954406835e-09,2.6508188977203417e-09
2001,3.943090742808408e-09,5.695575122643959e-09
2002,4.81934359086722e-09,2.6287327870022636e-09
2003,6.667076668520622e-09,4.166922806803086e-09
2004,3.0833537945085254e-09,2.642874807889939e-09
2005,3.602999676388663e-09,4.053374524914943e-09
2006,6.1768350434476815e-09,8.235779835885637e-10
2007,4.393927444112933e-09,2.3966877371606188e-09
2008,5.108927503272298e-09,1.2772318758180745e-09
2009,6.198650481792356e-09,4.76819250749827e-10
2010,4.2514138876015295e-09,2.3618964561933353e-09
2011,3.823971805871906e-09,1.1471915639660324e-09
2012,6.127654827992046e-09,1.7021263287730903e-09
2013,3.904775169871755e-09,1.1156500168141292e-09
2014,3.897801192920269e-09,4.330890368553497e-10
2015,7.536356427806368e-09,8.866301581811342e-10
2016,6.006886099640951e-09,1.4499380585064614e-09
2017,1.0062445321423752e-09,5.031222660711876e-10
2018,2.8396134332808742e-09,2.0651733656507076e-09
2019,4.846876677788714e-09,5.1019755087367e-10
