year,ont_VERB établi_VERB,ont_VERB etabli_VERB,ont_VERB rétabli_VERB
1853,2.0453867364267353e-06,4.777545470346922e-09,1.313825066517893e-07
1854,1.9400611108721932e-06,6.754363734984281e-09,1.1430461910322265e-07
1855,1.9508299828885356e-06,2.1227748447927297e-09,9.764764286046557e-08
1856,2.091584519803291e-06,1.5531567143511893e-09,1.1182729053871299e-07
1857,1.8681535038922448e-06,9.763018171682347e-10,1.2643108959764504e-07
1858,1.8219155890619732e-06,4.404308473482388e-09,1.2136317195654556e-07
1859,1.94215499504935e-06,2.036869339860914e-09,1.2475824462399032e-07
1860,1.8844266378437169e-06,3.661747127736703e-09,1.588282856346268e-07
1861,2.00286990548193e-06,5.187560159214399e-09,1.28745810457076e-07
1862,1.8840003122022608e-06,4.517986429419807e-09,1.1340145533722534e-07
1863,1.927923676703358e-06,3.496234635136375e-09,1.0838326858220171e-07
1864,2.0655688786064275e-06,4.794728170054441e-09,7.240038968348017e-08
1865,1.7843647128756857e-06,9.41368871743009e-10,9.884373497470733e-08
1866,1.918997668326483e-06,2.919367858567057e-09,1.299118679298772e-07
1867,2.010034449995146e-06,3.396968040192405e-09,1.373345668298498e-07
1868,1.9561900899134343e-06,3.457911734727759e-09,1.2448482777926984e-07
1869,1.932408622451476e-06,3.4184632902167778e-09,1.4406381865228468e-07
1870,2.2265312509262003e-06,2.8670243956696595e-09,1.617001714748767e-07
1871,2.2463789264293155e-06,3.18635318130589e-09,1.1683295042530517e-07
1872,2.3669285837968346e-06,3.628403577593531e-09,1.1127104215802319e-07
1873,2.303414476045873e-06,2.3944017879529156e-09,8.979007048992571e-08
1874,2.1520543214137433e-06,1.1949218281515073e-09,9.678866774720518e-08
1875,2.1518662833841518e-06,4.577221712764867e-09,8.410644625200803e-08
1876,2.2745107344235294e-06,1.813804439976252e-09,1.8017124148173025e-07
1877,2.1943726551398868e-06,3.710889595609501e-09,1.1998542959190672e-07
1878,2.402953441560385e-06,2.4156354694326865e-09,1.3406777554791915e-07
1879,2.385080506428494e-06,3.665595160740054e-09,1.3990354830184515e-07
1880,2.3033649085846264e-06,0.0,9.1775198995947e-08
1881,2.167752654713695e-06,0.0,1.0877111833451636e-07
1882,2.233547320429352e-06,6.655385131892899e-10,1.1447262693309312e-07
1883,2.1327768990886398e-06,1.2638677882037541e-09,1.0110942127994349e-07
1884,2.215529548266204e-06,6.601696966868076e-10,1.3071360172034474e-07
1885,2.2250335405260557e-06,1.933690763067375e-09,9.990735350129398e-08
1886,2.1825615021953126e-06,1.2906927748801422e-09,1.5359243832335778e-07
1887,2.3367022095044376e-06,6.528924623161458e-10,1.0838014929959172e-07
1888,2.243943526991643e-06,5.07249175996094e-09,1.2744635569106322e-07
1889,2.2322681161313085e-06,1.8795409673089125e-09,1.014952175637518e-07
1890,2.2343904220178956e-06,1.3108772956016423e-09,1.0618106216497836e-07
1891,2.6019565666501876e-06,6.374220040683554e-10,1.281218260373862e-07
1892,2.4290484361699782e-06,1.8805537127519756e-09,1.0531100969046747e-07
1893,2.4886160190362716e-06,1.2316833108982905e-09,7.75960486976146e-08
1894,2.417900532236672e-06,6.301539290376468e-10,9.200247319540722e-08
1895,2.571754066593712e-06,3.0093072478365457e-09,1.0171458342256301e-07
1896,2.4059877432591747e-06,4.1279202278587945e-09,1.1027444202227343e-07
1897,2.504321400920162e-06,5.826713556089658e-10,7.866063356232189e-08
1898,2.448935902066296e-06,2.8291773368493978e-09,8.827033326497258e-08
1899,2.3077639070834266e-06,2.7637891975018647e-09,1.0391847382607011e-07
1900,2.603832172098919e-06,2.595526460424935e-09,9.759180130686218e-08
1901,2.5562892460584408e-06,2.235495566438317e-09,6.818261510943557e-08
1902,2.305869202245958e-06,4.419255628107521e-09,8.642099658118241e-08
1903,2.6331474600738147e-06,3.7801539676252105e-09,8.208334634218772e-08
1904,2.7587950626184465e-06,2.1498500757388683e-09,9.835564185323165e-08
1905,2.5654132969066268e-06,5.160758931310738e-09,8.928113004458282e-08
1906,2.5582030502846465e-06,5.144184633820714e-09,1.028836891237006e-07
1907,2.560621624070336e-06,3.599990305858114e-09,9.977116377513084e-08
1908,2.631031065902789e-06,2.9468334439286537e-09,8.791386107986909e-08
1909,2.630570406836341e-06,2.7504918342913243e-09,1.1111986708556287e-07
1910,2.8430881684471387e-06,1.068830135508847e-09,8.069667245536039e-08
1911,2.7469091037346516e-06,2.128149656499545e-09,7.608134922065801e-08
1912,2.6432603590365034e-06,2.6047106693738442e-09,1.0418842322224009e-07
1913,2.855129650924937e-06,3.181793939432964e-09,1.0712039255622585e-07
1914,2.893662895075977e-06,8.705766774141921e-09,1.0848724940615284e-07
1915,2.693082251425949e-06,3.534228465440492e-09,1.2251992131950828e-07
1916,2.6963232357957168e-06,4.394984820521586e-09,1.538244731591476e-07
1917,2.5431138510612072e-06,5.483212106582869e-09,1.6997957175135525e-07
1918,2.236397449451033e-06,1.1486376294556067e-09,2.5614619403313554e-07
1919,2.429951109661488e-06,1.8415696745321952e-09,1.6850361816977966e-07
1920,2.513223762434791e-06,7.572231730534895e-10,1.1282624967634547e-07
1921,2.5754914076969726e-06,0.0,1.3706673485103238e-07
1922,2.542436504882062e-06,2.951174193910333e-09,1.2468710508528602e-07
1923,2.416189772702637e-06,5.307974060286824e-09,1.242065934548009e-07
1924,2.4519870294170687e-06,0.0,9.668718092825657e-08
1925,2.1798389298055554e-06,6.598906754362588e-09,1.4077667742640187e-07
1926,2.4900473363231868e-06,5.57306911730393e-09,1.270659737429014e-07
1927,2.337992555112578e-06,5.574612327308159e-09,1.4159515160372393e-07
1928,2.4851640318956925e-06,4.570416489713125e-09,1.0511958237202634e-07
1929,2.382932962063933e-06,1.1140406375176326e-09,1.459393246250329e-07
1930,2.57653391599888e-06,1.0503603542488804e-09,8.612954616182833e-08
1931,2.4441678760922514e-06,4.5621426636444085e-09,1.094914239274658e-07
1932,2.431921075185528e-06,1.0959536389520963e-08,1.0411559969725204e-07
1933,2.411133209534455e-06,8.02946331646126e-09,8.488289893193723e-08
1934,2.3160393993748585e-06,3.5944740517379614e-09,9.106000931069502e-08
1935,2.470253775754827e-06,1.196828414151696e-09,9.215578700150218e-08
1936,2.805659050864051e-06,4.849885826274658e-09,1.1639725983059179e-07
1937,2.523260036468855e-06,7.554670666820584e-09,1.0702450481403503e-07
1938,2.460797759340494e-06,6.482607339819424e-09,1.1539040656316502e-07
1939,2.437871671645553e-06,4.588215141154706e-09,9.941133072288721e-08
1940,2.6879299639404053e-06,1.0143131667916805e-08,1.343965010391912e-07
1941,2.18411196328816e-06,2.9515025978810172e-09,8.559357667081713e-08
1942,2.515361529731308e-06,6.068423541449874e-09,6.978687139280737e-08
1943,2.3487173166358843e-06,2.9032352077962287e-09,1.1032293656398906e-07
1944,2.1881796783418395e-06,1.6065930807940276e-08,8.032965581605822e-08
1945,1.930154667206807e-06,6.535512131478072e-09,1.1110370934375169e-07
1946,1.9754047571041156e-06,6.960552134671616e-09,1.1276094369350176e-07
1947,2.117146777891321e-06,9.536696765621855e-09,9.894323227399582e-08
1948,2.332019903406035e-06,1.0871887834440486e-09,1.0763169200345146e-07
1949,2.5053004719666205e-06,7.853606653895895e-09,9.424327629403706e-08
1950,2.1972657577862265e-06,6.381216888229346e-09,1.063536174683577e-07
1951,2.005409669436631e-06,9.595261474260042e-09,8.529121231504178e-08
1952,2.055182221738505e-06,3.1634410646574906e-09,9.173979265142407e-08
1953,2.0265570128685795e-06,6.464296653518886e-09,9.588706717522655e-08
1954,2.105004341501626e-06,1.2704297169818801e-08,7.818029246209335e-08
1955,2.0150901036686264e-06,1.407841132561316e-08,7.602342577683885e-08
1956,2.0337702153483406e-06,5.232684952005684e-09,8.372295923209094e-08
1957,1.8253188045491697e-06,5.301022731885041e-09,8.393286066166183e-08
1958,2.111076582878013e-06,3.3088973783179654e-09,6.617794667818089e-08
1959,2.169434310417273e-06,1.5501495642666896e-09,8.448315469422596e-08
1960,1.999428832277772e-06,2.076250060767393e-09,8.927874972641803e-08
1961,1.938536343004671e-06,7.64297514166401e-09,8.268309414916075e-08
1962,1.9552251160348533e-06,5.7077609305622445e-09,8.942158302716052e-08
1963,1.86610293440026e-06,5.819448034571906e-09,7.56528208967211e-08
1964,1.980331717277295e-06,5.475571551727398e-09,7.422441683502257e-08
1965,1.7510539009890635e-06,1.3132904541635071e-08,8.974151199936387e-08
1966,1.7353921748508583e-06,9.416426749453422e-09,6.923843187678358e-08
1967,1.7724556755638332e-06,5.916402479044791e-09,9.416940827122744e-08
1968,1.6901198023333563e-06,6.287982134978165e-09,8.39894767068472e-08
1969,1.7608394955459516e-06,1.090021850558287e-08,9.265185951790045e-08
1970,1.7075066125471494e-06,5.058597540852361e-09,8.967514020241651e-08
1971,1.55282373270893e-06,9.762954888969944e-09,7.090988418667621e-08
1972,1.5749550357213593e-06,8.721249500354133e-09,8.31083823982226e-08
1973,1.5646472775188158e-06,1.4334330167287135e-08,7.608220897736828e-08
1974,1.4806504395892262e-06,6.750686232237513e-09,7.200731744205768e-08
1975,1.3159250329408678e-06,2.8557400888473694e-09,6.910890704148187e-08
1976,1.387244310535607e-06,6.8562320265641574e-09,6.342014557958464e-08
1977,1.4756599284737604e-06,3.526069214387917e-09,7.228441489814941e-08
1978,1.3615834859592724e-06,6.534650598410963e-09,6.415838527118467e-08
1979,1.4319779211291461e-06,8.192762912528906e-09,7.373486710093857e-08
1980,1.4229932503440068e-06,8.527726080842513e-09,6.537923269434032e-08
1981,1.272068061553e-06,8.855769451088236e-09,7.40089305395486e-08
1982,1.301713268730964e-06,6.828252629986764e-09,7.138627466929393e-08
1983,1.3262164202387794e-06,5.68378455412244e-09,6.757387893685518e-08
1984,1.3766846223006723e-06,6.378909400694965e-09,6.378909489512807e-08
1985,1.3174071682442445e-06,1.2031116103372597e-09,8.542092189145478e-08
1986,1.3319746585693792e-06,5.395036861699509e-09,8.212445123945145e-08
1987,1.3492683592630783e-06,5.49973533381376e-09,8.55514343811592e-08
1988,1.4247812032408547e-06,1.798966087207532e-09,1.1273521494103989e-07
1989,1.3550173889598227e-06,6.036934507847036e-09,9.49445109199587e-08
1990,1.4237325558497105e-06,4.358920779878872e-09,1.0297950581161786e-07
1991,1.280730202779523e-06,5.8614650910726596e-09,6.682070363694947e-08
1992,1.3174276318750344e-06,2.7549720282848966e-09,8.7057117070799e-08
1993,1.316115685767727e-06,4.4313659408601325e-09,8.419595332043173e-08
1994,1.3546011814469239e-06,2.637463358823311e-09,7.068401686183279e-08
1995,1.3198244914747193e-06,4.337960657352369e-09,7.645655841770349e-08
1996,1.2891492815469974e-06,3.2028553142993132e-09,9.448422844116067e-08
1997,1.3746962395089213e-06,3.835915585170824e-09,7.911575750085831e-08
1998,1.3355529517866671e-06,8.582632382569955e-09,6.770743254946865e-08
1999,1.2709729162452277e-06,3.1991407301035224e-09,6.44398383542466e-08
2000,1.3086208809909294e-06,1.3254094488601709e-09,7.510653432518666e-08
2001,1.2775614095517085e-06,3.5049694258049158e-09,6.922314810253738e-08
2002,1.432221324648708e-06,0.0,8.762442860188457e-08
2003,1.3675841046278947e-06,4.166922806803086e-09,6.292053456036228e-08
2004,1.3421398534774198e-06,2.642874807889939e-09,8.148863628321124e-08
2005,1.3736436130784568e-06,2.251874686720612e-09,6.66554953454579e-08
2006,1.3049593690084293e-06,2.8825228870488218e-09,6.053298307051591e-08
2007,1.220313492922287e-06,1.5977917877663117e-09,6.231388027799767e-08
2008,1.2431723916961346e-06,4.6831836186811415e-09,4.640609319039868e-08
2009,1.227332745656895e-06,9.53638501499654e-10,4.9112383493365996e-08
2010,1.1875615655299043e-06,4.723793023408973e-10,4.109699958121382e-08
2011,1.0179413720834418e-06,2.2943831279320648e-09,3.74749262732621e-08
2012,9.821269486565143e-07,0.0,3.199997422598244e-08
2013,8.771798434281664e-07,0.0,3.876883880593596e-08
2014,8.659615104988916e-07,2.1654451842767486e-10,4.309235990263005e-08
2015,8.64021103552659e-07,0.0,4.9429630166741845e-08
2016,9.064183927876002e-07,2.0713400439298368e-10,5.136923419968298e-08
2017,9.031044783114339e-07,0.0,3.320607078194371e-08
2018,8.289089805657568e-07,2.5814667070633845e-10,3.381721214168465e-08
2019,7.459088351424725e-07,0.0,3.418323757387043e-08
