year,devant_VERB enseigner_VERB,devant_VERB renseigner_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,3.5763532135746345e-09,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,3.668920500743411e-09,0.0
1829,0.0,0.0
1830,6.262101504006523e-09,0.0
1831,0.0,0.0
1832,1.3529969367098715e-09,0.0
1833,0.0,0.0
1834,9.334530925997342e-10,9.334530925997342e-10
1835,0.0,0.0
1836,0.0,0.0
1837,6.957890930081589e-10,0.0
1838,0.0,0.0
1839,2.0974426639952526e-09,0.0
1840,0.0,0.0
1841,1.2841097074556274e-09,0.0
1842,6.708265054555795e-10,0.0
1843,0.0,0.0
1844,3.841992946007622e-09,0.0
1845,2.2320911785556063e-09,0.0
1846,1.1709002656346001e-09,0.0
1847,3.235934187273415e-09,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,5.971931837933653e-10,0.0
1854,4.676098175337984e-09,0.0
1855,5.306937111981824e-10,0.0
1856,0.0,0.0
1857,4.881509085841174e-10,0.0
1858,2.4468380654951716e-09,0.0
1859,1.018434669930457e-09,0.0
1860,1.0527522853465143e-08,4.577183909670879e-10
1861,3.772770984511453e-09,0.0
1862,8.132375661773494e-09,0.0
1863,5.494082966350788e-09,0.0
1864,0.0,0.0
1865,4.706844358715045e-10,0.0
1866,1.4596839292835284e-09,9.731225825149181e-10
1867,0.0,0.0
1868,9.87974857480367e-09,0.0
1869,0.0,9.767038289254515e-10
1870,5.734048791339319e-10,1.7202146374017957e-09
1871,6.37270636261178e-09,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,2.3898436563030145e-09,5.974609140757536e-10
1875,2.2886108563824337e-09,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,2.4156354694326865e-09,0.0
1879,2.443730107160036e-09,0.0
1880,0.0,0.0
1881,5.5780060570498335e-09,0.0
1882,2.6621540527571597e-09,0.0
1883,8.21514056781325e-09,0.0
1884,0.0,6.601696966868076e-10
1885,6.445635691854079e-10,6.445635691854079e-10
1886,1.2906927748801422e-09,6.453463874400711e-10
1887,9.140494583448344e-09,6.528924623161458e-10
1888,1.268122939990235e-09,6.340614699951175e-10
1889,1.8795409673089125e-09,0.0
1890,0.0,6.554386478008212e-10
1891,0.0,0.0
1892,0.0,0.0
1893,2.463366621796581e-09,0.0
1894,0.0,0.0
1895,0.0,0.0
1896,3.5382172747233653e-09,0.0
1897,5.826713556089658e-10,5.826713556089658e-10
1898,1.13167097914868e-09,0.0
1899,0.0,1.1055156790007459e-09
1900,0.0,0.0
1901,3.353243460679778e-09,0.0
1902,2.455141867585553e-09,0.0
1903,2.7001101354784396e-09,1.0800440541913758e-09
1904,3.2247751136083025e-09,0.0
1905,5.160759042333041e-10,5.160759042333041e-10
1906,3.0865106026567446e-09,7.201858220895474e-09
1907,2.057137349353866e-09,5.142843373384665e-10
1908,1.964555629285769e-09,9.822778146428846e-10
1909,1.6502950117569526e-09,1.1001967115120692e-09
1910,3.740905363258662e-09,2.67207544979442e-09
1911,3.7242617878519013e-09,0.0
1912,7.814131564032323e-09,2.0837684910901544e-09
1913,2.6514948014977335e-09,1.060597942803554e-09
1914,0.0,6.696743715117748e-10
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,3.289927441585405e-09
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,1.1970202606903513e-08,9.207848372660976e-10
1920,4.543339038320937e-09,0.0
1921,2.2718242842501013e-09,4.543648568500203e-09
1922,3.6889677978990676e-09,0.0
1923,1.0615948120573648e-09,1.0615948120573648e-09
1924,0.0,0.0
1925,1.0998177923937646e-09,0.0
1926,5.57306911730393e-09,1.1146138456652466e-09
1927,1.1149224876660924e-09,0.0
1928,0.0,1.1426041224282812e-09
1929,1.1140406375176326e-09,0.0
1930,0.0,0.0
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,2.1919073223131136e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,5.990790086229936e-09,0.0
1935,2.393656828303392e-09,0.0
1936,2.424942913137329e-09,0.0
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,0.0,0.0
1939,4.588215141154706e-09,0.0
1940,0.0,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,0.0
1945,0.0,0.0
1946,1.3921104269343232e-09,0.0
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,5.435944139264848e-09,3.2615663503321457e-09
1949,0.0,6.8719057111366055e-09
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,7.462981344019681e-09,0.0
1952,1.0544803918932644e-09,0.0
1953,0.0,1.0773827385790469e-09
1954,9.772536113672459e-10,4.886268278880834e-09
1955,1.8771215692936494e-09,0.0
1956,2.616342476002842e-09,0.0
1957,0.0,0.0
1958,5.790570245522986e-09,0.0
1959,2.325224457422337e-09,5.425523585955716e-09
1960,0.0,1.3841666701708277e-09
1961,4.16889545107324e-09,6.948159270159238e-10
1962,3.805173953708163e-09,2.5367825617905737e-09
1963,3.2330267352165265e-09,0.0
1964,4.867174663303331e-09,0.0
1965,3.2832261354087677e-09,1.0944086747954884e-09
1966,2.215629901769489e-09,1.1078149508847446e-09
1967,4.930335584241163e-10,0.0
1968,4.491415683816058e-09,4.4914158503495116e-10
1969,4.541757636644661e-09,1.3625273131978588e-09
1970,4.1388523719376735e-09,0.0
1971,6.166076982339064e-09,0.0
1972,3.0780880067027283e-09,0.0
1973,0.0,0.0
1974,1.1251143350321513e-09,5.625571675160757e-10
1975,3.4268881066168433e-09,0.0
1976,2.856763492431469e-09,5.713526873840635e-10
1977,4.11374712072643e-09,0.0
1978,5.940591130126904e-09,1.7821774056514528e-09
1979,2.3407893401383717e-09,5.851973350345929e-10
1980,3.411090521154847e-09,1.7055452605774235e-09
1981,1.8976649140967083e-09,1.8976649140967083e-09
1982,1.8622506869903077e-09,6.207502289967692e-10
1983,2.5261264191556165e-09,1.2630632095778083e-09
1984,2.3196033982486597e-09,1.739702604197646e-09
1985,6.015558051686298e-10,0.0
1986,2.997242676272549e-09,0.0
1987,1.2221633705067347e-09,0.0
1988,1.1993107618124554e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,0.0
1990,1.6345953479657283e-09,5.44865097484859e-10
1991,1.1722930404189924e-09,5.861465202094962e-10
1992,2.7549720282848966e-09,0.0
1993,1.1078414852150331e-09,0.0
1994,1.0549853213248639e-09,1.0549853213248639e-09
1995,1.0844901643380922e-09,5.422450821690461e-10
1996,2.6690460952494277e-09,0.0
1997,4.315404922294874e-09,0.0
1998,1.43043876743576e-09,9.536258449571733e-10
1999,4.570201161957499e-10,0.0
2000,2.6508188977203417e-09,8.836062992401139e-10
2001,1.7524847129024579e-09,8.762423564512289e-10
2002,3.066854992184176e-09,4.38122149670761e-10
2003,5.416999737661854e-09,8.333845835650777e-10
2004,1.3214374039449694e-09,0.0
2005,2.251874686720612e-09,1.8014998381943315e-09
2006,4.117890028965121e-09,0.0
2007,1.5977917877663117e-09,0.0
2008,8.514879357157668e-10,0.0
2009,1.907277002999308e-09,0.0
2010,4.723793023408973e-10,4.723793023408973e-10
2011,1.529588788962144e-09,7.64794394481072e-10
2012,6.808505426114664e-10,2.7234021704458655e-09
2013,2.789125042035323e-10,8.367375126105969e-10
2014,1.2992671383216248e-09,2.1654451842767486e-10
2015,1.10828768384863e-09,1.10828768384863e-09
2016,1.2428040818690533e-09,2.0713400439298368e-10
2017,1.0062445321423752e-09,7.54683426862357e-10
2018,1.0325866828253538e-09,1.0325866828253538e-09
2019,1.53059265262101e-09,2.55098775436835e-10
