year,devait_VERB ajouter_VERB,devait_VERB rajouter_VERB
1800,7.545995117652637e-08,0.0
1801,1.166779455274991e-07,0.0
1802,1.0741632650024258e-07,0.0
1803,5.655983770225248e-08,0.0
1804,9.145848167690929e-08,0.0
1805,7.391481915419718e-08,0.0
1806,7.492339904047185e-08,0.0
1807,1.2526602688467392e-07,0.0
1808,1.2236799307174806e-07,0.0
1809,1.581321384946932e-07,0.0
1810,1.4508785284306214e-07,0.0
1811,1.1532553401139012e-07,0.0
1812,2.9339290108509886e-08,0.0
1813,1.35159851311073e-07,0.0
1814,1.7306724942045548e-07,0.0
1815,1.1328339155625144e-07,0.0
1816,9.733936678912869e-08,0.0
1817,2.553272508976079e-07,0.0
1818,1.6093589749743842e-07,0.0
1819,2.0081037632735388e-07,0.0
1820,1.9579694310323248e-07,0.0
1821,1.9131287842810707e-07,0.0
1822,1.2832788343075663e-07,0.0
1823,1.4725203811849497e-07,0.0
1824,1.2800092008546926e-07,0.0
1825,1.364843740248034e-07,0.0
1826,1.6647089751131716e-07,0.0
1827,1.97249647726494e-07,0.0
1828,1.6051527040872315e-07,0.0
1829,2.511940522254008e-07,0.0
1830,1.5968359434737067e-07,0.0
1831,1.1381580122815649e-07,0.0
1832,1.5018265742128278e-07,0.0
1833,1.2973663388038403e-07,0.0
1834,1.4468523090727103e-07,0.0
1835,2.011781390365286e-07,0.0
1836,1.1089237261785456e-07,0.0
1837,1.4124518088465265e-07,0.0
1838,1.571728347471435e-07,0.0
1839,1.5451159640633705e-07,0.0
1840,1.2739377552861697e-07,6.369688665408546e-10
1841,1.3097918838411715e-07,0.0
1842,1.448985216256915e-07,0.0
1843,1.6303074801271578e-07,0.0
1844,1.4215373767001438e-07,0.0
1845,1.6852288808877347e-07,0.0
1846,1.844167911713157e-07,0.0
1847,2.049424949746026e-07,0.0
1848,1.665360827018958e-07,0.0
1849,1.3323270309228974e-07,0.0
1850,1.3170652835015062e-07,0.0
1851,1.3285843181165546e-07,0.0
1852,1.6211258468956657e-07,0.0
1853,1.379516305632933e-07,0.0
1854,1.522329711178827e-07,0.0
1855,1.8680418634176021e-07,0.0
1856,1.982863437888227e-07,0.0
1857,1.8696179893140652e-07,0.0
1858,1.3408671861725452e-07,0.0
1859,1.2832276752305916e-07,0.0
1860,1.8949540958601574e-07,0.0
1861,1.2261506299182656e-07,0.0
1862,1.667136899641264e-07,0.0
1863,1.4983862683948246e-07,0.0
1864,1.6781547174105071e-07,0.0
1865,1.0872810207729344e-07,0.0
1866,1.0947628936719411e-07,0.0
1867,1.3151118594123545e-07,0.0
1868,1.472082402642627e-07,0.0
1869,1.372268911836727e-07,0.0
1870,1.358969541342958e-07,0.0
1871,1.4763436695375276e-07,0.0
1872,1.1429471413748615e-07,0.0
1873,1.0056487553811166e-07,0.0
1874,7.946230340394322e-08,0.0
1875,1.2301283902615978e-07,0.0
1876,9.915464005416652e-08,0.0
1877,1.1689301970818633e-07,0.0
1878,1.4554203175976e-07,0.0
1879,8.430868803088742e-08,0.0
1880,1.0332732358619978e-07,0.0
1881,8.715634436384789e-08,0.0
1882,8.718554767028763e-08,0.0
1883,1.1058843085720582e-07,3.159669414998234e-09
1884,9.04432511106279e-08,0.0
1885,9.475084539189993e-08,0.0
1886,1.1680769773647626e-07,0.0
1887,1.0838014929959172e-07,0.0
1888,1.014498351992188e-07,0.0
1889,6.515742256851809e-08,0.0
1890,8.32407067719032e-08,0.0
1891,8.860165934265751e-08,0.0
1892,6.26851246465776e-08,0.0
1893,8.252278149711856e-08,0.0
1894,6.175508815431385e-08,0.0
1895,8.907549187142649e-08,0.0
1896,7.784078093209246e-08,0.0
1897,7.225124676324413e-08,0.0
1898,6.337357660868292e-08,0.0
1899,6.356714976618605e-08,0.0
1900,7.68275896234627e-08,0.0
1901,5.1416396473769055e-08,0.0
1902,5.892340482205327e-08,0.0
1903,5.4542223182352245e-08,0.0
1904,6.825774079288749e-08,0.0
1905,7.792746004042783e-08,0.0
1906,7.510509192343306e-08,0.0
1907,7.91997862847893e-08,0.0
1908,6.433919708115354e-08,0.0
1909,5.3909637642846064e-08,0.0
1910,9.726354477379573e-08,0.0
1911,7.076097574554296e-08,0.0
1912,5.574080574888285e-08,0.0
1913,7.15903638592863e-08,0.0
1914,6.49584137590864e-08,0.0
1915,7.775302890422608e-08,0.0
1916,4.8344833913915863e-08,8.789969641043172e-09
1917,6.360526327853222e-08,0.0
1918,4.709414369585829e-08,0.0
1919,1.0036554698444888e-07,0.0
1920,4.164727585020955e-08,0.0
1921,5.452378104564559e-08,0.0
1922,6.271245212019494e-08,0.0
1923,4.140219900250486e-08,0.0
1924,7.34822620529485e-08,0.0
1925,7.258797296572084e-08,0.0
1926,6.687682940764716e-08,0.0
1927,6.020581366783517e-08,0.0
1928,7.883968322630608e-08,0.0
1929,4.790374674712439e-08,0.0
1930,5.566909777598994e-08,0.0
1931,5.47457119637329e-08,0.0
1932,6.575722011348262e-08,0.0
1933,6.76769076335404e-08,0.0
1934,5.990790441501304e-08,0.0
1935,6.462873614054843e-08,0.0
1936,5.698615979099486e-08,0.0
1937,4.5328025777280345e-08,0.0
1938,5.8343463393839556e-08,0.0
1939,9.176430637580779e-08,0.0
1940,5.832300686847702e-08,0.0
1941,4.427253941230447e-08,0.0
1942,5.158160121254696e-08,0.0
1943,5.8064703267746154e-08,0.0
1944,3.534504600111177e-08,0.0
1945,6.753362669087437e-08,0.0
1946,8.213451252458981e-08,0.0
1947,7.986983519003843e-08,0.0
1948,5.979538286737807e-08,0.0
1949,5.792034940554913e-08,0.0
1950,4.679559140186029e-08,0.0
1951,8.742349422163898e-08,0.0
1952,6.643226413416414e-08,3.1634410646574906e-09
1953,8.188109035245361e-08,0.0
1954,7.427127712844594e-08,9.772536113672459e-10
1955,5.819076775992471e-08,0.0
1956,5.930376190121933e-08,0.0
1957,6.007825703591152e-08,0.0
1958,6.86596237642334e-08,8.272243445794913e-10
1959,6.123090656728891e-08,7.750747821333448e-10
1960,5.7442917977823527e-08,0.0
1961,5.83645380913822e-08,2.08444772553662e-09
1962,8.117704197729836e-08,6.341956404476434e-10
1963,7.177319361062473e-08,1.2932106496776896e-09
1964,8.395875994438029e-08,6.083968329129164e-10
1965,9.302473813477263e-08,0.0
1966,7.14540675517128e-08,0.0
1967,8.97321044135424e-08,0.0
1968,8.937917783669036e-08,4.4914158503495116e-10
1969,9.219768060120259e-08,9.083515606356229e-10
1970,8.875539236896657e-08,4.5987250119061684e-10
1971,1.0379562809248455e-07,0.0
1972,8.208235158235766e-08,1.5390440033513642e-09
1973,7.939013357827207e-08,0.0
1974,7.482010033754705e-08,0.0
1975,7.710498550750344e-08,0.0
1976,7.199044205208338e-08,0.0
1977,9.461619043804603e-08,1.1753563677885381e-09
1978,1.003959937406762e-07,0.0
1979,9.772795550588853e-08,1.7555920051037788e-09
1980,6.367368854398592e-08,5.685150683554241e-10
1981,4.427884547908434e-08,6.325549528618524e-10
1982,5.835052263591933e-08,6.207502289967692e-10
1983,6.883694680936969e-08,0.0
1984,7.480721109232036e-08,0.0
1985,7.218669395570032e-08,0.0
1986,8.751948854524016e-08,5.994485463567401e-10
1987,5.927492452428851e-08,0.0
1988,6.65617463369017e-08,0.0
1989,6.091815407671675e-08,2.1952488715726304e-09
1990,5.775569889010512e-08,5.44865097484859e-10
1991,6.09592376576984e-08,1.1722930404189924e-09
1992,4.7936513425383964e-08,2.2039776670368383e-09
1993,4.3205819366676224e-08,0.0
1994,5.591422080897246e-08,5.274926606624319e-10
1995,4.2837360325620466e-08,1.0844901643380922e-09
1996,5.231330391097799e-08,1.6014276571496566e-09
1997,3.5961708277909565e-08,1.917957792585412e-09
1998,4.72044803245808e-08,4.768129224785866e-10
1999,5.5756455452637965e-08,5.0272213059088244e-09
2000,3.534425019324772e-08,1.3254094488601709e-09
2001,3.767842216007011e-08,3.5049694258049158e-09
2002,5.257465929275895e-08,4.38122149670761e-10
2003,4.7086228249781925e-08,4.1669229178253886e-10
2004,4.6250306695583276e-08,8.809582507929292e-10
2005,4.5037495510769077e-08,2.702249757291497e-09
2006,3.1707752867760064e-08,1.2353669198716943e-09
2007,3.1955835311237024e-08,5.592271090648637e-09
2008,4.5554603644859526e-08,4.257439678578834e-10
2009,4.3867370180805665e-08,4.76819250749827e-10
2010,4.2514137987836875e-08,1.8895172093635892e-09
2011,2.7150200310188666e-08,1.1471915639660324e-09
2012,4.731911218414098e-08,1.3617010852229328e-09
2013,4.3789263770577236e-08,1.6734750252211938e-09
2014,4.7639794331644225e-08,2.815078836704288e-09
2015,4.987294488500993e-08,1.994917786518613e-09
2016,5.302630512460382e-08,1.4499380585064614e-09
2017,3.270294612889302e-08,2.0124890642847504e-09
2018,3.768941425619232e-08,3.872199894061623e-09
2019,4.1581099452514536e-08,1.02039510174734e-09
