year,dut_VERB ajouter_VERB,dut_VERB rajouter_VERB
1888,2.53624587998047e-08,0.0
1889,1.6915869593958632e-08,0.0
1890,2.0318598359381213e-08,0.0
1891,1.7210394887001712e-08,0.0
1892,2.2566645441202127e-08,0.0
1893,1.9091091374434654e-08,0.0
1894,2.0164925729204697e-08,0.0
1895,1.8055843042930064e-08,0.0
1896,1.6511680911435178e-08,0.0
1897,1.7480140002135158e-08,0.0
1898,1.2448380992680086e-08,0.0
1899,2.3215829259015663e-08,0.0
1900,1.972600216504361e-08,0.0
1901,1.7325090695408107e-08,0.0
1902,2.1605249145295602e-08,0.0
1903,1.6200660368781428e-08,0.0
1904,2.579820090886642e-08,0.0
1905,1.8062657147766004e-08,0.0
1906,2.6749759740596346e-08,0.0
1907,1.6457098794830927e-08,0.0
1908,2.357466755142923e-08,0.0
1909,1.4852655993990993e-08,0.0
1910,1.7101282168141552e-08,0.0
1911,1.3832972989291648e-08,0.0
1912,2.2400511667797218e-08,0.0
1913,2.2802856491921375e-08,0.0
1914,2.8795998474606677e-08,0.0
1915,3.534228465440492e-09,0.0
1916,6.592477230782379e-09,0.0
1917,6.57985488317081e-09,0.0
1918,8.040463406189247e-09,0.0
1919,9.207848705727883e-09,0.0
1920,7.572231730534895e-09,0.0
1921,1.9689142760626055e-08,0.0
1922,2.6560567079059183e-08,0.0
1923,2.3355084977083607e-08,0.0
1924,2.1915761649893284e-08,0.0
1925,1.3197813508725176e-08,1.0998177923937646e-09
1926,1.2260752413340015e-08,0.0
1927,1.1149224654616319e-08,0.0
1928,1.3711249025050165e-08,0.0
1929,1.1140405931087116e-08,0.0
1930,2.10072066408884e-08,0.0
1931,1.596749932275543e-08,0.0
1932,2.082311922890767e-08,0.0
1933,1.8353059516584835e-08,0.0
1934,1.7972370258689807e-08,1.1981580172459871e-09
1935,1.0771455727365264e-08,0.0
1936,1.9399543305098632e-08,0.0
1937,3.021868266728234e-08,0.0
1938,1.4261735792331365e-08,0.0
1939,1.6823456405745674e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,1.517105907566929e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,6.535512131478072e-09,0.0
1946,9.744772988540262e-09,0.0
1947,5.960435700558264e-09,0.0
1948,1.3046265401328583e-08,0.0
1949,1.570721330779179e-08,0.0
1950,8.508289184305795e-09,0.0
1951,1.1727541604500402e-08,0.0
1952,1.4762725264461096e-08,0.0
1953,1.1851209791302608e-08,0.0
1954,3.9090144454689835e-09,0.0
1955,1.9709776921672528e-08,0.0
1956,1.5698054411927842e-08,0.0
1957,2.3854601849393475e-08,2.6505113659425206e-09
1958,8.272243334772611e-09,0.0
1959,1.3951345856355601e-08,0.0
1960,1.591791587429725e-08,2.7683333403416555e-09
1961,9.03260666262895e-09,2.779263708063695e-09
1962,1.3952304200870458e-08,1.2683912808952869e-09
1963,1.8751554975438012e-08,0.0
1964,1.6426714211092985e-08,0.0
1965,1.91521518644322e-08,5.472043373977442e-10
1966,1.3293779410616935e-08,0.0
1967,1.429797347185513e-08,0.0
1968,1.661823922916028e-08,0.0
1969,1.2716921737876419e-08,0.0
1970,1.1496812390987543e-08,0.0
1971,1.0276794526475896e-08,0.0
1972,1.3338381954497436e-08,0.0
1973,9.923766697284009e-09,0.0
1974,9.00091468025721e-09,0.0
1975,4.569184142155791e-09,0.0
1976,8.570290255249802e-09,5.713526873840635e-10
1977,9.402850942308305e-09,0.0
1978,8.316828115084718e-09,0.0
1979,9.363157360553487e-09,1.1703946700691858e-09
1980,7.95921106799824e-09,0.0
1981,8.855769451088236e-09,0.0
1982,1.3035754697909852e-08,0.0
1983,5.68378455412244e-09,0.0
1984,2.8995041922996734e-09,0.0
1985,1.6242006850575308e-08,0.0
1986,7.792831269171074e-09,0.0
1987,6.110816741511371e-09,0.0
1988,1.0793796967334401e-08,0.0
1989,9.878619700032232e-09,0.0
1990,1.0352437129768077e-08,0.0
1991,4.68917216167597e-09,0.0
1992,5.509944056569793e-09,0.0
1993,1.2186256448387667e-08,0.0
1994,6.329911705904578e-09,5.274926606624319e-10
1995,7.0491861237087505e-09,1.0844901643380922e-09
1996,6.939520069693117e-09,0.0
1997,7.671831170341648e-09,4.79489448146353e-10
1998,6.198567881199324e-09,4.768129224785866e-10
1999,8.683382013430219e-09,0.0
2000,5.3016377954406835e-09,4.4180314962005696e-10
2001,6.133696661692056e-09,0.0
2002,7.886198361006791e-09,0.0
2003,5.416999737661854e-09,4.1669229178253886e-10
2004,3.523833003171717e-09,4.404791253964646e-10
2005,8.557123898356167e-09,4.5037495954858286e-10
2006,2.8825228870488218e-09,0.0
2007,4.393927444112933e-09,3.994479469415779e-10
2008,6.3861596011349775e-09,4.257439678578834e-10
2009,6.198650481792356e-09,0.0
2010,7.085689368580006e-09,4.723793023408973e-10
2011,8.030340836739924e-09,3.82397197240536e-10
2012,1.1234034147378225e-08,1.7021263287730903e-09
2013,1.2829975304384789e-08,5.578250084070646e-10
2014,1.1693403578760808e-08,8.661780737106994e-10
2015,8.422986752520956e-09,6.649726325136385e-10
2016,6.421154274960372e-09,1.2428040818690533e-09
2017,5.7859059765519305e-09,5.031222660711876e-10
2018,7.228107001822082e-09,5.162933414126769e-10
2019,7.90806176098613e-09,1.2754939326953263e-09
