year,avaient_VERB assuré_VERB,avaient_VERB rassuré_VERB
1800,1.3834323908668011e-07,9.432493897065797e-09
1801,1.262026785298076e-07,0.0
1802,1.0741632650024258e-07,0.0
1803,1.501761204281138e-07,0.0
1804,1.2853624298259092e-07,2.4718509461507665e-09
1805,9.950071699904584e-08,0.0
1806,1.0950342499427279e-07,0.0
1807,1.0818429529990681e-07,0.0
1808,1.3369836437959748e-07,1.1330369531492579e-08
1809,2.213849938925705e-07,0.0
1810,1.310471020588011e-07,9.360507036149102e-09
1811,1.7549537290051376e-07,0.0
1812,1.2535878113340004e-07,0.0
1813,1.0927818294703684e-07,0.0
1814,1.1642705288750221e-07,0.0
1815,2.2386954867670283e-07,2.697223555614414e-09
1816,1.228330006597389e-07,6.952811659743929e-09
1817,1.5257359109455138e-07,4.670620334934483e-09
1818,2.0146789836417156e-07,0.0
1819,1.0972112818308233e-07,1.035105001712111e-09
1820,2.0173017389879533e-07,0.0
1821,1.203101618330038e-07,0.0
1822,2.0552512580707116e-07,0.0
1823,1.8480623964478582e-07,1.680056804787e-08
1824,1.6336959163254505e-07,8.421112696055388e-10
1825,1.215151144151605e-07,8.805443041381977e-10
1826,1.7351729297843121e-07,7.927186018719112e-09
1827,2.239797396441645e-07,1.8434546111834038e-09
1828,2.1463185362335935e-07,4.586150570418113e-09
1829,2.3404770388424367e-07,8.57317605795771e-10
1830,1.5029043254344288e-07,1.6698937344017395e-08
1831,1.9489007740958186e-07,3.1182412207897414e-09
1832,1.677716170433996e-07,0.0
1833,2.0039676940086792e-07,1.1583628500844156e-09
1834,1.7082192016459885e-07,1.0267983796552471e-08
1835,1.5126175867408165e-07,1.0588323107185715e-08
1836,1.7944402941338922e-07,1.3441500135158435e-09
1837,2.3517671365880233e-07,4.174734336004349e-09
1838,2.019891809368346e-07,8.837027110075724e-09
1839,2.2442635838615388e-07,2.0974426639952526e-09
1840,2.834511576566001e-07,1.2739377552861697e-08
1841,2.2086686612965423e-07,2.5682194149112547e-08
1842,2.21372744135806e-07,1.341653010911159e-09
1843,1.5121692342745519e-07,5.31621990873532e-09
1844,2.4533869691367727e-07,0.0
1845,1.7745125546753115e-07,1.0602432709561072e-08
1846,1.8207498442279757e-07,7.610851504580296e-09
1847,1.9685266750002484e-07,5.393223645455691e-10
1848,2.0113054688408738e-07,4.82713291560799e-09
1849,1.5585712276333652e-07,8.379414495607307e-09
1850,2.0434877967545617e-07,4.752297222410107e-09
1851,1.5607642467330152e-07,1.1608989325395669e-08
1852,1.4844043505490845e-07,8.463708844885787e-09
1853,2.2932218257665227e-07,5.971931837933653e-10
1854,1.6002645963908435e-07,9.871762074453727e-09
1855,1.501863238217993e-07,4.2455496895854594e-09
1856,1.7705987431781978e-07,5.177189232874468e-10
1857,1.7622247128201707e-07,5.857811125054013e-09
1858,2.3636455637188192e-07,7.34051397444091e-09
1859,2.45442748791902e-07,1.4258085379026397e-08
1860,1.7942561214567831e-07,1.8308735638683515e-09
1861,1.853373703397665e-07,1.0846716413936974e-08
1862,1.852374396094092e-07,8.584174260306554e-09
1863,1.783079568440371e-07,1.9978483312144135e-09
1864,2.0329646588379546e-07,2.8768367688059016e-09
1865,1.8733240381152427e-07,1.0355057256106193e-08
1866,2.0435574299426662e-07,3.4059290943133647e-09
1867,1.3781985330751922e-07,6.308654931785895e-09
1868,1.5363008287749835e-07,4.939874287401835e-09
1869,1.259947879361789e-07,1.904572499711321e-08
1870,1.617001714748767e-07,5.734048791339319e-10
1871,1.5400706843138323e-07,0.0
1872,1.608592299362499e-07,2.4189357183956872e-09
1873,1.2570609442263958e-07,5.9860045809045914e-09
1874,1.3622108951949485e-07,5.377148060148329e-09
1875,1.2930651394071901e-07,7.437985338754061e-09
1876,1.6203320285512746e-07,1.0882827083946722e-08
1877,1.9605866441452235e-07,1.793596560162314e-08
1878,1.624514851528147e-07,9.662541877730746e-09
1879,1.7167204191537166e-07,6.720257683667796e-09
1880,1.6750578879509703e-07,6.417846254436199e-10
1881,1.0737661426674094e-07,7.669758161910067e-09
1882,1.8036094218132348e-07,3.3276925659464496e-09
1883,1.6556667503664357e-07,4.423537092179686e-09
1884,1.9673056783631182e-07,9.902545450302114e-09
1885,1.940136371558765e-07,3.2228177904158883e-09
1886,1.697261069466549e-07,2.5813855497602844e-09
1887,1.841156773707553e-07,2.6115698492645834e-09
1888,1.572472427824323e-07,6.340614699951175e-10
1889,1.9046015609092137e-07,5.012109394186837e-09
1890,1.7959018805413507e-07,6.554386478008212e-10
1891,1.6190519147585292e-07,1.211101796627645e-08
1892,1.5796651098298753e-07,2.5074049503359674e-09
1893,1.465703149960973e-07,6.774258043407144e-09
1894,1.4556555072431365e-07,2.520615716150587e-09
1895,1.612988711485741e-07,1.5046536461227333e-08
1896,2.3706056140326837e-07,1.7691086373616827e-09
1897,1.6023462023895263e-07,5.826713334045053e-09
1898,1.3976136870041955e-07,2.26334195829736e-09
1899,2.017566060885656e-07,9.949641111006713e-09
1900,1.8532060153120256e-07,1.1939421895590385e-08
1901,2.0063572492290405e-07,8.38310842965484e-09
1902,1.571290795254754e-07,4.419255628107521e-09
1903,1.9548797070001456e-07,5.400220270956879e-09
1904,1.4995204367096449e-07,1.1824175416563776e-08
1905,1.589513800581699e-07,1.0321518084666081e-09
1906,1.923925054825304e-07,0.0
1907,1.460567489175446e-07,4.6285588695127444e-09
1908,1.6944292724474508e-07,0.0
1909,1.655796069144344e-07,2.7504918342913243e-09
1910,1.3948233856808656e-07,3.206490406526541e-09
1911,2.1175088704694645e-07,2.128149656499545e-09
1912,1.953532944298786e-07,4.688478938419394e-09
1913,1.9408942364407267e-07,6.893886794756554e-09
1914,1.9956296171130816e-07,4.018046340092951e-09
1915,2.179440912186692e-07,1.1780761921542648e-09
1916,2.0876177586615086e-07,6.592477230782379e-09
1917,2.1823184681579733e-07,1.0966424435210342e-09
1918,2.8601075996448344e-07,2.2972752589112133e-09
1919,2.2559228796126263e-07,1.8415696745321952e-09
1920,2.0899359753911995e-07,2.2716695191604686e-09
1921,1.4463947195508808e-07,6.815472630705699e-09
1922,1.9920425131658703e-07,1.1066902949607993e-08
1923,1.7197835688875784e-07,1.0615948120573648e-09
1924,1.353620575628156e-07,6.445812328337297e-09
1925,1.6937194402544264e-07,7.698724324711748e-09
1926,1.9059896771977947e-07,8.916910765321973e-09
1927,1.783875944738611e-07,8.919379901328739e-09
1928,1.9538531148555194e-07,1.3711249025050165e-08
1929,2.1389580240338546e-07,4.4561625500705304e-09
1930,1.5335261593918403e-07,8.402882833991043e-09
1931,1.7450196310164756e-07,5.7026783295555106e-09
1932,1.9617570501395676e-07,2.1919073223131136e-09
1933,1.835306022712757e-07,9.176529758292418e-09
1934,1.6414765013905708e-07,8.38710612072191e-09
1935,1.8670523616037826e-07,2.393656828303392e-09
1936,2.000577836724915e-07,3.6374143697059935e-09
1937,1.7879388281016872e-07,7.554670666820584e-09
1938,1.6076866415914992e-07,9.075650453382877e-09
1939,1.8658741396393452e-07,0.0
1940,1.3946805665909778e-07,1.0143131667916805e-08
1941,1.5642963546724786e-07,0.0
1942,1.9418955332639598e-07,3.034211770724937e-09
1943,2.641943979142525e-07,2.9032352077962287e-09
1944,2.249230277584502e-07,1.6065930807940276e-08
1945,2.0695787839031254e-07,1.089252066321933e-08
1946,1.614848059716678e-07,4.1763312808029696e-09
1947,1.9550228103071277e-07,8.344609447874518e-09
1948,1.7068863655822497e-07,6.523132700664291e-09
1949,1.7179765166019934e-07,3.9268033269479474e-09
1950,1.733563976813457e-07,8.508289184305795e-09
1951,1.8550838376540923e-07,2.1322803522849654e-09
1952,1.4024588779193436e-07,1.0544803918932644e-09
1953,1.9716104304734472e-07,3.232148326759443e-09
1954,2.1401854155556066e-07,1.2704297169818801e-08
1955,1.6894094301278528e-07,3.754243138587299e-09
1956,1.7355071690872137e-07,2.616342476002842e-09
1957,2.014388655879884e-07,8.835037590415595e-09
1958,1.6792654378150473e-07,5.790570245522986e-09
1959,1.7749212588569208e-07,9.300897829689347e-09
1960,1.4049291507944872e-07,7.612916519406099e-09
1961,1.6745063646794733e-07,6.25334317660986e-09
1962,1.4713339169247774e-07,7.610347907416326e-09
1963,1.2673464766521647e-07,1.2932106496776896e-09
1964,1.6974271943581698e-07,5.475571551727398e-09
1965,1.7236936855624663e-07,6.0192477668863376e-09
1966,1.7115741002271534e-07,1.6617224263271169e-09
1967,1.183280531336095e-07,9.860671168482327e-10
1968,1.5360642180439754e-07,4.940557296606585e-09
1969,1.6077822806437325e-07,1.8167031212712459e-09
1970,1.5175793066646293e-07,2.2993624781975086e-09
1971,1.3873673765374406e-07,6.679916619845017e-09
1972,1.3748793037393625e-07,3.5911027485013847e-09
1973,1.576776327283369e-07,1.6539611902288698e-09
1974,1.4288951888374868e-07,6.750686232237513e-09
1975,1.3250634367523162e-07,2.8557400888473694e-09
1976,1.3826735312250094e-07,2.285410749536254e-09
1977,1.310522321773533e-07,5.289103821581875e-09
1978,1.4554449023762572e-07,1.1881182704343018e-09
1979,1.5215130133583443e-07,4.096381456264453e-09
1980,1.3416955368938943e-07,3.411090521154847e-09
1981,1.271435507987917e-07,3.795329828193417e-09
1982,1.3904805484799e-07,7.449002747961231e-09
1983,1.42726136687088e-07,4.4207211225000265e-09
1984,1.258384827451664e-07,5.799008384599347e-09
1985,1.425687230494077e-07,3.0077789148208467e-09
1986,1.300803376125259e-07,4.196139880008332e-09
1987,1.417709540874057e-07,1.8332451112712533e-09
1988,1.3852039160155982e-07,5.396898483667201e-09
1989,1.3391017716912756e-07,5.488121956886971e-09
1990,1.6019033921566006e-07,3.814055737905164e-09
1991,1.3598599934994127e-07,3.5168792322792797e-09
1992,1.4160556816023018e-07,1.1019888335184191e-09
1993,1.617448504021013e-07,4.4313659408601325e-09
1994,1.3240065754871466e-07,3.6924485691258724e-09
1995,1.556243347522468e-07,4.337960657352369e-09
1996,1.3985801672333764e-07,1.6014276571496566e-09
1997,1.3569551526870782e-07,4.794894259418925e-09
1998,1.2873948662672774e-07,2.86087753487152e-09
1999,1.293366977961341e-07,5.0272213059088244e-09
2000,1.1265980504049367e-07,7.95245647111642e-09
2001,1.292457483259568e-07,6.133696661692056e-09
2002,1.3450349456434196e-07,5.257465574004527e-09
2003,1.2417430639288796e-07,4.583615265119079e-09
2004,1.3126278020081372e-07,3.9643119897903034e-09
2005,1.2430348306224914e-07,2.702249757291497e-09
2006,1.2188954201519664e-07,2.4707338397433887e-09
2007,1.2502721347118495e-07,9.98619853476157e-09
2008,1.1537661492866391e-07,7.2376473703172906e-09
2009,1.6211853903769224e-07,9.059565542202108e-09
2010,1.4029664896497707e-07,8.030448306328708e-09
2011,1.1280717160389031e-07,1.1089518636708817e-08
2012,1.385530907782595e-07,1.4297861561374248e-08
2013,1.349936553651787e-07,1.2551062411603198e-08
2014,1.773499604951212e-07,2.013864097705209e-08
2015,1.553819402033696e-07,1.5072712855612735e-08
2016,1.5472910774860793e-07,1.7399257146166747e-08
2017,1.3684925193047093e-07,1.635147306444651e-08
2018,1.437877017451683e-07,1.4972506789945328e-08
2019,1.3673295029548171e-07,1.5561024468979667e-08
