year,grand_ADJ aliment_NOUN,grand_ADJ ralliement_NOUN
1932,9.863582839386709e-09,0.0
1933,6.882397318719313e-09,5.735331320977366e-09
1934,0.0,3.5944740517379614e-09
1935,3.590485242455088e-09,2.393656828303392e-09
1936,0.0,2.3036957230715416e-08
1937,2.5182236296217297e-09,8.813782592653752e-09
1938,0.0,1.1668692678767911e-08
1939,3.058810094103137e-09,4.588215141154706e-09
1940,0.0,1.5214697057785997e-08
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,0.0,1.517105907566929e-08
1943,2.9032352077962287e-09,9.870999662098257e-08
1944,0.0,4.819779064746399e-08
1945,2.178504043826024e-09,4.357008265287732e-08
1946,4.1763312808029696e-09,1.3921104269343232e-08
1947,2.3841741914054637e-09,9.536696765621855e-09
1948,1.0871887834440486e-09,3.2615663503321457e-09
1949,1.9634016634739737e-09,1.3743811422273211e-08
1950,5.317680518146517e-09,8.508289184305795e-09
1951,9.595261474260042e-09,9.595261474260042e-09
1952,1.0544803918932644e-09,2.2144087452602434e-08
1953,0.0,1.2928593307037772e-08
1954,0.0,6.840775057526116e-09
1955,9.385607846468247e-10,1.407841132561316e-08
1956,3.488456634670456e-09,8.72114114258693e-09
1957,0.0,4.417518795207798e-09
1958,0.0,9.926692356998501e-09
1959,0.0,7.750747599288843e-09
1960,6.920833350854139e-10,1.3841666701708277e-09
1961,1.3896318540318475e-09,2.779263708063695e-09
1962,6.341956404476434e-10,6.976152100435229e-09
1963,5.819448034571906e-09,1.2932106496776896e-09
1964,2.4335873316516654e-09,2.4335873316516654e-09
1965,2.188817349590977e-09,4.377634699181954e-09
1966,3.8773522170743036e-09,2.769537488234164e-09
1967,1.4791006197611978e-09,2.9582012395223956e-09
1968,4.042274071025531e-09,5.3896989093971115e-09
1969,2.2708788183223305e-09,6.8126366770115965e-09
1970,4.1388523719376735e-09,5.058597540852361e-09
1971,4.624557625731995e-09,3.083038491169532e-09
1972,2.565073486948677e-09,3.5911027485013847e-09
1973,1.6539611902288698e-09,3.859242703185828e-09
1974,1.6876715580593782e-09,6.1881286761433785e-09
1975,1.7134440533084216e-09,5.140332159925265e-09
1976,5.713526873840635e-10,3.4281160132820787e-09
1977,5.876781838942691e-10,4.11374712072643e-09
1978,0.0,3.5643548113029055e-09
1979,1.7555920051037788e-09,4.096381456264453e-09
1980,0.0,5.6851505725319385e-09
1981,2.5302198114474095e-09,6.325549417596221e-09
1982,0.0,1.1794254461960918e-08
1983,1.89459470334441e-09,5.68378455412244e-09
1984,3.479405208395292e-09,1.739702604197646e-09
1985,5.414002135495366e-09,6.617113967877231e-09
1986,2.997242676272549e-09,4.7955883708539204e-09
1987,1.2221633705067347e-09,3.0554083707556856e-09
1988,1.1993107618124554e-09,5.99655392008458e-09
1989,0.0,5.488121956886971e-09
1990,2.179460389939436e-09,4.90378582185258e-09
1991,5.861465202094962e-10,4.10302547493302e-09
1992,1.65298330578878e-09,4.958949695321735e-09
1993,1.1078414852150331e-09,7.200969598386564e-09
1994,1.0549853213248639e-09,4.2199412852994556e-09
1995,1.0844901643380922e-09,2.1689803286761844e-09
1996,2.135236876199542e-09,7.473328622609188e-09
1997,1.917957792585412e-09,2.876936688878118e-09
1998,4.768129224785866e-10,6.198567881199324e-09
1999,4.570201161957499e-10,3.1991407301035224e-09
2000,8.836062992401139e-10,5.3016377954406835e-09
2001,1.3143635069212678e-09,6.571817756650944e-09
2002,8.76244299341522e-10,3.504977197366088e-09
2003,0.0,2.9168460979889232e-09
2004,1.7619165015858584e-09,3.523833003171717e-09
2005,9.007499190971657e-10,6.7556245042510454e-09
2006,0.0,5.7650457740976435e-09
2007,1.1983438685803094e-09,1.078509459517818e-08
2008,4.257439678578834e-10,2.9802078582719105e-09
2009,4.76819250749827e-10,4.76819250749827e-09
2010,3.3066551718974324e-09,4.2514138876015295e-09
2011,1.529588788962144e-09,8.030340836739924e-09
2012,3.404252713057332e-10,1.3617010852229328e-09
2013,1.6734750252211938e-09,2.2313000336282585e-09
2014,1.2992671383216248e-09,8.661780737106994e-10
2015,1.5516027351836215e-09,1.5516027351836215e-09
2016,3.1070099826280284e-09,1.2428040818690533e-09
2017,1.0062445321423752e-09,1.2578056374223934e-09
2018,1.5488800242380307e-09,7.744400121190154e-10
2019,1.2754939326953263e-09,1.02039510174734e-09
