year,dut_VERB acheter_VERB,dut_VERB racheter_VERB
1892,2.0686091062316336e-08,1.002961980134387e-08
1893,2.771287377356657e-08,8.005941687372342e-09
1894,1.5123694296903523e-08,2.520615716150587e-08
1895,1.1435367319734269e-08,4.814891596538473e-09
1896,1.7691087705884456e-08,7.66613794667137e-09
1897,3.1464253424928756e-08,1.2818770045441852e-08
1898,2.1501747937691107e-08,1.0185038590293516e-08
1899,9.949641111006713e-09,6.080336234504102e-09
1900,7.26747462209687e-09,6.748368974740515e-09
1901,2.51493244007861e-08,6.706486921359556e-09
1902,1.915010727771005e-08,5.892340837476695e-09
1903,2.1060859722865644e-08,7.020286574288548e-09
1904,2.418581246388385e-08,1.0749250378694342e-08
1905,2.580379465655369e-08,3.6125313851442797e-09
1906,1.7490227932626112e-08,8.230695236477459e-09
1907,2.674278576364486e-08,4.114274698707732e-09
1908,1.9154416719402434e-08,3.437972351250096e-09
1909,4.015717891547865e-08,1.5402754627302784e-08
1910,1.1222716089775986e-08,2.137660271017694e-09
1911,2.3409645777405785e-08,7.980561100850991e-09
1912,2.4484279492753558e-08,1.5628263128064646e-08
1913,1.7499866444836698e-08,9.015082902408267e-09
1914,2.678697441638178e-08,1.875088173619588e-08
1915,4.947920118070215e-08,1.6493066468115103e-08
1916,2.0876177231343718e-08,6.592477230782379e-09
1917,2.1932848426331475e-08,3.289927441585405e-09
1918,1.9526840588923733e-08,2.2972752589112133e-09
1919,1.6574126959767455e-08,1.2890987832747669e-08
1920,3.8618381381638756e-08,3.028892692213958e-09
1921,1.8931869405491852e-08,6.058197943303867e-09
1922,1.549366501762961e-08,8.115729421831475e-09
1923,1.5923921736771263e-08,2.1231896241147297e-09
1924,1.2891624656674594e-08,1.1602462102189293e-08
1925,1.2097995494286806e-08,9.898360353588487e-09
1926,1.671920735191179e-08,1.2260752413340015e-08
1927,2.3413372574054847e-08,5.574612327308159e-09
1928,1.7139061725401916e-08,1.1426041224282812e-09
1929,1.0026365515614089e-08,5.570202965543558e-09
1930,1.7856125467119455e-08,2.100720708497761e-09
1931,2.0529641986399838e-08,1.596749932275543e-08
1932,3.7262424257278326e-08,1.3151444377967891e-08
1933,1.8353059516584835e-08,3.4411986593596566e-09
1934,2.3963160344919743e-08,4.7926320689839486e-09
1935,1.555876849579363e-08,1.196828414151696e-09
1936,9.699771652549316e-09,2.424942913137329e-09
1937,3.021868266728234e-08,2.5182236296217297e-09
1938,1.5558256905023882e-08,2.5930428915188486e-09
1939,1.070583532936098e-08,1.5294050470515685e-08
1940,2.028626333583361e-08,1.7750480196809804e-08
1941,2.066051862925633e-08,1.1806010391524069e-08
1942,1.2136847082899749e-08,0.0
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,1.2852744646352221e-08,1.2852744646352221e-08
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,3.337843779149807e-08,4.7683483828109274e-09
1948,2.0656587551570738e-08,4.348755133776194e-09
1949,1.2762110479513922e-08,4.908504269707237e-09
1950,8.508289184305795e-09,3.190608444114673e-09
1951,2.3455083209000804e-08,3.1984206394497505e-09
1952,1.7926167217297007e-08,5.272402070488624e-09
1953,2.1547654327491728e-08,1.4005975934594517e-08
1954,6.840775057526116e-09,1.172704333640695e-08
1955,1.220129064449793e-08,5.631364707880948e-09
1956,1.4825940475304833e-08,8.72114158667614e-10
1957,1.1485549400447326e-08,3.534015080575159e-09
1958,1.0753916868111446e-08,8.272243445794913e-10
1959,1.2401196514133517e-08,5.425523585955716e-09
1960,1.038124963770315e-08,6.920833239831836e-09
1961,1.945484662257968e-08,2.08444772553662e-09
1962,2.5367825173816527e-08,4.43936931660005e-09
1963,2.0044765847160306e-08,2.5864212993553792e-09
1964,1.7035111099517053e-08,4.258777774879263e-09
1965,1.1491291473930687e-08,4.377634699181954e-09
1966,1.273987226824147e-08,5.539074976468328e-09
1967,1.3311906243984595e-08,6.902469706915326e-09
1968,1.392338955241712e-08,4.491415683816058e-09
1969,1.3625273354023193e-08,6.358460868938209e-09
1970,2.6672605457633836e-08,5.058597540852361e-09
1971,1.5415192677892264e-08,5.652237344833111e-09
1972,1.128632298730281e-08,3.0780880067027283e-09
1973,1.4334330167287135e-08,2.205281512956958e-09
1974,1.8564387360697765e-08,8.438357568252286e-09
1975,1.8276736568623164e-08,8.567219822452898e-09
1976,1.314111219841152e-08,5.142174241967723e-09
1977,8.815172591880582e-09,8.815172591880582e-09
1978,2.4356424432880885e-08,8.316828115084718e-09
1979,1.0533551808578068e-08,8.192762912528906e-09
1980,1.819248218737357e-08,3.97960553399912e-09
1981,1.0753434587229549e-08,3.795329828193417e-09
1982,1.5518756057986138e-08,6.828252629986764e-09
1983,1.515675762675528e-08,4.4207211225000265e-09
1984,5.799008384599347e-09,5.799008384599347e-09
1985,1.3835783185811579e-08,3.609334831011779e-09
1986,1.1389522214244607e-08,2.997242676272549e-09
1987,1.2221633483022742e-08,8.555143260480236e-09
1988,2.5185526553173077e-08,4.197587610832443e-09
1989,7.683371272548811e-09,4.390497743145261e-09
1990,1.198703181159999e-08,5.44865097484859e-10
1991,9.96449056600568e-09,7.6199047072123e-09
1992,1.2672871640972971e-08,3.856960972825618e-09
1993,8.862731881720265e-09,3.877445031719162e-09
1994,1.1077346151466827e-08,5.802419433820205e-09
1995,6.506940763983948e-09,1.626735190995987e-09
1996,1.0676184380997711e-08,3.2028553142993132e-09
1997,9.110299181713799e-09,1.917957792585412e-09
1998,8.10582001520288e-09,5.2449422582867555e-09
1999,9.140402212892695e-09,5.941261704833778e-09
2000,1.1045078629479121e-08,3.092622158362701e-09
2001,1.0076787404500465e-08,2.190605918883648e-09
2002,1.0076809608960957e-08,2.6287327870022636e-09
2003,4.166922806803086e-09,3.333538334260311e-09
2004,3.0833537945085254e-09,0.0
2005,6.7556245042510454e-09,3.1526248278623825e-09
2006,1.070651389767363e-08,3.294311934354255e-09
2007,5.991719120856942e-09,4.7933754743212376e-09
2008,9.366367237362283e-09,2.1287198670449925e-09
2009,1.0490023072406984e-08,1.430457752249481e-09
2010,1.0864724231396394e-08,1.4171379625338432e-09
2011,6.118355155848576e-09,2.6767803529281764e-09
2012,6.808505315092361e-09,1.3617010852229328e-09
2013,8.08846234434668e-09,2.5102124823206395e-09
2014,1.0827226226695075e-08,1.9489005964601347e-09
2015,6.871383906315032e-09,3.768178213903184e-09
2016,7.871092222444531e-09,3.5212781579474495e-09
2017,5.534344982294215e-09,3.5218559180094644e-09
2018,7.228107001822082e-09,1.290733298020541e-09
2019,7.652963596171958e-09,2.806086474294034e-09
