year,devront_VERB amener_VERB,devront_VERB ramener_VERB
1995,1.0844901643380922e-09,1.0844901643380922e-09
1996,2.135236876199542e-09,2.135236876199542e-09
1997,4.315404922294874e-09,2.876936688878118e-09
1998,9.536258449571733e-10,1.43043876743576e-09
1999,1.8280804647829996e-09,4.570201161957499e-10
2000,3.092622158362701e-09,0.0
2001,2.190605918883648e-09,3.943090742808408e-09
2002,8.76244299341522e-10,2.1906108038649563e-09
2003,2.083461403401543e-09,4.1669229178253886e-10
2004,1.7619165015858584e-09,4.404791253964646e-10
2005,3.602999676388663e-09,1.3511248786457486e-09
2006,4.1178899179428186e-10,4.1178899179428186e-10
2007,1.5977917877663117e-09,0.0
2008,2.554463751636149e-09,4.257439678578834e-10
2009,2.860915504498962e-09,0.0
2010,3.7790344187271785e-09,4.723793023408973e-10
2011,4.971163480860241e-09,3.82397197240536e-10
2012,2.382976926895708e-09,2.0425516833455504e-09
2013,2.2313000336282585e-09,8.367375126105969e-10
2014,1.5158115873603606e-09,2.1654451842767486e-10
2015,2.21657536769726e-09,6.649726325136385e-10
2016,4.142679976837371e-09,8.285360175719347e-10
2017,1.509366853724714e-09,5.031222660711876e-10
2018,1.290733298020541e-09,7.744400121190154e-10
2019,1.02039510174734e-09,2.55098775436835e-10
