year,devront_VERB amener_VERB,devront_VERB ramener_VERB
1800,9.432493897065797e-09,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,9.036122072814123e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,6.952811659743929e-09,6.952811659743929e-09
1817,0.0,0.0
1818,0.0,9.536941902865692e-09
1819,0.0,0.0
1820,0.0,0.0
1821,5.9168927535324656e-09,0.0
1822,7.017931125119503e-09,8.02049271442229e-09
1823,0.0,0.0
1824,0.0,0.0
1825,4.9310479255382234e-08,0.0
1826,0.0,1.7615968683770689e-09
1827,9.217273055917019e-10,0.0
1828,0.0,9.172301251858528e-10
1829,2.571952872898464e-09,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,1.3529969367098715e-09,0.0
1833,0.0,0.0
1834,1.120143711119681e-08,0.0
1835,1.3613558280667348e-08,0.0
1836,7.392825018825988e-09,6.720750067579218e-10
1837,2.365682938432201e-08,3.478945576063097e-09
1838,2.5248647617104325e-09,0.0
1839,3.4957374772659477e-09,0.0
1840,7.0066574764382494e-09,0.0
1841,8.346713542550788e-09,0.0
1842,2.0124795163667386e-09,1.341653010911159e-09
1843,4.7255288571079745e-09,5.906911071384968e-10
1844,7.1351298203126134e-09,5.488561272137815e-10
1845,1.1160455892778032e-09,1.674068439427856e-09
1846,5.854501328173001e-10,0.0
1847,6.47186837454683e-09,1.0786447290911383e-09
1848,1.206783295515379e-08,0.0
1849,2.0948537127196687e-08,3.3517659758786067e-09
1850,7.467895635215882e-09,6.788996032014438e-10
1851,4.514607354622058e-09,0.0
1852,1.9531636308300904e-09,0.0
1853,1.1943863675867306e-09,5.971931837933653e-10
1854,4.1565315633818045e-09,1.558699391779328e-09
1855,5.306937111981824e-09,3.714855978387277e-09
1856,1.0354378687793542e-08,0.0
1857,1.1715622250108026e-08,4.881509085841174e-10
1858,5.872411001917044e-09,0.0
1859,1.476730293603623e-08,5.092173349652285e-10
1860,1.6020143434047895e-08,4.577183909670879e-10
1861,3.3011746669586728e-09,4.715963730639317e-10
1862,1.0843167252971853e-08,4.517986262886353e-10
1863,6.99246927027275e-09,3.995696662428827e-09
1864,1.1507347075223606e-08,9.589455896019672e-10
1865,1.5061901947888146e-08,0.0
1866,9.244664589402873e-09,1.4596839292835284e-09
1867,7.279217228983725e-09,0.0
1868,7.409810987013543e-09,4.93987406535723e-10
1869,5.371870948067681e-09,0.0
1870,2.2936195165357276e-09,1.1468097582678638e-09
1871,5.3105884134652115e-09,0.0
1872,1.9956219787786722e-08,2.4189357183956872e-09
1873,5.387403856360606e-09,4.788803575905831e-09
1874,5.974609140757536e-10,2.3898436563030145e-09
1875,5.149374260327022e-09,3.432916173551348e-09
1876,1.934724735974669e-08,0.0
1877,3.0924081073635534e-09,0.0
1878,9.058632954861423e-09,6.039088673581716e-10
1879,9.163987790827832e-09,1.221865053580018e-09
1880,7.701415505323439e-09,1.2835692508872398e-09
1881,7.669758161910067e-09,4.8807553554297556e-09
1882,1.9966155395678697e-09,0.0
1883,1.4534479397809719e-08,6.319338941018771e-10
1884,0.0,6.601696966868076e-10
1885,6.445635691854079e-10,2.5782542767416317e-09
1886,5.162771099520569e-09,1.2906927748801422e-09
1887,1.9586774424595887e-09,5.223139698529167e-09
1888,3.804368819970705e-09,1.268122939990235e-09
1889,6.265136853755848e-09,6.265136742733546e-10
1890,6.554386366985909e-09,0.0
1891,9.561330394092238e-09,6.374220040683554e-10
1892,1.0656471260972467e-08,6.268512375839919e-10
1893,3.695050043717174e-09,0.0
1894,1.8904617871129403e-09,1.2603078580752936e-09
1895,1.2037228991346183e-09,6.018614495673091e-10
1896,7.076434549446731e-09,1.7691086373616827e-09
1897,1.3401440845939305e-08,1.1653427112179315e-09
1898,8.487532454637403e-09,2.8291773368493978e-09
1899,4.9748205555033564e-09,0.0
1900,9.34389543516545e-09,0.0
1901,6.147612641171918e-09,0.0
1902,3.437198747846537e-09,2.455141867585553e-09
1903,4.860198465905796e-09,0.0
1904,1.666133897515465e-08,0.0
1905,6.192911072844254e-09,1.0321518084666081e-09
1906,1.0802787109298606e-08,2.0576738091193647e-09
1907,6.1714118260169926e-09,3.0857059130084963e-09
1908,6.875944702500192e-09,1.964555629285769e-09
1909,4.950885035270858e-09,4.400786846048277e-09
1910,5.34415089958884e-09,1.068830135508847e-09
1911,4.25629931299909e-09,1.0640748282497725e-09
1912,3.646594803896619e-09,5.209421227725386e-10
1913,1.3257474229533273e-08,4.242391771214216e-09
1914,2.0090231700464756e-09,6.696743715117748e-10
1915,4.712304768617059e-09,3.534228465440492e-09
1916,3.4061130804730055e-08,3.2962386153911893e-09
1917,2.1932848426331475e-08,1.0966424435210342e-09
1918,8.040463406189247e-09,5.743188147278033e-09
1919,5.524709134618888e-09,6.4454939163738345e-09
1920,8.329454459499175e-09,0.0
1921,4.543648568500203e-09,1.5145494858259667e-09
1922,2.2133805899215986e-09,8.115729421831475e-09
1923,1.0615948120573648e-08,4.246379248229459e-09
1924,0.0,0.0
1925,3.299453377181294e-09,1.0998177923937646e-09
1926,1.1146138456652466e-09,0.0
1927,0.0,1.1149224876660924e-09
1928,7.998228745975666e-09,2.2852082448565625e-09
1929,7.798284684668033e-09,3.342121912552898e-09
1930,8.402882833991043e-09,6.302162347537887e-09
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,4.383814644626227e-09,0.0
1933,2.2941324395731044e-09,0.0
1934,3.5944740517379614e-09,0.0
1935,3.590485242455088e-09,0.0
1936,1.2124714565686645e-09,0.0
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,0.0
1939,1.3764645423464117e-08,0.0
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,9.639558484764166e-09,9.639558484764166e-09
1945,4.357008087652048e-09,0.0
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,0.0
1948,7.610321262063735e-09,0.0
1949,9.817008539414473e-09,0.0
1950,3.190608444114673e-09,0.0
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,2.1547654771580937e-09,0.0
1954,0.0,3.9090144454689835e-09
1955,1.8771215692936494e-09,1.8771215692936494e-09
1956,8.72114158667614e-10,1.744228317335228e-09
1957,6.184526224473075e-09,0.0
1958,1.6544486891589827e-09,2.4816730892496253e-09
1959,1.3951345856355601e-08,1.5501495642666896e-09
1960,8.305000243069571e-09,6.920833350854139e-10
1961,2.08444772553662e-09,0.0
1962,1.9025869768540815e-09,1.2683912808952869e-09
1963,3.2330267352165265e-09,1.939815863494232e-09
1964,3.041984220075733e-09,0.0
1965,3.830430195250756e-09,1.6416130677043839e-09
1966,4.431259803538978e-09,0.0
1967,8.874604162656397e-09,9.860671168482327e-10
1968,3.1439910674890825e-09,2.6948494546985557e-09
1969,3.6334062425424918e-09,0.0
1970,2.7592350626548523e-09,3.6789800095249348e-09
1971,2.0553589941130213e-09,5.138397485282553e-10
1972,1.5390440033513642e-09,0.0
1973,6.064523994098181e-09,1.102640756478479e-09
1974,2.2502286700643026e-09,0.0
1975,3.4268881066168433e-09,1.7134440533084216e-09
1976,2.285410749536254e-09,1.142705374768127e-09
1977,5.876781727920388e-09,0.0
1978,5.346532105932056e-09,1.1881182704343018e-09
1979,1.7555920051037788e-09,0.0
1980,1.1370301367108482e-09,0.0
1981,2.5302198114474095e-09,1.2651099057237047e-09
1982,0.0,1.2415004579935385e-09
1983,3.78918940668882e-09,0.0
1984,1.739702604197646e-09,1.1598016991243298e-09
1985,4.812446441349039e-09,1.2031116103372597e-09
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,4.277571630240118e-09,6.110816852533674e-10
1988,3.597932174415064e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,5.488122178931576e-10
1990,5.448650863826288e-09,0.0
1991,1.7584396161396398e-09,5.861465202094962e-10
1992,3.30596661157756e-09,1.65298330578878e-09
1993,3.323524566667402e-09,3.323524566667402e-09
1994,5.274926717646622e-09,0.0
