year,voulut_VERB établir_VERB,voulut_VERB etablir_VERB,voulut_VERB rétablir_VERB
1843,1.216823619643037e-07,0.0,4.666459574309556e-08
1844,1.8222023356884165e-07,5.488561272137815e-10,9.111011678442082e-08
1845,1.8024135783889506e-07,5.580227946389016e-10,7.310098482093963e-08
1846,1.399225766363088e-07,0.0,6.908311434017378e-08
1847,1.6287535231640504e-07,0.0,1.0139260098185332e-07
1848,1.4803208614466712e-07,0.0,6.838438793010937e-08
1849,9.971503800443315e-08,0.0,7.373885324568619e-08
1850,9.233034603539636e-08,0.0,6.653215933738466e-08
1851,9.996630012665264e-08,6.449438760824933e-10,6.320450296470881e-08
1852,1.458362248740741e-07,6.510545436100301e-10,6.836072685700856e-08
1853,1.43326360557694e-07,0.0,6.867721680237082e-08
1854,1.3093074358039303e-07,0.0,4.9878380536938494e-08
1855,1.5283978882507654e-07,5.306937111981824e-10,7.111295730055645e-08
1856,1.5220936688820075e-07,0.0,6.575030653266367e-08
1857,6.882928005325084e-08,0.0,3.856392183365642e-08
1858,1.0863961108498188e-07,4.893676019968041e-10,7.09583005686909e-08
1859,1.3697946599222632e-07,0.0,5.9578429301154756e-08
1860,1.3090746620036953e-07,0.0,5.6299363393463864e-08
1861,1.1223993823250566e-07,0.0,4.480165571862926e-08
1862,1.3282880217957427e-07,0.0,5.0601446588416366e-08
1863,1.1837251179258601e-07,0.0,5.4441368746438457e-08
1864,1.1123768928200661e-07,0.0,5.753673448793961e-08
1865,1.1861247628530691e-07,0.0,6.683718822841911e-08
1866,9.779881793292589e-08,4.865612912574591e-10,5.7900795269461014e-08
1867,9.754150909202508e-08,0.0,5.580733386523207e-08
1868,1.1114716613747078e-07,0.0,4.742279102742941e-08
1869,9.57169774551403e-08,0.0,4.3463320054115684e-08
1870,8.887775493349181e-08,5.734048791339319e-10,8.601072920555453e-08
1871,6.478918379571041e-08,0.0,2.8677177965619194e-08
1872,9.61526964715631e-08,0.0,2.7817760539505798e-08
1873,1.1373408170811672e-07,0.0,2.2746817762708815e-08
1874,8.00597632633071e-08,0.0,4.421210775262807e-08
1875,8.52507540116676e-08,0.0,2.689117728493784e-08
1876,7.557518699741195e-08,0.0,4.111290152764013e-08
1877,8.65874270061795e-08,0.0,2.4739264858908427e-08
1878,1.0870359545833708e-07,0.0,5.193616203769125e-08
1879,1.0141479833691847e-07,0.0,5.254019797007459e-08
1880,1.2322264808517502e-07,0.0,4.8775632421893533e-08
1881,8.576184029607248e-08,0.0,4.113779539238749e-08
1882,6.788492612486152e-08,0.0,3.7270154962243396e-08
1883,9.099848341520556e-08,0.0,3.791603475633565e-08
1884,1.0298647623585566e-07,0.0,5.677459569142229e-08
1885,7.541393642895855e-08,0.0,5.672159275604827e-08
1886,9.68019548963639e-08,0.0,3.1621972595985426e-08
1887,9.075205298358924e-08,0.0,4.309090329002174e-08
1888,5.199304098368884e-08,0.0,2.4094335415725254e-08
1889,7.20490760386383e-08,0.0,3.57112810434046e-08
1890,5.440140782297931e-08,0.0,1.7696843102044113e-08
1891,6.69293100941104e-08,6.374220040683554e-10,1.9122660788184476e-08
1892,8.023695841075096e-08,6.268512375839919e-10,2.7581453565517222e-08
1893,7.944357349742859e-08,6.158416554491453e-10,3.079208354961338e-08
1894,8.381046967542716e-08,0.0,2.7096618282484997e-08
1895,6.500103921780465e-08,0.0,3.4306101071024386e-08
1896,8.019959096827733e-08,5.89702897624278e-10,2.8305738197786923e-08
1897,6.467652013952829e-08,0.0,3.1464253424928756e-08
1898,6.733442603490403e-08,0.0,2.4896761985360172e-08
1899,7.020024384019052e-08,0.0,1.879376654301268e-08
1900,6.644548022904928e-08,0.0,3.114631752509922e-08
1901,4.079779358789892e-08,0.0,4.973977496547377e-08
1902,5.450415230257022e-08,0.0,1.7677022512430085e-08
1903,6.372260230591564e-08,5.400220270956879e-10,2.1600881083827517e-08
1904,8.814384955257992e-08,0.0,3.0097901060344157e-08
1905,6.812202002492995e-08,0.0,2.5287718585786934e-08
1906,7.613392938310426e-08,0.0,3.7038127231880935e-08
1907,8.382834693065888e-08,0.0,3.034277540336916e-08
1908,7.465311568921607e-08,0.0,2.701263923654551e-08
1909,7.31630791506177e-08,0.0,3.245580160182726e-08
1910,6.947395547740598e-08,0.0,2.3514262537105424e-08
1911,6.118430206925041e-08,0.0,3.458243114096149e-08
1912,6.511776717843532e-08,0.0,2.6568049094066737e-08
1913,5.674198888527826e-08,0.0,2.4393752795504042e-08
1914,5.424362470307642e-08,0.0,2.5447626228469744e-08
1915,4.476689596799588e-08,0.0,1.6493066468115103e-08
1916,6.372727767711694e-08,0.0,1.0987461607214755e-08
1917,4.386569685266295e-08,0.0,1.6449636319748606e-08
1918,6.317507228459363e-08,0.0,1.2635013924011673e-08
1919,5.7088659133341935e-08,0.0,5.524709134618888e-09
1920,5.3762846619065385e-08,0.0,1.3630017114962811e-08
1921,2.9533714140939082e-08,0.0,2.7261890522822796e-08
1922,2.87739485571592e-08,0.0,1.8444838545406128e-08
1923,4.352538596208433e-08,0.0,2.441668023323018e-08
1924,7.60605871619191e-08,1.289162443462999e-09,2.0626599095407983e-08
1925,3.959344141435395e-08,0.0,2.0896537833436923e-08
1926,4.458455293843144e-08,0.0,2.6750733184144337e-08
1927,4.7941668412931904e-08,0.0,1.6723836537835268e-08
1928,4.570416578530967e-08,0.0,2.170947865920425e-08
1929,3.230717737778832e-08,0.0,3.119313873867213e-08
1930,4.411513643276521e-08,0.0,1.575540586884472e-08
1931,3.193499864551086e-08,0.0,1.710803587684495e-08
1932,3.1782654730250215e-08,0.0,1.3151444377967891e-08
1933,3.785318369864399e-08,0.0,3.4411986149507356e-08
1934,4.4331848414458364e-08,0.0,1.4377896206951846e-08
1935,3.351119559624749e-08,0.0,2.393656828303392e-08
1936,4.243650053581405e-08,1.2124714565686645e-09,1.8187071404440758e-08
1937,4.0291578073947676e-08,0.0,1.510934133364117e-08
1938,1.6854778905894818e-08,0.0,1.8151300906765755e-08
1939,2.141167065872196e-08,0.0,1.2235240376412548e-08
1940,3.803674530900025e-08,0.0,1.7750480196809804e-08
1941,2.066051862925633e-08,0.0,1.4757512545315876e-08
1942,3.3376331032286544e-08,0.0,2.1239483061208375e-08
1943,4.064529335323641e-08,0.0,8.709705845433291e-09
1944,2.2492303131116387e-08,0.0,4.177142187700156e-08
1945,3.921307367704685e-08,0.0,2.178504132643866e-08
1946,5.0115975369635635e-08,0.0,3.062643116891195e-08
1947,3.9338875268413176e-08,0.0,1.907339353124371e-08
1948,3.4790041070209554e-08,0.0,1.848220954059343e-08
1949,3.337782672474532e-08,0.0,2.4542520904446974e-08
1950,3.084254984742074e-08,0.0,2.1270722072586068e-08
1951,3.3050344683260846e-08,0.0,1.4925962688039363e-08
1952,4.323369751091377e-08,0.0,1.8980646387944944e-08
1953,3.5553629373907825e-08,0.0,1.723812381726475e-08
1954,1.9545073115523337e-08,0.0,9.772536557761669e-09
1955,3.660387193349379e-08,0.0,8.447047505910632e-09
1956,2.441919733087161e-08,0.0,1.5698054411927842e-08
1957,4.329168490357915e-08,0.0,2.2087593976038988e-08
1958,2.8952852559882558e-08,0.0,1.0753916868111446e-08
1959,2.2477168570844697e-08,0.0,1.3176271629333769e-08
1960,2.2146666722733244e-08,0.0,1.591791587429725e-08
1961,2.223410966450956e-08,0.0,2.36237411854745e-08
1962,2.4099433559854333e-08,0.0,1.8391673961559718e-08
1963,2.909724017285953e-08,0.0,1.681173777967615e-08
1964,2.311907998375773e-08,0.0,1.1559539991878864e-08
1965,3.6662690661160013e-08,0.0,1.8057743744748223e-08
1966,3.101881773659443e-08,0.0,1.273987226824147e-08
1967,2.415864486238206e-08,0.0,2.3172576746333107e-08
1968,3.233819256820425e-08,8.982831700699023e-10,1.661823922916028e-08
1969,3.133812853661766e-08,0.0,2.2254612375149918e-08
1970,3.127133041402885e-08,0.0,1.7935027685211935e-08
1971,3.7510300643361916e-08,0.0,2.1067430466814585e-08
1972,3.1806909106535386e-08,0.0,9.747279428040656e-09
1973,3.6387145740945925e-08,0.0,1.3231689521830958e-08
1974,2.306484425673716e-08,0.0,1.1813700240281833e-08
1975,1.4849848462006321e-08,0.0,2.341706917263764e-08
1976,2.4568166168137395e-08,0.0,8.570290255249802e-09
1977,1.645498848290572e-08,0.0,1.4104276857551667e-08
1978,3.148513272321907e-08,0.0,1.900989232694883e-08
1979,2.2237498953359136e-08,0.0,1.8141117053005473e-08
1980,2.1603572264439208e-08,5.685150683554241e-10,1.2507331170752423e-08
1981,2.0241758491579276e-08,0.0,5.060439622894819e-09
1982,2.5450759721934446e-08,0.0,8.690503427999374e-09
1983,2.5261265079734585e-08,0.0,5.68378455412244e-09
1984,1.8556827185989277e-08,0.0,1.1018116197192285e-08
1985,1.4437339324047116e-08,0.0,7.820225356169885e-09
1986,1.4386765556650971e-08,0.0,8.991728250862252e-09
1987,1.3443797186596385e-08,0.0,7.944062296871834e-09
1988,1.6190695006912392e-08,0.0,1.8589316752581908e-08
1989,2.250130037850795e-08,0.0,7.683371272548811e-09
1990,1.7435683119515488e-08,0.0,1.1442167213715493e-08
1991,1.4653663171770859e-08,0.0,8.20605094986604e-09
1992,1.4876849085965205e-08,0.0,1.0468894195980738e-08
1993,1.2186256448387667e-08,0.0,1.4955860550003308e-08
1994,1.318731612798274e-08,0.0,1.2659823411809157e-08
1995,2.0063067651676647e-08,0.0,1.1929391696696712e-08
1996,1.1209993822092201e-08,1.6014276571496566e-09,6.4057106285986265e-09
1997,1.5823152565985765e-08,0.0,9.58978851883785e-09
1998,1.4304387896402204e-08,0.0,1.0966696883940585e-08
1999,1.3710603319339043e-08,0.0,6.8553016596695215e-09
2000,1.4579503826439577e-08,0.0,4.859834756842929e-09
2001,1.7524847351069184e-08,0.0,1.095302959441824e-08
2002,1.1829298429688606e-08,0.0,1.0514931148009055e-08
2003,1.1667384391955693e-08,0.0,5.8336921959778465e-09
2004,1.4095332012686868e-08,0.0,6.166707589017051e-09
2005,1.306087415997581e-08,0.0,1.261049931144953e-08
2006,1.1941880373456115e-08,0.0,7.000412693969338e-09
2007,1.5977917655618512e-08,0.0,8.38840730210677e-09
2008,1.3198063086861112e-08,0.0,1.0217855006544596e-08
2009,1.43045770784056e-08,0.0,5.245011536203492e-09
2010,5.668551850135373e-09,0.0,1.0864724231396394e-08
2011,9.177532511728259e-09,0.0,9.942326961720482e-09
2012,7.148930780687124e-09,0.0,2.382976926895708e-09
2013,1.310888730898796e-08,2.789125042035323e-10,6.414987652192394e-09
2014,1.5591204771681078e-08,0.0,8.87832563023494e-09
2015,1.573768493301486e-08,0.0,1.2856137487915476e-08
2016,2.5063213726639333e-08,0.0,7.871092222444531e-09
2017,9.30776167251679e-09,0.0,5.7859059765519305e-09
2018,1.3939920329164579e-08,0.0,5.162933192082164e-09
2019,1.2754938438774843e-08,0.0,7.397864543179367e-09
