year,avait_VERB établi_VERB,avait_VERB etabli_VERB,avait_VERB rétabli_VERB
1860,2.9751695365121122e-06,4.119465657481669e-09,3.69378739151216e-07
1861,2.725355443544686e-06,1.8863854922557266e-09,3.2021392826209194e-07
1862,2.84271686723514e-06,1.3553959066214816e-09,3.722820736129506e-07
1863,2.718572204685188e-06,1.4983863039219614e-09,3.7159978205636435e-07
1864,2.5829199330473784e-06,5.274200631788517e-09,2.7809423386315757e-07
1865,2.576055976533098e-06,3.765475486972036e-09,3.1253446763912507e-07
1866,2.9101231575623387e-06,9.731225825149181e-10,3.036142572909739e-07
1867,2.9519651434384286e-06,4.367530337390235e-09,2.858305947484041e-07
1868,2.5129138521151617e-06,2.9639244392143382e-09,2.4057186465142877e-07
1869,2.5179424483212642e-06,3.906815315701806e-09,2.622449812861305e-07
1870,2.801656137307873e-06,4.013834153937523e-09,2.844088271558576e-07
1871,2.670163894435973e-06,0.0,2.0605084216640535e-07
1872,2.5017843654495664e-06,0.0,3.0901904324309726e-07
1873,2.4931707685027504e-06,2.3944017879529156e-09,2.2746816341623344e-07
1874,2.5714716684888117e-06,1.1949218281515073e-09,3.029126958153938e-07
1875,2.5460794859100133e-06,1.716458086775674e-09,2.071192852781678e-07
1876,2.4045000373007497e-06,2.418405919968336e-09,1.9468167522518343e-07
1877,2.2314816305879503e-06,3.0924081073635534e-09,2.282197044678469e-07
1878,2.5400406684639165e-06,2.4156354694326865e-09,2.3673227644849248e-07
1879,2.4877172108972445e-06,6.10932526790009e-10,2.3032156093449885e-07
1880,2.5068106879189145e-06,1.9253538763308597e-09,2.676241876997665e-07
1881,2.5728552373038838e-06,0.0,2.0011096069083578e-07
1882,2.3353745746135246e-06,1.3310770263785798e-09,2.3360401257832564e-07
1883,2.1580542579613393e-06,6.319338941018771e-10,2.0474658413149882e-07
1884,2.2630617877439363e-06,0.0,2.4558312361477874e-07
1885,2.2411475129047176e-06,1.933690763067375e-09,2.4686784172445186e-07
1886,2.2445146896643564e-06,3.2267319927115068e-09,2.5233043743355665e-07
1887,2.0089501049369574e-06,1.3057849246322917e-09,1.9586774158142362e-07
1888,2.0879645035165595e-06,6.340614699951175e-10,2.409433648153936e-07
1889,2.061856548607466e-06,1.8795409673089125e-09,2.2303886737518042e-07
1890,2.0888828657916747e-06,1.3108772956016423e-09,2.248154515882561e-07
1891,2.1309017483872594e-06,6.374220040683554e-10,2.5178169948958384e-07
1892,2.052310946965008e-06,1.2537024751679837e-09,1.629813226600163e-07
1893,2.039051651081536e-06,1.2316833108982905e-09,2.2416635658828454e-07
1894,1.9370932022866327e-06,5.671385139294216e-09,1.8967632797739498e-07
1895,2.0728107301692944e-06,0.0,2.4255015773633204e-07
1896,1.832206862673047e-06,1.7691086373616827e-09,1.9283284302673565e-07
1897,1.8552256051407312e-06,1.1653427112179315e-09,1.80628120460824e-07
1898,1.928933215822326e-06,1.6975064687230201e-09,1.7880401514958066e-07
1899,1.8887735677708406e-06,2.7637891975018647e-09,1.901486967881283e-07
1900,1.8957725842483342e-06,2.595526460424935e-09,1.541742733479623e-07
1901,1.8604912384034833e-06,1.676621730339889e-09,1.9728248901174084e-07
1902,1.6267770206468413e-06,9.820567692386817e-10,1.6842272998474073e-07
1903,1.7572316437508562e-06,4.860198465905796e-09,1.8468753637534974e-07
1904,1.8821937146640266e-06,1.6123875568041512e-09,2.2089709261763346e-07
1905,1.759818815116887e-06,1.0321518084666081e-09,1.863033958215965e-07
1906,1.7248451058549108e-06,2.0576738091193647e-09,1.713013375592709e-07
1907,1.7573096329215332e-06,1.028568674676933e-09,1.9799946926468692e-07
1908,1.6900089576665778e-06,0.0,1.6158469406946097e-07
1909,1.5743814856250538e-06,5.500983557560346e-10,1.8593324568882963e-07
1910,1.6251561874014442e-06,1.068830135508847e-09,1.3948233856808656e-07
1911,1.7722165921441047e-06,1.0640748282497725e-09,2.0802663414087874e-07
1912,1.5821012766537024e-06,1.5628263128064646e-09,1.4534285242007172e-07
1913,1.5574880762869725e-06,1.590896969716482e-09,1.4742310838755657e-07
1914,1.6788736729722586e-06,1.3393487430235496e-09,1.553644608520699e-07
1915,1.65755318448646e-06,0.0,9.89584023614043e-08
1916,1.5547258271908504e-06,4.394984820521586e-09,1.4393575042959128e-07
1917,1.612064352229936e-06,2.1932848870420685e-09,1.9520236094194843e-07
1918,1.6793081840660307e-06,8.040463406189247e-09,1.4013379256994085e-07
1919,1.6353138789781951e-06,9.207848372660976e-10,1.418008679365812e-07
1920,1.58259638283198e-06,0.0,1.5674520170705364e-07
1921,1.5190931890174397e-06,0.0,1.2797943327313988e-07
1922,1.6017497728171293e-06,0.0,1.4829650751835288e-07
1923,1.3545949286708492e-06,1.0615948120573648e-09,1.2208340649522142e-07
1924,1.4206569858288276e-06,0.0,1.5469949232738145e-07
1925,1.5474436168005923e-06,4.399271169575059e-09,1.8146992886158841e-07
1926,1.4367371932166861e-06,3.343841648018042e-09,1.894843535410473e-07
1927,1.514064706498175e-06,3.3447675740205796e-09,1.4271007842125982e-07
1928,1.4271125792220118e-06,3.4278122562625413e-09,1.5653677110094577e-07
1929,1.3602435728898854e-06,1.1140406375176326e-09,1.7824649489739386e-07
1930,1.6417131973867072e-06,1.0503603542488804e-09,1.7330945922822139e-07
1931,1.5397231436509173e-06,1.1405356659111021e-09,1.3344266847070685e-07
1932,1.5650218756491086e-06,0.0,2.016554674355575e-07
1933,1.5600101050949888e-06,4.588264879146209e-09,1.4453034680173005e-07
1934,1.5468219771719305e-06,0.0,1.605531707582486e-07
1935,1.3332668231669231e-06,0.0,1.5080037485404318e-07
1936,1.421016577296541e-06,1.2124714565686645e-09,1.9520790317528736e-07
1937,1.4454603842750657e-06,3.777335333410292e-09,2.1530811977754638e-07
1938,1.3289344451550278e-06,0.0,1.283556230191607e-07
1939,1.3015236390856444e-06,1.5294050470515685e-09,1.3611705185212486e-07
1940,1.465682544221636e-06,2.5357829169792012e-09,1.9018371233414655e-07
1941,1.369497226733074e-06,1.1806010391524069e-08,1.5642963546724786e-07
1942,1.5474480505872634e-06,1.2136847082899749e-08,1.5777901296587515e-07
1943,1.6577472479184507e-06,0.0,2.641943979142525e-07
1944,1.4523601521432283e-06,3.2131861615880553e-09,2.0885710227958043e-07
1945,1.400778046445339e-06,2.178504043826024e-09,1.808158316407571e-07
1946,1.35173922899412e-06,1.3921104269343232e-09,1.9628757286227483e-07
1947,1.498453457315918e-06,2.3841741914054637e-09,2.3364907519862754e-07
1948,1.323108790529659e-06,0.0,1.9134522233343887e-07
1949,1.283082951886172e-06,4.908504269707237e-09,1.560904365760507e-07
1950,1.2687986554738018e-06,1.0635361480382244e-09,1.7867407109406486e-07
1951,1.3582625797425862e-06,6.396841278899501e-09,1.5778874740135507e-07
1952,1.2158159279351821e-06,3.1634410646574906e-09,1.2759213063873176e-07
1953,1.3262581433082232e-06,0.0,1.5406573083964759e-07
1954,1.2626117040781537e-06,6.840775057526116e-09,1.426790277037071e-07
1955,1.1441055676186807e-06,9.385607846468247e-10,1.4453836172378942e-07
1956,1.2035175132041331e-06,8.72114158667614e-10,1.290729017000558e-07
1957,1.3031680055064498e-06,3.534015080575159e-09,1.3605958315565658e-07
1958,1.1986480785708409e-06,0.0,1.331831214201884e-07
1959,1.1819890914921416e-06,4.650448914844674e-09,1.5656510754524788e-07
1960,1.1467820968391607e-06,6.920833350854139e-10,1.2526707848792284e-07
1961,1.1304655345156789e-06,0.0,1.479957916217245e-07
1962,1.1757987294913619e-06,6.341956404476434e-10,1.3127849740612874e-07
1963,1.1483710977699957e-06,1.939815863494232e-09,1.4677941351237678e-07
1964,1.1103242059107288e-06,2.4335873316516654e-09,1.0768624036927577e-07
1965,1.203849592457118e-06,5.472043373977442e-10,9.79495737851721e-08
1966,1.1393876775400713e-06,1.6617224263271169e-09,1.4346203158766002e-07
1967,1.132005081672105e-06,1.9721342336964653e-09,1.2079321720648295e-07
1968,1.2459187246349757e-06,1.7965663401398047e-09,1.6842808747696836e-07
1969,1.205836724693654e-06,2.2708788183223305e-09,1.4533624437262915e-07
1970,1.0774812153613311e-06,9.197450023812337e-10,1.1956684886627045e-07
1971,1.0919094393102569e-06,2.0553589941130213e-09,1.0893402446754408e-07
1972,1.044497935254185e-06,6.669190977248718e-09,1.2825367434743384e-07
1973,1.0149808531423332e-06,3.3079223804577396e-09,9.758370822510187e-08
1974,1.0491691000424908e-06,1.1251143350321513e-09,9.563471792262135e-08
1975,1.0394893479315215e-06,5.711480177694739e-10,1.0109319958928609e-07
1976,1.0518602948650368e-06,3.9994687561772935e-09,1.0627159952036891e-07
1977,8.920954996938235e-07,1.7630346071939584e-09,1.0166832709046503e-07
1978,9.938609082382754e-07,4.158414057542359e-09,1.229702348837236e-07
1979,9.708423931442667e-07,2.925986564150662e-09,1.0065394207003919e-07
1980,8.908631343729212e-07,1.1370301367108482e-09,9.38049851129108e-08
1981,9.374464298161911e-07,2.5302198114474095e-09,8.602747669783639e-08
1982,9.224348218594969e-07,1.2415004579935385e-09,8.876727974893583e-08
1983,8.904595460990095e-07,1.89459470334441e-09,9.346667440013334e-08
1984,9.78872662926733e-07,1.1598016991243298e-09,1.026424527594827e-07
1985,8.975212608675065e-07,1.8046674155058895e-09,1.0286603924214432e-07
1986,8.829877060634317e-07,4.196139880008332e-09,9.171562709298087e-08
1987,8.500146009282616e-07,6.110816852533674e-10,1.008284797876513e-07
1988,9.126754889621225e-07,2.398621523624911e-09,1.037403833947792e-07
1989,9.58226110014948e-07,4.939309850016116e-09,1.1854343995310046e-07
1990,9.333539310318884e-07,5.44865097484859e-10,1.0461410226980661e-07
1991,9.225946087099146e-07,1.7584396161396398e-09,9.612802642777751e-08
1992,9.234666435986583e-07,5.509944167592096e-10,9.201606587794231e-08
1993,9.07322203147487e-07,2.2156829704300662e-09,9.582829108012447e-08
1994,9.426294127479196e-07,5.274926606624319e-10,9.54761745219912e-08
1995,9.510978884463839e-07,1.0844901643380922e-09,1.0031534003474007e-07
1996,9.101447062676016e-07,0.0,9.288280722330455e-08
1997,9.06714546999865e-07,2.876936688878118e-09,7.336188900808338e-08
1998,8.744748924982559e-07,1.43043876743576e-09,1.1014378742402187e-07
1999,8.971304623628384e-07,1.3710603763428253e-09,1.0877078437943055e-07
2000,8.950931942308671e-07,1.3254094488601709e-09,6.936309659977269e-08
2001,9.077870686269307e-07,1.3143635069212678e-09,8.236678183948243e-08
2002,8.871973591340065e-07,1.3143663935011318e-09,8.981503896166032e-08
2003,8.996386782200716e-07,8.333845835650777e-10,9.167230530238157e-08
2004,8.510056659360998e-07,2.2023955992267474e-09,1.0131019934078722e-07
2005,8.286899060294672e-07,1.8014998381943315e-09,1.0628848912119793e-07
2006,8.12459688859235e-07,8.235779835885637e-10,9.553504298764892e-08
2007,8.480279802824953e-07,1.1983438685803094e-09,8.468296641694906e-08
2008,8.876761512510711e-07,1.7029758714315335e-09,8.77032562129898e-08
2009,8.902215427042393e-07,0.0,7.819835445843637e-08
2010,8.58313171647751e-07,0.0,8.077685720309091e-08
2011,8.290371056318691e-07,1.911985902935953e-09,7.49498525465242e-08
2012,9.42977976592374e-07,0.0,8.238291826501154e-08
2013,9.538807717035525e-07,0.0,9.204112672023257e-08
2014,1.0110463790624635e-06,0.0,1.1108733843911978e-07
2015,1.012974962577573e-06,0.0,9.730766237225907e-08
2016,1.1437939519964857e-06,0.0,1.1413083456091044e-07
2017,9.277574690713664e-07,0.0,7.722926653741524e-08
2018,8.64791331878223e-07,0.0,8.906059889568496e-08
2019,8.885090210242197e-07,0.0,7.857042305658979e-08
