year,doivent_VERB établir_VERB,doivent_VERB etablir_VERB,doivent_VERB rétablir_VERB
1800,5.65949598296811e-08,0.0,6.288328968651058e-09
1801,1.3334621939975477e-07,0.0,4.7623651688866175e-09
1802,7.384872446891677e-08,0.0,4.475680270843441e-09
1803,8.971560561121805e-08,0.0,7.801356893821776e-09
1804,1.087614407424553e-07,0.0,1.9774807569206132e-08
1805,2.55858996212055e-08,0.0,2.842877711017877e-09
1806,1.3255677799861587e-07,0.0,5.76333825108577e-09
1807,1.4804166426074516e-07,0.0,1.4234775136401367e-08
1808,6.345007363961486e-08,0.0,0.0
1809,7.228897658251299e-08,0.0,2.710836710662079e-08
1810,8.190443878675069e-08,0.0,9.360507036149102e-09
1811,6.518399686683551e-08,0.0,0.0
1812,1.0135391192989118e-07,0.0,5.3344164641089264e-09
1813,3.4508900625951355e-08,0.0,0.0
1814,6.608021863030444e-08,0.0,0.0
1815,7.552225866902518e-08,0.0,2.1577788444915313e-08
1816,3.0128852301913867e-08,0.0,0.0
1817,7.005930058312515e-08,1.556873407970727e-09,0.0
1818,8.344824209416402e-08,0.0,5.960588467246453e-09
1819,7.14222423425781e-08,0.0,1.035105001712111e-09
1820,9.374520004712394e-08,0.0,4.746592452420373e-09
1821,3.550135829755163e-08,0.0,2.3667571014129862e-08
1822,1.1028177482330648e-07,0.0,7.017931125119503e-09
1823,3.4589405117912975e-08,9.882686891060644e-10,2.668325471688604e-08
1824,4.0421340941065864e-08,0.0,1.6842225392110777e-09
1825,4.226612659863349e-08,8.805443041381977e-10,7.924898959288385e-09
1826,7.662946188702335e-08,0.0,1.3211976401805714e-08
1827,3.594736597278825e-08,0.0,1.8434546111834038e-09
1828,8.255071293206129e-08,0.0,1.1006761724274838e-08
1829,6.77280880267972e-08,0.0,8.57317605795771e-10
1830,6.78394300734908e-08,0.0,6.262101504006523e-09
1831,7.016042502527853e-08,0.0,1.4032085715598441e-08
1832,1.0147476814381662e-07,1.3529969367098715e-09,5.411987746839486e-09
1833,5.90765054653275e-08,0.0,0.0
1834,8.867804268675172e-08,9.334530925997342e-10,4.667265685043276e-09
1835,4.689114518896531e-08,0.0,1.5126175867408165e-09
1836,6.85516496901073e-08,0.0,2.688300027031687e-09
1837,5.0096815584765864e-08,0.0,7.653680356156656e-09
1838,6.312161815458239e-08,0.0,6.943378316748294e-09
1839,6.641901251214222e-08,0.0,1.2584655095793096e-08
1840,7.834717052901397e-08,0.0,2.4204817705708592e-08
1841,1.0529699778771828e-07,0.0,4.494383976094696e-09
1842,9.659901678560345e-08,0.0,5.366612043644636e-09
1843,7.206431718032036e-08,0.0,5.906911071384968e-10
1844,9.00124064173724e-08,0.0,7.683985892015244e-09
1845,3.850357188639464e-08,0.0,5.580227835366713e-09
1846,9.425747293789755e-08,0.0,2.3418005312692003e-09
1847,6.795461615638487e-08,1.0786447290911383e-09,5.9325460100012606e-09
1848,1.198738033281188e-07,0.0,1.528592186161859e-08
1849,1.0893239732467919e-07,0.0,9.217356655710773e-09
1850,8.418355434969271e-08,0.0,4.752297222410107e-09
1851,5.6755062871616246e-08,1.2898877521649865e-09,5.8044946626978344e-09
1852,5.599068941819496e-08,0.0,1.4323200403509873e-08
1853,8.36070483956064e-08,0.0,1.7915795513800958e-09
1854,5.0397943596180994e-08,0.0,1.0391328686409906e-08
1855,6.102978034050466e-08,5.306937111981824e-10,1.5920811335945473e-09
1856,6.575030653266367e-08,5.177189232874468e-10,1.0354378687793542e-08
1857,8.64027143165913e-08,0.0,1.9526036343364694e-09
1858,7.144767266709096e-08,0.0,2.936205500958522e-09
1859,7.027199444564758e-08,5.092173349652285e-10,5.601390462572908e-09
1860,7.140406665939736e-08,0.0,3.661747127736703e-09
1861,4.621644578151063e-08,0.0,5.187560159214399e-09
1862,6.23482137029896e-08,4.517986262886353e-10,1.2198563048571032e-08
1863,5.4441368746438457e-08,0.0,9.989241434027463e-09
1864,5.897515364949868e-08,0.0,4.794728170054441e-09
1865,3.9066808454890634e-08,0.0,3.765475486972036e-09
1866,4.7683005988119476e-08,0.0,1.4110277390955162e-08
1867,5.192508467644075e-08,0.0,1.164674756637396e-08
1868,6.323038803657255e-08,0.0,9.87974813071446e-10
1869,1.0743742251406729e-07,0.0,7.325278605918584e-09
1870,7.97032768673489e-08,0.0,8.027668307875047e-09
1871,9.877695106297324e-08,0.0,1.0621176826930423e-08
1872,1.0582844112150269e-07,2.4189357183956872e-09,4.23313739617015e-09
1873,9.876907114403366e-08,1.1972008939764578e-09,7.781805422268917e-09
1874,6.751308490038355e-08,0.0,4.182226565063729e-09
1875,6.808617314391086e-08,1.1443054281912168e-09,6.865832347102696e-09
1876,5.38095328295185e-08,0.0,1.209202959984168e-09
1877,4.7004601100297805e-08,0.0,1.0514186854493346e-08
1878,6.6429976186555e-08,0.0,2.4156354694326865e-09
1879,7.086817532808709e-08,0.0,1.832797580370027e-09
1880,7.508879917850209e-08,0.0,1.2835692508872398e-09
1881,9.412885049187025e-08,0.0,1.4642266066289267e-08
1882,5.0580926114207614e-08,0.0,1.9966155395678697e-09
1883,8.594300737740923e-08,0.0,3.159669414998234e-09
1884,6.865764845542799e-08,6.601696966868076e-10,8.582206056928499e-09
1885,7.670306700902074e-08,0.0,7.7347630522695e-09
1886,6.130790808356323e-08,0.0,1.355227396970804e-08
1887,8.683469587822401e-08,0.0,6.528924512139156e-09
1888,8.87686084638517e-08,0.0,3.804368819970705e-09
1889,7.956723635516028e-08,6.265136742733546e-10,4.385595886446936e-09
1890,7.799719980994269e-08,0.0,9.831579994568074e-09
1891,7.266611135037238e-08,0.0,0.0
1892,6.39388275658348e-08,0.0,4.387958441043338e-09
1893,8.190693989718056e-08,1.2316833108982905e-09,1.847525021858587e-09
1894,6.238524008495006e-08,0.0,2.2685540557176864e-08
1895,7.101964882849643e-08,0.0,1.8055843487019274e-09
1896,5.6021775662884465e-08,0.0,5.307326134129653e-09
1897,5.884980680548324e-08,0.0,5.826713334045053e-09
1898,8.034864151795773e-08,0.0,2.8291773368493978e-09
1899,1.3597842496437806e-07,5.527578395003729e-10,7.738609753005221e-09
1900,8.513327287573702e-08,5.191053142894475e-10,4.671947717582725e-09
1901,9.27730638977664e-08,0.0,4.470991132876634e-09
1902,8.838510723307991e-08,0.0,2.9461704187383475e-09
1903,8.154332675758269e-08,5.400220270956879e-10,6.480264325148255e-09
1904,9.943056511474424e-08,1.6123875568041512e-09,2.6873125946735854e-09
1905,1.1972960578532366e-07,0.0,3.096455536422127e-09
1906,1.0905671388172777e-07,2.0576738091193647e-09,3.600929110447737e-09
1907,1.0131401495527825e-07,1.028568674676933e-09,8.742834012309686e-09
1908,9.135183631769905e-08,0.0,9.822778146428846e-10
1909,9.40668201110384e-08,0.0,4.950885035270858e-09
1910,9.779795817621562e-08,5.344150677544235e-10,6.412980813053082e-09
1911,1.388617647535284e-07,0.0,7.980561100850991e-09
1912,1.1721197523684168e-07,0.0,5.730363294986773e-09
1913,7.84842484335968e-08,0.0,6.363587878865928e-09
1914,1.25898779401723e-07,0.0,1.6741859454327823e-08
1915,8.717763932963862e-08,1.1780761921542648e-09,2.3561523843085297e-09
1916,1.0108465176017489e-07,1.0987462051303964e-09,6.592477230782379e-09
1917,1.8752585617676232e-07,0.0,9.869782324756216e-09
1918,1.4472834664047696e-07,0.0,4.594550517822427e-09
1919,1.42721646056998e-07,0.0,1.8415696745321952e-09
1920,1.309996093823429e-07,0.0,5.300562211374427e-09
1921,1.2419306472111202e-07,0.0,7.572747762196741e-09
1922,1.2542490424038988e-07,0.0,6.640141769764796e-09
1923,1.0615948298209332e-07,0.0,1.0615948120573648e-08
1924,1.3407289145561663e-07,0.0,5.156649773851996e-09
1925,7.368779364469447e-08,1.0998177923937646e-09,7.698724324711748e-09
1926,8.693987751939858e-08,0.0,3.343841648018042e-09
1927,1.0480271583901413e-07,1.1149224876660924e-09,1.1149224876660924e-09
1928,1.2225864054471458e-07,0.0,5.713020723163709e-09
1929,8.243900850857244e-08,0.0,3.342121912552898e-09
1930,1.0608639655629304e-07,0.0,5.2518016602221e-09
1931,1.6081553155800066e-07,0.0,1.596749932275543e-08
1932,1.0192368904426985e-07,0.0,4.383814644626227e-09
1933,8.02946331646126e-08,0.0,3.4411986593596566e-09
1934,9.824896096688462e-08,0.0,8.38710612072191e-09
1935,9.335261808018913e-08,0.0,3.590485242455088e-09
1936,1.4064669073832192e-07,0.0,1.2124714565686645e-08
1937,8.939694140508436e-08,0.0,2.5182236296217297e-09
1938,1.2316954212110431e-07,0.0,3.8895642262559704e-09
1939,9.941133072288721e-08,0.0,4.588215141154706e-09
1940,1.3186071612381056e-07,0.0,7.607348528892999e-09
1941,1.8299316195680149e-07,2.9515025978810172e-09,8.854508237732261e-09
1942,1.0316320242509391e-07,0.0,3.034211770724937e-09
1943,8.419382169222445e-08,0.0,0.0
1944,1.381670102773569e-07,0.0,3.2131861615880553e-09
1945,6.099811145077183e-08,0.0,6.535512131478072e-09
1946,1.252899437531596e-07,1.3921104269343232e-09,5.568441707737293e-09
1947,8.46381809083141e-08,0.0,3.5762612871081956e-09
1948,1.108932536908469e-07,0.0,7.610321262063735e-09
1949,1.5020022203771077e-07,0.0,4.908504269707237e-09
1950,1.0741715072981606e-07,0.0,9.571825110299415e-09
1951,1.2687067396655038e-07,0.0,5.330700769690111e-09
1952,1.3181005442675087e-07,0.0,2.1089607837865287e-09
1953,1.3036331836246973e-07,0.0,6.464296653518886e-09
1954,1.0847514886336285e-07,0.0,2.9317608341017376e-09
1955,8.25933454962069e-08,1.8771215692936494e-09,6.569925492527773e-09
1956,1.6831803861805383e-07,1.744228317335228e-09,9.593255967388359e-09
1957,1.3429257705865894e-07,0.0,4.417518795207798e-09
1958,1.6130874769260117e-07,0.0,6.617794756635931e-09
