year,doivent_VERB établir_VERB,doivent_VERB etablir_VERB,doivent_VERB rétablir_VERB
1959,1.2633718426968699e-07,7.750747821333448e-10,6.975672928177801e-09
1960,1.1834625013307232e-07,0.0,3.460416619915918e-09
1961,1.3687873945400497e-07,0.0,6.94815938118154e-09
1962,1.192287868434505e-07,0.0,1.2049716779927166e-08
1963,8.664511597089586e-08,0.0,9.052474325699222e-09
1964,1.235045630210152e-07,6.083968329129164e-10,9.125952438182594e-09
1965,1.3625387396132282e-07,0.0,8.20806533852192e-09
1966,1.2075183519755228e-07,0.0,6.092982118843793e-09
1967,1.0698828134536598e-07,0.0,3.944268467392931e-09
1968,1.0060771415965064e-07,0.0,6.287982134978165e-09
1969,1.3080261851428077e-07,9.083515606356229e-10,5.450109252791435e-09
1970,1.5957576238179172e-07,4.5987250119061684e-10,2.7592350626548523e-09
1971,1.2280770533834584e-07,1.0276794970565106e-09,7.193756701440179e-09
1972,9.644676168818478e-08,1.0260293725750103e-09,5.130146973897354e-09
1973,8.821125874192148e-08,0.0,4.410563025913916e-09
1974,1.1757445150806234e-07,0.0,2.812785782069227e-09
1975,1.0509123171686952e-07,0.0,8.567219822452898e-09
1976,1.2398353987919108e-07,0.0,7.998937512354587e-09
1977,1.0166832709046503e-07,1.1753563677885381e-09,7.052138428775834e-09
1978,9.861381755627008e-08,5.940591352171509e-10,8.910887139279566e-09
1979,9.889834728937785e-08,0.0,5.266775904289034e-09
1980,8.86883526618476e-08,0.0,7.390696055153967e-09
1981,9.86785693157799e-08,1.2651099057237047e-09,3.795329828193417e-09
1982,1.1173504077532925e-07,0.0,6.828252629986764e-09
1983,1.023081210860255e-07,0.0,7.57837881337764e-09
1984,1.0670175498717072e-07,0.0,5.799008384599347e-09
1985,1.088816006244997e-07,0.0,7.218669662023558e-09
1986,1.1149742817906372e-07,0.0,2.997242676272549e-09
1987,1.2588282061187783e-07,6.110816852533674e-10,8.555143260480236e-09
1988,9.954279533985755e-08,5.996553809062277e-10,5.99655392008458e-09
1989,1.4104473677889473e-07,2.1952488715726304e-09,7.683371272548811e-09
1990,1.3512654106762056e-07,0.0,5.993515905799995e-09
1991,1.0960940244331141e-07,0.0,7.033758464558559e-09
1992,1.1515783171489602e-07,0.0,3.856960972825618e-09
1993,9.361260566720375e-08,0.0,1.1078414630105726e-08
1994,1.0655351445620909e-07,0.0,7.912389854425328e-09
1995,1.165826901683431e-07,0.0,6.506940763983948e-09
1996,1.040927983808615e-07,0.0,7.473328622609188e-09
1997,1.1603644622937281e-07,4.79489448146353e-10,1.1507746755512471e-08
1998,1.087133441046717e-07,1.43043876743576e-09,3.814503379828693e-09
1999,1.1425503032569395e-07,9.140402323914998e-10,6.398281460207045e-09
2000,1.3033192658440385e-07,0.0,8.394259509714175e-09
2001,1.2004520044683886e-07,0.0,3.943090742808408e-09
2002,1.489615328864602e-07,0.0,6.133709984368352e-09
2003,1.3834184642291802e-07,0.0,5.8336921959778465e-09
2004,1.4623907418354065e-07,8.809582507929292e-10,7.928623979580607e-09
2005,1.3376136109854997e-07,9.007499190971657e-10,6.305249655724765e-09
2006,1.2971352703061712e-07,0.0,5.353256948836815e-09
2007,1.2982057739918673e-07,0.0,8.38840730210677e-09
2008,1.630599371083008e-07,1.2772318758180745e-09,2.1287198670449925e-09
2009,1.4066168319004646e-07,0.0,7.1522885392028e-09
2010,1.2943192473358067e-07,0.0,7.558068837454357e-09
2011,1.4225176414583984e-07,0.0,6.500752380844688e-09
2012,1.0212757928229621e-07,0.0,6.127654827992046e-09
2013,1.1770107732900215e-07,0.0,5.578249862026041e-09
2014,1.1390241638764564e-07,0.0,2.815078836704288e-09
2015,1.2878302868557512e-07,0.0,4.654808538617772e-09
2016,1.0025285490655733e-07,0.0,3.1070099826280284e-09
2017,1.2150402994848264e-07,0.0,2.264050280587071e-09
2018,9.396539013550864e-08,0.0,3.614053500911041e-09
2019,9.591713734380392e-08,0.0,5.3570743396846865e-09
