year,fallait_VERB ouvrir_VERB,fallait_VERB rouvrir_VERB
1916,3.076489463182952e-08,0.0
1917,2.52227767560953e-08,1.0966424435210342e-09
1918,3.5607765624945387e-08,8.040463406189247e-09
1919,4.4197673076951105e-08,5.524709134618888e-09
1920,5.5277290300637105e-08,2.2716695191604686e-09
1921,5.9067428281878165e-08,0.0
1922,4.648099505288883e-08,2.2133805899215986e-09
1923,5.307974149104666e-08,3.1847844361720945e-09
1924,2.836157442231979e-08,2.578324886925998e-09
1925,5.27912540349007e-08,5.499089184013428e-09
1926,3.232380052509143e-08,2.229227691330493e-09
1927,3.6792442870137165e-08,7.804457524684949e-09
1928,3.085031252680892e-08,0.0
1929,4.4561623724348465e-08,2.2280812750352652e-09
1930,4.20144132817768e-08,2.100720708497761e-09
1931,2.8513390759599133e-08,5.7026783295555106e-09
1932,3.7262424257278326e-08,2.1919073223131136e-09
1933,4.7029715233293246e-08,0.0
1934,4.073737258636356e-08,8.38710612072191e-09
1935,2.6330225111337313e-08,1.196828414151696e-09
1936,3.15242587589637e-08,2.424942913137329e-09
1937,3.273690651894867e-08,1.2591118148108649e-09
1938,3.241303758727554e-08,2.5930428915188486e-09
1939,2.2941076593951948e-08,0.0
1940,3.296517903095264e-08,0.0
1941,5.017554371988808e-08,0.0
1942,6.675266206457309e-08,0.0
1943,5.8064703267746154e-08,2.9032352077962287e-09
1944,3.213186161588055e-08,3.2131861615880553e-09
1945,4.574858536443571e-08,6.535512131478072e-09
1946,6.12528623378239e-08,4.1763312808029696e-09
1947,3.099426493236024e-08,1.1920870957027319e-09
1948,3.152847583010043e-08,6.523132700664291e-09
1949,4.712163814701853e-08,3.9268033269479474e-09
1950,5.424034199563721e-08,4.2541445921528975e-09
1951,3.5182626589858046e-08,0.0
1952,3.9015773722894664e-08,1.0544803918932644e-09
1953,3.878577814475648e-08,3.232148326759443e-09
1954,3.224936762080688e-08,9.772536113672459e-10
1955,3.378819002364253e-08,0.0
1956,4.098936656760088e-08,2.616342476002842e-09
1957,2.8272120644601273e-08,1.7670075402875796e-09
1958,3.557064687242928e-08,2.4816730892496253e-09
1959,4.030388822684472e-08,0.0
1960,3.0451666077624395e-08,1.3841666701708277e-09
1961,4.307858603169734e-08,5.55852741612739e-09
1962,5.136984526643573e-08,0.0
1963,4.4615767080813384e-08,6.466053248388448e-10
1964,3.832900219435942e-08,3.6503808864551957e-09
1965,3.8851506900527966e-08,5.472043373977442e-10
1966,4.2096967689531084e-08,4.985167390003653e-09
1967,3.3526280418527676e-08,4.930335695263466e-09
1968,4.715986534620242e-08,8.982831700699023e-10
1969,4.541757903098187e-08,3.1792304344691047e-09
1970,3.632992928714884e-08,4.598724956395017e-09
1971,3.956565919338573e-08,3.5968783507200897e-09
1972,3.33459553303328e-08,3.5911027485013847e-09
1973,2.7566018800939673e-08,5.513203782392395e-10
1974,4.612968851347432e-08,2.2502286700643026e-09
1975,3.8838066984681063e-08,1.7134440533084216e-09
1976,3.428116102099921e-08,2.285410749536254e-09
1977,4.172515133404886e-08,3.526069214387917e-09
1978,4.099008066305032e-08,2.3762365408686037e-09
1979,3.3941446986318624e-08,5.851973350345929e-10
1980,3.240536017301565e-08,5.685150683554241e-10
1981,3.415796712147312e-08,5.060439622894819e-09
1982,4.407326770206055e-08,1.8622506869903077e-09
1983,3.789189761960188e-08,2.5261264191556165e-09
1984,4.5232265932781957e-08,1.739702604197646e-09
1985,4.030423994549892e-08,6.015558051686298e-10
1986,3.596691300344901e-08,3.5966913891627428e-09
1987,4.0942474299754394e-08,0.0
1988,3.897759981441595e-08,5.996553809062277e-10
1989,4.061210390204906e-08,2.7440609784434855e-09
1990,4.304434142454738e-08,1.6345953479657283e-09
1991,3.57549367890897e-08,1.7584396161396398e-09
1992,3.7467621893938485e-08,1.65298330578878e-09
1993,3.655877023334142e-08,3.323524566667402e-09
1994,5.960666982218754e-08,4.2199412852994556e-09
1995,4.175286960617086e-08,2.7112254663563817e-09
1996,4.3772356406179824e-08,4.804283193493575e-09
1997,5.6100265766190205e-08,1.917957792585412e-09
1998,5.769436484115431e-08,4.291316191284977e-09
1999,4.935817088380645e-08,2.285100553223174e-09
2000,4.5063920595111995e-08,1.3254094488601709e-09
2001,4.8193328439083416e-08,2.6287270138425356e-09
2002,5.2136535089175595e-08,1.752488598683044e-09
2003,3.7502307037584615e-08,3.333538334260311e-09
2004,5.5059889092490266e-08,1.3214374039449694e-09
2005,4.638862094452634e-08,4.053374524914943e-09
2006,5.023825622174627e-08,4.941467679486777e-09
2007,5.552326598490254e-08,1.5977917877663117e-09
2008,4.896055472158878e-08,5.5346713878634546e-09
2009,5.8171949035568105e-08,1.430457752249481e-09
2010,5.90474122930118e-08,1.8895172093635892e-09
2011,5.965396354667973e-08,4.206369030868018e-09
2012,7.523398437569995e-08,3.4042526575461807e-09
2013,7.084377529054109e-08,5.578249862026041e-09
2014,7.232586796135365e-08,6.712880029624557e-09
2015,7.536356605442052e-08,1.7732603163622684e-09
2016,8.057512701498126e-08,4.556948152156792e-09
2017,7.119179912251639e-08,4.528100561174142e-09
2018,8.260693107331463e-08,5.937373259712331e-09
2019,7.42337462611431e-08,3.3162841361900064e-09
