year,eut_VERB établi_VERB,eut_VERB etabli_VERB,eut_VERB rétabli_VERB
1800,1.2891074163690064e-07,0.0,0.0
1801,1.0953439755212457e-07,0.0,2.8574191901498125e-08
1802,9.622712582313397e-08,0.0,1.5664880947952042e-08
1803,6.241085515057421e-08,0.0,6.046051481689574e-08
1804,1.7797326279378467e-07,0.0,1.9774807569206132e-08
1805,1.194008660831969e-07,0.0,5.401467717547348e-08
1806,2.1900684998854558e-07,0.0,5.76333825108577e-08
1807,1.1672516109229036e-07,0.0,8.256169792275614e-08
1808,2.311395519427606e-07,0.0,4.305540457494317e-08
1809,1.784634093837667e-07,0.0,6.325285539787728e-08
1810,1.310471020588011e-07,0.0,1.1700633351097167e-08
1811,1.6295999216708879e-07,0.0,6.769107585569145e-08
1812,1.0135391192989118e-07,0.0,2.9339290108509886e-08
1813,9.489947672136623e-08,0.0,3.738464116054274e-08
1814,9.125363931161701e-08,0.0,1.7936059748535627e-07
1815,1.4025562222741428e-07,0.0,7.282503844407984e-08
1816,7.184571870766376e-08,1.1588019432906549e-08,9.965696534663948e-08
1817,1.6502858102285245e-07,0.0,4.514932783195036e-08
1818,1.2517236314124602e-07,0.0,1.0490636270787945e-07
1819,1.9874016743415268e-07,0.0,8.79839276990424e-08
1820,1.779972222948345e-07,0.0,8.899861114741725e-08
1821,9.960103142248045e-08,0.0,6.01550809165019e-08
1822,4.210758675071702e-08,0.0,3.5089655625597516e-08
1823,1.680056840314137e-07,9.882686891060644e-10,1.5812298670425662e-07
1824,1.642116984612585e-07,0.0,1.2547458538847422e-07
1825,1.5937851571834472e-07,0.0,8.189061873054015e-08
1826,1.1186140369545683e-07,0.0,8.807984386294265e-08
1827,1.4010255711127684e-07,1.8434546111834038e-09,9.8624823863247e-08
1828,1.155709981048858e-07,0.0,9.447470006307412e-08
1829,1.714635260441355e-07,0.0,4.886710414098161e-08
1830,1.4194097275321838e-07,0.0,5.740259823028282e-08
1831,8.575163690238696e-08,1.5591206103948707e-09,3.741889287312006e-08
1832,8.929779937716376e-08,0.0,4.329590197471589e-08
1833,1.0656938087549861e-07,0.0,5.79181431703546e-08
1834,1.1948199585276598e-07,0.0,4.2005389389032644e-08
1835,1.1344631900556124e-07,0.0,4.840376277570613e-08
1836,1.1626897844507766e-07,0.0,6.98957975941994e-08
1837,9.323574090558395e-08,0.0,9.880205453782764e-08
1838,1.4833580053164042e-07,1.2624323808552163e-09,9.657608046609312e-08
1839,1.2864313703175867e-07,0.0,7.620707975775076e-08
1840,1.222980188231304e-07,0.0,6.11490094115652e-08
1841,6.356343362767802e-08,0.0,6.869986890478685e-08
1842,1.0800306426972384e-07,0.0,9.056157779241403e-08
1843,1.0573371156397116e-07,0.0,3.7804230856863796e-08
1844,1.3282318889196176e-07,5.488561272137815e-10,1.0812465944809446e-07
1845,1.3727360226312157e-07,0.0,6.305657507255091e-08
1846,1.299699334822435e-07,0.0,7.259581735752363e-08
1847,8.898818748548365e-08,0.0,5.824681537092147e-08
1848,1.1585119352730544e-07,0.0,7.642960753173611e-08
1849,1.1563592750007956e-07,0.0,4.4410899846525353e-08
1850,7.943125268639051e-08,6.788996032014438e-10,7.060555873295016e-08
1851,8.964720166204643e-08,0.0,2.902247508984601e-08
1852,9.830923630715915e-08,0.0,6.185018008864063e-08
1853,1.2660495940508554e-07,0.0,4.598387448595531e-08
1854,9.923719090920713e-08,0.0,8.053279998421203e-08
1855,8.331890910540096e-08,5.306937111981824e-10,6.04990830765928e-08
1856,1.0923869098178329e-07,0.0,5.4360487666826884e-08
1857,1.1666806898347204e-07,0.0,3.417056504417815e-08
1858,8.612870061597278e-08,0.0,4.7468656561022726e-08
1859,9.318677030023537e-08,0.0,7.689181558134806e-08
1860,9.9324893199082e-08,0.0,4.394096464466202e-08
1861,5.234719679947375e-08,0.0,4.2443673464731546e-08
1862,7.364317866631609e-08,0.0,5.2408640982548604e-08
1863,6.04349139621263e-08,4.994620828036034e-10,3.845858032036631e-08
1864,1.2226556123096088e-07,4.794727948009836e-10,4.698833322436258e-08
1865,7.76629320853317e-08,0.0,6.401308638714909e-08
1866,5.887391552050758e-08,0.0,4.962925004292629e-08
1867,8.492420278116697e-08,0.0,4.464586567110018e-08
1868,7.409811075831385e-08,0.0,4.100095551962113e-08
1869,5.616047005219116e-08,1.4650557433881772e-09,3.271957993433716e-08
1870,7.626285025708057e-08,0.0,4.013834242755365e-08
1871,6.054071377548098e-08,0.0,1.274541272522356e-08
1872,8.768641635015229e-08,0.0,1.4513614310374123e-08
1873,8.55998649740286e-08,5.986004469882289e-10,4.1303430009520525e-08
1874,5.675878611555163e-08,0.0,3.644511537004291e-08
1875,6.236464855646773e-08,0.0,2.1169650921137873e-08
1876,6.166935406781704e-08,6.04601479992084e-10,1.9951848173604958e-08
1877,6.184816214727107e-08,0.0,2.72131899237138e-08
1878,5.676743342064583e-08,0.0,5.254007007238215e-08
1879,6.1704184872724e-08,6.10932526790009e-10,2.2604503158163425e-08
1880,5.583526174746112e-08,0.0,2.888030792291829e-08
1881,5.299105865219644e-08,0.0,3.067903264764027e-08
1882,5.324308105514319e-08,0.0,4.45910792734594e-08
1883,6.824885900869049e-08,0.0,5.371438049905919e-08
1884,6.337629088193353e-08,0.0,2.5086448474098688e-08
1885,5.414333870135124e-08,0.0,4.576401479994274e-08
1886,6.840672028829431e-08,0.0,3.291266637006629e-08
1887,6.202478175509896e-08,0.0,1.828098916689669e-08
1888,5.7699594435689505e-08,0.0,3.233713385952797e-08
1889,4.573549716724301e-08,0.0,2.5060547415023393e-08
1890,5.571228456346944e-08,0.0,2.1629475099871343e-08
1891,4.461954006274027e-08,0.0,4.6531805963923034e-08
1892,3.19694137829174e-08,0.0,2.2566645441202127e-08
1893,7.328515749804865e-08,1.2316833108982905e-09,3.1407925149551374e-08
1894,3.906954404442331e-08,0.0,4.4110773700367645e-08
1895,7.101964882849643e-08,6.018614495673091e-10,3.250051960890232e-08
1896,5.248355705589347e-08,0.0,3.125425251937486e-08
1897,3.8456310136325556e-08,0.0,1.5732126712464378e-08
1898,5.2056865484928494e-08,5.6583548957434e-10,3.168678830434146e-08
1899,3.758753308602536e-08,0.0,1.9899282222013426e-08
1900,5.398695179792412e-08,0.0,1.0901211489056095e-08
1901,6.42704947040329e-08,0.0,3.520905522691464e-08
1902,4.6647695484125506e-08,0.0,1.1293653123800595e-08
1903,5.130209146386733e-08,0.0,1.7820726228023887e-08
1904,5.374625189347171e-08,0.0,2.418581246388385e-08
1905,5.26397414546409e-08,0.0,3.354493216534138e-08
1906,5.0927425832014706e-08,0.0,3.395161840558103e-08
1907,4.422845378826423e-08,0.0,2.3142794347563722e-08
1908,4.518478036175111e-08,0.0,2.553922229253658e-08
1909,4.1257376182102234e-08,0.0,2.1453836041018803e-08
1910,3.153049021875631e-08,0.0,2.2979847358328698e-08
1911,4.4691141454222816e-08,0.0,3.1922244403403965e-08
1912,3.64659484830554e-08,0.0,3.4903123946605774e-08
1913,6.045408440513711e-08,0.0,1.4318072061314524e-08
1914,5.6922321078900495e-08,0.0,2.276892807628883e-08
1915,3.062998032987707e-08,0.0,1.5314990164938536e-08
1916,3.735737053034427e-08,0.0,2.6369908923129515e-08
1917,3.838248474608008e-08,0.0,1.315970976634162e-08
1918,7.006689628497043e-08,0.0,1.1486376294556067e-08
1919,2.301962176431971e-08,0.0,2.1178051312631396e-08
1920,3.8618381381638756e-08,0.0,1.665890891899835e-08
1921,3.7863738810983705e-08,0.0,2.196096815509918e-08
1922,5.016996240669869e-08,0.0,2.0658220023506146e-08
1923,2.9724654737606215e-08,0.0,1.9108707505210987e-08
1924,3.867487308184536e-08,0.0,1.5469948877466777e-08
1925,4.9491799103407175e-08,0.0,1.9796720707176974e-08
1926,3.4553028882555736e-08,0.0,3.1209186346359274e-08
1927,3.6792442870137165e-08,0.0,2.5643217327342427e-08
1928,6.284322751071159e-08,0.0,1.1426041446327417e-08
1929,3.8991423423340166e-08,0.0,2.5622934884950155e-08
1930,4.20144132817768e-08,0.0,2.520864939015155e-08
1931,3.9918749195066994e-08,1.1405356659111021e-09,1.710803587684495e-08
1932,4.7126007984843454e-08,0.0,1.8631212128639163e-08
1933,4.473558234963093e-08,0.0,1.261772819560747e-08
