year,put_VERB enseigner_VERB,put_VERB renseigner_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,5.0141535368197765e-09,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,3.236668177919455e-08,0.0
1816,1.622322720606917e-08,0.0
1817,0.0,0.0
1818,8.344824387052086e-09,0.0
1819,1.0351049795076506e-08,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,1.0025615893027862e-09,0.0
1823,0.0,0.0
1824,1.0105335235266466e-08,0.0
1825,1.584979791857677e-08,0.0
1826,0.0,0.0
1827,7.373818444733615e-09,0.0
1828,0.0,0.0
1829,1.3717081692732336e-08,0.0
1830,1.0436835840010872e-09,0.0
1831,1.5591206103948707e-09,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,6.534171426153534e-09,0.0
1835,0.0,0.0
1836,5.376600054063374e-09,0.0
1837,0.0,0.0
1838,1.2624323808552163e-09,0.0
1839,1.3982950353153e-09,0.0
1840,6.3696887764308485e-09,6.369688665408546e-10
1841,1.6051371787284552e-08,0.0
1842,1.341653010911159e-09,0.0
1843,5.906911071384968e-10,0.0
1844,3.841992946007622e-09,1.6465684371524958e-09
1845,6.138250796539069e-09,1.1160455892778032e-09
1846,9.952652035849496e-09,1.1709002656346001e-09
1847,1.6179670936367074e-09,0.0
1848,2.413566457803995e-09,0.0
1849,0.0,1.6758829879393033e-09
1850,2.7155984128057753e-09,1.3577992064028876e-09
1851,6.449438760824933e-10,0.0
1852,3.906327261660181e-09,0.0
1853,6.569124799682413e-09,0.0
1854,6.754363734984281e-09,5.195664454227256e-10
1855,4.2455496895854594e-09,0.0
1856,1.5531567143511893e-09,5.177189232874468e-10
1857,1.4644527812635033e-09,0.0
1858,9.787352039936081e-10,0.0
1859,2.036869339860914e-09,0.0
1860,5.950338888283113e-09,4.577183909670879e-10
1861,7.073945429425521e-09,0.0
1862,4.517986262886353e-10,0.0
1863,4.994620828036034e-10,0.0
1864,1.9178911792039344e-09,1.9178911792039344e-09
1865,5.6482134525026595e-09,0.0
1866,2.1408697037372804e-08,9.731225825149181e-10
1867,1.0190904120577216e-08,0.0
1868,5.433861360870651e-09,9.87974813071446e-10
1869,4.883519144627257e-10,9.767038289254515e-10
1870,8.027668307875047e-09,2.2936195165357276e-09
1871,3.18635318130589e-09,2.1242354542039266e-09
1872,5.442605477412599e-09,1.2094678591978436e-09
1873,1.5563610844537834e-08,2.3944017879529156e-09
1874,3.5847653734322193e-09,2.9873046258899194e-09
1875,7.437985338754061e-09,1.1443054281912168e-09
1876,1.0882827083946722e-08,0.0
1877,2.4739263970730008e-09,0.0
1878,4.831270938865373e-09,1.2078177347163432e-09
1879,5.498392852132383e-09,1.221865053580018e-09
1880,2.5671385017744797e-09,6.417846254436199e-10
1881,1.8825771164188154e-08,0.0
1882,4.6587693702804245e-09,6.655385131892899e-09
1883,3.791603475633565e-09,1.8958017378167824e-09
1884,6.601696966868076e-09,2.6406787867472303e-09
1885,4.511945039809007e-09,1.2891271383708158e-09
1886,6.453463874400711e-10,3.872078213618124e-09
1887,3.264462256069578e-09,3.264462256069578e-09
1888,1.268122939990235e-08,6.340614699951175e-10
1889,3.759081934617825e-09,2.5060546970934183e-09
1890,1.1142456735058204e-08,5.898947996740844e-09
1891,0.0,1.2748440081367107e-09
1892,5.014809900671935e-09,6.268512375839919e-10
1893,1.2316833108982905e-09,0.0
1894,3.150769645188234e-09,1.8904617871129403e-09
1895,6.018614495673091e-09,3.611168697403855e-09
1896,5.89702897624278e-10,1.0614652268259306e-08
1897,8.740070001067579e-09,1.0488084178916779e-08
1898,1.1316709347397591e-08,5.092519295146758e-09
1899,1.0502398950507086e-08,1.6582735185011188e-09
1900,5.710158568206225e-09,3.633737311048435e-09
1901,2.235495566438317e-09,7.824234593556412e-09
1902,3.928227076954727e-09,1.9641135384773634e-09
1903,2.1600881083827517e-09,4.320176216765503e-09
1904,5.374625189347171e-10,5.374625189347171e-10
1905,9.805441791854719e-09,1.0321518084666081e-09
1906,1.0288369045596824e-09,2.0576738091193647e-09
1907,1.5428529565042481e-09,5.142843373384665e-10
1908,0.0,1.4734167219643268e-09
1909,3.300590023513905e-09,7.151278680339601e-09
1910,5.344150677544235e-10,1.6032452032632705e-09
1911,6.916486494645824e-09,2.128149656499545e-09
1912,7.814131564032323e-09,5.209421227725386e-10
1913,1.590896969716482e-09,6.893886794756554e-09
1914,1.3393487430235496e-09,3.3483718020477227e-09
1915,1.1780761921542648e-09,8.246533234057551e-09
1916,0.0,0.0
1917,4.386569774084137e-09,6.57985488317081e-09
1918,3.44591288836682e-09,1.1486376294556067e-08
1919,3.6831393490643904e-09,2.762354567309444e-09
1920,7.572231730534895e-09,7.572231730534895e-09
1921,1.5145494858259667e-09,3.7863738810983705e-09
1922,2.951174193910333e-09,2.951174193910333e-09
1923,7.431163684401554e-09,1.0615948120573648e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,5.499089184013428e-09,3.299453377181294e-09
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,2.2298449753321847e-09,1.1149224876660924e-09
1928,2.2852082448565625e-09,4.570416489713125e-09
1929,3.342121912552898e-09,4.4561625500705304e-09
1930,0.0,5.2518016602221e-09
1931,4.5621426636444085e-09,4.5621426636444085e-09
1932,5.4797681947604815e-09,4.383814644626227e-09
1933,0.0,8.02946331646126e-09
1934,0.0,5.990790086229936e-09
1935,4.787313656606784e-09,3.590485242455088e-09
1936,6.0623572828433225e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,0.0
1938,5.186085783037697e-09,7.779128452511941e-09
1939,1.3764645423464117e-08,6.117620188206274e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,8.854508237732261e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,0.0,9.639558484764166e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,5.960435700558264e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,4.348755133776194e-09
1949,0.0,4.908504269707237e-09
1950,5.317680518146517e-09,6.381216888229346e-09
1951,3.1984206394497505e-09,3.1984206394497505e-09
1952,0.0,3.1634410646574906e-09
1953,0.0,1.0773827385790469e-09
1954,9.772536113672459e-10,9.772536113672459e-10
1955,9.385607846468247e-10,3.754243138587299e-09
1956,4.360570571293465e-09,8.72114158667614e-10
1957,3.534015080575159e-09,0.0
1958,1.6544486891589827e-09,0.0
1959,7.750747599288843e-09,3.8753737996444215e-09
1960,6.2287499602575735e-09,2.7683333403416555e-09
1961,3.47407969059077e-09,0.0
1962,6.341956404476434e-10,6.341956293454132e-09
1963,1.939815863494232e-09,1.2932106496776896e-09
1964,1.2167936658258327e-09,2.4335873316516654e-09
1965,3.2832261354087677e-09,3.830430195250756e-09
1966,2.769537488234164e-09,2.215629901769489e-09
1967,2.9582012395223956e-09,3.451234853457663e-09
1968,5.3896989093971115e-09,1.7965663401398047e-09
1969,5.450109252791435e-09,1.3625273131978588e-09
1970,6.438214850135182e-09,2.7592350626548523e-09
1971,2.569198631618974e-09,1.541519245584766e-09
1972,3.5911027485013847e-09,5.130146862875051e-10
1973,2.7566018356850464e-09,1.102640756478479e-09
1974,5.625571675160757e-10,3.3753431161187564e-09
1975,2.8557400888473694e-09,1.7134440533084216e-09
1976,5.713526873840635e-10,2.856763492431469e-09
1977,4.7014254711541525e-09,0.0
1978,2.3762365408686037e-09,5.940591352171509e-10
1979,2.925986564150662e-09,1.7555920051037788e-09
1980,2.2740602734216964e-09,0.0
1981,7.590659656386833e-09,1.8976649140967083e-09
1982,3.1037510339615437e-09,0.0
1983,3.157658134966823e-09,1.2630632095778083e-09
1984,1.739702604197646e-09,2.3196033982486597e-09
1985,3.609334831011779e-09,3.0077789148208467e-09
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,4.277571630240118e-09,0.0
1988,2.99827696004229e-09,0.0
1989,2.7440609784434855e-09,5.488122178931576e-10
1990,1.6345953479657283e-09,0.0
1991,1.1722930404189924e-09,2.344586080837985e-09
1992,5.509944167592096e-10,5.509944167592096e-10
1993,2.2156829704300662e-09,1.1078414852150331e-09
1994,3.6924485691258724e-09,4.2199412852994556e-09
1995,1.626735190995987e-09,0.0
1996,2.6690460952494277e-09,1.067618438099771e-09
1997,5.274384040632185e-09,0.0
1998,3.814503379828693e-09,9.536258449571733e-10
1999,1.8280804647829996e-09,0.0
2000,3.092622158362701e-09,1.3254094488601709e-09
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,3.9430991805033955e-09,4.38122149670761e-10
2003,8.333845835650777e-10,1.6667691671301554e-09
2004,2.2023955992267474e-09,0.0
2005,3.1526248278623825e-09,1.3511248786457486e-09
2006,4.117890028965121e-09,8.235779835885637e-10
2007,1.1983438685803094e-09,0.0
2008,2.9802078582719105e-09,1.2772318758180745e-09
2009,2.384096253749135e-09,1.907277002999308e-09
2010,2.8342759250676863e-09,1.4171379625338432e-09
2011,1.1471915639660324e-09,2.6767803529281764e-09
2012,6.127654827992046e-09,1.7021263287730903e-09
2013,1.1156500168141292e-09,2.2313000336282585e-09
2014,4.7639794331644225e-09,2.5985342766432495e-09
2015,1.994917786518613e-09,2.881548111233201e-09
2016,1.6570720351438695e-09,2.278474076078396e-09
2017,2.264050280587071e-09,1.509366853724714e-09
2018,2.0651733656507076e-09,4.130346731301415e-09
2019,1.02039510174734e-09,3.3162841361900064e-09
