year,avait_VERB usé_VERB,avait_VERB rusé_VERB
1800,1.0690159513160324e-07,0.0
1801,1.3334621939975477e-07,0.0
1802,1.1860552717735118e-07,0.0
1803,1.6577882888668682e-07,0.0
1804,2.0516363008482585e-07,0.0
1805,1.449867568226182e-07,0.0
1806,1.2967511509032192e-07,5.76333825108577e-09
1807,2.5337899955957255e-07,0.0
1808,2.719288829666766e-07,0.0
1809,3.9081228919712885e-07,0.0
1810,3.299578850146645e-07,0.0
1811,5.064295010015485e-07,0.0
1812,3.040617286842462e-07,0.0
1813,3.192073165791953e-07,0.0
1814,2.6117419338334e-07,0.0
1815,3.560334960184264e-07,0.0
1816,3.8472225583063846e-07,0.0
1817,5.059838485976798e-07,0.0
1818,6.258617872845207e-07,0.0
1819,4.85464227040211e-07,0.0
1820,4.070203090122959e-07,0.0
1821,4.230578554142994e-07,0.0
1822,3.719503638421884e-07,6.015369535816717e-09
1823,5.307002766130609e-07,0.0
1824,5.482144160851021e-07,0.0
1825,5.565040055444115e-07,0.0
1826,4.914855367132986e-07,0.0
1827,7.078865564835723e-07,0.0
1828,4.7604243036403204e-07,0.0
1829,6.875687290630594e-07,0.0
1830,5.145359978087072e-07,0.0
1831,4.381128917430033e-07,6.236482441579483e-09
1832,6.399675385182491e-07,0.0
1833,5.907650688641297e-07,0.0
1834,4.2658805909923103e-07,0.0
1835,5.543743668567913e-07,7.563087933704082e-10
1836,6.209972980286693e-07,0.0
1837,6.088154691497039e-07,0.0
1838,5.144411829860474e-07,5.680945491803868e-09
1839,5.159708962310106e-07,0.0
1840,7.331511824304471e-07,0.0
1841,5.412522341430304e-07,0.0
1842,6.943054131625104e-07,0.0
1843,5.068129667051835e-07,0.0
1844,6.564319505741878e-07,0.0
1845,6.869260573694191e-07,0.0
1846,7.119073757166916e-07,0.0
1847,5.695244453818304e-07,0.0
1848,5.889102112632827e-07,0.0
1849,5.220375669523492e-07,0.0
1850,5.66881169561384e-07,1.3577992064028876e-09
1851,6.307550961537345e-07,0.0
1852,5.742301141253847e-07,0.0
1853,5.392654429670074e-07,0.0
1854,5.086555461275566e-07,0.0
1855,5.439610504254233e-07,0.0
1856,6.233335625438485e-07,5.177189232874468e-10
1857,6.306909767772595e-07,4.881509085841174e-10
1858,6.35688536476664e-07,0.0
1859,5.743971769334166e-07,0.0
1860,6.714728897350142e-07,9.154367819341758e-10
1861,5.442221890916699e-07,9.431927461278633e-10
1862,5.335741661838256e-07,4.517986262886353e-10
1863,5.339249469216156e-07,1.9978483312144135e-09
1864,5.542705707739515e-07,4.315255264231155e-09
1865,6.726080528096645e-07,1.4120533631256649e-09
1866,5.644110956382065e-07,1.9462451650298362e-09
1867,6.211598702066112e-07,1.94112459439566e-09
1868,6.16496265593014e-07,0.0
1869,6.026262440173014e-07,0.0
1870,5.596431833509996e-07,4.587239033071455e-09
1871,4.174122807398817e-07,0.0
1872,5.878013666915649e-07,1.8142017887967654e-09
1873,4.6630975703010336e-07,0.0
1874,4.803585511581332e-07,5.974609140757536e-10
1875,5.275247758618207e-07,5.721527140956084e-10
1876,5.459551175590605e-07,0.0
1877,4.5458398290065816e-07,2.4739263970730008e-09
1878,5.338554274203489e-07,0.0
1879,5.309003654474509e-07,7.331190321480108e-09
1880,5.24338020113646e-07,0.0
1881,4.4833223000750877e-07,6.972507571312292e-10
1882,4.359277170351561e-07,0.0
1883,4.6067981429587235e-07,1.2638677882037541e-09
1884,3.7035519540040696e-07,3.9610181801208455e-09
1885,4.731096510113275e-07,0.0
1886,4.3560882545534696e-07,1.2906927748801422e-09
1887,4.407024221109168e-07,0.0
1888,4.2799149468919495e-07,0.0
1889,3.777877566335519e-07,6.265136742733546e-10
1890,3.86053358170102e-07,1.9663159989136147e-09
1891,4.614935278368648e-07,6.374220040683554e-10
1892,4.068264445322711e-07,0.0
1893,4.5141192117625906e-07,2.463366621796581e-09
1894,4.4740929183717526e-07,1.2603078580752936e-09
1895,4.7185938001348404e-07,1.2037228991346183e-09
1896,4.3107280589538277e-07,2.358811590497112e-09
1897,4.131139803575934e-07,3.4960281336537946e-09
1898,4.1815243889686826e-07,0.0
1899,3.979856444402685e-07,2.7637891975018647e-09
1900,4.0178750282393594e-07,2.07642125715779e-09
1901,3.7221002457954455e-07,0.0
1902,2.838144155248301e-07,0.0
1903,4.233772585848783e-07,2.1600881083827517e-09
1904,4.014844989796984e-07,0.0
1905,3.8912122590772924e-07,1.0321518084666081e-09
1906,4.0896267705647915e-07,2.572092316910357e-09
1907,3.697704471505858e-07,5.142843373384665e-10
1908,3.6344277987154783e-07,4.911389073214423e-10
1909,4.2907672082037607e-07,2.2003934230241384e-09
1910,3.7729702739852655e-07,9.085056262847502e-09
1911,3.367796921338595e-07,4.25629931299909e-09
1912,4.271725515536673e-07,2.6047106693738442e-09
1913,4.178755830253067e-07,5.30298971401777e-10
1914,3.0537151474163693e-07,0.0
1915,2.9451905447785975e-07,0.0
1916,3.3621634543123946e-07,0.0
1917,3.278960889474547e-07,0.0
1918,3.124294494227797e-07,1.1486376294556067e-09
1919,3.3976959912251914e-07,9.207848372660976e-10
1920,3.2939209404503345e-07,0.0
1921,3.241135857479094e-07,3.0290989716519334e-09
1922,2.9511741672649805e-07,3.6889677978990676e-09
1923,3.588190509162814e-07,2.1231896241147297e-09
1924,3.326039177409257e-07,0.0
1925,3.5414132071309723e-07,0.0
1926,3.477595100775943e-07,5.57306911730393e-09
1927,4.203257901735924e-07,3.3447675740205796e-09
1928,3.279273812495376e-07,3.4278122562625413e-09
1929,3.5760703553933126e-07,1.1140406375176326e-09
1930,3.298131616702449e-07,1.0503603542488804e-09
1931,3.2619320222693204e-07,1.1405356659111021e-09
1932,3.002913047112088e-07,7.6716757391182e-09
1933,3.074137566727586e-07,6.882397318719313e-09
1934,3.11521091589384e-07,1.1981580172459871e-09
1935,3.0160074970808637e-07,7.180970484910176e-09
1936,2.7765597110374074e-07,4.849885826274658e-09
1937,3.009277236287744e-07,1.2591118148108649e-09
1938,3.176477605393302e-07,2.5930428915188486e-09
1939,3.747042285340285e-07,0.0
1940,2.408993680091953e-07,0.0
1941,2.3316870567668957e-07,0.0
1942,2.821817020048911e-07,0.0
1943,3.4258175674040103e-07,2.9032352077962287e-09
1944,3.116790594503982e-07,3.2131861615880553e-09
1945,3.33311106714973e-07,2.178504043826024e-09
1946,3.3271439292548166e-07,2.7842208538686464e-09
1947,3.1709515724287485e-07,4.7683483828109274e-09
1948,3.457260220329772e-07,6.523132700664291e-09
1949,2.562239274084277e-07,1.9634016634739737e-09
1950,2.9672659707102866e-07,0.0
1951,3.422310044243204e-07,1.0661401761424827e-09
1952,2.762738517958496e-07,0.0
1953,2.7904212629437097e-07,0.0
1954,3.733108826509124e-07,2.9317608341017376e-09
1955,2.6373558625891746e-07,0.0
1956,2.816928770243976e-07,0.0
1957,2.7918719069930376e-07,0.0
1958,2.7712016503755876e-07,5.790570245522986e-09
1959,2.9840379056622623e-07,0.0
1960,2.6022334509434586e-07,0.0
1961,2.431855818940676e-07,4.86371165564492e-09
1962,2.0801617495180835e-07,3.805173953708163e-09
1963,2.5346929533043294e-07,1.2932106496776896e-09
1964,2.774289669105201e-07,2.4335873316516654e-09
1965,2.7086613840765494e-07,5.472043373977442e-10
1966,2.708607667045726e-07,1.1078149508847446e-09
1967,2.460237453760783e-07,1.4791006197611978e-09
1968,3.067636953346664e-07,8.982831700699023e-10
1969,2.379881038905296e-07,1.3625273131978588e-09
1970,2.03723516278842e-07,4.5987250119061684e-10
1971,2.0039750836531312e-07,2.0553589941130213e-09
1972,1.872503645472534e-07,0.0
1973,2.183228673402482e-07,4.9618833486420044e-09
1974,1.7270505736632913e-07,5.625571675160757e-10
1975,1.941903207125506e-07,2.2845920710778955e-09
1976,2.0168749870208558e-07,3.4281160132820787e-09
1977,2.0157361291239795e-07,2.3507127355770763e-09
1978,2.1861376353626838e-07,0.0
1979,1.8492235653866373e-07,1.7555920051037788e-09
1980,1.859044260754672e-07,2.2740602734216964e-09
1981,1.6572940353398735e-07,6.325549417596221e-09
1982,1.762930708082422e-07,1.8622506869903077e-09
1983,1.4146307592000085e-07,1.2630632095778083e-09
1984,1.6353203591279453e-07,3.479405208395292e-09
1985,1.5279518095212552e-07,2.4062232206745193e-09
1986,2.008152648613759e-07,5.395036861699509e-09
1987,1.9432397380114708e-07,1.2221633705067347e-09
1988,1.786973058415242e-07,5.396898483667201e-09
1989,1.6080197440260235e-07,2.1952488715726304e-09
1990,1.727222382896798e-07,1.089730194969718e-09
1991,1.981175188348061e-07,3.5168792322792797e-09
1992,1.6915528533445467e-07,2.7549720282848966e-09
1993,1.8888697184138437e-07,3.877445031719162e-09
1994,1.53500366195658e-07,1.5824779264761446e-09
1995,1.5833556687994133e-07,2.7112254663563817e-09
1996,1.5587228574531764e-07,3.736664311304594e-09
1997,1.77411095592106e-07,4.315404922294874e-09
1998,1.5019607246813393e-07,4.7681290027412615e-09
1999,1.384770911272426e-07,1.8280804647829996e-09
2000,1.5551471221897373e-07,2.6508188977203417e-09
2001,1.5246617124375916e-07,8.762423564512289e-10
2002,1.6867703322986927e-07,4.38122149670761e-10
2003,1.6417676818036853e-07,2.9168460979889232e-09
2004,1.709059063159657e-07,2.642874807889939e-09
2005,1.567304792615687e-07,2.702249757291497e-09
2006,1.675981167181817e-07,3.706100981659688e-09
2007,1.9093612024789763e-07,2.3966877371606188e-09
2008,2.1116900938977778e-07,3.405951742863067e-09
2009,2.1647593939633225e-07,5.245011536203492e-09
2010,2.475267422141769e-07,5.196172381261022e-09
2011,2.6117729134966794e-07,5.353560705856353e-09
2012,3.234040093502699e-07,5.446804340891731e-09
2013,3.75137318542329e-07,8.646287241731443e-09
2014,4.051547932704125e-07,7.795602385840539e-09
2015,3.8368921195797157e-07,8.644644111654998e-09
2016,3.95833069433138e-07,4.971216327476213e-09
2017,3.3935597798517847e-07,5.534344982294215e-09
2018,3.4617468713804556e-07,4.64663996169179e-09
2019,3.668320402994141e-07,8.16316081397872e-09
