year,veulent_VERB établir_VERB,veulent_VERB etablir_VERB,veulent_VERB rétablir_VERB
1986,4.495863947795442e-08,0.0,1.9182353483415682e-08
1987,4.0942474299754394e-08,0.0,1.8943532964499354e-08
1988,3.657897806874644e-08,0.0,1.4391728697660255e-08
1989,5.6527657221749905e-08,0.0,2.8538234886354985e-08
1990,4.7403261760337045e-08,0.0,2.3429199913493903e-08
1991,5.5683919697457895e-08,0.0,2.05151273746651e-08
1992,5.344645970239981e-08,5.509944167592096e-10,1.322386644631024e-08
1993,5.317639306667843e-08,0.0,1.938722604677423e-08
1994,5.5386728092798876e-08,0.0,1.8989736005892155e-08
1995,5.585124185358836e-08,0.0,2.331653803366862e-08
1996,4.003569031851839e-08,0.0,2.4555223632205525e-08
1997,5.322332796708906e-08,0.0,1.6782131240233866e-08
1998,4.72044803245808e-08,0.0,1.2397135762398648e-08
1999,4.981519197144735e-08,0.0,1.1425503210205079e-08
2000,5.036556061099873e-08,0.0,1.8555732950176207e-08
2001,5.432702465668626e-08,4.3812117822561447e-10,2.541102794850758e-08
2002,4.7317193718754424e-08,0.0,1.6648641576466616e-08
2003,4.958638299967788e-08,0.0,8.750538071922165e-09
2004,5.373845368694674e-08,0.0,1.1011977996133737e-08
2005,4.3235996116663955e-08,0.0,1.9366122927522156e-08
2006,4.6532157682577235e-08,4.1178899179428186e-10,2.182481573242967e-08
2007,4.074368931128447e-08,0.0,1.9572949483404045e-08
2008,3.4911003865545354e-08,0.0,1.4049550856043425e-08
2009,4.720510560218827e-08,0.0,2.4794601927169424e-08
2010,3.542844595472161e-08,0.0,2.0312310056169736e-08
2011,3.020937811015756e-08,0.0,1.2236710311697152e-08
2012,3.029784778618705e-08,0.0,2.11063664323774e-08
2013,3.2911675162949905e-08,0.0,2.147626254611623e-08
2014,4.33089049067803e-08,0.0,1.4941571535587173e-08
2015,2.9258794498332463e-08,0.0,1.1526192444932803e-08
2016,3.231290435223855e-08,0.0,1.7606391011781852e-08
2017,2.6665480490351e-08,0.0,1.6099912514278003e-08
2018,2.6072813241739823e-08,0.0,1.3681773936013997e-08
2019,2.397928433595098e-08,2.55098775436835e-10,1.2754938438774843e-08
