year,veulent_VERB établir_VERB,veulent_VERB etablir_VERB,veulent_VERB rétablir_VERB
1800,9.432493186523061e-08,0.0,1.2576657937302116e-08
1801,1.8811341817581706e-07,0.0,1.904946067554647e-08
1802,1.2755688771903806e-07,0.0,4.0281122437590966e-08
1803,1.3457341196954076e-07,0.0,9.751696339321825e-09
1804,1.5819846055364906e-07,0.0,5.19088700912107e-08
1805,8.24434565060983e-08,0.0,3.695740957709859e-08
1806,7.204172902675055e-08,0.0,2.881669125542885e-08
1807,9.964342950752325e-08,0.0,3.4163463169534225e-08
1808,8.157866204783204e-08,0.0,9.064295980465431e-09
1809,1.0165637576164954e-07,0.0,0.0
1810,9.126494404654295e-08,0.0,1.1700633351097167e-08
1811,9.777599530025327e-08,2.5070767684098882e-09,5.0141535368197765e-09
1812,5.601137331723294e-08,0.0,3.200649700829672e-08
1813,9.489947672136623e-08,0.0,2.8757416448144113e-09
1814,1.1328037885505182e-07,0.0,5.349351184236184e-08
1815,9.979726911524267e-08,0.0,6.74305908887618e-08
1816,1.8077309960062848e-07,0.0,3.9399267848239106e-08
1817,8.095742032310227e-08,0.0,2.80237220096069e-08
1818,1.7643343142026424e-07,0.0,1.1921176934492905e-08
1819,1.9874016743415268e-07,0.0,7.349245834120666e-08
1820,1.2697134366135288e-07,0.0,5.22125169766241e-08
1821,1.3510238261460472e-07,0.0,5.5224333550540905e-08
1822,1.4336630727029842e-07,0.0,2.3058916553964082e-08
1823,7.510841726343642e-08,0.0,3.261286707356703e-08
1824,1.2210612965191103e-07,0.0,6.231623217445303e-08
1825,1.1094858365368054e-07,0.0,1.937197424695114e-08
1826,1.4621254251778737e-07,0.0,4.4039921931471326e-08
1827,1.382590966159114e-07,0.0,1.8434546333878643e-08
1828,1.0272977135628025e-07,0.0,4.769596628761974e-08
1829,8.144517238406479e-08,0.0,1.971830521085849e-08
1830,1.0436836106464398e-07,0.0,1.1480519646056564e-08
1831,1.5279381671007286e-07,0.0,2.494592976631793e-08
1832,8.929779937716376e-08,0.0,1.2176972319366541e-08
1833,9.730248251571538e-08,0.0,3.359252431778259e-08
1834,1.5682012133311218e-07,0.0,4.0138484536100805e-08
1835,7.941242330389287e-08,0.0,4.159698363537245e-08
1836,9.073012563476368e-08,0.0,4.099657502365517e-08
1837,7.097048637660919e-08,0.0,2.7831564608504777e-08
1838,7.258986300939796e-08,0.0,1.7674054220151447e-08
1839,1.1815593126129897e-07,6.9914751765765e-10,3.8453112694014635e-08
1840,1.172022692230712e-07,6.369688665408546e-10,2.993753511759678e-08
1841,1.245586389586606e-07,0.0,2.118781061710706e-08
1842,1.40202743637019e-07,0.0,4.293289634915709e-08
1843,1.3526826592169527e-07,0.0,1.3585895075607368e-08
1844,8.836583731408609e-08,0.0,2.9089374464774664e-08
1845,9.095771247302764e-08,0.0,3.1807299905040054e-08
1846,1.0128287186716989e-07,0.0,2.5759806732139623e-08
1847,1.423811113454576e-07,0.0,5.3932236454556914e-08
1848,1.2148284156410227e-07,0.0,2.654923214606697e-08
1849,1.0558062513155164e-07,0.0,1.9272654583346593e-08
1850,8.825694663983086e-08,2.0366988096043315e-09,8.82569484161877e-09
1851,1.335033772420502e-07,1.2898877521649865e-09,4.70809027319774e-08
1852,1.0742400036178879e-07,0.0,1.1718981340891332e-08
1853,7.1663180278847e-08,0.0,3.4637203327747557e-08
1854,8.001322981954218e-08,0.0,1.1950028522278444e-08
1855,6.209116065747367e-08,0.0,3.290301009428731e-08
1856,1.1855763659696095e-07,0.0,1.3978411317339123e-08
1857,9.079607110606958e-08,4.881509085841174e-10,1.5620829074691756e-08
1858,8.955426977763636e-08,4.893676019968041e-10,3.474509924217273e-08
1859,1.0846328990510301e-07,0.0,2.0877910955618972e-08
1860,1.1809134292661838e-07,4.577183909670879e-10,3.8906062371779626e-08
1861,8.347255686658173e-08,0.0,1.744906619194353e-08
1862,9.894390018416743e-08,0.0,4.698705780015189e-08
1863,8.890425107210831e-08,0.0,1.6482248454963155e-08
1864,1.0979926656773387e-07,0.0,3.212467802882202e-08
1865,7.060266682401561e-08,9.41368871743009e-10,1.1767110841276462e-08
1866,1.1336877747680774e-07,0.0,1.1677471434268227e-08
1867,7.521857980918867e-08,0.0,9.220341823379385e-09
1868,6.026646559575966e-08,0.0,1.8277534152844055e-08
1869,1.1720445769469734e-07,0.0,2.4417595057002472e-08
1870,1.0607990219568819e-07,5.734048791339319e-10,2.6376625328339287e-08
1871,1.0621177182201791e-07,0.0,2.3366590440332402e-08
1872,8.466275147611668e-08,0.0,1.5118347462816928e-08
1873,9.218447161174481e-08,5.986004469882289e-10,3.052862140862089e-08
1874,7.05003913026303e-08,0.0,1.0754296120296658e-08
1875,9.26887366858864e-08,0.0,2.803548326824057e-08
1876,1.0217765122888522e-07,0.0,1.209202959984168e-08
1877,5.504486111362894e-08,0.0,2.1028373708986692e-08
1878,7.911206267863236e-08,0.0,3.38188961279684e-08
1879,1.2096464274691243e-07,0.0,1.1607718342077078e-08
1880,8.792449079919606e-08,0.0,1.4761046607247863e-08
1881,1.0458761323661747e-07,0.0,2.8587281875047665e-08
1882,5.856738738430067e-08,0.0,2.994923420374107e-08
1883,1.049010265319339e-07,0.0,1.0742875922176154e-08
1884,9.04432511106279e-08,0.0,4.093052297093891e-08
1885,6.703461252755005e-08,0.0,3.4161868001092444e-08
1886,5.937186742244194e-08,6.453463874400711e-10,1.5488312854472497e-08
1887,9.009915657998135e-08,1.3057849246322917e-09,6.528924512139156e-09
1888,8.115986815937504e-08,0.0,1.6485598663962264e-08
1889,8.08202642588185e-08,0.0,1.566284169030041e-08
1890,6.751017878059429e-08,0.0,2.0318598359381213e-08
1891,8.668938988876107e-08,0.0,3.250852387282066e-08
1892,6.70730813112641e-08,0.0,2.2566645441202127e-08
1893,5.7273272346947124e-08,0.0,2.4017824173938607e-08
1894,6.805662167153059e-08,0.0,1.3863386882917439e-08
1895,6.620476256102847e-08,0.0,3.310238128051424e-08
1896,6.368791360955584e-08,0.0,1.8280790214930676e-08
1897,7.574727334258569e-08,0.0,1.2818770045441852e-08
1898,1.0015288154363589e-07,0.0,1.7540900287826844e-08
1899,9.673262013620842e-08,5.527578395003729e-10,3.3165470370022376e-08
1900,6.644548022904928e-08,1.038210628578895e-09,3.322274011452464e-08
1901,8.159558717579785e-08,0.0,1.4530721514915967e-08
1902,8.003762985708818e-08,0.0,2.3078333910575566e-08
1903,6.912281946824805e-08,0.0,1.6200660368781428e-08
1904,8.814384955257992e-08,0.0,1.1286712897629059e-08
1905,1.1663315291343679e-07,0.0,3.148063143498803e-08
1906,1.2294600537643419e-07,0.0,1.9547901075611662e-08
1907,1.0491400814771623e-07,0.0,1.9542804707839423e-08
1908,7.809108382161867e-08,0.0,3.1432890068572306e-08
1909,7.811396329771014e-08,0.0,9.351672325408344e-09
1910,8.9247315315788e-08,5.344150677544235e-10,2.4583092894658876e-08
1911,7.7677462684278e-08,0.0,1.276889793899727e-08
1912,7.553660452686017e-08,0.0,1.9795800554334164e-08
1913,7.371155419377828e-08,0.0,1.4318072061314524e-08
1914,6.763711013491047e-08,0.0,6.696743604095445e-09
1915,3.534228554258334e-08,0.0,9.424609537234119e-09
1916,7.801097723358907e-08,0.0,1.648119329900055e-08
1917,7.566833204464274e-08,0.0,2.52227767560953e-08
1918,8.385054428572403e-08,0.0,1.2635013924011673e-08
1919,9.668240608107226e-08,0.0,3.9593746947730324e-08
1920,9.389567168227586e-08,0.0,3.028892692213958e-08
1921,4.8465583546430935e-08,0.0,1.817459427400081e-08
1922,6.71392115236813e-08,0.0,2.2871599725249325e-08
1923,4.352538596208433e-08,0.0,1.6985516992917837e-08
1924,4.1253198190815965e-08,0.0,1.933743654092268e-08
1925,6.708888378170741e-08,0.0,1.6497267552040284e-08
1926,6.13037585139864e-08,0.0,3.1209186346359274e-08
1927,5.9090890403012963e-08,0.0,1.3379070296082318e-08
1928,4.4561559775502246e-08,0.0,2.399468712610542e-08
1929,7.686880110213679e-08,0.0,1.4482528065684619e-08
1930,5.3568378177715203e-08,0.0,6.302162347537887e-09
1931,6.615106684648708e-08,0.0,9.124285327288817e-09
1932,5.8085543486186e-08,0.0,1.0959536389520963e-08
1933,7.455930273181366e-08,0.0,1.9500125958415992e-08
1934,4.672816089623666e-08,0.0,1.677421224144382e-08
1935,5.6250936353308134e-08,0.0,1.4361940969820353e-08
1936,5.456121598967911e-08,0.0,9.699771652549316e-09
1937,6.421470288842102e-08,0.0,1.1332006444320086e-08
1938,3.759912203804561e-08,0.0,1.5558256905023882e-08
1939,5.352917753498332e-08,0.0,4.588215141154706e-09
1940,4.81798743123818e-08,0.0,1.2678914806940611e-08
1941,6.493305448884712e-08,0.0,3.836953510472085e-08
1942,4.5513175450651033e-08,0.0,3.3376331032286544e-08
1943,3.193558839598154e-08,0.0,8.709705845433291e-09
1944,7.390327994016843e-08,0.0,2.5705489292704442e-08
1945,5.664110602765504e-08,0.0,1.742803235060819e-08
1946,6.12528623378239e-08,0.0,2.3665876369705074e-08
1947,5.006765846360395e-08,0.0,2.0265479960812627e-08
1948,3.4790041070209554e-08,0.0,6.523132700664291e-09
1949,5.988375306742455e-08,0.0,1.7670615193310368e-08
1950,4.3604980959344175e-08,0.0,1.2762433776458693e-08
1951,5.970385075215745e-08,0.0,2.1322803078760444e-08
1952,5.9050901057844385e-08,0.0,1.5817205323287453e-08
1953,5.386913670690774e-08,0.0,1.939288907237824e-08
1954,3.713563856422297e-08,0.0,2.8340354063516315e-08
1955,3.660387193349379e-08,0.0,1.1262729415761896e-08
1956,4.7966278060584955e-08,0.0,1.9186511934776718e-08
1957,4.0641172205369e-08,0.0,1.236905244894615e-08
1958,4.4670112941957996e-08,8.272243445794913e-10,1.6544486669545222e-08
1959,5.115493451057773e-08,0.0,1.5501495198577686e-08
1960,5.813500081330858e-08,0.0,1.868625076895114e-08
1961,4.516303420132317e-08,0.0,1.80652133252579e-08
1962,5.327243357555744e-08,0.0,2.219684702708946e-08
1963,5.043521511538529e-08,0.0,2.0691370394843034e-08
1964,6.449006662023749e-08,6.083968329129164e-10,1.764350798794112e-08
1965,5.581484074923537e-08,5.472043373977442e-10,1.2585699593614663e-08
1966,5.1513396215341345e-08,0.0,1.9386762417639147e-08
1967,5.965706151300765e-08,0.0,2.021437595089992e-08
1968,5.479527231955217e-08,4.4914158503495116e-10,2.110965446888713e-08
1969,7.403065183098079e-08,0.0,2.8613074576355757e-08
1970,7.587896533323146e-08,0.0,1.9314645882673176e-08
1971,6.217460679636133e-08,0.0,1.3359833239690033e-08
1972,4.873639625202486e-08,0.0,1.5903454553267693e-08
1973,5.513203760187935e-08,0.0,2.4258095976392724e-08
1974,5.5693160305736455e-08,0.0,9.563471792262135e-09
1975,5.3687912782152125e-08,0.0,2.1703623787061588e-08
1976,4.513686135965145e-08,0.0,1.8283285996290033e-08
1977,3.937443793233797e-08,5.876781838942691e-10,2.11564152863275e-08
1978,3.445542873237173e-08,0.0,1.2475242172627077e-08
1979,6.320131262782525e-08,0.0,1.6970723493159312e-08
1980,5.400893243745486e-08,0.0,1.591842213599648e-08
1981,4.1116070548241623e-08,0.0,1.771153890217647e-08
1982,4.4694015599588965e-08,0.0,2.296775925003658e-08
1983,4.357568172963511e-08,0.0,1.4525227243211702e-08
1984,5.3930779841948606e-08,0.0,1.275781880138993e-08
1985,4.692135391337615e-08,0.0,2.6468455871508922e-08
