year,ont_VERB entré_VERB,ont_VERB rentré_VERB
1800,6.288328968651058e-09,3.144164484325529e-09
1801,2.3811825844433088e-09,4.7623651688866175e-09
1802,1.1189200677108602e-08,1.1189200677108602e-08
1803,7.801356893821776e-09,0.0
1804,3.9549615138412264e-08,4.943701892301533e-09
1805,2.842877755426798e-08,2.842877711017877e-09
1806,5.76333825108577e-09,0.0
1807,1.7081731584767113e-08,2.8469551160981155e-09
1808,6.798221985349073e-09,0.0
1809,1.8072244145628247e-08,4.518061036407062e-09
1810,4.914266327205041e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,5.3344164641089264e-09,0.0
1813,2.300593315851529e-08,5.751483289628823e-09
1814,9.440030979135372e-09,9.440030979135372e-09
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,1.556873407970727e-09,6.227493631882908e-09
1818,2.384235386898581e-08,3.5763532135746345e-09
1819,7.24573512300708e-09,1.035105001712111e-09
1820,5.933240565525466e-09,0.0
1821,3.94459531705138e-09,9.86148829262845e-10
1822,3.408709403629473e-08,0.0
1823,4.941343334508019e-09,1.9765373782121287e-09
1824,1.3473780313688621e-08,3.3684450784221553e-09
1825,1.7610886082763955e-09,1.7610886082763955e-09
1826,1.8496766784892316e-08,8.807984341885344e-10
1827,1.2904182611350734e-08,0.0
1828,6.420610709767516e-09,0.0
1829,1.1145129263923081e-08,6.858540846366168e-09
1830,4.174734336004349e-09,1.0436835840010872e-09
1831,3.1182412207897414e-09,0.0
1832,2.705993873419743e-09,2.705993873419743e-09
1833,2.3167257001688313e-09,2.3167257001688313e-09
1834,9.334531370086552e-09,6.534171426153534e-09
1835,1.2100940693926532e-08,4.5378527602224494e-09
1836,3.2259599436201825e-08,6.720750067579218e-10
1837,1.6003149028165353e-08,0.0
1838,2.9035945203759184e-08,0.0
1839,2.027527834513876e-08,1.3982950353153e-09
1840,5.095750932326837e-09,1.0828470564661075e-08
1841,7.704658244733764e-09,5.1364388298225094e-09
1842,9.391571076378114e-09,1.341653010911159e-09
1843,1.2404512972352677e-08,1.1813822142769936e-09
1844,2.140538946093784e-08,2.7442805805577564e-09
1845,2.2320911341466854e-08,1.1160455892778032e-09
1846,1.4636253098387897e-08,0.0
1847,9.707802561820245e-09,5.9325460100012606e-09
1848,1.930853166243196e-08,0.0
1849,3.3517659758786067e-09,8.379414939696517e-10
1850,4.752297222410107e-09,6.788996032014438e-09
1851,2.192809134271556e-08,2.579775504329973e-09
1852,5.208436348880241e-09,0.0
1853,1.791579506971175e-08,0.0
1854,3.273268589509826e-08,3.117398783558656e-09
1855,4.988520885262915e-08,4.2455496895854594e-09
1856,5.539592606851329e-08,0.0
1857,8.298565390418844e-09,6.345961978126979e-09
1858,6.8511463169329545e-09,1.468102750479261e-09
1859,3.513599722282379e-08,5.601390462572908e-09
1860,1.7393299245327398e-08,6.865775947773045e-09
1861,3.961409689168249e-08,1.5091083938045813e-08
1862,1.8071945717679228e-08,8.132375661773494e-09
1863,2.447364266799923e-08,0.0
1864,1.726102105692462e-08,2.3973640850272204e-09
1865,1.553258677233771e-08,5.177528628053096e-09
1866,8.75810357570117e-09,4.865612801552288e-09
1867,9.220341823379385e-09,7.279217228983725e-09
1868,5.433861360870651e-09,2.9639244392143382e-09
1869,2.0510780629479086e-08,3.906815315701806e-09
1870,1.0894693147633916e-08,3.4404292748035914e-09
1871,1.3807530230280918e-08,5.3105884134652115e-09
1872,3.0236697590169115e-09,6.047339295989218e-10
1873,1.97538145840781e-08,5.986004469882289e-10
1874,1.2546679251101978e-08,5.974609140757536e-10
1875,9.7265964171811e-09,3.432916173551348e-09
1876,1.269663130187837e-08,3.627608879952504e-09
1877,2.4739263970730008e-09,4.329371083855449e-09
1878,3.623453181944569e-08,2.4156354694326865e-09
1879,2.1382637882538802e-08,1.3440515367335593e-08
1880,1.0268554007097919e-08,1.4119262203848848e-08
1881,4.8807553554297556e-09,2.091752326904839e-09
1882,1.0648616211028639e-08,8.652000893505374e-09
1883,2.211768546089843e-08,1.0110942305630033e-08
1884,7.2618666635548834e-09,3.300848483434038e-09
1885,2.7716232864349877e-08,8.379326565943757e-09
1886,1.4197620856748472e-08,4.5174246565693466e-09
1887,1.0446279397058333e-08,2.6115698492645834e-09
1888,1.8387781963724592e-08,6.340614699951175e-10
1889,6.265136853755848e-09,9.397704836544563e-09
1890,3.9326319978272295e-09,3.2771931834929546e-09
1891,2.995883363610119e-08,1.784781566982474e-08
1892,2.820830502514582e-08,5.014809900671935e-09
1893,8.005941687372342e-09,7.390100087434348e-09
1894,1.449354058991048e-08,6.9316934414587195e-09
1895,5.416753268150387e-09,5.416753268150387e-09
1896,1.1794058174530164e-08,1.179405795248556e-09
1897,1.9228155068162778e-08,5.826713334045053e-09
1898,7.355861253444118e-09,3.3950129374460403e-09
1899,3.3165470370022376e-08,1.6582735185011188e-09
1900,1.0901211489056095e-08,2.595526460424935e-09
1901,1.7325090695408107e-08,1.1177477832191585e-09
1902,1.718599307309887e-08,3.437198747846537e-09
1903,7.020286574288548e-09,1.1340462791054051e-08
1904,7.524475265086039e-09,2.6873125946735854e-09
1905,1.0321517862621477e-08,1.0321518084666081e-09
1906,1.0802787109298606e-08,5.144184633820714e-09
1907,1.4399961223432456e-08,4.6285588695127444e-09
1908,6.875944702500192e-09,4.911389073214423e-09
1909,1.265226234892225e-08,1.1552065082298668e-08
1910,1.6566866989364826e-08,3.740905363258662e-09
1911,1.276889793899727e-08,4.788336838146279e-09
1912,9.376957876838787e-09,4.167536982180309e-09
1913,1.1666577037772186e-08,2.6514948014977335e-09
1914,1.0045115850232378e-08,4.018046340092951e-09
1915,5.890381071793627e-09,1.767114277129167e-08
1916,1.3184954461564757e-08,3.2962386153911893e-09
1917,6.57985488317081e-09,3.289927441585405e-09
1918,4.594550517822427e-09,2.2972752589112133e-09
1919,3.6831393490643904e-09,9.207848372660976e-10
1920,1.3630017114962811e-08,6.057785384427916e-09
1921,1.060184651180407e-08,6.815472630705699e-09
1922,5.902348387820666e-09,4.426761179843197e-09
1923,5.307974060286824e-09,3.1847844361720945e-09
1924,6.445812328337297e-09,5.156649773851996e-09
1925,9.898360353588487e-09,5.499089184013428e-09
1926,6.687683296036084e-09,6.687683296036084e-09
1927,5.574612327308159e-09,1.1149224654616319e-08
1928,5.713020723163709e-09,1.1426041224282812e-09
1929,7.798284684668033e-09,4.4561625500705304e-09
1930,1.05036033204442e-08,5.2518016602221e-09
1931,7.983749661377715e-09,2.2810713318222042e-09
1932,1.753525857850491e-08,7.6716757391182e-09
1933,1.3764794637438627e-08,2.2941324395731044e-09
1934,2.3963160344919743e-09,9.585264137967897e-09
1935,2.393656828303392e-09,3.590485242455088e-09
1936,7.274828739411987e-09,4.849885826274658e-09
1937,0.0,1.2591118148108649e-09
1938,0.0,2.5930428915188486e-09
1939,3.058810094103137e-09,2.7529290846928234e-08
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,0.0,1.1806010391524069e-08
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,1.3071024262956144e-08,8.714016175304096e-09
1946,4.1763312808029696e-09,9.744772988540262e-09
1947,3.5762612871081956e-09,7.152522574216391e-09
1948,2.174377566888097e-09,5.435944139264848e-09
1949,4.908504269707237e-09,5.890204768377316e-09
1950,4.2541445921528975e-09,6.381216888229346e-09
1951,3.1984206394497505e-09,1.0661401539380222e-08
1952,2.1089607837865287e-09,1.0544804140977249e-08
1953,7.54167928107563e-09,1.0773827163745864e-08
1954,6.840775057526116e-09,1.4658803948464083e-08
1955,9.385607846468247e-10,1.407841132561316e-08
1956,8.72114158667614e-10,4.360570571293465e-09
1957,7.068030161150318e-09,6.184526224473075e-09
1958,2.4816730892496253e-09,9.099467845885556e-09
1959,5.425523585955716e-09,9.300897829689347e-09
1960,6.920833350854139e-10,4.844583401109048e-09
1961,0.0,6.25334317660986e-09
1962,8.244543714397423e-09,1.0781326054143392e-08
1963,4.526237162849611e-09,2.5864212993553792e-09
1964,1.1559539991878864e-08,4.258777774879263e-09
1965,1.2038495533772675e-08,8.20806533852192e-09
1966,4.431259803538978e-09,9.970334780007306e-09
1967,3.944268467392931e-09,1.824224149515885e-08
1968,7.635406973349745e-09,7.186265360559219e-09
1969,7.72098829315837e-09,3.6334062425424918e-09
1970,8.7375777724219e-09,9.197449912790034e-09
1971,8.735275613958038e-09,1.0276794526475896e-08
1972,6.669190977248718e-09,5.643161493651405e-09
1973,9.37244681864513e-09,9.37244681864513e-09
1974,3.3753431161187564e-09,9.563471792262135e-09
1975,1.0851811893530794e-08,1.7134440533084216e-09
1976,1.199840671262109e-08,6.2848797277581525e-09
1977,7.639816779203557e-09,7.052138428775834e-09
1978,6.534650598410963e-09,5.346532105932056e-09
1979,4.681578680276743e-09,9.363157360553487e-09
1980,4.548120546843393e-09,1.0801786132219604e-08
1981,9.488323904349727e-09,6.958104314946922e-09
1982,3.1037510339615437e-09,1.738100685599875e-08
1983,8.841442245000053e-09,4.4207211225000265e-09
1984,1.1018116197192285e-08,6.378909400694965e-09
1985,4.812446441349039e-09,6.617113967877231e-09
1986,5.395036861699509e-09,3.5966913891627428e-09
1987,6.110816741511371e-09,3.0554083707556856e-09
1988,7.795519785247507e-09,4.197587610832443e-09
1989,4.390497743145261e-09,6.036934507847036e-09
1990,8.172976073694826e-09,4.358920779878872e-09
1991,9.37834432335194e-09,7.6199047072123e-09
1992,1.65298330578878e-09,7.713921945651236e-09
1993,3.323524566667402e-09,6.093128224193833e-09
1994,3.164955852952289e-09,6.857404422078162e-09
1995,1.1929391696696712e-08,5.4224509327127635e-09
1996,5.871901187504136e-09,4.270473752399084e-09
1997,7.192341833217597e-09,5.753873377756236e-09
1998,3.337690568372409e-09,6.198567881199324e-09
1999,6.398281460207045e-09,3.1991407301035224e-09
2000,3.092622158362701e-09,7.068850393920911e-09
2001,3.5049694258049158e-09,4.381211837767296e-09
2002,5.257465574004527e-09,1.0953053575235572e-08
2003,2.5001536840818517e-08,1.12506919336397e-08
2004,7.928623979580607e-09,9.250062049659391e-09
2005,9.457874483587148e-09,7.656374201303606e-09
2006,7.823991232669414e-09,3.706100981659688e-09
2007,1.2782334302130494e-08,6.7906151812735516e-09
2008,5.5346713878634546e-09,5.108927503272298e-09
2009,7.1522885392028e-09,7.629108011997232e-09
2010,4.723792912386671e-09,6.613310343794865e-09
2011,7.265546830836911e-09,8.030340836739924e-09
2012,7.148930780687124e-09,1.05531832161887e-08
2013,4.741512515948898e-09,6.9728125495771565e-09
2014,3.897801192920269e-09,9.744502982300673e-09
2015,5.763096222466402e-09,7.75801378694041e-09
2016,8.906762438698479e-09,8.078226088059637e-09
2017,4.779661555431858e-09,7.54683426862357e-09
2018,6.195520096952123e-09,7.228107001822082e-09
2019,7.1427654901867754e-09,7.652963596171958e-09
