year,tout_ADV usé_VERB,tout_ADV rusé_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,6.713520406265161e-09,2.9091921760482364e-08
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,1.2535384286138651e-08
1812,0.0,0.0
1813,2.8757416448144113e-09,1.1502966579257645e-08
1814,0.0,0.0
1815,0.0,1.0788894222457657e-08
1816,0.0,0.0
1817,0.0,1.556873407970727e-09
1818,0.0,1.1921177378582115e-09
1819,0.0,0.0
1820,1.0679833017945839e-08,4.746592452420373e-09
1821,0.0,0.0
1822,0.0,8.02049271442229e-09
1823,0.0,1.9765373782121287e-09
1824,3.3684450784221553e-09,3.3684450784221553e-09
1825,0.0,3.522177216552791e-09
1826,1.7615968683770689e-09,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,5.143905579263475e-09
1830,3.1310507520032616e-09,0.0
1831,0.0,1.5591206103948707e-09
1832,2.0294953273491956e-08,0.0
1833,1.7375443306377747e-08,0.0
1834,8.401078055442213e-09,1.3068343074351674e-08
1835,0.0,2.2689263801112247e-09
1836,6.720750067579218e-10,6.720750067579218e-10
1837,1.3915781860163179e-09,2.7831563720326358e-09
1838,4.418513555037862e-09,0.0
1839,3.4957374772659477e-09,2.0974426639952526e-09
1840,2.5478754661634184e-09,0.0
1841,1.3483152372373297e-08,6.420548537278137e-10
1842,6.708265054555795e-10,0.0
1843,5.906911071384968e-10,0.0
1844,5.488561272137815e-10,2.7442805805577564e-09
1845,2.7901139176833567e-09,0.0
1846,0.0,1.1709002656346001e-09
1847,8.629157832729106e-09,3.775256551818984e-09
1848,0.0,5.63165514222419e-09
1849,1.256912263158938e-08,8.379414939696517e-10
1850,4.073397619208663e-09,2.7155984128057753e-09
1851,1.2898877521649865e-09,7.094382636907426e-09
1852,1.3021090872200602e-09,0.0
1853,5.971931837933653e-10,5.3747388761848924e-09
1854,8.313063126763609e-09,1.558699391779328e-09
1855,5.837630823180007e-09,0.0
1856,1.0872097000458325e-08,4.659470143053568e-09
1857,1.9526036343364694e-09,4.881509196863476e-09
1858,2.936205500958522e-09,1.9574704079872163e-09
1859,1.5276520048956854e-09,6.61982535454797e-09
1860,2.746310290291376e-09,9.154367819341758e-10
1861,7.545541969022906e-09,2.357981809808507e-09
1862,9.035972525772706e-10,7.680577063240435e-09
1863,1.9978483312144135e-09,2.4973103585068657e-09
1864,8.63051052846231e-09,1.4384183844029508e-09
1865,1.4120533631256649e-09,1.882737743486018e-09
1866,6.811858188626729e-09,0.0
1867,1.455843445796745e-09,2.91168689159349e-09
1868,5.433861360870651e-09,0.0
1869,4.395167341186834e-09,1.953407657850903e-09
1870,4.587239033071455e-09,4.013834153937523e-09
1871,0.0,3.18635318130589e-09
1872,5.442605477412599e-09,1.8142017887967654e-09
1873,1.1972008939764578e-09,2.9930022904522957e-09
1874,2.9873046258899194e-09,2.9873046258899194e-09
1875,5.721527140956084e-10,5.721527140956084e-10
1876,6.04601479992084e-10,0.0
1877,5.566334504436554e-09,3.092407996341251e-09
1878,2.4156354694326865e-09,6.039088673581716e-10
1879,3.0546627449723474e-09,4.27652757650776e-09
1880,1.9253538763308597e-09,5.134277003548959e-09
1881,1.3945015142624584e-09,2.091752326904839e-09
1882,6.655385131892899e-09,6.655385131892899e-10
1883,1.2638677882037541e-09,1.2638677882037541e-09
1884,0.0,1.3203393933736152e-09
1885,1.933690763067375e-09,0.0
1886,4.5174246565693466e-09,0.0
1887,2.6115698492645834e-09,1.3057849246322917e-09
1888,1.268122939990235e-09,3.804368819970705e-09
1889,5.6386229019267375e-09,4.385595664402331e-09
1890,1.9663159989136147e-09,6.554386478008212e-10
1891,4.461953917456185e-09,4.461953917456185e-09
1892,1.8805537127519756e-09,0.0
1893,1.847525021858587e-09,1.2316833108982905e-09
1894,0.0,1.8904617871129403e-09
1895,1.2037228991346183e-09,0.0
1896,4.1279202278587945e-09,1.179405795248556e-09
1897,4.078699600285063e-09,0.0
1898,1.13167097914868e-09,5.6583548957434e-10
1899,5.527578395003729e-10,0.0
1900,3.114631885736685e-09,0.0
1901,5.588738916095792e-10,0.0
1902,4.910283846193408e-10,9.820567692386817e-10
1903,5.400220270956879e-10,3.2401321625741275e-09
1904,3.7622376325430196e-09,1.6123875568041512e-09
1905,6.192911072844254e-09,0.0
1906,5.144184522798412e-10,1.0288369045596824e-09
1907,0.0,5.142843373384665e-10
1908,6.384805573134145e-09,0.0
1909,5.500983557560346e-10,5.500983557560346e-10
1910,0.0,0.0
1911,1.5961122423746588e-09,0.0
1912,3.125652625612929e-09,5.209421227725386e-10
1913,5.30298971401777e-10,1.060597942803554e-09
1914,1.3393487430235496e-09,0.0
1915,0.0,0.0
1916,1.0987462051303964e-09,0.0
1917,4.386569774084137e-09,0.0
1918,0.0,0.0
1919,1.8415696745321952e-09,9.207848372660976e-10
1920,0.0,0.0
1921,1.5145494858259667e-09,0.0
1922,7.377935484775833e-10,7.377935484775833e-10
1923,2.1231896241147297e-09,0.0
1924,0.0,0.0
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,4.458455382660986e-09,5.57306911730393e-09
1927,4.4596899506643695e-09,0.0
1928,1.1426041224282812e-09,0.0
1929,0.0,3.342121912552898e-09
1930,1.0503603542488804e-09,6.30216201447098e-09
1931,0.0,1.1405356659111021e-09
1932,3.287861094491973e-09,0.0
1933,0.0,0.0
1934,0.0,0.0
1935,0.0,3.590485242455088e-09
1936,0.0,0.0
1937,0.0,0.0
1938,0.0,1.2965214457594243e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,0.0
1942,6.068423541449874e-09,6.068423541449874e-09
1943,0.0,5.806470415592457e-09
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,5.568441707737293e-09
1947,7.152522574216391e-09,2.3841741914054637e-09
1948,0.0,0.0
1949,5.890204768377316e-09,0.0
1950,1.0635361480382244e-09,0.0
1951,5.330700769690111e-09,0.0
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,0.0,0.0
1954,0.0,9.772536113672459e-10
1955,1.8771215692936494e-09,0.0
1956,2.616342476002842e-09,1.744228317335228e-09
1957,0.0,0.0
1958,1.6544486891589827e-09,0.0
1959,7.750747821333448e-10,2.3252243464000344e-09
1960,2.7683333403416555e-09,6.920833350854139e-10
1961,0.0,4.16889545107324e-09
1962,3.170978146727066e-09,0.0
1963,3.879631726988464e-09,1.2932106496776896e-09
1964,6.083968329129164e-10,0.0
1965,5.472043373977442e-10,1.6416130677043839e-09
1966,2.769537488234164e-09,1.1078149508847446e-09
1967,1.4791006197611978e-09,2.9582012395223956e-09
1968,4.042274071025531e-09,4.4914158503495116e-10
1969,9.083515606356229e-10,4.5417578031781147e-10
1970,9.197450023812337e-10,2.2993624781975086e-09
1971,2.0553589941130213e-09,1.541519245584766e-09
1972,5.130146862875051e-10,1.5390440588625154e-09
1973,5.513203782392395e-10,1.6539611347177186e-09
1974,0.0,2.8127858375803783e-09
1975,1.1422960355389478e-09,5.711480177694739e-10
1976,1.142705374768127e-09,1.7140580066410394e-09
1977,5.876781838942691e-10,0.0
1978,5.940591352171509e-10,2.970295565063452e-09
1979,5.851973350345929e-10,0.0
1980,1.7055452605774235e-09,1.1370301367108482e-09
1981,6.325549528618524e-10,1.8976649140967083e-09
1982,2.483000915987077e-09,0.0
1983,1.89459470334441e-09,0.0
1984,0.0,5.799008495621649e-10
1985,1.8046674155058895e-09,1.2031116103372597e-09
1986,1.1988970927134801e-09,4.196139880008332e-09
1987,6.110816852533674e-10,3.0554083707556856e-09
1988,5.996553809062277e-10,1.798966087207532e-09
1989,5.488122178931576e-10,0.0
1990,1.6345953479657283e-09,5.44865097484859e-10
1991,0.0,1.1722930404189924e-09
1992,1.1019888335184191e-09,2.2039777225479895e-09
1993,5.539207426075166e-10,1.1078414852150331e-09
1994,1.5824779264761446e-09,0.0
1995,1.626735190995987e-09,0.0
1996,1.067618438099771e-09,1.067618438099771e-09
1997,1.438468344439059e-09,1.917957792585412e-09
1998,9.536258449571733e-10,4.768129224785866e-10
1999,2.285100553223174e-09,1.3710603763428253e-09
2000,8.836062992401139e-10,0.0
2001,0.0,4.3812117822561447e-10
2002,2.6287327870022636e-09,0.0
2003,0.0,0.0
2004,1.7619165015858584e-09,0.0
2005,0.0,4.5037495954858286e-10
2006,4.1178899179428186e-10,0.0
2007,1.1983438685803094e-09,3.994479469415779e-10
2008,1.2772318758180745e-09,0.0
2009,4.76819250749827e-10,2.384096253749135e-09
2010,9.447586046817946e-10,0.0
2011,2.6767803529281764e-09,2.294383183443216e-09
2012,6.808505426114664e-10,1.0212758139171996e-09
2013,1.6734750252211938e-09,1.952387473913575e-09
2014,2.815078836704288e-09,1.6240838812686675e-08
2015,2.21657536769726e-09,3.103205525878394e-09
2016,3.5212781579474495e-09,3.728412079073706e-09
2017,1.2578056374223934e-09,1.2578056374223934e-09
2018,2.581466596041082e-09,2.5814667070633845e-09
2019,1.02039510174734e-09,1.6836519456386867e-08
