year,put_VERB approcher_VERB,put_VERB rapprocher_VERB
1800,2.5153315874604232e-08,6.288328968651058e-09
1801,3.333655484993869e-08,0.0
1802,4.475680270843441e-09,4.475680270843441e-09
1803,2.7304748684287006e-08,1.950339223455444e-09
1804,2.2246657849223084e-08,4.943701892301533e-09
1805,8.528632911009026e-09,8.528632911009026e-09
1806,1.729001475325731e-08,0.0
1807,2.8469550272802735e-08,0.0
1808,6.118399653587403e-08,0.0
1809,2.25903047379461e-08,0.0
1810,3.042164919975221e-08,2.106114038724627e-08
1811,2.757784400841956e-08,7.521229861140455e-09
1812,8.00162425207418e-09,8.00162425207418e-09
1813,2.8757416448144113e-09,1.4378708002027452e-08
1814,0.0,3.1466771410748606e-09
1815,4.315557688983063e-08,2.697223555614414e-09
1816,3.244645441213834e-08,4.6352077731626196e-09
1817,4.670620334934483e-09,2.6466848268569265e-08
1818,5.0068944545955674e-08,1.4305412854298538e-08
1819,4.5544620519422097e-08,0.0
1820,2.966620371580575e-08,2.3732962262101864e-09
1821,1.972297702934611e-08,3.94459531705138e-09
1822,2.7069162911175226e-08,8.02049271442229e-09
1823,8.894418535021487e-09,1.9765373782121287e-09
1824,6.989523626543814e-08,2.5263338088166165e-09
1825,2.201360693732113e-08,1.2327619813845558e-08
1826,2.554315514657901e-08,0.0
1827,1.6591091167583727e-08,5.530363722527909e-09
1828,1.3758452155343548e-08,0.0
1829,2.5719527840806222e-08,2.0575622983187714e-08
1830,4.5922078584226256e-08,4.174734336004349e-09
1831,1.091384405071949e-08,1.5591206103948707e-09
1832,4.329590197471589e-08,2.705993873419743e-09
1833,8.108539617524002e-09,0.0
1834,1.8669062740173104e-08,8.401078055442213e-09
1835,2.4958190181223472e-08,7.563087933704082e-10
1836,6.72075017860152e-09,6.720750067579218e-10
1837,3.061472142462662e-08,6.262101948095733e-09
1838,2.651107955387033e-08,6.312161904276081e-09
1839,1.7478688718597368e-08,1.11863602825224e-08
1840,2.293087852933695e-08,5.732719632334238e-09
1841,1.6693427085101575e-08,7.0626033910059505e-09
1842,5.0982812638267205e-08,6.708265054555795e-10
1843,2.5990408047960045e-08,8.860366662588604e-09
1844,3.0187088384536764e-08,3.841992946007622e-09
1845,1.0602432709561072e-08,1.1160455892778032e-09
1846,2.751615646445771e-08,2.9272506640865004e-09
1847,1.0247124926365814e-08,5.3932236454556914e-09
1848,4.82713291560799e-09,2.011305433313737e-08
1849,1.75967720394965e-08,4.1897072478036534e-09
1850,2.5119284430275002e-08,6.788996032014438e-10
1851,8.384270167027807e-09,1.9348316282474798e-09
1852,2.278690836021724e-08,0.0
1853,1.3735443005202796e-08,2.388772735173461e-09
1854,9.871762074453727e-09,5.7152309551611324e-09
1855,1.2205955357558196e-08,8.491099379170919e-09
1856,2.2261913201759853e-08,4.659470143053568e-09
1857,1.610898081594314e-08,9.763018171682347e-10
1858,3.9149409047922745e-08,1.468102750479261e-09
1859,2.8516170758052795e-08,8.656694916453489e-09
1860,1.876645328025006e-08,4.577183909670879e-10
1861,2.5937801240161207e-08,5.187560159214399e-09
1862,2.4397126097142063e-08,4.517986262886353e-10
1863,2.6970951694238465e-08,9.989241656072068e-10
1864,1.821996598039277e-08,9.109982990196386e-09
1865,2.58876440284439e-08,0.0
1866,2.7247432754506917e-08,1.4596839292835284e-09
1867,2.6690463172940326e-08,4.367530337390235e-09
1868,8.397785578040384e-09,1.4819622196071691e-09
1869,2.0510780629479086e-08,9.767038289254515e-10
1870,3.4977698959437475e-08,8.027668307875047e-09
1871,1.3807530230280918e-08,0.0
1872,1.5723081503438152e-08,2.4189357183956872e-09
1873,1.7958013742713774e-08,7.781805422268917e-09
1874,1.0754296120296658e-08,1.1949218503559678e-08
1875,1.3731664694205392e-08,5.721527140956084e-10
1876,1.753344314181504e-08,1.813804439976252e-09
1877,1.9172929910382663e-08,8.040260901509555e-09
1878,6.039088784604019e-09,1.2078177347163432e-09
1879,1.7717043832021773e-08,0.0
1880,1.2835692508872398e-08,1.9253538763308597e-09
1881,1.045876096839038e-08,6.972507571312292e-10
1882,1.7304001787010748e-08,1.9966155395678697e-09
1883,2.6541224329434954e-08,0.0
1884,2.2445769687351458e-08,5.941527270181268e-09
1885,9.66845359329227e-09,5.80107206715752e-09
1886,2.5813855941692054e-08,0.0
1887,1.3057849024278312e-08,0.0
1888,1.8387781963724592e-08,0.0
1889,2.255449160770695e-08,3.132568426877924e-09
1890,1.2453334363726754e-08,1.9663159989136147e-09
1891,7.649063604731055e-09,6.374220040683554e-10
1892,1.4417578242387208e-08,5.014809900671935e-09
1893,1.539604177480669e-08,3.079208221734575e-09
1894,6.301539290376468e-09,6.301539290376468e-10
1895,1.2639090662958097e-08,6.018614495673091e-10
1896,1.3563166589847242e-08,0.0
1897,8.740070001067579e-09,1.1653427112179315e-09
1898,1.810673566637888e-08,0.0
1899,1.1055156790007459e-08,2.2110313580014918e-09
1900,1.349673794948103e-08,0.0
1901,1.3412973842719111e-08,2.794369402536745e-09
1902,1.5712908307818907e-08,9.820567692386817e-10
1903,1.0800440541913758e-08,4.320176216765503e-09
1904,9.674325340824907e-09,1.6123875568041512e-09
1905,1.2385822145688508e-08,0.0
1906,1.5432553013283723e-08,2.572092316910357e-09
1907,1.697138252154673e-08,5.142843373384665e-10
1908,1.7680999775393502e-08,1.4734167219643268e-09
1909,1.7603147384193107e-08,0.0
1910,2.0307773240801907e-08,5.344150677544235e-10
1911,1.649316061502759e-08,2.128149656499545e-09
1912,1.5628263128064646e-08,3.125652625612929e-09
1913,1.1666577037772186e-08,1.060597942803554e-09
1914,9.37544086809794e-09,0.0
1915,8.246533234057551e-09,2.3561523843085297e-09
1916,5.493730803607377e-09,3.2962386153911893e-09
1917,1.6449636319748606e-08,4.386569774084137e-09
1918,2.067547733020092e-08,4.594550517822427e-09
1919,1.3811772170413406e-08,9.207848372660976e-10
1920,1.4387239843927091e-08,3.028892692213958e-09
1921,1.6660044011018726e-08,8.330022005509363e-09
1922,1.1066902949607993e-08,5.164555005876537e-09
1923,1.4862327368803108e-08,4.246379248229459e-09
1924,2.0626599095407983e-08,0.0
1925,1.7597084678300234e-08,7.698724324711748e-09
1926,6.687683296036084e-09,2.229227691330493e-09
1927,4.0137209111890115e-08,1.1149224876660924e-09
1928,6.8556245125250825e-09,6.8556245125250825e-09
1929,2.2280811862174232e-08,0.0
1930,1.470504518152893e-08,1.0503603542488804e-09
1931,2.0529641986399838e-08,2.2810713318222042e-09
1932,1.9727165678773417e-08,0.0
1933,2.2941325283909464e-08,0.0
1934,2.2765002327673756e-08,1.1981580172459871e-09
1935,2.393656828303392e-08,5.98414207075848e-09
1936,2.5461901032031165e-08,1.2124714565686645e-09
1937,1.3850230295986421e-08,0.0
1938,1.9447821131279852e-08,2.5930428915188486e-09
1939,2.2941076593951948e-08,1.5294050470515685e-09
1940,2.028626333583361e-08,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,1.2136847082899749e-08,0.0
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,2.178504132643866e-08,0.0
1946,2.7842208538686464e-08,0.0
1947,2.26496545963073e-08,0.0
1948,1.7395020535104777e-08,1.0871887834440486e-09
1949,9.817008539414473e-09,0.0
1950,1.595304155443955e-08,0.0
1951,1.2793682557799002e-08,0.0
1952,1.8980646387944944e-08,2.1089607837865287e-09
1953,2.477980309834038e-08,0.0
1954,1.5636057781875934e-08,0.0
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,8.72114114258693e-09,8.72114158667614e-10
1957,1.236905244894615e-08,8.835037701437898e-10
1958,1.1581140491045971e-08,0.0
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,9.689166802218097e-09,0.0
1961,1.250668635321972e-08,0.0
1962,1.2683912586908264e-08,6.341956404476434e-10
1963,1.0992290633282664e-08,1.939815863494232e-09
1964,1.520992043424485e-08,6.083968329129164e-10
1965,1.2038495533772675e-08,2.188817349590977e-09
1966,1.4401594583546284e-08,2.215629901769489e-09
1967,1.232583901611406e-08,9.860671168482327e-10
1968,1.4372530721118437e-08,1.3474247273492779e-09
1969,9.537691525451919e-09,4.5417578031781147e-10
1970,1.609553734738256e-08,2.2993624781975086e-09
1971,1.5415192677892264e-08,5.138397485282553e-10
1972,1.846852804021637e-08,0.0
1973,6.064523994098181e-09,0.0
1974,5.06301445213353e-09,0.0
1975,7.4249242310031605e-09,1.1422960355389478e-09
1976,9.712995741040231e-09,5.713526873840635e-10
1977,8.22749424145286e-09,3.526069214387917e-09
1978,8.910887139279566e-09,0.0
1979,9.363157360553487e-09,2.3407893401383717e-09
1980,1.6486936260662333e-08,0.0
1981,5.69299452024552e-09,0.0
1982,1.1794254461960918e-08,0.0
1983,7.57837881337764e-09,6.315316047889041e-10
1984,9.278413592994639e-09,1.1598016991243298e-09
1985,6.617113967877231e-09,6.015558051686298e-10
1986,1.019062523255343e-08,1.7983456945813714e-09
1987,4.888653482026939e-09,0.0
1988,1.0793796967334401e-08,0.0
1989,6.585746614717891e-09,2.1952488715726304e-09
1990,7.083246433836621e-09,1.089730194969718e-09
1991,2.9307325455363298e-09,5.861465202094962e-10
1992,4.958949695321735e-09,0.0
1993,4.985286850001103e-09,0.0
1994,6.857404422078162e-09,5.274926606624319e-10
1995,4.880205572987961e-09,0.0
1996,1.0676184380997711e-08,5.338092190498855e-10
1997,5.274384040632185e-09,4.79489448146353e-10
1998,8.10582001520288e-09,4.768129224785866e-10
1999,5.0272213059088244e-09,9.140402323914998e-10
2000,6.185244316725402e-09,0.0
2001,5.695575122643959e-09,0.0
2002,4.81934359086722e-09,1.3143663935011318e-09
2003,6.250384210204629e-09,4.1669229178253886e-10
2004,1.2333415178034102e-08,1.7619165015858584e-09
2005,5.404499514582994e-09,0.0
2006,7.000412693969338e-09,8.235779835885637e-10
2007,9.586750948642475e-09,3.994479469415779e-10
2008,8.089135583588813e-09,1.2772318758180745e-09
2009,4.76819250749827e-09,4.76819250749827e-10
2010,1.0392344762522043e-08,4.723793023408973e-10
2011,9.55992973672437e-09,3.82397197240536e-10
2012,1.191488419038933e-08,0.0
2013,1.7292574483462886e-08,2.789125042035323e-10
2014,1.277612682315521e-08,8.661780737106994e-10
2015,1.4186082530898148e-08,4.433150790905671e-10
2016,1.822779260862717e-08,1.6570720351438695e-09
2017,8.804639684001359e-09,1.509366853724714e-09
2018,1.290733386838383e-08,2.5814667070633845e-10
2019,1.5305927192343916e-08,0.0
