year,pourront_VERB assurer_VERB,pourront_VERB rassurer_VERB
1890,1.9007721618891082e-08,1.3108772956016423e-09
1891,2.8683990294098294e-08,3.824531802365527e-09
1892,2.9462007944403013e-08,0.0
1893,2.8328715373504565e-08,0.0
1894,3.3398158905129094e-08,6.301539290376468e-10
1895,1.2639090662958097e-08,0.0
1896,2.6536630670648265e-08,0.0
1897,2.5637540090883704e-08,1.7480140668268973e-09
1898,2.6028432742464247e-08,0.0
1899,2.984892333302014e-08,0.0
1900,3.6856476981483866e-08,5.191053142894475e-10
1901,2.738482152153665e-08,0.0
1902,3.1425816615637814e-08,0.0
1903,3.348136701220028e-08,1.6200660812870638e-09
1904,3.117282432185675e-08,0.0
1905,2.3223416079076742e-08,3.096455536422127e-09
1906,2.41776678677752e-08,0.0
1907,1.697138252154673e-08,0.0
1908,6.77771723189835e-08,1.964555629285769e-09
1909,2.53045246978445e-08,1.6502950117569526e-09
1910,4.3287620599130605e-08,5.344150677544235e-10
1911,3.6178544604581475e-08,0.0
1912,3.4903123946605774e-08,2.6047106693738442e-09
1913,4.666630815108874e-08,1.060597942803554e-09
1914,2.1429579888376793e-08,6.696743715117748e-10
1915,3.180805663305364e-08,0.0
1916,4.394984642885902e-08,5.493730803607377e-09
1917,7.566833204464274e-08,2.1932848870420685e-09
1918,5.972916028440522e-08,0.0
1919,5.064316610514652e-08,2.762354567309444e-09
1920,4.543338860685253e-08,7.572231730534895e-10
1921,4.695103328344885e-08,0.0
1922,3.7627472693202435e-08,1.4755870969551665e-09
1923,2.866305948145964e-08,3.1847844361720945e-09
1924,3.0939897754933554e-08,2.578324886925998e-09
1925,3.739380360912037e-08,0.0
1926,2.8979959765251806e-08,0.0
1927,5.1286434654684854e-08,0.0
1928,3.427812345080383e-08,0.0
1929,3.119313873867213e-08,1.1140406375176326e-09
1930,2.941009036305786e-08,1.0503603542488804e-09
1931,4.44808918587114e-08,0.0
1932,3.507051715700982e-08,0.0
1933,5.5059178549754506e-08,1.1470662197865522e-09
1934,4.073737258636356e-08,0.0
1935,4.6676309040094566e-08,0.0
1936,4.122403041151301e-08,0.0
1937,5.288269733227935e-08,0.0
1938,2.852347158466273e-08,0.0
1939,5.199976982339649e-08,0.0
1940,4.564409294971483e-08,5.0715658339584024e-09
1941,4.7224041566096275e-08,0.0
1942,5.76500234217292e-08,3.034211770724937e-09
1943,2.6129116648121453e-08,0.0
1944,3.213186161588055e-08,0.0
1945,6.535512397931598e-08,0.0
1946,5.290019799986112e-08,0.0
1947,5.006765846360395e-08,0.0
1948,2.8266908813634473e-08,0.0
1949,4.908504180889395e-08,0.0
1950,4.4668517773516214e-08,0.0
1951,4.051332780363737e-08,0.0
1952,2.319856839960721e-08,0.0
1953,3.232148060305917e-08,3.232148326759443e-09
1954,2.9317607896928166e-08,0.0
1955,3.2849627018549654e-08,0.0
1956,3.8373023869553435e-08,1.744228317335228e-09
1957,5.3893728590992396e-08,0.0
1958,4.384289198355873e-08,8.272243445794913e-10
1959,3.1778064624177205e-08,7.750747821333448e-10
1960,2.5607082676515347e-08,0.0
1961,3.543561177821175e-08,6.948159270159238e-10
1962,2.7904608401740916e-08,6.341956404476434e-10
1963,5.237503231114715e-08,0.0
1964,3.4070222199034106e-08,0.0
1965,3.0643441562006046e-08,1.0944086747954884e-09
1966,5.317511764246774e-08,5.539074754423723e-10
1967,4.930335606445624e-08,0.0
1968,4.760900651490374e-08,0.0
1969,4.1329997202410595e-08,4.5417578031781147e-10
1970,4.0008906410093914e-08,0.0
1971,6.628533100183631e-08,0.0
1972,3.283293992240033e-08,0.0
1973,4.520827090459534e-08,0.0
1974,3.09406438248061e-08,1.1251143350321513e-09
1975,3.712462159910501e-08,1.1422960355389478e-09
1976,4.627956684544188e-08,0.0
1977,2.9971587878208084e-08,1.1753563677885381e-09
1978,3.2079192635592335e-08,2.3762365408686037e-09
1979,3.2771051650115623e-08,3.5111840102075575e-09
1980,2.4446148216838992e-08,5.685150683554241e-10
1981,2.909752794266751e-08,0.0
1982,3.227901146374279e-08,0.0
1983,2.9050454486423405e-08,0.0
1984,3.943325666000419e-08,5.799008495621649e-10
1985,3.549179083961462e-08,6.015558051686298e-10
1986,3.6566362382473017e-08,0.0
1987,2.0165694891716157e-08,6.110816852533674e-10
1988,2.338656024392094e-08,0.0
1989,3.0733485090195245e-08,5.488122178931576e-10
1990,2.0704874259536155e-08,0.0
1991,2.5204300868608698e-08,5.861465202094962e-10
1992,3.0855687782604946e-08,0.0
1993,2.2710750613441633e-08,1.1078414852150331e-09
1994,3.0594573985354145e-08,1.0549853213248639e-09
1995,2.4401028753118226e-08,5.422450821690461e-10
1996,2.989331449043675e-08,0.0
1997,4.171558032339817e-08,4.79489448146353e-10
1998,2.860877579280441e-08,4.768129224785866e-10
1999,2.2851006420410158e-08,0.0
2000,1.8113929911578452e-08,8.836062992401139e-10
2001,2.4972907297637903e-08,4.3812117822561447e-10
2002,2.6287329646379476e-08,4.38122149670761e-10
2003,1.583430631058036e-08,0.0
2004,2.2464435645019876e-08,4.404791253964646e-10
2005,2.1167622321627277e-08,1.3511248786457486e-09
2006,1.6059770402421236e-08,4.1178899179428186e-10
2007,1.997239706952314e-08,1.5977917877663117e-09
2008,2.682186917013496e-08,8.514879357157668e-10
2009,1.9549588614609092e-08,0.0
2010,1.4643758206034363e-08,9.447586046817946e-10
2011,1.9884653923440965e-08,0.0
2012,1.3617010630184723e-08,0.0
2013,1.812931316180766e-08,5.578250084070646e-10
2014,8.445236510112863e-09,6.496335691608124e-10
2015,1.6402658786773827e-08,1.329945265027277e-09
2016,1.3877977877996273e-08,6.214020409345267e-10
2017,9.559323110863716e-09,1.509366853724714e-09
2018,9.809573597863164e-09,1.5488800242380307e-09
2019,1.2754938438774843e-08,1.7856913725466939e-09
