year,doit_VERB avoir_VERB,doit_VERB ravoir_VERB
1800,2.121682155120652e-05,0.0
1801,2.2466458176495507e-05,2.3811825844433088e-09
1802,2.280582884850446e-05,0.0
1803,2.321098691027146e-05,1.950339223455444e-09
1804,2.6031062589026988e-05,0.0
1805,2.4036531613091938e-05,0.0
1806,2.345678694837261e-05,0.0
1807,2.4364242563024163e-05,2.8469551160981155e-09
1808,2.233215855085291e-05,2.2660739951163578e-09
1809,2.235762440250255e-05,9.036122072814123e-09
1810,2.255882282042876e-05,0.0
1811,1.956271989911329e-05,0.0
1812,2.6373354558018036e-05,0.0
1813,2.4478313207509927e-05,0.0
1814,2.0003426470793784e-05,0.0
1815,1.8732218450168148e-05,8.091670444798638e-09
1816,2.356539698666893e-05,2.3176038865813098e-09
1817,1.7435424524592236e-05,0.0
1818,1.7112850400735624e-05,0.0
1819,2.001893153646961e-05,7.24573512300708e-09
1820,1.758137841534335e-05,1.1866481131050932e-09
1821,1.782661274774e-05,0.0
1822,1.8983504560310394e-05,2.0051231786055723e-08
1823,1.679562592471484e-05,1.9765373782121287e-09
1824,1.7277596271014772e-05,0.0
1825,1.767428511811886e-05,8.805443041381977e-10
1826,1.6866410078364424e-05,8.807984341885344e-10
1827,1.9958160919486545e-05,9.217273055917019e-10
1828,1.93654796021292e-05,1.8344602503717056e-09
1829,1.836631417972967e-05,8.57317605795771e-10
1830,2.0010545995319262e-05,0.0
1831,2.154392859665677e-05,1.5591206103948707e-09
1832,2.169530671380926e-05,0.0
1833,1.9321492800372653e-05,1.1583628500844156e-09
1834,1.7191405277117155e-05,0.0
1835,1.7428379578632303e-05,0.0
1836,1.7896685676532798e-05,2.688300027031687e-09
1837,1.770504968590103e-05,1.6003149028165353e-08
1838,1.649431033001747e-05,7.574594285131298e-09
1839,1.820929719542619e-05,0.0
1840,1.7665057384874672e-05,8.280594876453051e-09
1841,1.730658914311789e-05,2.5682194149112547e-09
1842,1.7124188161687925e-05,4.628702754416736e-08
1843,1.8008398910751566e-05,2.953455480181333e-09
1844,1.7569982446730137e-05,7.683985892015244e-09
1845,1.6771375157986768e-05,1.674068439427856e-09
1846,1.7646052583586425e-05,0.0
1847,1.76482462848071e-05,0.0
1848,1.738250648486428e-05,8.045221711050488e-10
1849,1.7477783330832608e-05,8.379414939696517e-10
1850,1.705531576590147e-05,1.3577992064028876e-09
1851,1.6033305655582808e-05,1.2898877521649865e-09
1852,1.6408526789746247e-05,0.0
1853,1.5627949323970824e-05,1.1943863675867306e-09
1854,1.5379686374217272e-05,7.27393034694046e-09
1855,1.5357214579125866e-05,0.0
1856,1.6669513570377603e-05,1.0354378465748937e-09
1857,1.4912034203007352e-05,1.9526036343364694e-09
1858,1.5665145838283934e-05,0.0
1859,1.5241384062392171e-05,0.0
1860,1.4596639630326536e-05,0.0
1861,1.5821115084690973e-05,0.0
1862,1.4842939890513662e-05,0.0
1863,1.52920310938498e-05,2.4973103585068657e-09
1864,1.4937974810891319e-05,0.0
1865,1.6229199900408275e-05,0.0
1866,1.5195309060800355e-05,4.865612912574591e-10
1867,1.4663255569757894e-05,1.94112459439566e-09
1868,1.4958926840336062e-05,6.421836395986702e-09
1869,1.5496871128561907e-05,1.4650557433881772e-09
1870,1.4565630408469588e-05,1.2614907340946502e-08
1871,1.5100127711775713e-05,0.0
1872,1.4776673197047785e-05,0.0
1873,1.4903954252076801e-05,0.0
1874,1.4396418009710032e-05,5.377148060148329e-09
1875,1.4740370716026518e-05,1.1443054281912168e-09
1876,1.4243806617741939e-05,1.0882827083946722e-08
1877,1.4522566743835341e-05,1.8554447978047506e-09
1878,1.4939497305022087e-05,3.0195443923020093e-09
1879,1.5014888958830852e-05,9.774920428640144e-09
1880,1.3607117580249906e-05,4.492492600149944e-09
1881,1.4290154467744287e-05,6.2752567586699115e-09
1882,1.4537357856170274e-05,3.9932310791357395e-09
1883,1.3938565643911716e-05,1.2638677882037541e-09
1884,1.3809430129185785e-05,6.601696966868076e-10
1885,1.3778835636912845e-05,0.0
1886,1.3616163414553739e-05,4.5174246565693466e-09
1887,1.3927501640864648e-05,2.6115698492645834e-09
1888,1.4133864169707522e-05,1.268122939990235e-09
1889,1.3596600183518603e-05,6.265136742733546e-10
1890,1.405457078362815e-05,0.0
1891,1.411953508068109e-05,1.9122659011827636e-09
1892,1.354813593934523e-05,1.8805537127519756e-09
1893,1.368461744277738e-05,0.0
1894,1.3161395145289134e-05,3.780923574225881e-09
1895,1.2707100722764153e-05,3.0093072478365457e-09
1896,1.3178680092096329e-05,1.179405795248556e-09
1897,1.2724377484119032e-05,5.826713556089658e-10
1898,1.3086642866255715e-05,1.13167097914868e-09
1899,1.2969357157999184e-05,0.0
1900,1.2459046956792008e-05,1.9206897405865675e-08
1901,1.2442767911124974e-05,0.0
1902,1.2556086403492372e-05,4.910283846193408e-10
1903,1.2266060366528109e-05,5.400220270956879e-10
1904,1.2102043910999782e-05,0.0
1905,1.2427623914845753e-05,5.160759042333041e-10
1906,1.2714880540443119e-05,0.0
1907,1.2709509064734448e-05,2.057137349353866e-09
1908,1.2332989172136877e-05,4.911389073214423e-10
1909,1.2125818102504127e-05,1.1001967115120692e-09
1910,1.265174250875134e-05,1.068830135508847e-09
1911,1.2345928553259e-05,0.0
1912,1.2744849300361238e-05,1.0418842455450772e-09
1913,1.220907324750442e-05,5.302989602995467e-09
1914,1.2083603905921336e-05,0.0
1915,1.1093943612650037e-05,0.0
1916,1.108415199269075e-05,0.0
1917,1.1659502888505813e-05,0.0
1918,1.1093542525486555e-05,0.0
1919,1.1203189387742896e-05,0.0
1920,1.233289367519319e-05,7.572231730534895e-10
1921,1.1927834748348687e-05,5.300923255902035e-09
1922,1.1493348210933618e-05,0.0
1923,1.1407897545723245e-05,0.0
1924,1.1164146599185187e-05,0.0
1925,1.1766950592573266e-05,2.1996355847875293e-09
1926,1.1034677299903706e-05,1.1146138456652466e-09
1927,1.1422381248848978e-05,0.0
1928,1.1455748790467624e-05,0.0
1929,1.0916483915934805e-05,0.0
1930,1.1131719475088175e-05,1.0503603542488804e-09
1931,1.1286741028015967e-05,0.0
1932,1.1054884453187697e-05,3.287861094491973e-09
1933,1.1011835340468679e-05,1.1470662197865522e-09
1934,1.0966740774165373e-05,0.0
1935,1.1138881745864637e-05,0.0
1936,1.0742496669990942e-05,1.2124714565686645e-09
1937,1.0886280506383628e-05,5.0364472592434595e-09
1938,1.0586097232589964e-05,7.779128452511941e-09
1939,1.0477953765075654e-05,1.5294050470515685e-09
1940,9.83123027253896e-06,0.0
1941,1.0705100066843443e-05,0.0
1942,1.0240464689559303e-05,3.034211770724937e-09
1943,1.0167129403271247e-05,0.0
1944,1.0047632713394705e-05,0.0
1945,1.0260753697366454e-05,0.0
1946,1.0680270861485042e-05,1.3921104269343232e-09
1947,1.0441491212986875e-05,0.0
1948,9.914074325934052e-06,0.0
1949,1.0238158210995607e-05,1.9634016634739737e-09
1950,1.1119270311610308e-05,1.0635361480382244e-09
1951,1.0495084097783547e-05,1.0661401761424827e-09
1952,1.0269584890920669e-05,1.0544803918932644e-09
1953,1.0166183528781403e-05,0.0
1954,9.558517376717646e-06,9.772536113672459e-10
1955,9.634326488594525e-06,9.385607846468247e-10
