year,doit_VERB avoir_VERB,doit_VERB ravoir_VERB
1956,1.0090360774483997e-05,8.72114158667614e-10
1957,9.26177017390728e-06,1.7670075402875796e-09
1958,9.427049008081667e-06,0.0
1959,1.0068996743939351e-05,3.100299128533379e-09
1960,9.555594260746147e-06,2.076250060767393e-09
1961,9.682954441814218e-06,6.948159270159238e-10
1962,9.94165111478651e-06,1.9025869768540815e-09
1963,9.517383659840561e-06,0.0
1964,9.891924491967075e-06,0.0
1965,1.0474038390384521e-05,1.6416130677043839e-09
1966,9.717198736325372e-06,5.539074754423723e-10
1967,1.0376384125265758e-05,3.451234853457663e-09
1968,9.469701581110712e-06,0.0
1969,1.008633535093395e-05,4.5417578031781147e-10
1970,9.801722626434639e-06,8.277704743875347e-09
1971,8.989112757262774e-06,5.138397485282553e-10
1972,9.211178621626459e-06,0.0
1973,8.47544833959546e-06,5.513203782392395e-10
1974,8.672944204590749e-06,0.0
1975,7.93438812252134e-06,0.0
1976,7.815533535904251e-06,1.142705374768127e-09
1977,7.963627467688639e-06,5.876781838942691e-10
1978,7.571283731522271e-06,5.940591352171509e-10
1979,8.094449185591657e-06,1.1703946700691858e-09
1980,7.454937986040022e-06,5.685150683554241e-10
1981,7.106122211553156e-06,6.325549528618524e-10
1982,7.547081168013392e-06,6.207502289967692e-10
1983,7.1464114625996444e-06,0.0
1984,8.104114385787398e-06,0.0
1985,7.735406143183354e-06,0.0
1986,7.175398877734551e-06,1.1988970927134801e-09
1987,7.287760126928333e-06,0.0
1988,7.098120931914309e-06,0.0
1989,7.198769708338659e-06,5.488122178931576e-10
1990,7.419428129651351e-06,5.44865097484859e-10
1991,7.095303772075567e-06,0.0
1992,6.783292064937996e-06,2.2039776670368383e-09
1993,7.316738901863573e-06,5.539207426075166e-10
1994,7.01829003446619e-06,0.0
1995,7.2796401582309045e-06,0.0
1996,7.058559276629239e-06,1.067618438099771e-09
1997,6.92286857884028e-06,4.79489448146353e-10
1998,6.8799336077063344e-06,1.43043876743576e-09
1999,7.104377800715156e-06,0.0
2000,7.079011993482709e-06,0.0
2001,7.058132268866757e-06,0.0
2002,7.410836133203702e-06,0.0
2003,7.352118700509891e-06,4.1669229178253886e-10
2004,7.195226316980552e-06,0.0
2005,7.402813025692012e-06,0.0
2006,7.2347206696576905e-06,8.235779835885637e-10
2007,7.107377314241603e-06,0.0
2008,7.15675605533761e-06,8.514879357157668e-10
2009,7.392128736682935e-06,4.76819250749827e-10
2010,7.581687896163203e-06,0.0
2011,7.664004442631267e-06,0.0
2012,7.550632744823815e-06,0.0
2013,8.407538189203478e-06,0.0
2014,7.988760444277432e-06,0.0
2015,8.52361881698016e-06,0.0
2016,8.975323908089194e-06,0.0
2017,8.206930033338722e-06,0.0
2018,8.132652510539629e-06,0.0
2019,8.10882465884788e-06,5.1019755087367e-10
