year,peuvent_VERB établir_VERB,peuvent_VERB etablir_VERB,peuvent_VERB rétablir_VERB
1886,1.4197620146205736e-07,0.0,1.677900662855336e-08
1887,1.3971899193165882e-07,0.0,1.7628096316002484e-08
1888,1.9719311694643693e-07,0.0,1.6485598663962264e-08
1889,1.3407392884801084e-07,0.0,8.771191772893872e-09
1890,1.5402808628550702e-07,0.0,1.2453334363726754e-08
1891,1.593554941337061e-07,6.374220040683554e-10,1.5935549768641977e-08
1892,1.698766851632172e-07,0.0,2.2566645441202127e-08
1893,2.1369704938933864e-07,2.463366621796581e-09,2.0322774574310642e-08
1894,1.5375755424429371e-07,0.0,9.452309157609307e-09
1895,1.4444674434344051e-07,0.0,1.2639090662958097e-08
1896,1.6216829124005017e-07,0.0,1.2973464080801023e-08
1897,1.6606134067842504e-07,0.0,1.5149455023788505e-08
1898,1.5786810081408476e-07,0.0,2.319925584970406e-08
1899,1.6029977700782183e-07,0.0,6.633094074004475e-09
1900,1.437921781644036e-07,0.0,9.34389543516545e-09
1901,1.9504699366734712e-07,1.676621730339889e-09,8.38310842965484e-09
1902,1.9592032174386986e-07,1.4730852093691738e-09,5.4013122863239005e-09
1903,1.8036735127680004e-07,0.0,1.2420506401156217e-08
1904,1.6983815953608428e-07,5.374625189347171e-10,2.0961039126632386e-08
1905,1.8836770721009088e-07,0.0,6.708986699521802e-09
1906,2.0268086586838763e-07,0.0,1.0288369267641428e-08
1907,1.6199956576201657e-07,5.142843373384665e-10,6.685696440911215e-09
1908,1.4832394867880794e-07,0.0,1.4243028090277221e-08
1909,1.3972498891234864e-07,0.0,1.5952851484257735e-08
1910,1.507050484406136e-07,0.0,1.1222716089775986e-08
1911,1.5322677882068092e-07,0.0,1.2236860413850081e-08
1912,1.9639517745417834e-07,5.209421227725386e-10,1.1981668990301841e-08
1913,1.4424132643853227e-07,5.30298971401777e-10,6.363587878865928e-09
1914,1.4197097186752217e-07,0.0,6.696743604095445e-09
1915,1.0367070757411057e-07,0.0,3.534228465440492e-09
1916,1.42837009775576e-07,2.197492410260793e-09,7.69122365795738e-09
1917,1.3159709055798885e-07,0.0,1.7546279096336548e-08
1918,1.1141784739265859e-07,0.0,8.040463406189247e-09
1919,1.5008792786375125e-07,0.0,4.603924352863942e-09
1920,1.499301873764125e-07,0.0,8.329454459499175e-09
1921,1.4539675419200648e-07,0.0,1.9689142760626055e-08
1922,1.5493664307086874e-07,0.0,1.770704471937279e-08
1923,1.8471749285708938e-07,0.0,2.0170300985000722e-08
1924,1.2891624123767542e-07,0.0,2.4494086758863887e-08
1925,1.4847540796836256e-07,1.0998177923937646e-09,1.2097995494286806e-08
1926,1.8836973936231516e-07,1.1146138456652466e-09,1.0031524944054127e-08
1927,2.062606654362753e-07,1.1149224876660924e-09,1.2264147031260109e-08
1928,1.6910540523440432e-07,0.0,1.82816659588525e-08
1929,1.4928144764780882e-07,0.0,1.2254447234738564e-08
1930,1.5545333553745877e-07,1.0503603542488804e-09,6.302162347537887e-09
1931,1.4256696090342302e-07,1.1405356659111021e-09,2.0529641986399838e-08
1932,1.249387224788734e-07,0.0,1.53433514782364e-08
1933,1.3305968593613215e-07,0.0,2.6382522833046096e-08
1934,1.8571449800219852e-07,0.0,1.677421224144382e-08
1935,1.3883209248888306e-07,0.0,1.196828414151696e-08
1936,1.467090413598271e-07,0.0,1.33371855781661e-08
1937,1.8886677821683406e-07,0.0,1.3850230295986421e-08
1938,1.6076866415914992e-07,0.0,1.4261735792331365e-08
1939,1.6670514924044255e-07,3.058810094103137e-09,3.058810094103137e-09
1940,2.10469977446337e-07,0.0,2.2822046474857416e-08
1941,1.5938114472646703e-07,0.0,2.6563522936839945e-08
1942,1.0923162108156248e-07,0.0,3.034211770724937e-09
1943,9.00002916637277e-08,0.0,8.709705845433291e-09
1944,1.735120491730413e-07,3.2131861615880553e-09,1.2852744646352221e-08
1945,1.5467378489120165e-07,0.0,1.089252066321933e-08
1946,1.4756371058410878e-07,0.0,6.960552134671616e-09
1947,1.6212383968650101e-07,0.0,1.0728784083369192e-08
1948,1.2502671609126992e-07,0.0,1.0871888278529696e-08
1949,1.659074371218594e-07,9.817008317369869e-10,1.668891336237266e-08
1950,1.744199238373767e-07,0.0,1.0635361036293034e-08
1951,1.5565646549475787e-07,0.0,1.1727541604500402e-08
1952,1.8453407335528027e-07,2.1089607837865287e-09,1.7926167217297007e-08
1953,2.0147057000485802e-07,2.1547654771580937e-09,1.1851209791302608e-08
1954,1.8470093721134617e-07,4.886268278880834e-09,9.772536557761669e-09
1955,1.4547691762345494e-07,0.0,1.1262729415761896e-08
1956,1.7791128925637167e-07,0.0,1.2209598665435806e-08
1957,1.687492243718225e-07,8.835037701437898e-10,2.297109880089465e-08
1958,1.7206266988978314e-07,8.272243445794913e-10,1.0753916868111446e-08
1959,1.7749212588569208e-07,0.0,1.2401196514133517e-08
1960,1.5641083450645965e-07,0.0,1.1073333361366622e-08
1961,1.653661882983215e-07,6.948159270159238e-10,1.737039845295385e-08
1962,1.5664632257994526e-07,6.341956404476434e-10,2.219684702708946e-08
1963,1.3126087594628189e-07,0.0,5.819448034571906e-09
1964,1.2715493369341857e-07,0.0,1.5818317322668918e-08
1965,1.2366818680220604e-07,0.0,1.9699356812452606e-08
1966,1.3681514587915444e-07,0.0,1.3293779410616935e-08
1967,1.2572355956308456e-07,1.9721342336964653e-09,1.232583901611406e-08
1968,1.4192873720730859e-07,1.3474247273492779e-09,1.4372530721118437e-08
1969,1.439737218333903e-07,9.083515606356229e-10,1.8167030546578644e-08
1970,2.1338084366107068e-07,0.0,2.2993624781975086e-08
1971,1.495273664886554e-07,0.0,8.221435976452085e-09
1972,1.5133933572997194e-07,1.0260293725750103e-09,7.69522046084603e-09
1973,1.433432998965145e-07,1.102640756478479e-09,2.0398854161385316e-08
1974,1.4401463488411537e-07,5.625571675160757e-10,8.438357568252286e-09
1975,1.433581502396919e-07,0.0,1.028066431985053e-08
1976,1.1712729985902115e-07,5.713526873840635e-10,7.427584769459372e-09
1977,1.2458777121082676e-07,3.526069214387917e-09,1.2928920156696222e-08
1978,1.247524181735571e-07,5.940591352171509e-10,7.72276909088987e-09
1979,1.2581742225847847e-07,2.3407893401383717e-09,1.8141117053005473e-08
1980,1.449713380452522e-07,5.685150683554241e-10,5.6851505725319385e-09
1981,1.0437156561238226e-07,6.325549528618524e-10,9.488323904349727e-09
1982,1.3904805484799e-07,0.0,8.069752865935698e-09
1983,1.288324540382746e-07,6.315316047889041e-10,5.052252838311233e-09
1984,1.0902135727519635e-07,1.1598016991243298e-09,1.275781880138993e-08
1985,1.4798273184624122e-07,1.2031116103372597e-09,1.0226449020933615e-08
1986,1.3967151346605533e-07,0.0,1.558566253834215e-08
1987,1.1854984904857702e-07,1.2221633705067347e-09,1.588812459374367e-08
1988,1.1513382958128204e-07,5.996553809062277e-10,1.139345240375178e-08
1989,1.4049592778064834e-07,5.488122178931576e-10,6.585746614717891e-09
1990,1.476584401416403e-07,5.44865097484859e-10,7.628111475810329e-09
1991,1.1312627634652017e-07,3.5168792322792797e-09,1.934283488935762e-08
1992,1.2507572932918265e-07,0.0,4.4079553340736766e-09
1993,1.240782410150132e-07,5.539207426075166e-10,1.1078414630105726e-08
1994,1.3503812112958258e-07,0.0,1.1077346151466827e-08
1995,1.1929391519061028e-07,5.422450821690461e-10,1.4640617607142303e-08
1996,1.1049851167399538e-07,5.338092190498855e-10,1.0676184380997711e-08
1997,1.1939287958284694e-07,0.0,9.58978851883785e-09
1998,1.277858672210641e-07,9.536258449571733e-10,7.152193948201102e-09
1999,1.4213325982836977e-07,0.0,5.941261704833778e-09
2000,1.3784257646420883e-07,4.4180314962005696e-10,1.2812291672048559e-08
2001,1.4852308538593206e-07,8.762423564512289e-10,1.621048362210331e-08
2002,1.2223607370742684e-07,0.0,1.1391176002462089e-08
2003,1.458423071198922e-07,0.0,9.58392298855415e-09
2004,1.2861990228429931e-07,1.3214374039449694e-09,1.805964444656638e-08
2005,1.2295235762849188e-07,9.007499190971657e-10,1.4862373554080932e-08
2006,1.4124361769063398e-07,4.1178899179428186e-10,1.0294725072412803e-08
2007,1.2702444962542359e-07,0.0,1.3980677948666198e-08
2008,1.4603017461922718e-07,8.514879357157668e-10,1.1920831433087642e-08
2009,1.1395979981898563e-07,0.0,7.629108011997232e-09
2010,1.2895955592284736e-07,0.0,6.613310343794865e-09
2011,1.0974799380392142e-07,0.0,6.118355155848576e-09
2012,9.565950165324466e-08,0.0,8.851056776393307e-09
2013,1.124017359188656e-07,2.789125042035323e-10,7.530637446961919e-09
2014,1.0285864959769242e-07,2.1654451842767486e-10,8.445236510112863e-09
2015,1.210250104577426e-07,2.2165753954528356e-10,9.087958829923082e-09
2016,9.507450471346601e-08,4.1426800878596737e-10,8.285359953674742e-09
2017,1.1521500198341528e-07,0.0,1.106868996458843e-08
2018,9.035133530232997e-08,0.0,8.518839855753413e-09
2019,8.443769416999203e-08,0.0,4.3366790158927415e-09
