year,petit_ADJ ado_NOUN,petit_ADJ radeau_NOUN
1892,0.0,1.1283322720601063e-08
1893,0.0,6.158416554491453e-10
1894,0.0,7.561847148451761e-09
1895,0.0,1.2037228991346183e-08
1896,0.0,4.1279202278587945e-09
1897,0.0,1.5149455023788505e-08
1898,0.0,1.3014216371232123e-08
1899,0.0,6.633094074004475e-09
1900,0.0,1.453494924419374e-08
1901,0.0,1.1736351446245408e-08
1902,0.0,1.3748794991386148e-08
1903,0.0,7.020286574288548e-09
1904,0.0,2.1498500757388683e-09
1905,0.0,4.1286072338664326e-09
1906,0.0,7.201858220895474e-09
1907,0.0,3.599990305858114e-09
1908,0.0,1.0313916831705683e-08
1909,0.0,6.60118004702781e-09
1910,0.0,2.672075360976578e-08
1911,0.0,1.4897047151407605e-08
1912,0.0,5.2094213387476884e-09
1913,0.0,6.893886794756554e-09
1914,0.0,1.0045115850232378e-08
1915,0.0,1.767114277129167e-08
1916,0.0,5.493730803607377e-09
1917,0.0,1.2063066989753679e-08
1918,0.0,5.743188147278033e-09
1919,0.0,1.8415696745321952e-09
1920,0.0,4.543339038320937e-09
1921,0.0,3.0290989716519334e-09
1922,0.0,7.377935595798135e-09
1923,0.0,0.0
1924,0.0,7.734974438733389e-09
1925,0.0,7.698724324711748e-09
1926,0.0,4.458455382660986e-09
1927,0.0,2.2298449753321847e-09
1928,0.0,1.3711249025050165e-08
1929,0.0,8.912325100141061e-09
1930,0.0,3.046045193855207e-08
1931,0.0,9.124285327288817e-09
1932,0.0,7.6716757391182e-09
1933,0.0,6.882397318719313e-09
1934,0.0,1.1981580172459871e-09
1935,0.0,2.393656828303392e-09
1936,0.0,3.6374143697059935e-09
1937,0.0,1.2591118148108649e-09
1938,0.0,9.075650453382877e-09
1939,0.0,2.141167065872196e-08
1940,0.0,1.5214697057785997e-08
1941,0.0,0.0
1942,0.0,1.517105907566929e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,9.639558484764166e-09
1945,0.0,1.089252066321933e-08
1946,0.0,1.2528993842408909e-08
1947,0.0,7.152522574216391e-09
1948,0.0,1.6307831529616124e-08
1949,0.0,5.890204768377316e-09
1950,0.0,1.0635361036293034e-08
1951,0.0,1.1727541604500402e-08
1952,0.0,2.1089607837865287e-09
1953,0.0,7.54167928107563e-09
1954,0.0,8.795282724349818e-09
1955,0.0,9.385607846468247e-09
1956,0.0,4.360570571293465e-09
1957,2.6505113659425206e-09,5.301022731885041e-09
1958,0.0,6.617794756635931e-09
1959,0.0,1.3951345856355601e-08
1960,0.0,9.689166802218097e-09
1961,0.0,3.47407969059077e-09
1962,0.0,9.512934440181198e-09
1963,0.0,3.879631726988464e-09
1964,0.0,1.520992043424485e-08
1965,1.0944086747954884e-09,4.924839203113152e-09
1966,0.0,4.431259803538978e-09
1967,0.0,7.395503320850594e-09
1968,0.0,8.084548142051062e-09
1969,0.0,5.450109252791435e-09
1970,4.5987250119061684e-10,7.3579600190498695e-09
1971,0.0,5.138397263237948e-09
1972,0.0,6.669190977248718e-09
1973,0.0,4.9618833486420044e-09
1974,0.0,4.500457340128605e-09
1975,0.0,3.998036124386317e-09
1976,0.0,2.285410749536254e-09
1977,0.0,5.289103821581875e-09
1978,0.0,5.940591130126904e-09
1979,0.0,7.607565244427406e-09
1980,0.0,2.2740602734216964e-09
1981,0.0,5.060439622894819e-09
1982,0.0,5.586751949948621e-09
1983,0.0,3.78918940668882e-09
1984,0.0,2.3196033982486597e-09
1985,0.0,7.820225356169885e-09
1986,0.0,7.792831269171074e-09
1987,0.0,4.277571630240118e-09
1988,0.0,7.795519785247507e-09
1989,0.0,6.036934507847036e-09
1990,0.0,4.90378582185258e-09
1991,0.0,9.96449056600568e-09
1992,1.1019888335184191e-09,2.7549720282848966e-09
1993,0.0,1.661762283333701e-09
1994,5.274926606624319e-10,5.274926717646622e-09
1995,0.0,5.964695848348356e-09
1996,0.0,5.3380921904988554e-09
1997,0.0,3.3564262480467733e-09
1998,4.768129224785866e-10,9.059445638115449e-09
1999,9.140402323914998e-10,7.312321859131998e-09
2000,8.836062992401139e-10,4.418031274155965e-09
2001,0.0,5.695575122643959e-09
2002,0.0,1.1391176002462089e-08
2003,4.1669229178253886e-10,3.333538334260311e-09
2004,4.404791253964646e-10,6.607186797680242e-09
2005,9.007499190971657e-10,4.954124666056714e-09
2006,0.0,9.882935358973555e-09
2007,0.0,9.586750948642475e-09
2008,1.7029758714315335e-09,6.811903485726134e-09
2009,1.430457752249481e-09,7.629108011997232e-09
2010,0.0,1.1337103700270745e-08
2011,3.82397197240536e-10,1.2236710311697152e-08
2012,3.404252713057332e-10,9.872333173177594e-09
2013,2.5102124823206395e-09,1.8966050063795592e-08
2014,8.661780737106994e-10,1.7107016248019136e-08
2015,3.989835573037226e-09,1.4851055496478693e-08
2016,3.1070099826280284e-09,1.9884865309904853e-08
2017,4.779661555431858e-09,1.1823373391450787e-08
2018,2.0651733656507076e-09,1.9102854409425163e-08
2019,1.02039510174734e-09,1.4795729086358733e-08
