year,tout_ADV emporté_VERB,tout_ADV remporté_VERB
1869,4.688178378842167e-08,1.4650557433881772e-09
1870,3.096386436141074e-08,1.7202146374017957e-09
1871,4.991953161948004e-08,1.0621177271019633e-09
1872,4.898344840853497e-08,0.0
1873,4.788803664723673e-08,5.986004469882289e-10
1874,5.675878611555163e-08,0.0
1875,7.037478155780263e-08,5.721527140956084e-10
1876,6.892457093954363e-08,0.0
1877,3.277952487223956e-08,0.0
1878,1.9928991790152395e-08,0.0
1879,3.604501941367744e-08,1.832797580370027e-09
1880,4.7492061838738664e-08,0.0
1881,3.2073533162702006e-08,6.972507571312292e-10
1882,4.1263387373646765e-08,0.0
1883,3.09647596452578e-08,0.0
1884,2.8387297845711146e-08,0.0
1885,4.125206687355387e-08,0.0
1886,3.1621972595985426e-08,0.0
1887,4.439668860323209e-08,0.0
1888,3.7409627395845746e-08,0.0
1889,3.884384724983647e-08,0.0
1890,4.4569826940232815e-08,6.554386478008212e-10
1891,3.6970476458009216e-08,0.0
1892,3.63573704476039e-08,1.2537024751679837e-09
1893,5.973664235492393e-08,0.0
1894,3.150769600779313e-08,0.0
1895,2.166701307260155e-08,0.0
1896,4.599682768002822e-08,0.0
1897,4.1952336715667116e-08,0.0
1898,3.904265000187479e-08,1.13167097914868e-09
1899,4.311511148102909e-08,5.527578395003729e-10
1900,4.8276795894253155e-08,0.0
1901,5.197527030986748e-08,0.0
1902,3.535404219379146e-08,0.0
1903,1.9980815224585058e-08,0.0
1904,3.6009989656804464e-08,0.0
1905,4.231822520184281e-08,2.0643036169332163e-09
1906,4.2696733260072506e-08,0.0
1907,2.7257069490360664e-08,1.028568674676933e-09
1908,4.7640472899956876e-08,1.4734167219643268e-09
1909,4.620826032919467e-08,5.500983557560346e-10
1910,5.076943310200477e-08,0.0
1911,2.926205766584644e-08,0.0
1912,4.792667657183003e-08,5.209421227725386e-10
1913,2.6514948459066545e-08,0.0
1914,4.486818383497848e-08,0.0
1915,6.715034572835066e-08,0.0
1916,4.504859418830165e-08,0.0
1917,3.289927263949721e-08,0.0
1918,7.581008532042688e-08,0.0
1919,8.65537757022139e-08,0.0
1920,3.8618381381638756e-08,0.0
1921,3.710646367949266e-08,0.0
1922,3.39385017866789e-08,0.0
1923,3.3971033985835675e-08,0.0
1924,7.219309550166031e-08,0.0
1925,3.959344141435395e-08,0.0
1926,5.795992175094966e-08,0.0
1927,5.5746124161260013e-08,0.0
1928,4.4561559775502246e-08,0.0
1929,2.8965056797503053e-08,0.0
1930,4.7266215830177316e-08,0.0
1931,5.24646406319107e-08,0.0
1932,3.507051715700982e-08,0.0
1933,3.0970788600370724e-08,0.0
1934,3.1152108448395666e-08,0.0
1935,2.8723881939640705e-08,0.0
1936,5.092380206406233e-08,0.0
1937,6.043736533456467e-08,0.0
1938,2.7226949583791793e-08,0.0
1939,3.6705721129237645e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,3.034211815133858e-08,0.0
1943,3.193558839598154e-08,0.0
1944,8.996921607717923e-08,0.0
1945,3.267755976921194e-08,0.0
1946,4.454753366189834e-08,0.0
1947,2.8610090296865565e-08,0.0
1948,5.0010683594337024e-08,0.0
1949,4.221313587571274e-08,0.0
1950,3.722376651360548e-08,0.0
1951,3.838104589704017e-08,0.0
1952,3.057993147592697e-08,0.0
1953,3.016671712430252e-08,0.0
1954,3.127211556375187e-08,0.0
1955,3.848099350278744e-08,0.0
1956,4.098936656760088e-08,8.72114158667614e-10
1957,4.152467597551279e-08,0.0
1958,3.887954491688106e-08,0.0
1959,4.030388878195623e-08,0.0
1960,3.875666820807311e-08,0.0
1961,2.987708425106206e-08,6.948159270159238e-10
1962,4.058852098864918e-08,0.0
1963,3.2976869679401943e-08,0.0
1964,3.528701597588224e-08,0.0
1965,3.6115487489496445e-08,0.0
1966,4.4866507287188995e-08,0.0
1967,4.3386953085811086e-08,4.930335584241163e-10
1968,3.548218471816078e-08,0.0
1969,3.815076651814131e-08,1.8167031212712459e-09
1970,3.5870056092068836e-08,0.0
1971,2.9802706191794925e-08,1.0276794970565106e-09
1972,2.667676390899487e-08,0.0
1973,3.142526200372586e-08,5.513203782392395e-10
1974,3.431598827319249e-08,5.625571675160757e-10
1975,3.998036035568475e-08,0.0
1976,2.971033907783749e-08,5.713526873840635e-10
1977,2.11564152863275e-08,5.876781838942691e-10
1978,2.257424647211792e-08,0.0
1979,3.979342011461995e-08,1.1703946700691858e-09
1980,2.5014663285194416e-08,5.685150683554241e-10
1981,3.0995193578409186e-08,0.0
1982,3.5382763940994266e-08,1.2415004579935385e-09
1983,3.4734238596456635e-08,1.2630632095778083e-09
1984,3.711365287317747e-08,0.0
1985,3.1280900758545727e-08,0.0
1986,2.3977942353869963e-08,0.0
1987,3.6664901170713193e-08,3.6664902225425067e-09
1988,2.4585871116755698e-08,1.798966087207532e-09
1989,4.006329035188827e-08,2.1952488715726304e-09
1990,5.176218526026233e-08,0.0
1991,4.513328227817581e-08,1.1722930404189924e-09
1992,4.352855903499986e-08,1.1019888335184191e-09
1993,2.4926434250005514e-08,3.877445031719162e-09
1994,4.430938460586731e-08,0.0
1995,3.5788175978268555e-08,1.626735190995987e-09
1996,3.149474281372022e-08,5.338092190498855e-10
1997,3.6441196726855196e-08,4.79489448146353e-10
1998,3.8621845277475586e-08,0.0
1999,3.4733528053720875e-08,0.0
2000,4.285490573519013e-08,0.0
2001,4.0745270268871536e-08,1.3143635069212678e-09
2002,3.6802260516832774e-08,4.38122149670761e-10
2003,4.666953756782277e-08,0.0
2004,4.933366373749415e-08,8.809582507929292e-10
2005,4.0533746248350155e-08,1.3511248786457486e-09
2006,4.20024772185279e-08,8.235779835885637e-10
2007,5.7121056329378916e-08,1.997239706952314e-09
2008,5.3217997286747476e-08,3.405951742863067e-09
2009,4.4821009792528343e-08,0.0
2010,5.290648275035892e-08,4.723793023408973e-10
2011,7.150827927016046e-08,4.5887662558641296e-09
2012,9.429779762593071e-08,3.063827413996023e-09
2013,7.195942686166745e-08,3.3469500504423877e-09
2014,8.48854539992061e-08,1.9489005964601347e-09
2015,8.068334339528249e-08,1.994917786518613e-09
2016,9.196750055950886e-08,2.4856081637381067e-09
2017,8.075112192806877e-08,3.5218559180094644e-09
2018,1.0997047833471996e-07,3.0977600484760615e-09
2019,9.693753272310701e-08,4.591778068885333e-09
