year,auront_VERB enseigné_VERB,auront_VERB renseigné_VERB
1800,1.2576657937302116e-08,0.0
1801,1.1905912700171939e-08,0.0
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,4.943701892301533e-09,0.0
1805,0.0,0.0
1806,2.5935023018064385e-08,0.0
1807,1.7081731584767113e-08,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,9.360507036149102e-09,0.0
1811,1.0028307073639553e-08,0.0
1812,4.800974906515876e-08,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,1.71256075987003e-08,0.0
1818,2.1458118837358597e-08,0.0
1819,1.7596784473994376e-08,0.0
1820,1.898636980968149e-08,0.0
1821,2.9584463767662328e-09,0.0
1822,1.1028177482330648e-08,0.0
1823,1.8777104315859106e-08,0.0
1824,4.210556348027694e-09,0.0
1825,1.2327619813845558e-08,0.0
1826,1.76159691278599e-08,0.0
1827,6.452091305675367e-09,0.0
1828,2.2013523448549677e-08,0.0
1829,3.6864655328372464e-08,0.0
1830,2.1917355041978226e-08,0.0
1831,1.5591206548037917e-08,0.0
1832,9.470978667991403e-09,0.0
1833,2.0850531967653296e-08,0.0
1834,1.6802156110884425e-08,0.0
1835,1.5882484660778573e-08,0.0
1836,2.688300027031687e-09,0.0
1837,1.948209416013924e-08,0.0
1838,1.7674054220151447e-08,0.0
1839,8.38977065598101e-09,0.0
1840,6.3696887764308485e-09,0.0
1841,1.0914932957462042e-08,0.0
1842,1.8783142152756227e-08,0.0
1843,1.1813821920725331e-08,0.0
1844,2.305195678786731e-08,0.0
1845,8.37034175305007e-09,0.0
1846,1.0538101946622191e-08,0.0
1847,5.3932236454556914e-09,0.0
1848,2.011305433313737e-08,0.0
1849,6.703531951757213e-09,0.0
1850,2.987158254086353e-08,0.0
1851,5.8044946626978344e-09,0.0
1852,1.1067927019325907e-08,0.0
1853,7.166318205520383e-09,0.0
1854,1.6626126253527218e-08,0.0
1855,2.0697054736729115e-08,0.0
1856,1.7602443946884705e-08,0.0
1857,1.3668225662399891e-08,0.0
1858,1.663849857891364e-08,0.0
1859,1.476730293603623e-08,6.110608019582742e-09
1860,1.1442959468865865e-08,0.0
1861,1.7920662287451705e-08,0.0
1862,1.7620147119146168e-08,0.0
1863,1.4983863039219614e-08,0.0
1864,6.233146443435089e-09,0.0
1865,2.3063536858103362e-08,4.706844358715045e-10
1866,1.8489329178805747e-08,0.0
1867,7.76449837758264e-09,0.0
1868,2.0253484223076157e-08,0.0
1869,1.4162205630441349e-08,0.0
1870,1.7202147262196377e-08,0.0
1871,1.0621177271019633e-09,0.0
1872,5.442605477412599e-09,0.0
1873,5.387403856360606e-09,1.1972008939764578e-09
1874,1.4936523129449597e-08,0.0
1875,1.5448122780981066e-08,5.721527251978387e-09
1876,9.069021977836655e-09,1.209202959984168e-09
1877,8.040260901509555e-09,0.0
1878,1.2078177347163432e-09,0.0
1879,1.2829582729523281e-08,0.0
1880,1.5402831010646878e-08,0.0
1881,4.8807553554297556e-09,1.3945015142624584e-09
1882,8.652000893505374e-09,0.0
1883,7.58320695126713e-09,0.0
1884,2.5086448474098688e-08,0.0
1885,1.6114089618213256e-08,0.0
1886,1.0325542199041138e-08,3.2267319927115068e-09
1887,7.1818169189441505e-09,1.3057849246322917e-09
1888,1.0779045211961602e-08,0.0
1889,7.51816386923565e-09,6.265136742733546e-10
1890,1.1142456735058204e-08,0.0
1891,6.3742202627281586e-09,0.0
1892,3.63573704476039e-08,0.0
1893,6.774258043407144e-09,3.079208221734575e-09
1894,8.192000855444803e-09,6.301539290376468e-10
1895,9.629783193076946e-09,0.0
1896,3.5382172747233653e-09,0.0
1897,5.2440420894583895e-09,5.826713556089658e-10
1898,1.4711722506888236e-08,0.0
1899,8.291367592505594e-09,1.1055156790007459e-09
1900,1.1939421895590385e-08,0.0
1901,1.0618603774048552e-08,5.588738916095792e-10
1902,7.856454153909453e-09,0.0
1903,5.400220270956879e-09,1.0800440541913758e-09
1904,8.061937784020756e-09,3.7622376325430196e-09
1905,1.5482276793932215e-08,0.0
1906,9.259531807970234e-09,2.0576738091193647e-09
1907,4.6285588695127444e-09,0.0
1908,1.0313916831705683e-08,5.40252820258047e-09
1909,1.7053048750881317e-08,5.500983557560346e-10
1910,6.412980813053082e-09,3.206490406526541e-09
1911,3.1922244847493175e-09,0.0
1912,5.2094213387476884e-09,5.209421227725386e-10
1913,1.113627856597077e-08,5.30298971401777e-10
1914,1.5402511266415786e-08,3.3483718020477227e-09
1915,8.246533234057551e-09,0.0
1916,1.7579939282086343e-08,0.0
1917,2.0836205649743533e-08,1.0966424435210342e-09
1918,1.378365155346728e-08,1.1486376294556067e-09
1919,6.4454939163738345e-09,1.8415696745321952e-09
1920,1.3630017114962811e-08,1.514446346106979e-09
1921,6.058197943303867e-09,2.2718242842501013e-09
1922,5.164555005876537e-09,1.4755870969551665e-09
1923,1.6985516992917837e-08,0.0
1924,0.0,0.0
1925,3.299453377181294e-09,1.0998177923937646e-09
1926,6.687683296036084e-09,0.0
1927,1.3379070296082318e-08,0.0
1928,1.0283437212876834e-08,2.2852082448565625e-09
1929,2.2280812750352652e-09,0.0
1930,3.1510811737689437e-09,1.0503603542488804e-09
1931,4.5621426636444085e-09,3.4216069977333063e-09
1932,3.287861094491973e-09,3.287861094491973e-09
1933,1.3764794637438627e-08,2.2941324395731044e-09
1934,0.0,2.3963160344919743e-09
1935,1.196828414151696e-09,2.393656828303392e-09
1936,7.274828739411987e-09,2.424942913137329e-09
1937,2.5182236296217297e-09,0.0
1938,5.186085783037697e-09,0.0
1939,9.176430282309411e-09,7.647025235257843e-09
1940,0.0,0.0
1941,8.854508237732261e-09,0.0
1942,2.1239483061208375e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,4.1763312808029696e-09,0.0
1947,7.152522574216391e-09,0.0
1948,4.348755133776194e-09,0.0
1949,7.853606653895895e-09,9.817008317369869e-10
1950,7.444753258312176e-09,1.0635361480382244e-09
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,7.381362632230548e-09,1.0544803918932644e-09
1953,6.464296653518886e-09,0.0
1954,1.6613311615287785e-08,0.0
1955,1.8771215692936494e-09,0.0
1956,1.744228317335228e-09,8.72114158667614e-10
1957,6.184526224473075e-09,8.835037701437898e-10
1958,3.3088973783179654e-09,0.0
1959,3.100299128533379e-09,2.325224457422337e-09
1960,4.152500121534786e-09,0.0
1961,6.25334317660986e-09,0.0
1962,8.244543714397423e-09,6.341956404476434e-10
1963,1.939815863494232e-09,1.2932106496776896e-09
1964,7.300761772910391e-09,0.0
1965,4.377634699181954e-09,0.0
1966,6.6468897053084675e-09,5.539074754423723e-10
1967,5.916402479044791e-09,4.930335584241163e-10
1968,4.491415683816058e-09,8.982831700699023e-10
1969,6.8126366770115965e-09,0.0
1970,1.8394900047624674e-09,0.0
1971,9.24911525146399e-09,0.0
1972,2.565073486948677e-09,0.0
1973,2.7566018356850464e-09,5.513203782392395e-10
1974,4.500457340128605e-09,0.0
1975,7.996072248772634e-09,0.0
