year,auront_VERB enseigné_VERB,auront_VERB renseigné_VERB
1976,2.285410749536254e-09,0.0
1977,5.289103821581875e-09,0.0
1978,4.158414057542359e-09,0.0
1979,4.681578680276743e-09,5.851973128301324e-09
1980,3.97960553399912e-09,5.685150683554241e-10
1981,8.223214109648325e-09,1.2651099057237047e-09
1982,2.483000915987077e-09,1.2415004579935385e-09
1983,4.4207211225000265e-09,1.89459470334441e-09
1984,4.639206796497319e-09,0.0
1985,3.609334831011779e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,0.0
1987,1.2221633705067347e-09,0.0
1988,3.597932174415064e-09,5.996553809062277e-10
1989,4.390497743145261e-09,0.0
1990,1.6345953479657283e-09,0.0
1991,3.5168792322792797e-09,0.0
1992,2.7549720282848966e-09,5.509944167592096e-10
1993,1.1078414852150331e-09,0.0
1994,3.164955852952289e-09,5.274926606624319e-10
1995,4.880205572987961e-09,0.0
1996,8.007138063703678e-09,0.0
1997,4.315404922294874e-09,1.438468344439059e-09
1998,2.86087753487152e-09,4.768129224785866e-10
1999,5.941261704833778e-09,0.0
2000,5.3016377954406835e-09,0.0
2001,2.190605918883648e-09,0.0
2002,4.81934359086722e-09,4.38122149670761e-10
2003,2.5001538617175356e-09,4.1669229178253886e-10
2004,2.642874807889939e-09,0.0
2005,5.404499514582994e-09,4.5037495954858286e-10
2006,4.529678854225949e-09,0.0
2007,2.3966877371606188e-09,0.0
2008,8.514879357157668e-10,4.257439678578834e-10
2009,2.384096253749135e-09,4.76819250749827e-10
2010,0.0,4.723793023408973e-10
2011,3.4415748029203996e-09,0.0
2012,5.446804340891731e-09,1.0212758416727752e-09
2013,3.0680376017500066e-09,5.578250084070646e-10
2014,6.712880029624557e-09,0.0
2015,4.43315073539452e-09,6.649726325136385e-10
2016,4.142679976837371e-09,4.1426800878596737e-10
2017,9.810884549210641e-09,1.7609279590047322e-09
2018,4.904786798931582e-09,2.5814667070633845e-10
2019,4.3366790158927415e-09,7.65296326310505e-10
