year,eut_VERB enseigné_VERB,eut_VERB renseigné_VERB
2010,2.3618964561933353e-09,9.447586046817946e-10
2011,2.2943831279320648e-09,7.64794394481072e-10
2012,2.0425516833455504e-09,1.0212758416727752e-09
2013,1.6734750252211938e-09,1.1156500168141292e-09
2014,3.031623174720721e-09,8.661780737106994e-10
2015,3.103205470367243e-09,1.5516027351836215e-09
2016,5.178350193091319e-09,1.4499380585064614e-09
2017,1.509366853724714e-09,1.0062445321423752e-09
2018,2.0651733656507076e-09,2.5814667070633845e-10
2019,2.04079020349468e-09,1.02039510174734e-09
