year,faut_VERB abaisser_VERB,faut_VERB rabaisser_VERB
1871,3.9298356568906456e-08,3.18635318130589e-09
1872,5.805445724149649e-08,6.047339295989218e-10
1873,7.362785225950574e-08,5.986004469882289e-10
1874,5.496640298474631e-08,5.974609251779839e-09
1875,5.435450844970546e-08,8.010138330405425e-09
1876,5.8041742079240066e-08,4.232210137899983e-09
1877,6.184816214727107e-08,1.8554447978047506e-09
1878,4.7104890654736664e-08,0.0
1879,3.9710613464194466e-08,1.221865053580018e-09
1880,3.914886193001621e-08,3.8507077526617195e-09
1881,5.0899306103247e-08,5.5780060570498335e-09
1882,7.187816208897857e-08,6.655385131892899e-10
1883,4.3603439081607576e-08,6.319338941018771e-10
1884,5.3473744543452995e-08,0.0
1885,4.576401479994274e-08,1.933690763067375e-09
1886,3.6784744139595205e-08,6.453463874400711e-10
1887,2.8074376601239237e-08,1.9586774424595887e-09
1888,3.1703073943845084e-08,0.0
1889,3.132568338060082e-08,5.012109394186837e-09
1890,4.1948073459252555e-08,6.554386478008212e-10
1891,4.143242904319777e-08,0.0
1892,4.7013841708576365e-08,0.0
1893,4.9883173147691195e-08,6.158416554491453e-10
1894,5.356308463433379e-08,0.0
1895,4.814891596538473e-08,1.2037228991346183e-09
1896,4.3048309805726603e-08,0.0
1897,5.884980680548324e-08,1.7480140668268973e-09
1898,5.997856078465702e-08,5.092519295146758e-09
1899,3.924580482816964e-08,0.0
1900,3.633737222230593e-08,0.0
1901,8.550770758120052e-08,1.1177477832191585e-09
1902,6.432471622019875e-08,1.4730852093691738e-09
1903,3.94216073118514e-08,0.0
1904,2.8485512615361586e-08,0.0
1905,4.1286071450485906e-08,8.773290538499623e-09
1906,3.4980455865252225e-08,0.0
1907,3.394276504309346e-08,5.142843373384665e-10
1908,3.241516921548282e-08,9.822778146428846e-10
1909,3.190570296851547e-08,5.500983557560346e-10
1910,4.221879024157715e-08,0.0
1911,4.62872549178428e-08,5.320374141248863e-10
1912,2.3963337980603683e-08,1.5628263128064646e-09
1913,4.931780495098792e-08,0.0
1914,4.620753202289052e-08,1.3393487430235496e-09
1915,3.416420923940677e-08,0.0
1916,2.966614687238689e-08,8.789969641043172e-09
1917,5.3735480065597585e-08,2.1932848870420685e-09
1918,1.8378202071289707e-08,6.89182577673364e-09
1919,3.867296172188617e-08,0.0
1920,3.63467123065675e-08,6.057785384427916e-09
1921,3.4077363153528495e-08,1.060184651180407e-08
1922,3.24629176873259e-08,5.902348387820666e-09
1923,5.095655097875351e-08,6.369568872344189e-09
1924,7.34822620529485e-08,5.156649773851996e-09
1925,4.2892892793133797e-08,0.0
1926,2.5636119005412183e-08,1.1146138456652466e-09
1927,3.3447673075670536e-08,1.1149224876660924e-09
1928,2.6279895593006586e-08,1.1426041224282812e-09
1929,3.676334259239411e-08,0.0
1930,3.571225093423891e-08,5.2518016602221e-09
1931,3.079446386777818e-08,1.1405356659111021e-09
1932,5.041386685888938e-08,4.383814644626227e-09
1933,4.473558234963093e-08,3.4411986593596566e-09
1934,4.912448048344231e-08,0.0
1935,5.2660450222674626e-08,0.0
1936,2.424942913137329e-08,0.0
1937,3.273690651894867e-08,0.0
1938,4.019216603978748e-08,1.2965214457594243e-09
1939,7.035263394072899e-08,3.058810094103137e-09
1940,1.5214697057785997e-08,0.0
1941,3.5418032950929046e-08,1.1806010391524069e-08
1942,3.6410540360520827e-08,0.0
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,9.639558484764166e-09
1945,2.6142048525912287e-08,0.0
1946,3.3410650246423756e-08,0.0
1947,3.5762614203349585e-08,1.1920870957027319e-09
1948,3.044128504825494e-08,1.0871887834440486e-09
1949,4.123143426681963e-08,4.908504269707237e-09
1950,3.616023036556726e-08,1.0635361480382244e-09
1951,2.0256663901818683e-08,3.1984206394497505e-09
1952,3.4797853487589236e-08,1.0544803918932644e-09
1953,3.124409886368085e-08,0.0
1954,3.8112890621277984e-08,2.9317608341017376e-09
1955,2.440258128899586e-08,0.0
1956,2.2674967681268754e-08,0.0
1957,2.3854601849393475e-08,0.0
1958,2.5643954515430778e-08,0.0
1959,1.705164542897819e-08,3.100299128533379e-09
1960,1.7994166157109248e-08,0.0
1961,2.570818935510033e-08,6.948159270159238e-10
1962,2.2831043722248978e-08,6.341956404476434e-10
1963,3.685650185047962e-08,0.0
1964,2.9203047091641565e-08,0.0
1965,2.5171399187229326e-08,5.472043373977442e-10
1966,2.2710207048248776e-08,0.0
1967,1.9721342781053863e-08,9.860671168482327e-10
1968,2.110965446888713e-08,1.7965663401398047e-09
1969,2.180043701116574e-08,4.995933444718048e-09
1970,1.7935027685211935e-08,9.197450023812337e-10
1971,2.209510974182649e-08,1.541519245584766e-09
1972,2.7189777540570503e-08,2.565073486948677e-09
1973,9.37244681864513e-09,5.513203782392395e-10
1974,1.0688586016271984e-08,1.1251143350321513e-09
1975,1.9419033492340532e-08,1.7134440533084216e-09
1976,2.0568696967870892e-08,1.7140580066410394e-09
1977,1.880570188461661e-08,2.3507127355770763e-09
1978,1.6633656230169436e-08,3.5643548113029055e-09
1979,1.521513048885481e-08,2.3407893401383717e-09
1980,1.7055452161685025e-08,1.1370301367108482e-09
1981,1.3916208629893845e-08,2.5302198114474095e-09
1982,1.6760255405756652e-08,3.7245013739806154e-09
1983,1.4525227243211702e-08,1.89459470334441e-09
1984,7.538710988796993e-09,5.799008495621649e-10
1985,1.7445119127046382e-08,6.015558051686298e-10
1986,2.038125046510686e-08,0.0
1987,1.3443797186596385e-08,1.2221633705067347e-09
1988,1.9188972188999287e-08,1.1993107618124554e-09
1989,1.8110803523541108e-08,0.0
1990,2.7788120249283565e-08,1.089730194969718e-09
1991,1.4653663171770859e-08,2.344586080837985e-09
1992,9.91789939064347e-09,3.30596661157756e-09
1993,1.717154241021035e-08,1.1078414852150331e-09
1994,2.2154692302933654e-08,3.164955852952289e-09
1995,1.843633334885908e-08,2.1689803286761844e-09
1996,2.989331449043675e-08,3.736664311304594e-09
1997,2.205651483677684e-08,9.58978896292706e-10
1998,1.621164003040576e-08,1.9072516899143466e-09
1999,1.3253583119876566e-08,4.570201161957499e-10
2000,1.8113929911578452e-08,8.836062992401139e-10
2001,1.621048362210331e-08,4.3812117822561447e-10
2002,1.3581786362237835e-08,3.504977197366088e-09
2003,1.4167538253673229e-08,1.6667691671301554e-09
2004,9.690540814233373e-09,3.523833003171717e-09
2005,1.5763124139311913e-08,9.007499190971657e-10
2006,1.4412615101377924e-08,2.8825228870488218e-09
2007,1.3181781888249589e-08,3.994479413904628e-09
2008,1.1495087548496485e-08,3.8316958494988285e-09
2009,1.2397300963584712e-08,3.337734755248789e-09
2010,1.4643758206034363e-08,3.3066551718974324e-09
2011,1.414869643667771e-08,3.4415748029203996e-09
2012,1.736168897537027e-08,1.7021263287730903e-09
2013,1.059867482666732e-08,1.1156500168141292e-09
2014,1.277612682315521e-08,1.7323561474213989e-09
2015,1.1747849804066846e-08,1.7732603163622684e-09
2016,1.1806638333666797e-08,3.314144070287739e-09
2017,1.0565567976072998e-08,3.018733707449428e-09
2018,9.551427204712581e-09,3.3559066636712487e-09
2019,7.397864543179367e-09,7.65296326310505e-10
