year,ont_VERB accompagné_VERB,ont_VERB raccompagné_VERB
1800,1.0501508995730546e-06,0.0
1801,1.2548832728498382e-06,0.0
1802,9.7569829904387e-07,0.0
1803,7.31377213014639e-07,0.0
1804,9.590781928636716e-07,0.0
1805,8.386489298572997e-07,0.0
1806,9.163707659354259e-07,0.0
1807,1.078995978787134e-06,0.0
1808,1.2078174904672778e-06,0.0
1809,8.04214892013988e-07,0.0
1810,8.447857453575125e-07,0.0
1811,4.78851688967552e-07,0.0
1812,7.788248126416875e-07,0.0
1813,7.246869131449785e-07,0.0
1814,1.5859252471273066e-06,0.0
1815,1.7343147646897705e-06,0.0
1816,1.1472138794488274e-06,0.0
1817,8.39154779441742e-07,0.0
1818,9.19122783216153e-07,0.0
1819,9.698933354229666e-07,0.0
1820,1.0228907285636524e-06,0.0
1821,8.786586249698303e-07,0.0
1822,1.0426640528748976e-06,0.0
1823,9.042658462021791e-07,0.0
1824,8.379006999348348e-07,0.0
1825,7.572680829071032e-07,0.0
1826,7.988841730366403e-07,0.0
1827,8.470673833471665e-07,0.0
1828,8.135831421896e-07,0.0
1829,8.873237220541341e-07,0.0
1830,9.4244626325235e-07,0.0
1831,9.432679917154019e-07,0.0
1832,1.093221499104402e-06,0.0
1833,1.0853859748749528e-06,0.0
1834,1.0520016076043248e-06,0.0
1835,9.226966994901886e-07,0.0
1836,8.125387012114516e-07,0.0
1837,9.678426522441441e-07,0.0
1838,7.74502268541255e-07,0.0
1839,9.557346629662788e-07,0.0
1840,9.051327651832253e-07,0.0
1841,9.367580560137867e-07,0.0
1842,9.99531494016992e-07,0.0
1843,8.866273333296704e-07,0.0
1844,7.645566029168549e-07,0.0
1845,8.041108685574727e-07,0.0
1846,8.723206974536879e-07,0.0
1847,1.00907209343859e-06,0.0
1848,8.970422413767665e-07,0.0
1849,8.940835982684803e-07,0.0
1850,8.336887162840867e-07,0.0
1851,8.474562491755933e-07,0.0
1852,8.672046760693775e-07,0.0
1853,8.330844707415963e-07,0.0
1854,7.944170761220448e-07,0.0
1855,7.509315764764324e-07,0.0
1856,7.444797915923118e-07,0.0
1857,7.844585070415633e-07,0.0
1858,8.994576319309999e-07,0.0
1859,6.904987230882398e-07,0.0
1860,7.552353622486407e-07,0.0
1861,8.460439175905776e-07,0.0
1862,8.353756584256189e-07,0.0
1863,8.480866426907596e-07,0.0
1864,9.244235457117611e-07,0.0
1865,8.119306471598975e-07,0.0
1866,8.329929528372304e-07,0.0
1867,8.57977056512027e-07,0.0
1868,1.0032883892563405e-06,0.0
1869,8.809868745629501e-07,0.0
1870,6.416400424313906e-07,0.0
1871,8.11457937288651e-07,0.0
1872,8.569080023335118e-07,0.0
1873,8.440266583420453e-07,0.0
1874,7.563855319858703e-07,0.0
1875,6.419553528758115e-07,0.0
1876,6.19111915511894e-07,0.0
1877,7.483627086912747e-07,0.0
1878,6.709427680107183e-07,0.0
1879,6.781351089557575e-07,0.0
1880,7.207241310425161e-07,0.0
1881,7.746455708002031e-07,0.0
1882,7.833388053768431e-07,0.0
1883,8.16458566532674e-07,0.0
1884,7.90883291301725e-07,0.0
1885,7.161101507335843e-07,0.0
1886,6.776136842745473e-07,0.0
1887,7.65189952289802e-07,0.0
1888,7.209279146991321e-07,0.0
1889,7.173581479946733e-07,0.0
1890,8.048786526160256e-07,0.0
1891,7.030764663795708e-07,0.0
1892,7.309085390261316e-07,0.0
1893,7.217664119707479e-07,0.0
1894,8.05336696885206e-07,6.301539290376468e-10
1895,7.836235909053357e-07,0.0
1896,7.247448365887976e-07,0.0
1897,8.02921135800716e-07,0.0
1898,6.835292651885538e-07,0.0
1899,7.080827799654799e-07,0.0
1900,6.343466907310358e-07,0.0
1901,6.868560262773826e-07,0.0
1902,6.407920523088251e-07,0.0
1903,6.723274168507487e-07,0.0
1904,6.019580496285926e-07,0.0
1905,7.018632572908245e-07,0.0
1906,6.934360499144532e-07,0.0
1907,6.649696615568246e-07,0.0
1908,6.217818508957862e-07,0.0
1909,5.820040769322077e-07,0.0
1910,6.439701678573329e-07,0.0
1911,6.411050890164915e-07,0.0
1912,5.777247906735283e-07,0.0
1913,5.748440798925003e-07,0.0
1914,6.897645903336524e-07,0.0
1915,7.280510772034177e-07,0.0
1916,7.30666215531528e-07,0.0
1917,6.623720310017234e-07,0.0
1918,4.985087116438081e-07,0.0
1919,5.994309049128788e-07,0.0
1920,5.270273391033697e-07,0.0
1921,5.081313361188222e-07,0.0
1922,4.891571165899222e-07,1.4755870969551665e-09
1923,5.90246713727538e-07,0.0
1924,4.950383640789369e-07,0.0
1925,4.839198481931817e-07,0.0
1926,5.205246793593687e-07,0.0
1927,5.362776960282645e-07,0.0
1928,4.798937425221084e-07,0.0
1929,5.71502823731862e-07,0.0
1930,5.1677727697097e-07,0.0
1931,5.178031869945698e-07,0.0
1932,5.666080369337578e-07,1.0959536611565568e-09
1933,5.82709617447108e-07,0.0
1934,5.33180298134539e-07,0.0
1935,5.254076995697687e-07,0.0
1936,5.795613446935022e-07,0.0
1937,5.955598680884577e-07,0.0
1938,5.38056383447838e-07,0.0
1939,5.857621090399334e-07,0.0
1940,4.843345209337713e-07,0.0
1941,4.0140434975910466e-07,0.0
1942,4.520975664945581e-07,0.0
1943,5.690341140507371e-07,0.0
1944,6.233581189007964e-07,0.0
1945,4.5966436346134287e-07,0.0
1946,4.941991846862948e-07,0.0
1947,4.374959701181069e-07,1.1920870957027319e-09
1948,4.4683457645078306e-07,0.0
1949,5.399354563451197e-07,0.0
1950,4.5412994609250745e-07,0.0
1951,4.925567509417306e-07,2.1322803522849654e-09
1952,4.492086418395047e-07,0.0
1953,5.763997705798829e-07,0.0
1954,4.808087510355108e-07,0.0
1955,5.46242404197983e-07,0.0
1956,4.770464556713705e-07,0.0
1957,4.673734963489551e-07,0.0
1958,4.1113048609986436e-07,1.6544486891589827e-09
1959,4.549688981114741e-07,0.0
1960,4.3947292738266697e-07,0.0
1961,4.773385171574773e-07,0.0
1962,4.274478726529196e-07,1.2683912808952869e-09
1963,4.2740612116176635e-07,6.466053248388448e-10
1964,4.337869370374392e-07,6.083968329129164e-10
1965,4.804454079021525e-07,1.0944086747954884e-09
1966,4.4257205900066765e-07,1.6617224263271169e-09
1967,4.836659286411304e-07,0.0
1968,4.5632785372617946e-07,0.0
1969,5.372899636313377e-07,9.083515606356229e-10
1970,4.497553049986891e-07,2.2993624781975086e-09
1971,4.10044123100306e-07,5.138397485282553e-10
1972,4.760776164403069e-07,0.0
1973,4.2947857537001255e-07,1.102640756478479e-09
1974,4.747982416120067e-07,0.0
1975,5.425906124401081e-07,0.0
1976,4.5251132974044594e-07,0.0
1977,5.177444677428866e-07,1.1753563677885381e-09
1978,4.859403475165891e-07,1.1881182704343018e-09
1979,5.06780907016946e-07,0.0
1980,5.287189992486674e-07,2.8425752862659692e-09
1981,5.541181167245668e-07,6.325549528618524e-10
1982,6.0647295185845e-07,0.0
1983,5.847982720297296e-07,6.315316047889041e-10
1984,5.555450002248108e-07,1.739702604197646e-09
1985,5.245566399025847e-07,3.0077789148208467e-09
1986,5.688766577804927e-07,1.7983456945813714e-09
1987,6.061930548639793e-07,4.277571630240118e-09
1988,7.111912623258831e-07,4.797243047249822e-09
1989,7.282737897185143e-07,2.7440609784434855e-09
1990,6.609213869523956e-07,3.2691906959314565e-09
1991,7.268216677402961e-07,2.9307325455363298e-09
1992,7.223536613309989e-07,5.509944167592096e-10
1993,7.627488685102435e-07,4.4313659408601325e-09
1994,7.237199497467373e-07,4.747434001473039e-09
1995,8.816904824016092e-07,3.253470381991974e-09
1996,8.300733611577016e-07,3.2028553142993132e-09
1997,8.769861779001076e-07,0.0
1998,8.444357035841676e-07,2.86087753487152e-09
1999,9.062708841156564e-07,4.570201161957499e-10
2000,1.0081947721118922e-06,8.836062992401139e-10
2001,9.502848570264177e-07,3.066848330846028e-09
2002,9.463438459533791e-07,1.3143663935011318e-09
2003,9.308905646321364e-07,5.000307723435071e-09
2004,9.668516440797248e-07,2.2023955992267474e-09
2005,1.023702338898147e-06,2.251874686720612e-09
2006,1.075592876986775e-06,1.2353669198716943e-09
2007,9.946253385351156e-07,1.1983438685803094e-09
2008,9.902804549710709e-07,3.8316958494988285e-09
2009,9.016652029458783e-07,1.907277002999308e-09
2010,7.628925686731236e-07,2.8342759250676863e-09
2011,6.95580524734396e-07,4.206369030868018e-09
2012,6.382973651852808e-07,8.170206733382201e-09
2013,6.448457270380459e-07,4.183687618564136e-09
2014,5.898672839066421e-07,4.980523993225461e-09
2015,5.807427783111052e-07,2.881548111233201e-09
2016,5.756253926847421e-07,4.349814286541687e-09
2017,5.501642021954467e-07,5.282783988036499e-09
2018,5.372032205741561e-07,5.421080029321956e-09
2019,5.821353852297761e-07,5.867272001580659e-09
