year,fallut_VERB éveiller_VERB,fallut_VERB réveiller_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,1.5664880947952042e-08
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,2.842877711017877e-09,1.9900143755080535e-08
1806,0.0,1.729001475325731e-08
1807,0.0,1.4234775136401367e-08
1808,0.0,3.3991110370834576e-08
1809,0.0,4.518061036407062e-09
1810,0.0,3.7442028144596406e-08
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,5.751483289628823e-09
1814,0.0,2.2026739543434815e-08
1815,0.0,5.394447111228828e-09
1816,9.270415546325239e-09,2.5493642752394408e-08
1817,0.0,3.113746815941454e-09
1818,0.0,3.5763532135746345e-09
1819,2.070210003424222e-09,3.1053151161586356e-09
1820,0.0,9.493184904840746e-09
1821,0.0,8.875339574387908e-09
1822,0.0,5.012807946513931e-09
1823,0.0,5.929612356680991e-09
1824,8.421112696055388e-10,7.57900142644985e-09
1825,0.0,9.68598712347557e-09
1826,0.0,9.688783109140786e-09
1827,9.217273055917019e-10,2.7651818612639545e-09
1828,0.0,2.7516904310687096e-09
1829,0.0,8.57317605795771e-10
1830,2.0873671680021744e-09,8.349468672008697e-09
1831,0.0,0.0
1832,0.0,4.058990921151917e-09
1833,1.1583628500844156e-09,5.791814139399776e-09
1834,0.0,1.213489042584115e-08
1835,0.0,4.5378527602224494e-09
1836,0.0,1.9490174807401672e-08
1837,0.0,4.87052354003481e-09
1838,0.0,1.1361890983607736e-08
1839,2.0974426639952526e-09,1.2584655095793096e-08
1840,0.0,3.821813088222825e-09
1841,0.0,8.988767952189392e-09
1842,2.0124795163667386e-09,1.2074877098200432e-08
1843,0.0,9.451057714215949e-09
1844,5.488561272137815e-10,1.4819115712327857e-08
1845,0.0,8.928364714222425e-09
1846,0.0,1.4050803187615202e-08
1847,0.0,1.5101026207275936e-08
1848,0.0,6.43617736884039e-09
1849,0.0,1.4245005175439474e-08
1850,1.3577992064028876e-09,8.82569484161877e-09
1851,1.2898877521649865e-09,9.674158363282004e-09
1852,6.510545436100301e-10,1.6927417689771573e-08
1853,5.971931837933653e-10,8.957897534855874e-09
1854,0.0,6.234797567117312e-09
1855,2.1227748447927297e-09,9.552486801567284e-09
1856,0.0,9.318940286107136e-09
1857,0.0,1.2203773103180993e-08
1858,2.4468380654951716e-09,7.34051397444091e-09
1859,1.018434669930457e-09,1.2730433596175317e-08
1860,9.154367819341758e-10,1.0985241161165504e-08
1861,0.0,6.13075279431996e-09
1862,0.0,2.0782737308877586e-08
1863,0.0,1.0988165932701577e-08
1864,0.0,1.2466292886870178e-08
1865,9.41368871743009e-10,6.118897832863013e-09
1866,2.432806400776144e-09,5.838735717134114e-09
1867,9.7056229719783e-10,3.396968040192405e-09
1868,0.0,3.457911734727759e-09
1869,0.0,3.906815315701806e-09
1870,1.1468097582678638e-09,1.77755516972411e-08
1871,0.0,1.3807530230280918e-08
1872,0.0,8.4662747923403e-09
1873,0.0,4.788803575905831e-09
1874,0.0,9.559374625212058e-09
1875,1.716458086775674e-09,2.345826111138649e-08
1876,0.0,8.464420275799966e-09
1877,6.184815992682502e-10,8.658742167710898e-09
1878,0.0,6.039088784604019e-09
1879,0.0,1.4662380642960215e-08
1880,3.2089231272180996e-09,1.2193908105473383e-08
1881,0.0,1.8825771164188154e-08
1882,1.3310770263785798e-09,7.320923423037584e-09
1883,7.58320695126713e-09,1.0110942305630033e-08
1884,6.601696966868076e-10,1.386356363042296e-08
1885,6.445635691854079e-10,7.090199094506033e-09
1886,0.0,1.871504551331782e-08
1887,1.3057849246322917e-09,3.264462256069578e-09
1888,0.0,1.2047167707862627e-08
1889,1.2530273485467092e-09,5.6386229019267375e-09
1890,6.554386478008212e-10,3.9326319978272295e-09
1891,1.2748440081367107e-09,3.824531802365527e-09
1892,6.268512375839919e-10,1.2537024751679837e-08
1893,1.2316833108982905e-09,3.079208221734575e-09
1894,0.0,1.6384001710889606e-08
1895,0.0,7.22233739480771e-09
1896,2.948514543632541e-09,9.435246361988447e-09
1897,5.826713556089658e-10,2.330685422435863e-09
1898,0.0,6.7900258748920805e-09
1899,0.0,8.844125432005967e-09
1900,5.191053142894475e-10,8.30568502863116e-09
1901,0.0,5.58873880507349e-09
1902,0.0,6.874397495693074e-09
1903,0.0,2.7001101354784396e-09
1904,0.0,3.2247751136083025e-09
1905,5.160759042333041e-10,2.0643036169332163e-09
1906,6.6874399351490865e-09,5.144184633820714e-09
1907,0.0,8.228549397415463e-09
1908,0.0,4.911389073214423e-09
1909,1.1001967115120692e-09,1.1552065082298668e-08
1910,0.0,8.01622590529405e-09
1911,5.320374141248863e-10,1.5961122423746588e-09
1912,0.0,4.688478938419394e-09
1913,0.0,7.42418571064718e-09
1914,2.678697486047099e-09,2.0090231700464756e-09
1915,0.0,1.0602685840410686e-08
1916,0.0,1.0987461607214755e-08
1917,0.0,0.0
1918,0.0,1.1486376294556067e-09
1919,0.0,7.366278698128781e-09
1920,0.0,1.1358347151713133e-08
1921,0.0,2.2718242842501013e-09
1922,0.0,3.6889677978990676e-09
1923,0.0,1.0615948120573648e-08
1924,1.289162443462999e-09,1.4180787211159895e-08
1925,0.0,2.1996355847875293e-09
1926,1.1146138456652466e-09,7.802296586589819e-09
1927,0.0,1.3379070296082318e-08
1928,1.1426041224282812e-09,5.713020723163709e-09
1929,0.0,7.798284684668033e-09
1930,0.0,3.1510811737689437e-09
1931,3.4216069977333063e-09,6.843213995466613e-09
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,0.0,4.588264879146209e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,0.0,9.574627313213568e-09
1936,0.0,2.424942913137329e-09
1937,0.0,8.813782592653752e-09
1938,0.0,2.5930428915188486e-09
1939,0.0,7.647025235257843e-09
1940,0.0,7.607348528892999e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,0.0,9.744772988540262e-09
1947,0.0,5.960435700558264e-09
1948,0.0,1.0871887834440486e-09
1949,0.0,5.890204768377316e-09
1950,0.0,9.571825110299415e-09
1951,0.0,8.529121409139861e-09
1952,0.0,4.2179215675730575e-09
1953,0.0,2.1547654771580937e-09
1954,1.9545072227344917e-09,3.9090144454689835e-09
1955,0.0,1.8771215692936494e-09
1956,8.72114158667614e-10,1.744228317335228e-09
1957,0.0,3.534015080575159e-09
1958,0.0,5.790570245522986e-09
1959,7.750747821333448e-10,3.100299128533379e-09
1960,0.0,2.7683333403416555e-09
1961,0.0,1.250668635321972e-08
1962,0.0,7.610347907416326e-09
1963,6.466053248388448e-10,7.759263453976928e-09
1964,0.0,3.6503808864551957e-09
1965,0.0,1.0944086747954884e-09
1966,0.0,1.2185964237687585e-08
1967,0.0,4.930335695263466e-09
1968,8.982831700699023e-10,4.491415683816058e-09
1969,0.0,2.7250546263957176e-09
1970,0.0,7.817832603507213e-09
1971,0.0,2.569198631618974e-09
1972,5.130146862875051e-10,2.0520587451500205e-09
1973,0.0,5.513203782392395e-10
1974,0.0,1.6876715580593782e-09
1975,0.0,1.7134440533084216e-09
1976,1.142705374768127e-09,1.7140580066410394e-09
1977,0.0,5.289103821581875e-09
1978,0.0,1.7821774056514528e-09
1979,0.0,5.851973350345929e-10
1980,0.0,2.8425752862659692e-09
1981,0.0,1.2651099057237047e-09
1982,0.0,1.2415004579935385e-09
1983,0.0,6.315316047889041e-10
1984,0.0,1.739702604197646e-09
1985,0.0,3.0077789148208467e-09
1986,0.0,5.395036861699509e-09
1987,0.0,1.8332451112712533e-09
1988,0.0,1.1993107618124554e-09
1989,0.0,3.2928733073589456e-09
1990,0.0,2.724325431913144e-09
1991,0.0,2.344586080837985e-09
1992,0.0,2.7549720282848966e-09
1993,1.1078414852150331e-09,1.661762283333701e-09
1994,1.0549853213248639e-09,5.274926606624319e-10
1995,0.0,1.626735190995987e-09
1996,0.0,2.135236876199542e-09
1997,0.0,9.58978896292706e-10
1998,0.0,3.337690568372409e-09
1999,0.0,9.140402323914998e-10
2000,8.836062992401139e-10,1.3254094488601709e-09
2001,0.0,4.3812117822561447e-10
2002,0.0,1.752488598683044e-09
2003,0.0,1.6667691671301554e-09
2004,4.404791253964646e-10,4.404791198453495e-09
2005,0.0,4.053374524914943e-09
2006,4.1178899179428186e-10,4.117890028965121e-09
2007,0.0,2.7961355453243186e-09
2008,4.257439678578834e-10,3.405951742863067e-09
2009,0.0,2.384096253749135e-09
2010,0.0,4.723792912386671e-09
2011,0.0,1.911985902935953e-09
2012,0.0,1.7021263287730903e-09
2013,2.789125042035323e-10,3.3469500504423877e-09
2014,2.1654451842767486e-10,5.846701789380404e-09
2015,4.433150790905671e-10,6.64972610309178e-09
2016,8.285360175719347e-10,4.556948152156792e-09
2017,2.515611330355938e-10,2.7671724911471074e-09
2018,2.5814667070633845e-10,5.6792268665617485e-09
2019,2.55098775436835e-10,5.612172948588068e-09
