year,devait_VERB appliquer_VERB,devait_VERB rappliquer_VERB
1800,9.432493897065797e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,1.730295728918918e-08,0.0
1805,8.528632911009026e-09,0.0
1806,8.645007376628655e-09,0.0
1807,2.8469550272802735e-08,0.0
1808,1.8128591960930862e-08,0.0
1809,2.0331274441787173e-08,0.0
1810,4.680253340438867e-08,0.0
1811,1.2535384286138651e-08,0.0
1812,4.267533171287141e-08,0.0
1813,3.4508900625951355e-08,0.0
1814,9.440030979135372e-09,0.0
1815,3.506390555685357e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,1.2454987263765815e-08,0.0
1818,2.8610825708597076e-08,0.0
1819,3.415846450138815e-08,0.0
1820,2.0173018810965004e-08,0.0
1821,6.903041693817613e-09,0.0
1822,1.604098542884458e-08,0.0
1823,1.9765373338032077e-08,0.0
1824,3.03160057057994e-08,0.0
1825,2.8177417732422327e-08,0.0
1826,6.34174881497529e-08,0.0
1827,3.594736597278825e-08,0.0
1828,8.163348041989593e-08,0.0
1829,8.916103411138465e-08,0.0
1830,5.4271545479878114e-08,0.0
1831,6.548306430431694e-08,0.0
1832,7.170883975504694e-08,0.0
1833,5.3284690437749305e-08,0.0
1834,4.760610750054184e-08,0.0
1835,4.9916380362446944e-08,7.563087933704082e-10
1836,5.1749776019960336e-08,0.0
1837,3.896418832027848e-08,0.0
1838,5.996553653631054e-08,0.0
1839,4.894032556990169e-08,0.0
1840,5.477932418784803e-08,0.0
1841,4.55858959469424e-08,0.0
1842,2.884553929050071e-08,0.0
1843,4.902736350231862e-08,0.0
1844,6.641159444598088e-08,0.0
1845,4.575786860527842e-08,0.0
1846,8.313391930414582e-08,0.0
1847,8.683090158001505e-08,0.0
1848,6.194820656446609e-08,0.0
1849,1.0055298105271504e-07,0.0
1850,6.924776130290411e-08,0.0
1851,5.7400004749297295e-08,0.0
1852,5.7943854159248076e-08,0.0
1853,6.5094056367343e-08,0.0
1854,6.858277146193359e-08,0.0
1855,4.617035287424187e-08,0.0
1856,5.4360487666826884e-08,0.0
1857,5.174399575480493e-08,0.0
1858,6.508589223130912e-08,0.0
1859,6.110607841947058e-08,0.0
1860,3.066713105681629e-08,0.0
1861,5.847795137015055e-08,0.0
1862,6.099281790739042e-08,0.0
1863,7.541877522498908e-08,0.0
1864,4.507044337742627e-08,0.0
1865,4.6597758540656287e-08,0.0
1866,3.113992264047738e-08,0.0
1867,5.580733386523207e-08,0.0
1868,5.335063946176888e-08,0.0
1869,2.539429999615095e-08,0.0
1870,4.300536460277726e-08,0.0
1871,3.3987767267262825e-08,0.0
1872,3.0236694925633856e-08,0.0
1873,3.591602748542755e-08,0.0
1874,5.138164027584935e-08,0.0
1875,5.778742462325681e-08,0.0
1876,7.436598536969541e-08,0.0
1877,3.710889728836264e-08,0.0
1878,6.34104324603868e-08,0.0
1879,6.720257772485638e-08,0.0
1880,6.867095692086878e-08,0.0
1881,4.671580100534811e-08,0.0
1882,6.788492612486152e-08,0.0
1883,5.245051326596695e-08,0.0
1884,6.337629088193353e-08,0.0
1885,7.8636752220973e-08,0.0
1886,7.098810073102868e-08,0.0
1887,7.312395666758675e-08,0.0
1888,6.277208797200728e-08,0.0
1889,8.520586192162227e-08,0.0
1890,7.078737240817645e-08,0.0
1891,7.904032628403002e-08,0.0
1892,8.901287884555131e-08,0.0
1893,5.480990594719515e-08,0.0
1894,6.049477718761409e-08,0.0
1895,4.814891596538473e-08,0.0
1896,4.776593343081004e-08,0.0
1897,7.283392022827684e-08,0.0
1898,4.356933303029109e-08,0.0
1899,4.09040801230276e-08,0.0
1900,7.423206227485935e-08,0.0
1901,4.806315345717849e-08,0.0
1902,6.432471622019875e-08,0.0
1903,8.424343889146257e-08,0.0
1904,5.697102523072317e-08,0.0
1905,4.1286071450485906e-08,0.0
1906,3.4980455865252225e-08,0.0
1907,1.1108541997373322e-07,0.0
1908,3.634427869769752e-08,0.0
1909,6.271121577583472e-08,0.0
1910,7.588693762272669e-08,0.0
1911,6.331245572255284e-08,0.0
1912,6.199211100010871e-08,0.0
1913,4.295421618394357e-08,0.0
1914,4.2859159776753586e-08,0.0
1915,8.717763932963862e-08,0.0
1916,4.1752354462687435e-08,0.0
1917,6.141197417264266e-08,0.0
1918,6.547234221443432e-08,0.0
1919,4.880159565345821e-08,0.0
1920,4.391894492528081e-08,0.0
1921,5.982470696608289e-08,0.0
1922,6.345024416987144e-08,0.0
1923,6.688047449188161e-08,0.0
1924,6.059063650809549e-08,1.289162443462999e-09
1925,4.7292164850887275e-08,1.0998177923937646e-09
1926,6.687682940764716e-08,0.0
1927,3.4562596340492746e-08,0.0
1928,5.3702393643106916e-08,0.0
1929,7.129860080112849e-08,0.0
1930,6.19712636762415e-08,0.0
1931,6.957267828511249e-08,0.0
1932,5.589363638591749e-08,0.0
1933,5.391211388428019e-08,0.0
1934,5.2718952758823434e-08,0.0
1935,6.343190506186147e-08,0.0
1936,6.66859278908305e-08,0.0
1937,4.658713592675667e-08,0.0
1938,4.926781471681352e-08,0.0
1939,9.176430637580779e-08,0.0
1940,5.0715659227762444e-08,0.0
1941,3.836953510472085e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,5.516146828199453e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,3.485606470121638e-08,0.0
1946,4.315542412314244e-08,0.0
1947,6.198852986472048e-08,0.0
1948,4.566192757238241e-08,0.0
1949,3.043272656100271e-08,0.0
1950,3.828730044119766e-08,0.0
1951,4.264560615752089e-08,0.0
1952,6.643226413416414e-08,0.0
1953,6.141081598798337e-08,0.0
1954,3.0294863506696856e-08,0.0
1955,5.7252208307545516e-08,0.0
1956,4.6222051963695776e-08,0.0
1957,5.9194753987412696e-08,0.0
1958,3.8052320405768114e-08,0.0
1959,6.820658171591276e-08,0.0
1960,5.6750835142338474e-08,6.920833350854139e-10
1961,5.766972321907815e-08,0.0
1962,5.580921680348183e-08,0.0
1963,4.78487933719407e-08,0.0
1964,4.076258619534201e-08,6.083968329129164e-10
1965,5.1984411442163037e-08,0.0
1966,5.705247119180967e-08,0.0
1967,4.53590871529741e-08,0.0
1968,5.29987076447469e-08,1.3474247273492779e-09
1969,4.6325929758950224e-08,0.0
1970,5.472482911272891e-08,0.0
1971,4.007949883089168e-08,0.0
1972,4.001514497531389e-08,0.0
1973,4.2451670623222526e-08,0.0
1974,3.31908722728258e-08,0.0
1975,4.3407247574123176e-08,5.711480177694739e-10
1976,2.285410793945175e-08,0.0
1977,5.171568062678489e-08,0.0
1978,3.445542873237173e-08,0.0
1979,3.2185852205657284e-08,0.0
1980,3.467942022439274e-08,0.0
1981,3.7320742052315836e-08,6.325549528618524e-10
1982,3.5382761609525915e-08,0.0
1983,4.6101806816523094e-08,0.0
1984,3.073474630355122e-08,0.0
1985,3.0679345286444004e-08,0.0
1986,4.2560845514572065e-08,5.994485463567401e-10
1987,3.849814689260711e-08,0.0
1988,4.4374498742172364e-08,0.0
1989,4.939310116469642e-08,0.0
1990,4.086488303300939e-08,0.0
1991,4.1616402768340777e-08,0.0
1992,4.573253775674857e-08,5.509944167592096e-10
1993,3.988229480000882e-08,0.0
1994,5.1694279079583794e-08,0.0
1995,4.337960746170211e-08,0.0
1996,3.3629980578098184e-08,0.0
1997,3.7400177177460137e-08,0.0
1998,4.338997428021685e-08,0.0
1999,4.433094957789763e-08,0.0
2000,3.35770380388567e-08,0.0
2001,5.1698300751468196e-08,4.3812117822561447e-10
2002,4.4250338504525644e-08,0.0
2003,3.791899771954377e-08,0.0
2004,4.3166952679030146e-08,0.0
2005,3.512924706683407e-08,4.5037495954858286e-10
2006,4.117890028965121e-08,0.0
2007,3.9545348329284025e-08,0.0
2008,2.8524846484856425e-08,0.0
2009,2.145686650578682e-08,4.76819250749827e-10
2010,2.739800031292816e-08,9.447586046817946e-10
2011,2.0649448373433188e-08,3.82397197240536e-10
2012,2.246806829475645e-08,1.7021263287730903e-09
2013,1.8687137171014e-08,2.789125042035323e-10
2014,2.403644216997236e-08,2.815078836704288e-09
2015,2.903713713919842e-08,1.5516027351836215e-09
2016,2.5891750965456595e-08,1.2428040818690533e-09
2017,2.9181091321106578e-08,1.0062445321423752e-09
2018,2.090988004965766e-08,1.8070267504555204e-09
2019,1.836711227554133e-08,7.65296326310505e-10
