year,auraient_VERB envoyé_VERB,auraient_VERB renvoyé_VERB
1800,3.144164484325529e-09,0.0
1801,4.0480102825313224e-08,1.904946067554647e-08
1802,2.0140561218795483e-08,6.713520406265161e-09
1803,9.751696339321825e-09,7.801356893821776e-09
1804,7.4155526164076946e-09,7.4155526164076946e-09
1805,8.528632911009026e-09,0.0
1806,0.0,0.0
1807,1.7081731584767113e-08,5.693910232196231e-09
1808,1.5862518409903714e-08,4.5321479902327155e-09
1809,9.036122072814123e-09,9.036122072814123e-09
1810,4.680253518074551e-09,4.680253518074551e-09
1811,3.5099073869560016e-08,0.0
1812,3.467370746079723e-08,0.0
1813,2.8757416448144113e-09,8.627225156487839e-09
1814,1.5733386149463513e-08,0.0
1815,1.8880564667256294e-08,2.697223555614414e-09
1816,6.952811659743929e-09,6.952811659743929e-09
1817,2.1796227045456362e-08,1.5568733857662664e-08
1818,2.8610825708597076e-08,7.152706427149269e-09
1819,4.140420006848444e-09,1.035105001712111e-09
1820,2.3732962262101864e-08,2.3732962262101864e-09
1821,1.8736827200882544e-08,1.4792232327920374e-08
1822,1.5038423839541792e-08,9.023054303725075e-09
1823,2.8659792761231984e-08,4.941343334508019e-09
1824,6.484256687144807e-08,6.736890156844311e-09
1825,2.0252519661312363e-08,1.4969252504215547e-08
1826,3.52319382557198e-08,7.0463874735082754e-09
1827,2.7651818612639545e-08,6.452091305675367e-09
1828,3.760643352279658e-08,1.0089530988466322e-08
1829,1.457439946506156e-08,2.743416338546467e-08
1830,2.2961039292113128e-08,3.1310507520032616e-09
1831,5.456922025359745e-08,1.7150327380477393e-08
1832,2.3000948701223933e-08,4.058990921151917e-09
1833,4.054269808762001e-08,0.0
1834,5.3206825612051034e-08,1.7735608537350345e-08
1835,4.840376277570613e-08,1.2100940693926532e-08
1836,3.49478987970997e-08,3.36037508930076e-09
1837,2.0873672568200163e-08,3.478945576063097e-09
1838,1.2624323808552163e-08,8.2058102535143e-09
1839,2.307186797168015e-08,1.5381244722334486e-08
1840,2.229391071750797e-08,1.0828470564661075e-08
1841,2.6966304744746594e-08,7.0626033910059505e-09
1842,2.3478927246856074e-08,1.609983613093391e-08
1843,2.1855571574747046e-08,1.0041748765843295e-08
1844,3.1833653935109396e-08,2.030767731753258e-08
1845,1.897277535078956e-08,8.37034175305007e-09
1846,3.0443406018321184e-08,7.610851504580296e-09
1847,1.7258315665458213e-08,1.88762818709165e-08
1848,1.689496542667257e-08,7.24069959545659e-09
1849,9.217356655710773e-09,7.54147322368226e-09
1850,3.530277936647508e-08,4.073397619208663e-09
1851,2.0638204034639784e-08,3.8696632564949596e-09
1852,1.3672145193766028e-08,9.114764054629632e-09
1853,2.9859659633757474e-08,1.1943863675867306e-09
1854,2.5978321716024766e-08,2.0782657816909023e-09
1855,2.0166361025530932e-08,1.3798036491152743e-08
1856,1.2942972915652717e-08,1.0872097000458325e-08
1857,2.5871997877402464e-08,1.3180074809326925e-08
1858,2.8872689128434104e-08,4.893676130990343e-09
1859,2.189634606963864e-08,9.165912473463322e-09
1860,2.288591893773173e-08,1.1900677776566226e-08
1861,2.6409397335669382e-08,6.13075279431996e-09
1862,2.84633134839396e-08,8.132375661773494e-09
1863,4.4951587341302e-08,1.3485475847119233e-08
1864,2.3014694150447212e-08,3.3563094525845827e-09
1865,2.447559133145205e-08,1.2237795665726026e-08
1866,3.7465220259491616e-08,1.1190909532388105e-08
1867,4.0278337110066786e-08,7.279217228983725e-09
1868,2.222943251695142e-08,6.421836395986702e-09
1869,2.8324411260882698e-08,4.883519366671862e-09
1870,2.8096838633473453e-08,6.307453670473251e-09
1871,3.18635318130589e-09,0.0
1872,2.4189358072135292e-08,6.047339295989218e-10
1873,3.71132280463371e-08,1.7958012854535355e-09
1874,1.8521287614703397e-08,5.974609140757536e-10
1875,3.776207790906483e-08,5.721527251978387e-09
1876,3.748529309177684e-08,6.650616057868319e-09
1877,3.401648740464225e-08,1.2369631985365004e-09
1878,1.872117572077059e-08,1.268208649207736e-08
1879,4.459807456669296e-08,3.665595160740054e-09
1880,2.3104245627791897e-08,1.2835692508872398e-08
1881,2.8587281875047665e-08,1.3945015142624584e-09
1882,1.6638463051776853e-08,4.6587693702804245e-09
1883,4.1707636455612374e-08,0.0
1884,3.1688145440966764e-08,9.242375753615306e-09
1885,4.898683059195719e-08,3.2228177904158883e-09
1886,1.936039240035825e-08,9.680196200179125e-09
1887,1.828098916689669e-08,1.1099172247952538e-08
1888,2.6630582183884144e-08,7.60873763994141e-09
1889,2.192797943223468e-08,4.385595886446936e-09
1890,2.4906668727453507e-08,5.243509182406569e-09
1891,4.0157587477551715e-08,3.824531802365527e-09
1892,3.761107336686109e-08,4.387958441043338e-09
1893,2.155445777418663e-08,7.390100087434348e-09
1894,1.449354058991048e-08,4.411077725308132e-09
1895,1.8055843042930064e-08,7.22233739480771e-09
1896,2.299841384001411e-08,4.717623180994224e-09
1897,1.1653426668090106e-08,4.078699600285063e-09
1898,3.225262190653666e-08,9.619203211741478e-09
1899,2.819064981451902e-08,1.6582735185011188e-09
1900,3.8932899570909285e-08,0.0
1901,2.9620316865930363e-08,4.470991132876634e-09
1902,1.5221880644844532e-08,2.9461704187383475e-09
1903,1.9980815224585058e-08,9.720396931811592e-09
1904,1.9886112312406112e-08,1.1286712897629059e-08
1905,2.5287718585786934e-08,2.0643036169332163e-09
1906,1.9547901075611662e-08,1.5432553013283723e-09
1907,3.651418722938615e-08,2.057137349353866e-09
1908,2.504808449543816e-08,4.4202499438483756e-09
1909,2.3104130164597336e-08,2.2003934230241384e-09
1910,2.0307773240801907e-08,2.137660271017694e-09
1911,3.1922244403403965e-08,2.128149656499545e-09
1912,2.135862686714063e-08,3.646594803896619e-09
1913,2.8636144122629048e-08,2.6514948014977335e-09
1914,2.8795998474606677e-08,2.678697486047099e-09
1915,8.364340686739524e-08,1.1780761921542648e-09
1916,2.4172416956957932e-08,6.592477230782379e-09
1917,3.180263163926611e-08,2.1932848870420685e-09
1918,4.135095466040184e-08,0.0
1919,1.8415697411455767e-08,1.8415696745321952e-09
1920,3.63467123065675e-08,6.057785384427916e-09
1921,2.2718241510233383e-08,2.2718242842501013e-09
1922,2.6560567079059183e-08,2.2133805899215986e-09
1923,2.5478275489376756e-08,8.492758496458919e-09
1924,2.9650736976805092e-08,0.0
1925,2.639562701745035e-08,4.399271169575059e-09
1926,2.0063049888108253e-08,1.1146138456652466e-09
1927,4.1252132376712325e-08,5.574612327308159e-09
1928,1.3711249025050165e-08,7.998228745975666e-09
1929,2.2280811862174232e-08,5.570202965543558e-09
1930,1.3654684494213143e-08,8.402882833991043e-09
1931,3.307553342324354e-08,2.2810713318222042e-09
1932,3.06867029564728e-08,3.287861094491973e-09
1933,2.2941325283909464e-08,1.1470662197865522e-09
1934,2.3963160344919743e-08,8.38710612072191e-09
1935,1.6755597798123745e-08,4.787313656606784e-09
1936,1.33371855781661e-08,1.2124714565686645e-09
1937,8.813782592653752e-09,3.777335333410292e-09
1938,1.4261735792331365e-08,1.2965214457594243e-09
1939,1.2235240376412548e-08,4.588215141154706e-09
1940,3.296517903095264e-08,7.607348528892999e-09
1941,4.132103725851266e-08,0.0
1942,3.3376331032286544e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,1.927911696952833e-08,0.0
1945,2.178504132643866e-08,0.0
1946,3.201854070766785e-08,0.0
1947,2.9802176726434482e-08,0.0
1948,2.2830963786191205e-08,4.348755133776194e-09
1949,1.570721330779179e-08,4.908504269707237e-09
1950,5.317680518146517e-09,0.0
1951,1.1727541604500402e-08,1.0661401761424827e-09
1952,1.687168627029223e-08,2.1089607837865287e-09
1953,2.3702419582605216e-08,2.1547654771580937e-09
1954,3.9090146231046674e-08,0.0
1955,1.6894095011821264e-08,8.447047505910632e-09
1956,5.232684952005684e-09,3.488456634670456e-09
1957,2.297109880089465e-08,1.7670075402875796e-09
1958,1.2408365002158916e-08,3.3088973783179654e-09
1959,1.5501495198577686e-08,2.325224457422337e-09
1960,1.1073333361366622e-08,7.612916519406099e-09
1961,3.126671543896009e-08,8.33779090214648e-09
1962,2.917300001570311e-08,5.0735651235811474e-09
1963,2.198458126656533e-08,5.819448034571906e-09
1964,2.3727476872181796e-08,1.2167936658258327e-09
1965,1.586892572902343e-08,2.188817349590977e-09
1966,2.3818021332999706e-08,2.215629901769489e-09
1967,2.070740912074598e-08,9.860671168482327e-10
1968,2.649935382237345e-08,2.6948494546985557e-09
1969,2.3162964879475112e-08,6.8126366770115965e-09
1970,2.851209579546321e-08,1.3796175313274261e-09
1971,2.1067430466814585e-08,4.624557625731995e-09
1972,2.257264597460562e-08,5.643161493651405e-09
1973,2.3706776985932265e-08,1.6539611902288698e-09
1974,2.3627400480563665e-08,1.1251143350321513e-09
1975,1.8847885030481848e-08,2.2845920710778955e-09
1976,1.5997875024709174e-08,1.7140580066410394e-09
1977,1.23412418062685e-08,5.876781838942691e-10
1978,1.7227714366185864e-08,1.7821774056514528e-09
1979,2.1652301285257636e-08,1.7555920051037788e-09
1980,2.38776323158163e-08,3.97960553399912e-09
1981,1.138598904049104e-08,2.5302198114474095e-09
1982,2.669225906970496e-08,4.345251713999687e-09
1983,1.705135410645653e-08,1.89459470334441e-09
1984,9.278413592994639e-09,2.8995041922996734e-09
1985,2.1054452403745927e-08,1.2031116103372597e-09
1986,1.8582904104391673e-08,1.1988970927134801e-09
1987,1.3443797186596385e-08,6.110816852533674e-10
1988,2.278690480750356e-08,1.798966087207532e-09
1989,1.8110803523541108e-08,1.6464366536794728e-09
1990,2.2884334427430986e-08,2.179460389939436e-09
1991,1.641210189973208e-08,2.9307325455363298e-09
1992,1.7631821336294706e-08,4.4079553340736766e-09
1993,1.883330469354405e-08,3.323524566667402e-09
1994,1.2659823411809157e-08,4.747434001473039e-09
1995,2.0063067651676647e-08,1.0844901643380922e-09
1996,1.7615704450690828e-08,3.2028553142993132e-09
1997,1.6782131240233866e-08,5.274384040632185e-09
1998,1.859570453177639e-08,9.536258449571733e-10
1999,1.6452723627935484e-08,2.7421207526856506e-09
2000,2.0322945104567225e-08,1.7672125984802278e-09
2001,1.840108865280854e-08,3.066848330846028e-09
2002,2.059174164514843e-08,2.6287327870022636e-09
2003,2.2084691408963408e-08,8.333845835650777e-10
2004,1.8500124099318782e-08,3.0833537945085254e-09
2005,1.7564623533417034e-08,1.8014998381943315e-09
2006,1.4412615101377924e-08,8.235779835885637e-10
2007,2.1969636776475454e-08,3.994479413904628e-09
2008,1.958422224390688e-08,3.405951742863067e-09
2009,2.384096298158056e-08,2.384096253749135e-09
2010,1.9367551118421034e-08,2.8342759250676863e-09
2011,1.911985947344874e-08,3.823971805871906e-09
2012,2.7574447614142628e-08,3.744677901096338e-09
2013,2.398647502843687e-08,5.857162754807632e-09
2014,3.269822101970021e-08,4.114345752981308e-09
2015,3.1697027225163765e-08,5.54143841924315e-09
2016,3.086296729293281e-08,4.764082017771898e-09
2017,2.4149869659595424e-08,3.773417134311785e-09
2018,2.6072813241739823e-08,3.614053500911041e-09
2019,3.1122048937959335e-08,2.5509878653906526e-09
