year,fallait_VERB approcher_VERB,fallait_VERB rapprocher_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,6.713520406265161e-09
1803,1.950339223455444e-09,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,5.693910232196231e-09
1808,0.0,2.2660739951163578e-09
1809,0.0,9.036122072814123e-09
1810,0.0,3.2761775514700275e-08
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,8.627225156487839e-09
1814,0.0,1.5733386149463513e-08
1815,2.1577788444915313e-08,2.697223555614414e-09
1816,0.0,9.270415546325239e-09
1817,0.0,0.0
1818,3.5763532135746345e-09,1.4305412854298538e-08
1819,0.0,0.0
1820,0.0,3.085285271708926e-08
1821,0.0,0.0
1822,5.012807946513931e-09,2.90742860897808e-08
1823,8.894418535021487e-09,2.3718449426723964e-08
1824,0.0,4.210556348027694e-09
1825,0.0,8.805443041381977e-10
1826,4.403992281964975e-09,7.0463874735082754e-09
1827,6.452091305675367e-09,6.452091305675367e-09
1828,0.0,2.109629271274116e-08
1829,1.5431716349212365e-08,9.430493719264632e-09
1830,2.0873671680021744e-09,2.0873671680021744e-09
1831,3.1182412207897414e-09,2.6505050598757407e-08
1832,0.0,2.3000948701223933e-08
1833,0.0,4.6334514003376626e-09
1834,0.0,1.4935249481595747e-08
1835,5.294161553592858e-09,1.0588323107185715e-08
1836,5.376600054063374e-09,1.4113575197427508e-08
1837,6.262101948095733e-09,6.957891152126194e-09
1838,1.8936485712828244e-09,9.468243078458727e-09
1839,3.4957374772659477e-09,9.088918062616358e-09
1840,8.280594876453051e-09,1.4013314952876499e-08
1841,1.0914932957462042e-08,3.852329122366882e-09
1842,1.2074877098200432e-08,8.049918065466954e-09
1843,3.5441467538532834e-09,1.063243981747064e-08
1844,1.1525978393933656e-08,1.811225303072206e-08
1845,3.57134588568897e-08,1.1718478631905782e-08
1846,3.5127007969038004e-09,3.5127007969038004e-09
1847,2.6966118227278457e-09,1.941560512364049e-08
1848,1.6090443422100975e-09,5.63165514222419e-09
1849,8.379414939696517e-10,2.6814127807028854e-08
1850,5.431196825611551e-09,2.647708541303473e-08
1851,4.514607354622058e-09,1.483370937194195e-08
1852,1.8880582430824688e-08,3.906327261660181e-09
1853,4.180352064508952e-09,3.2845626662947325e-08
1854,2.5978321716024766e-09,1.9743524148907454e-08
1855,6.8990182455763716e-09,1.8574279891936385e-08
1856,5.177189343896771e-09,4.659470143053568e-09
1857,2.4407544874094356e-09,4.881509085841174e-10
1858,3.4255731584664773e-09,9.787352039936081e-10
1859,7.129042689513199e-09,9.675129142294736e-09
1860,1.373155145145688e-09,3.295572525985335e-08
1861,3.3011746669586728e-09,1.9335450573976232e-08
1862,8.584174260306554e-09,2.4397126097142063e-08
1863,1.9978483312144135e-09,1.3485475847119233e-08
1864,5.753673537611803e-09,8.151037178549814e-09
1865,1.0355057256106193e-08,1.7415324293779122e-08
1866,7.298419202328432e-09,1.4110277390955162e-08
1867,2.426405742994575e-09,2.3778776281346836e-08
1868,3.457911734727759e-09,9.385760613156435e-09
1869,3.906815315701806e-09,1.0743741896135361e-08
1870,1.1468097582678638e-09,1.6628741050794815e-08
1871,0.0,9.559059321873065e-09
1872,1.8142017887967654e-09,2.4189357183956872e-09
1873,1.1972008939764578e-09,1.7958012854535355e-09
1874,3.5847653734322193e-09,1.1351757756017378e-08
1875,1.716458086775674e-09,7.437985338754061e-09
1876,1.209202959984168e-09,6.650616057868319e-09
1877,0.0,4.329371083855449e-09
1878,1.0870359723469392e-08,3.6234530931267273e-09
1879,1.221865053580018e-09,1.1607718342077078e-08
1880,6.417846254436199e-10,2.0537108014195837e-08
1881,6.9725074602899895e-09,1.6036766581351003e-08
1882,5.989846840748214e-09,1.9966154951589488e-08
1883,1.2638677882037541e-09,1.64302811356265e-08
1884,4.621187876807653e-09,1.2543224237049344e-08
1885,1.2246707647989297e-08,1.740321664556177e-08
1886,1.097088819790315e-08,1.7424351739236954e-08
1887,3.9173548849191775e-09,1.2404957061562527e-08
1888,6.340614699951175e-09,9.510921827882157e-09
1889,4.385595886446936e-09,2.255449160770695e-08
1890,2.6217545912032847e-09,7.865263995654459e-09
1891,1.2748440081367107e-09,7.0116419337296065e-09
1892,2.5074049503359674e-09,8.149066310636499e-09
1893,4.926733243593162e-09,1.1085149687062312e-08
1894,1.8904617871129403e-09,1.1972924873759894e-08
1895,2.4074457982692365e-09,1.6852119699706236e-08
1896,4.717623180994224e-09,1.1204354777305525e-08
1897,5.826713556089658e-10,1.1070755867592652e-08
1898,5.092519295146758e-09,1.1882545614128048e-08
1899,3.3165470370022376e-09,2.3215829259015663e-08
1900,1.5573159428683425e-09,9.863001082521805e-09
1901,2.235495566438317e-09,2.235495522029396e-08
1902,0.0,8.347482705062248e-09
1903,3.2401321625741275e-09,1.0800440541913758e-08
1904,5.374625189347171e-10,1.3436562973367927e-08
1905,8.257214467732865e-09,1.651442893546573e-08
1906,0.0,2.0576738535282857e-08
1907,0.0,1.0285686968813934e-08
1908,1.964555629285769e-09,1.7680999775393502e-08
1909,1.1001967115120692e-09,2.3104130164597336e-08
1910,1.068830135508847e-09,9.085056262847502e-09
1911,1.0640748282497725e-09,9.576673676292558e-09
1912,1.5628263128064646e-09,7.814131564032323e-09
1913,5.302989602995467e-09,6.893886794756554e-09
1914,1.3393487430235496e-09,1.339348720819089e-08
1915,1.1780761921542648e-09,4.712304768617059e-09
1916,9.888715624128963e-09,0.0
1917,0.0,1.0966424435210342e-09
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,5.524709134618888e-09,5.524709134618888e-09
1920,5.300562211374427e-09,7.572231730534895e-09
1921,1.5145494858259667e-09,3.7863738810983705e-09
1922,2.2133805899215986e-09,8.853522359686394e-09
1923,0.0,3.1847844361720945e-09
1924,1.289162443462999e-09,9.02413699321869e-09
1925,3.299453377181294e-09,9.898360353588487e-09
1926,5.57306911730393e-09,7.802296586589819e-09
1927,6.689535148041159e-09,1.4493992672726108e-08
1928,0.0,9.14083297942625e-09
1929,6.684243825105796e-09,3.342121912552898e-09
1930,4.201441416995522e-09,1.05036033204442e-08
1931,1.1405356659111021e-09,1.0264820993199919e-08
1932,4.383814644626227e-09,1.4247397928102146e-08
1933,0.0,1.0323596200123575e-08
1934,2.3963160344919743e-09,8.38710612072191e-09
1935,3.590485242455088e-09,1.555876849579363e-08
1936,6.0623572828433225e-09,1.6974599503782883e-08
1937,0.0,1.0072894518486919e-08
1938,0.0,1.2965214679638848e-08
1939,0.0,1.070583532936098e-08
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,1.8205270180260413e-08
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,9.639558484764166e-09,0.0
1945,6.535512131478072e-09,2.178504043826024e-09
1946,5.568441707737293e-09,1.2528993842408909e-08
1947,8.344609447874518e-09,5.960435700558264e-09
1948,3.2615663503321457e-09,9.784699273041042e-09
1949,3.9268033269479474e-09,4.908504269707237e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,1.0661401539380222e-08,8.529121409139861e-09
1952,4.2179215675730575e-09,5.272402070488624e-09
1953,8.619061908632375e-09,1.0773827163745864e-08
1954,2.9317608341017376e-09,6.840775057526116e-09
1955,7.508486277174597e-09,6.569925492527773e-09
1956,2.616342476002842e-09,9.593255967388359e-09
1957,8.835037701437898e-10,1.501956425897788e-08
1958,6.617794756635931e-09,1.0753916868111446e-08
1959,1.5501495642666896e-09,6.975672928177801e-09
1960,4.844583401109048e-09,6.920833239831836e-09
1961,4.16889545107324e-09,5.55852741612739e-09
1962,6.341956404476434e-10,9.512934440181198e-09
1963,1.939815863494232e-09,8.405868889838075e-09
1964,3.041984220075733e-09,9.734349326606662e-09
1965,2.73602163147757e-09,8.755269398363907e-09
1966,2.215629901769489e-09,1.606331601067268e-08
1967,1.9721342336964653e-09,5.916402479044791e-09
1968,3.1439910674890825e-09,6.737123747768692e-09
1969,2.7250546263957176e-09,6.8126366770115965e-09
1970,9.197450023812337e-10,1.0117195081704722e-08
1971,5.138397485282553e-10,8.735275613958038e-09
1972,0.0,8.208234980600082e-09
1973,4.410563025913916e-09,6.615844760915479e-09
1974,6.1881286761433785e-09,4.500457340128605e-09
1975,2.2845920710778955e-09,6.282628195464213e-09
1976,3.4281160132820787e-09,6.8562320265641574e-09
1977,1.1753563677885381e-09,5.876781727920388e-09
1978,1.7821774056514528e-09,2.970295565063452e-09
1979,4.681578680276743e-09,5.266775904289034e-09
1980,3.411090521154847e-09,5.6851505725319385e-09
1981,3.1627747087981106e-09,8.223214109648325e-09
1982,4.966001831974154e-09,3.7245013739806154e-09
1983,3.157658134966823e-09,5.052252838311233e-09
1984,4.059305780401701e-09,6.958810416790584e-09
1985,2.4062232206745193e-09,7.218669662023558e-09
1986,2.3977941854269602e-09,6.593933843390687e-09
1987,1.8332451112712533e-09,5.49973533381376e-09
1988,2.99827696004229e-09,7.195864348830128e-09
1989,3.2928733073589456e-09,7.134558721588746e-09
1990,6.538381391862913e-09,1.2531897297662908e-08
1991,5.2753188484189195e-09,1.0550637696837839e-08
1992,4.958949695321735e-09,1.1019888113139586e-08
1993,3.323524566667402e-09,3.877445031719162e-09
1994,2.1099706426497278e-09,4.747434001473039e-09
1995,6.506940763983948e-09,4.880205572987961e-09
1996,9.074756945892659e-09,4.270473752399084e-09
1997,6.233362714880286e-09,5.753873377756236e-09
1998,3.337690568372409e-09,1.0489884516573511e-08
1999,3.1991407301035224e-09,7.769341614505265e-09
2000,4.418031274155965e-09,4.859834756842929e-09
2001,8.762423564512289e-10,7.886181485616817e-09
2002,1.752488598683044e-09,1.1391176002462089e-08
2003,4.583615265119079e-09,7.083769126836614e-09
2004,5.285749615779878e-09,7.488145215006625e-09
2005,4.954124666056714e-09,7.205999352777326e-09
2006,5.353256948836815e-09,1.1118302722934459e-08
2007,3.595031605740928e-09,5.592271090648637e-09
2008,5.960415716543821e-09,1.1495087548496485e-08
2009,3.814554005998616e-09,3.337734755248789e-09
2010,6.140930874920514e-09,3.3066551718974324e-09
2011,4.5887662558641296e-09,6.118355155848576e-09
2012,7.489355802192676e-09,4.085103366691101e-09
2013,8.367375237128272e-09,2.2313000336282585e-09
2014,7.362513709807672e-09,5.413613113347537e-09
2015,9.087958829923082e-09,5.319781060109108e-09
2016,1.2013772199281902e-08,4.764082017771898e-09
2017,9.056201122348284e-09,6.5405894034142875e-09
2018,1.3939920329164579e-08,2.323319980845895e-09
2019,9.693753355577428e-09,4.3366790158927415e-09
