year,fallut_VERB acheter_VERB,fallut_VERB racheter_VERB
1800,6.288328968651058e-09,0.0
1801,7.143547975374531e-09,0.0
1802,2.4616241489638924e-08,2.2378401354217203e-09
1803,3.705644502360883e-08,0.0
1804,2.9662210465630778e-08,7.4155526164076946e-09
1805,5.685755510853596e-08,0.0
1806,5.76333825108577e-09,2.305335300434308e-08
1807,2.8469551160981155e-09,0.0
1808,4.5321479902327155e-09,0.0
1809,5.1957702140725814e-08,0.0
1810,3.7442028144596406e-08,0.0
1811,1.7549536934780008e-08,2.5070767684098882e-09
1812,2.400487453257938e-08,0.0
1813,8.627225156487839e-09,0.0
1814,5.349351184236184e-08,3.1466771410748606e-09
1815,1.3486118000116676e-08,0.0
1816,2.7811246638975717e-08,2.3176038865813098e-09
1817,7.784366928831332e-09,1.8682481339737933e-08
1818,3.695565098382758e-08,1.668964877410417e-08
1819,1.2421260464634543e-08,8.280840013696888e-09
1820,2.966620371580575e-08,8.306536791735653e-09
1821,4.043210211079895e-08,1.97229765852569e-09
1822,7.017931125119503e-09,1.1028177482330648e-08
1823,3.360113609574e-08,2.9648061783404955e-09
1824,2.189489300974401e-08,2.3579115548955087e-08
1825,4.490776106536032e-08,2.641632912414593e-09
1826,2.554315514657901e-08,0.0
1827,1.566936447261469e-08,6.452091305675367e-09
1828,7.337841001486822e-09,0.0
1829,8.573175946935407e-09,1.714635211591542e-09
1830,1.7742621594152297e-08,3.1310507520032616e-09
1831,2.494592976631793e-08,0.0
1832,1.352996914505411e-08,1.6235963684607668e-08
1833,4.40177885252524e-08,1.1583628500844156e-09
1834,1.5868701908061666e-08,9.334530925997342e-10
1835,2.0420337421001022e-08,1.1344631900556124e-08
1836,2.8899226123257904e-08,2.688300027031687e-09
1837,5.4967337348443834e-08,7.653680356156656e-09
1838,2.2723781967215473e-08,3.1560809521380406e-09
1839,2.4470162784950844e-08,0.0
1840,2.7389662093924017e-08,7.0066574764382494e-09
1841,1.6693427085101575e-08,1.926164561183441e-09
1842,3.219967226186782e-08,1.7441490030023488e-08
1843,2.5990408047960045e-08,1.1813822142769936e-09
1844,3.1284798751585186e-08,5.488561161115513e-09
1845,2.1204865419122143e-08,5.580227946389016e-10
1846,2.4588905134237393e-08,5.269050973311096e-09
1847,2.9123407685460734e-08,3.775256551818984e-09
1848,7.24069959545659e-09,2.172209789819135e-08
1849,1.6758829879393033e-09,0.0
1850,1.9009188889640427e-08,2.0366988096043315e-09
1851,1.805842941848823e-08,6.449438760824933e-10
1852,2.278690836021724e-08,6.510545436100301e-10
1853,2.09017620989016e-08,5.3747388761848924e-09
1854,1.7665259477439577e-08,1.1950028522278444e-08
1855,3.767925349507095e-08,1.2736649068756378e-08
1856,2.847454005916461e-08,1.0354378465748937e-09
1857,1.8549734193129552e-08,1.4644527812635033e-09
1858,2.9851424443450014e-08,9.787352039936081e-10
1859,2.34239969643113e-08,1.0693564256314403e-08
1860,2.8836257826014844e-08,8.696649622663699e-09
1861,2.7352589526685733e-08,6.13075279431996e-09
1862,2.84633134839396e-08,1.8071945051545413e-09
1863,3.5461809488879226e-08,2.9967726078439227e-09
1864,2.9727313943794798e-08,7.671564716815737e-09
1865,1.3179164426446732e-08,5.6482134525026595e-09
1866,1.556996132023869e-08,3.4059290943133647e-09
1867,2.426405742994575e-08,1.455843445796745e-08
1868,1.531360993567432e-08,1.975949626142892e-09
1869,2.9789466893248573e-08,7.325278605918584e-09
1870,1.204150201772336e-08,6.307453670473251e-09
1871,2.1242353653860846e-08,3.18635318130589e-09
1872,1.3908880269752899e-08,2.4189357183956872e-09
1873,1.855661402316855e-08,0.0
1874,1.9118749250424116e-08,2.9873046258899194e-09
1875,1.4303817685856757e-08,2.8607636259891933e-09
1876,1.209202959984168e-08,3.02300739996042e-09
1877,2.6594708657512456e-08,1.2369631985365004e-09
1878,1.2078177569208037e-08,9.058632954861423e-09
1879,2.6270098985037293e-08,6.109325489944695e-09
1880,1.7328185109022343e-08,0.0
1881,8.367009307619355e-09,3.4862537301449947e-09
1882,1.5972924316542958e-08,1.9966155395678697e-09
1883,1.3902545781263598e-08,5.687405213450347e-09
1884,1.1222884843675729e-08,1.9805090900604227e-09
1885,5.156508553483263e-09,7.7347630522695e-09
1886,1.355227396970804e-08,5.162771099520569e-09
1887,3.0685946228459215e-08,5.223139698529167e-09
1888,1.4583413587843097e-08,0.0
1889,1.8168895721260014e-08,3.759081934617825e-09
1890,1.7696843102044113e-08,3.9326319978272295e-09
1891,2.7409146952095398e-08,0.0
1892,3.2596265242545996e-08,0.0
1893,2.278614097406262e-08,1.2316833108982905e-09
1894,1.0082462864602348e-08,1.2603078580752936e-09
1895,1.625025980445116e-08,1.2037228991346183e-09
1896,9.435246361988447e-09,5.897029087265082e-09
1897,1.3401440845939305e-08,1.7480140668268973e-09
1898,1.640922953072277e-08,4.52668391659472e-09
1899,3.0954439012020885e-08,8.291367592505594e-09
1900,2.076421168339948e-08,1.038210628578895e-09
1901,2.179608138419553e-08,5.58873880507349e-09
1902,1.0311596021495006e-08,2.9461704187383475e-09
1903,1.83607493653426e-08,1.1880484152015924e-08
1904,2.741058935384899e-08,1.0749250378694342e-09
1905,2.3223416079076742e-08,0.0
1906,1.388929860013377e-08,2.0576738091193647e-09
1907,1.8514235478050978e-08,8.742834012309686e-09
1908,2.3083527977973972e-08,4.4202499438483756e-09
1909,2.3654228797909127e-08,8.251475058784763e-09
1910,1.6566866989364826e-08,5.34415089958884e-09
1911,3.085817112946643e-08,4.25629931299909e-09
1912,8.856016364688912e-09,3.646594803896619e-09
1913,1.2196876397752021e-08,1.590896969716482e-09
1914,8.036092680185902e-09,5.357394972094198e-09
1915,1.767114277129167e-08,5.890381071793627e-09
1916,1.0987462051303964e-09,0.0
1917,1.4256351654751143e-08,1.4256351654751143e-08
1918,1.1486376294556067e-08,2.2972752589112133e-09
1919,2.762354567309444e-09,9.207848705727883e-09
1920,1.0601124422748853e-08,6.057785384427916e-09
1921,2.4232791773215467e-08,7.572747429129834e-10
1922,2.2871599725249325e-08,1.4755870969551665e-09
1923,8.492758496458919e-09,0.0
1924,2.578324886925998e-09,2.578324886925998e-09
1925,1.7597084678300234e-08,3.299453377181294e-09
1926,1.114613823460786e-08,2.229227691330493e-09
1927,1.0034302277972529e-08,1.1149224876660924e-09
1928,1.1426041446327417e-08,2.2852082448565625e-09
1929,8.912325100141061e-09,0.0
1930,1.6805765667982087e-08,5.2518016602221e-09
1931,6.843213995466613e-09,1.1405356659111021e-09
1932,1.3151444377967891e-08,3.287861094491973e-09
1933,9.176529758292418e-09,0.0
1934,1.7972370258689807e-08,1.1981580172459871e-09
1935,1.9149254626427137e-08,1.196828414151696e-09
1936,1.33371855781661e-08,2.424942913137329e-09
1937,1.2591118370153254e-08,6.295559185076627e-09
1938,1.1668692678767911e-08,0.0
1939,9.176430282309411e-09,9.176430282309411e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,4.935499831049128e-08,0.0
1944,1.927911696952833e-08,0.0
1945,6.535512131478072e-09,0.0
1946,2.227376683094917e-08,1.3921104269343232e-09
1947,2.0265479960812627e-08,4.7683483828109274e-09
1948,2.0656587551570738e-08,2.174377566888097e-09
1949,1.2762110479513922e-08,3.9268033269479474e-09
1950,4.2541445921528975e-09,2.1270722960764488e-09
1951,1.2793682557799002e-08,4.264560704569931e-09
1952,1.5817205323287453e-08,0.0
1953,1.4005975934594517e-08,2.1547654771580937e-09
1954,1.4658803948464083e-08,0.0
1955,1.220129064449793e-08,9.385607846468247e-10
1956,1.5698054411927842e-08,0.0
1957,1.5903067307476704e-08,2.6505113659425206e-09
1958,1.4062814024384807e-08,1.6544486891589827e-09
1959,8.525822714489095e-09,0.0
1960,6.2287499602575735e-09,2.076250060767393e-09
1961,5.55852741612739e-09,4.16889545107324e-09
1962,6.976152100435229e-09,1.2683912808952869e-09
1963,8.405868889838075e-09,6.466053248388448e-10
1964,9.734349326606662e-09,2.4335873316516654e-09
1965,9.849678406226303e-09,2.188817349590977e-09
1966,1.4401594583546284e-08,1.6617224263271169e-09
1967,9.367637332502454e-09,1.4791006197611978e-09
1968,1.2126823101255013e-08,3.5931326802796093e-09
1969,3.1792304344691047e-09,9.083515606356229e-10
1970,1.0117195081704722e-08,1.3796175313274261e-09
1971,1.1818314327172175e-08,5.138397485282553e-10
1972,7.182205497002769e-09,2.565073486948677e-09
1973,7.1671650836435674e-09,2.205281512956958e-09
1974,1.7439271360331077e-08,0.0
1975,1.2565256390928425e-08,2.8557400888473694e-09
1976,9.141642998145016e-09,5.713526873840635e-10
1977,9.990529292736028e-09,0.0
1978,1.0693064211864112e-08,0.0
1979,9.948355028654987e-09,5.266775904289034e-09
1980,7.390696055153967e-09,1.7055452605774235e-09
1981,6.958104314946922e-09,6.325549528618524e-10
1982,4.345251713999687e-09,3.7245013739806154e-09
1983,8.209910973278056e-09,6.315316047889041e-10
1984,8.69851302098823e-09,1.1598016991243298e-09
1985,6.015557829641693e-09,0.0
1986,6.593933843390687e-09,1.1988970927134801e-09
1987,8.555143260480236e-09,1.8332451112712533e-09
1988,5.99655392008458e-09,4.197587610832443e-09
1989,8.232182935330457e-09,1.0976244357863152e-09
1990,8.172976073694826e-09,1.089730194969718e-09
1991,1.1136783939491579e-08,1.1722930404189924e-09
1992,7.162927584403178e-09,2.7549720282848966e-09
1993,1.1632335983335906e-08,0.0
1994,7.912389854425328e-09,1.5824779264761446e-09
1995,7.0491861237087505e-09,5.422450821690461e-10
1996,9.074756945892659e-09,5.338092190498855e-10
1997,7.192341833217597e-09,1.917957792585412e-09
1998,6.198567881199324e-09,0.0
1999,7.312321859131998e-09,9.140402323914998e-10
2000,8.394259509714175e-09,3.5344251969604557e-09
2001,4.381211837767296e-09,8.762423564512289e-10
2002,8.762443215459825e-09,1.3143663935011318e-09
2003,9.167230530238157e-09,1.6667691671301554e-09
2004,1.0131019578807354e-08,1.3214374039449694e-09
2005,9.457874483587148e-09,1.8014998381943315e-09
