year,voulut_VERB ajouter_VERB,voulut_VERB rajouter_VERB
1800,5.0306631749208464e-08,0.0
1801,4.524246932646747e-08,0.0
1802,4.699464284385613e-08,0.0
1803,2.7304748684287006e-08,0.0
1804,8.898663139689234e-08,0.0
1805,9.950071699904584e-08,0.0
1806,4.034336598124355e-08,0.0
1807,6.547996633798903e-08,0.0
1808,7.931259204951857e-08,0.0
1809,8.810219043198231e-08,0.0
1810,2.574139479349924e-08,0.0
1811,6.769107585569145e-08,0.0
1812,6.13457871168066e-08,0.0
1813,1.2365688917270745e-07,0.0
1814,5.349351184236184e-08,0.0
1815,4.8550024445148665e-08,0.0
1816,3.476405652236281e-08,0.0
1817,4.981994905506326e-08,0.0
1818,8.583247534943439e-08,0.0
1819,7.03871378959775e-08,0.0
1820,4.6279275522920216e-08,0.0
1821,8.973954379598581e-08,0.0
1822,3.709477880420309e-08,0.0
1823,6.720227219148e-08,0.0
1824,8.336901657912676e-08,0.0
1825,8.541280038798504e-08,0.0
1826,5.6371099788066203e-08,0.0
1827,8.019027575301152e-08,0.0
1828,4.1275356466030644e-08,0.0
1829,6.086955295359076e-08,0.0
1830,5.218418053232199e-08,0.0
1831,1.1381580122815649e-07,0.0
1832,9.200379480489573e-08,0.0
1833,4.170106393530659e-08,0.0
1834,4.1071935186209885e-08,0.0
1835,6.731148260996633e-08,0.0
1836,6.38471249203576e-08,0.0
1837,6.331680424409569e-08,0.0
1838,8.710783561127755e-08,0.0
1839,6.082583325905944e-08,0.0
1840,6.942960339983983e-08,0.0
1841,5.200644181968528e-08,0.0
1842,8.854910049649334e-08,0.0
1843,8.742228629898818e-08,0.0
1844,5.817874892954933e-08,0.0
1845,5.412821124650691e-08,0.0
1846,5.854501239355159e-08,0.0
1847,6.957258591455684e-08,0.0
1848,3.218088551193432e-08,0.0
1849,6.033178578945808e-08,0.0
1850,8.350465208195601e-08,0.0
1851,5.0305622778523684e-08,0.0
1852,7.226705633911479e-08,0.0
1853,7.464915086075052e-08,0.0
1854,7.63762670885626e-08,0.0
1855,8.491099379170919e-08,0.0
1856,8.904765280703941e-08,0.0
1857,8.445010735158576e-08,0.0
1858,6.900083349137276e-08,0.0
1859,7.230886467368691e-08,0.0
1860,6.499600857523546e-08,0.0
1861,5.3761986862355116e-08,0.0
1862,6.370360949858878e-08,0.0
1863,6.99246882618354e-08,0.0
1864,5.178306139441702e-08,0.0
1865,4.5185707620021276e-08,0.0
1866,6.27664036301212e-08,0.0
1867,4.561642796829801e-08,0.0
1868,5.680855252876427e-08,0.0
1869,5.274200631788517e-08,0.0
1870,4.816600807089344e-08,0.0
1871,4.248470730772169e-08,0.0
1872,5.926392532273894e-08,0.0
1873,4.070482972906575e-08,5.986004469882289e-10
1874,5.855116924635695e-08,0.0
1875,3.4901315615343265e-08,0.0
1876,3.023007266733657e-08,0.0
1877,2.72131899237138e-08,0.0
1878,3.32149880932775e-08,0.0
1879,5.376206146934237e-08,0.0
1880,3.5939940801199555e-08,0.0
1881,4.2532295907449225e-08,0.0
1882,4.326000180299161e-08,0.0
1883,5.497824773215143e-08,0.0
1884,4.885255577846692e-08,0.0
1885,4.254119545521462e-08,0.0
1886,3.9366128135043255e-08,0.0
1887,4.309090329002174e-08,0.0
1888,3.804368731152863e-08,0.0
1889,3.884384724983647e-08,0.0
1890,3.998175657216052e-08,0.0
1891,2.677172439291553e-08,0.0
1892,2.6327752422616868e-08,0.0
1893,2.4017824173938607e-08,0.0
1894,3.3398158905129094e-08,0.0
1895,2.2870734639468537e-08,0.0
1896,2.4177818858106548e-08,0.0
1897,2.855089675790623e-08,0.0
1898,1.810673566637888e-08,0.0
1899,2.266307141951529e-08,0.0
1900,3.010810800674335e-08,0.0
1901,2.2913829056392387e-08,0.0
1902,3.535404502486017e-08,0.0
1903,4.3201762167655033e-08,0.0
1904,3.117282432185675e-08,0.0
1905,2.8900251081154238e-08,0.0
1906,2.211999294843281e-08,0.0
1907,3.651418722938615e-08,0.0
1908,1.1787333775714615e-08,0.0
1909,3.025541062129378e-08,0.0
1910,2.404867771588215e-08,0.0
1911,3.032613093978398e-08,0.0
1912,3.125652625612929e-08,0.0
1913,1.5378670781274195e-08,0.0
1914,2.678697441638178e-08,0.0
1915,1.0602685840410686e-08,0.0
1916,2.6369908923129515e-08,0.0
1917,2.631941953268324e-08,0.0
1918,1.6080926812378493e-08,0.0
1919,2.2098836538475553e-08,0.0
1920,2.5745588771997063e-08,0.0
1921,2.6504615391331754e-08,0.0
1922,2.951174238319254e-08,0.0
1923,1.9108707505210987e-08,0.0
1924,1.804827398643738e-08,0.0
1925,1.3197813508725176e-08,0.0
1926,2.3406890647947876e-08,0.0
1927,1.7838759802657478e-08,0.0
1928,2.0566874425753667e-08,0.0
1929,3.342121956961819e-08,0.0
1930,1.3654684494213143e-08,0.0
1931,1.710803587684495e-08,0.0
1932,1.9727165678773417e-08,0.0
1933,1.8353059516584835e-08,0.0
1934,2.2765002327673756e-08,0.0
1935,1.9149254626427137e-08,0.0
1936,1.9399543305098632e-08,0.0
1937,1.1332006444320086e-08,0.0
1938,1.8151300906765755e-08,0.0
1939,1.070583532936098e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,3.3410650246423756e-08,0.0
1947,2.1457568166738383e-08,0.0
1948,2.6092530802657166e-08,0.0
1949,1.3743811422273211e-08,3.9268033269479474e-09
1950,2.3397795700930146e-08,0.0
1951,1.5992101864981123e-08,0.0
1952,1.7926167217297007e-08,0.0
1953,3.44762476345295e-08,0.0
1954,1.7590565448699635e-08,0.0
1955,2.3464020060259827e-08,0.0
1956,1.831439710997529e-08,0.0
1957,1.6786572132332367e-08,0.0
1958,2.3989505493204888e-08,0.0
1959,1.2401196514133517e-08,0.0
1960,1.5225833038812198e-08,0.0
1961,1.876002997391879e-08,0.0
1962,1.331810839388936e-08,0.0
1963,2.198458126656533e-08,0.0
1964,2.5552667537454e-08,0.0
1965,1.860494691641179e-08,0.0
1966,1.495550172592175e-08,0.0
1967,1.7256175155466735e-08,9.860671168482327e-10
1968,2.5601069708613977e-08,0.0
1969,1.6350327314285096e-08,0.0
1970,1.7015283404475667e-08,0.0
1971,1.9012070140433934e-08,0.0
1972,1.487742551375959e-08,0.0
1973,1.7090931336838366e-08,0.0
1974,1.912694358452427e-08,0.0
1975,1.1422960355389478e-08,0.0
1976,1.4855169538918744e-08,0.0
1977,9.990529292736028e-09,0.0
1978,8.316828115084718e-09,0.0
1979,1.7555919384903973e-08,0.0
1980,1.1370301145063877e-08,0.0
1981,2.1506869174459098e-08,0.0
1982,1.6760255405756652e-08,6.207502289967692e-10
1983,1.9577479193344516e-08,0.0
1984,8.118611560803402e-09,5.799008495621649e-10
1985,6.617113967877231e-09,0.0
1986,8.392279760016663e-09,0.0
1987,1.2221633483022742e-08,0.0
1988,1.3192418713003917e-08,0.0
1989,1.3720305780395847e-08,0.0
1990,1.198703181159999e-08,0.0
1991,1.2895223555631219e-08,5.861465202094962e-10
1992,1.1570882918476855e-08,0.0
1993,1.717154241021035e-08,0.0
1994,1.7407257857371405e-08,0.0
1995,9.760411145975922e-09,0.0
1996,9.074756945892659e-09,0.0
