year,voulut_VERB ajouter_VERB,voulut_VERB rajouter_VERB
1997,1.2466725429760572e-08,0.0
1998,9.536258005482523e-09,0.0
1999,1.4624643718263997e-08,0.0
2000,1.1045078629479121e-08,0.0
2001,1.3143635513301888e-08,0.0
2002,1.1829298429688606e-08,0.0
2003,8.750538071922165e-09,8.333845835650777e-10
2004,1.189293641346012e-08,0.0
2005,9.457874483587148e-09,0.0
2006,2.0177660431386357e-08,0.0
2007,1.5977917655618512e-08,3.994479469415779e-10
2008,2.1287197782271505e-08,4.257439678578834e-10
2009,1.43045770784056e-08,1.907277002999308e-09
2010,2.267420740054149e-08,9.447586046817946e-10
2011,3.8622115283715175e-08,1.911985902935953e-09
2012,4.49361365895129e-08,6.808505426114664e-10
2013,4.713621493124265e-08,5.578250084070646e-10
2014,5.370304023699646e-08,1.5158115873603606e-09
2015,4.322322055827499e-08,1.329945265027277e-09
2016,5.1990635796528295e-08,3.1070099826280284e-09
2017,4.6790372465466135e-08,3.2702947017071438e-09
2018,4.904786621295898e-08,3.3559066636712487e-09
2019,5.30605461790401e-08,4.846876677788714e-09
