year,fallait_VERB enseigner_VERB,fallait_VERB renseigner_VERB
1800,2.2009151834367913e-08,0.0
1801,3.333655484993869e-08,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,2.2246657849223084e-08,0.0
1805,8.528632911009026e-09,0.0
1806,1.152667650217154e-08,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,1.3554183553310395e-08,0.0
1810,7.020380277111826e-09,0.0
1811,3.760615285841595e-08,0.0
1812,8.00162425207418e-09,0.0
1813,2.8757416448144113e-09,0.0
1814,6.293354282149721e-09,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,1.2454987263765815e-08,0.0
1818,2.1458118837358597e-08,0.0
1819,1.0351049795076506e-08,0.0
1820,7.119888678630559e-09,0.0
1821,1.3806083387635226e-08,0.0
1822,9.023054303725075e-09,0.0
1823,4.941343334508019e-09,0.0
1824,0.0,0.0
1825,1.4969252504215547e-08,0.0
1826,3.5231937367541377e-09,0.0
1827,8.295545583791863e-09,0.0
1828,4.586150570418113e-09,0.0
1829,1.0287811491593857e-08,0.0
1830,3.1310507520032616e-09,0.0
1831,5.14509785887185e-08,0.0
1832,1.0823975493678972e-08,0.0
1833,1.0425265983826648e-08,0.0
1834,2.8003592777992026e-09,0.0
1835,9.832014313815307e-09,0.0
1836,1.344150035720304e-08,0.0
1837,2.7135774516295896e-08,0.0
1838,3.1560809077291196e-08,0.0
1839,5.5931801412612e-09,0.0
1840,5.095750932326837e-09,0.0
1841,9.630822361827995e-09,0.0
1842,4.695785538189057e-09,0.0
1843,1.7720733325177207e-08,0.0
1844,2.030767731753258e-08,0.0
1845,8.37034175305007e-09,0.0
1846,2.9272506640865004e-09,0.0
1847,1.294373674909366e-08,0.0
1848,7.24069959545659e-09,0.0
1849,5.02764896381791e-09,0.0
1850,1.2220192857625989e-08,0.0
1851,6.449438760824933e-10,0.0
1852,2.018269107395554e-08,0.0
1853,4.777545470346922e-09,0.0
1854,3.63696517347023e-09,0.0
1855,1.6982198758341838e-08,0.0
1856,8.28350277259915e-09,0.0
1857,1.3668225662399891e-08,0.0
1858,3.4255731584664773e-09,0.0
1859,9.675129142294736e-09,0.0
1860,5.492620580582752e-09,0.0
1861,8.488735048217677e-09,0.0
1862,8.132375661773494e-09,0.0
1863,9.989241434027463e-09,0.0
1864,1.821996598039277e-08,0.0
1865,1.553258677233771e-08,0.0
1866,3.4059290943133647e-09,0.0
1867,8.73506067478047e-09,0.0
1868,1.2349684830326169e-08,0.0
1869,2.8812763730456936e-08,0.0
1870,1.0321287824410774e-08,0.0
1871,2.1242354542039266e-09,0.0
1872,1.9956219787786722e-08,0.0
1873,1.2570609442263958e-08,0.0
1874,4.779687312606029e-09,0.0
1875,1.3731664694205392e-08,0.0
1876,4.836811839936672e-09,0.0
1877,1.4843558382438005e-08,0.0
1878,9.058632954861423e-09,2.4156354694326865e-09
1879,2.077170613290491e-08,6.10932526790009e-10
1880,5.776061406947974e-09,0.0
1881,1.5339516323820135e-08,0.0
1882,5.324308105514319e-09,6.655385131892899e-10
1883,5.687405213450347e-09,1.8958017378167824e-09
1884,4.621187876807653e-09,0.0
1885,3.86738152613475e-09,0.0
1886,1.355227396970804e-08,0.0
1887,1.566941953967671e-08,0.0
1888,6.340614699951175e-10,0.0
1889,6.891650361495749e-09,0.0
1890,1.4419650362640368e-08,0.0
1891,3.824531802365527e-09,6.374220040683554e-10
1892,1.3163876211308434e-08,0.0
1893,2.463366621796581e-09,1.2316833108982905e-09
1894,8.192000855444803e-09,0.0
1895,4.814891596538473e-09,5.416753268150387e-09
1896,6.486732040400511e-09,0.0
1897,4.078699600285063e-09,0.0
1898,7.921697076085366e-09,1.6975064687230201e-09
1899,6.080336234504102e-09,2.7637891975018647e-09
1900,8.30568502863116e-09,7.26747462209687e-09
1901,1.7883964531506535e-08,1.676621730339889e-09
1902,8.347482705062248e-09,1.4730852093691738e-09
1903,1.83607493653426e-08,0.0
1904,3.7622376325430196e-09,2.1498500757388683e-09
1905,1.4966200723165457e-08,0.0
1906,1.2346042410626978e-08,0.0
1907,4.6285588695127444e-09,0.0
1908,9.331639461152008e-09,1.4734167219643268e-09
1909,4.950885035270858e-09,2.2003934230241384e-09
1910,1.1222716089775986e-08,4.809735720812114e-09
1911,1.755723388896513e-08,1.5961122423746588e-09
1912,1.1981668990301841e-08,1.5628263128064646e-09
1913,1.2727175757731857e-08,5.30298971401777e-10
1914,6.027069510139427e-09,3.3483718020477227e-09
1915,4.712304768617059e-09,0.0
1916,4.394984820521586e-09,0.0
1917,3.289927441585405e-09,1.0966424435210342e-09
1918,1.6080926812378493e-08,1.1486376294556067e-09
1919,2.3940405213807026e-08,3.6831393490643904e-09
1920,1.1358347151713133e-08,0.0
1921,1.2116395886607734e-08,0.0
1922,1.0329110011753073e-08,0.0
1923,7.431163684401554e-09,0.0
1924,1.5469948877466777e-08,1.289162443462999e-09
1925,9.898360353588487e-09,1.0998177923937646e-09
1926,6.687683296036084e-09,0.0
1927,5.574612327308159e-09,0.0
1928,1.0283437212876834e-08,1.1426041224282812e-09
1929,1.4482528065684619e-08,0.0
1930,1.6805765667982087e-08,0.0
1931,7.983749661377715e-09,0.0
1932,5.4797681947604815e-09,3.287861094491973e-09
1933,6.882397318719313e-09,3.4411986593596566e-09
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,4.787313656606784e-09,0.0
1936,7.274828739411987e-09,0.0
1937,2.0145789036973838e-08,1.2591118148108649e-09
1938,1.1668692678767911e-08,0.0
1939,3.058810094103137e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,8.709705845433291e-09
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,8.344609447874518e-09,0.0
1948,5.435944139264848e-09,1.0871887834440486e-09
1949,1.7670615193310368e-08,9.817008317369869e-10
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,2.1322803522849654e-09,0.0
1952,5.272402070488624e-09,5.272402070488624e-09
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,5.863521668203475e-09,0.0
1955,7.508486277174597e-09,9.385607846468247e-10
1956,7.849027205963921e-09,1.744228317335228e-09
1957,2.6505113659425206e-09,0.0
1958,2.4816730892496253e-09,0.0
1959,6.975672928177801e-09,0.0
1960,8.997083078554624e-09,2.7683333403416555e-09
1961,8.33779090214648e-09,6.948159270159238e-10
1962,6.341956293454132e-09,6.341956404476434e-10
1963,1.0345685197421517e-08,0.0
1964,4.258777774879263e-09,1.8251904432275978e-09
1965,9.302473458205895e-09,0.0
1966,1.163205709531212e-08,5.539074754423723e-10
1967,3.944268467392931e-09,0.0
1968,1.2126823101255013e-08,8.982831700699023e-10
1969,1.1808570121729645e-08,4.5417578031781147e-10
1970,9.657322941336588e-09,0.0
1971,9.24911525146399e-09,1.0276794970565106e-09
1972,1.2825367434743384e-08,5.130146862875051e-10
1973,1.0475087464101307e-08,5.513203782392395e-10
1974,6.1881286761433785e-09,5.625571675160757e-10
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,3.9994687561772935e-09,5.713526873840635e-10
1977,1.057820764316375e-08,3.526069214387917e-09
1978,6.534650598410963e-09,0.0
1979,1.6970723493159312e-08,4.096381456264453e-09
1980,7.95921106799824e-09,0.0
1981,8.223214109648325e-09,0.0
1982,9.932003663948308e-09,6.207502289967692e-10
1983,6.315316269933646e-09,1.89459470334441e-09
1984,8.118611560803402e-09,5.799008495621649e-10
1985,4.210890747202711e-09,1.8046674155058895e-09
1986,7.792831269171074e-09,1.7983456945813714e-09
1987,6.110816741511371e-09,0.0
1988,1.4391728697660255e-08,0.0
1989,1.3171493229435782e-08,0.0
1990,7.083246433836621e-09,0.0
1991,1.0550637696837839e-08,0.0
1992,1.2121876835635703e-08,5.509944167592096e-10
1993,1.4955860550003308e-08,0.0
1994,1.0549853435293244e-08,1.5824779264761446e-09
1995,7.591431483433553e-09,1.0844901643380922e-09
1996,1.2277611816102763e-08,0.0
1997,1.1987236092636522e-08,9.58978896292706e-10
1998,6.198567881199324e-09,0.0
1999,8.683382013430219e-09,0.0
2000,7.510653432518666e-09,8.836062992401139e-10
2001,1.621048362210331e-08,0.0
2002,1.3143664823189738e-08,4.38122149670761e-10
2003,1.0417307017007715e-08,0.0
2004,1.497629043001325e-08,0.0
2005,9.457874483587148e-09,4.5037495954858286e-10
2006,9.882935358973555e-09,0.0
2007,6.7906151812735516e-09,0.0
2008,1.0643598891135753e-08,4.257439678578834e-10
2009,1.0966842545201416e-08,0.0
2010,1.2281861749841028e-08,4.723793023408973e-10
2011,9.55992973672437e-09,0.0
2012,4.765953853791416e-09,1.3617010852229328e-09
2013,7.2517249982695375e-09,5.578250084070646e-10
2014,9.744502982300673e-09,6.496335691608124e-10
2015,9.97458915463767e-09,4.433150790905671e-10
2016,6.214019965256057e-09,8.285360175719347e-10
2017,7.2952728302766445e-09,7.54683426862357e-10
2018,1.0842160058643913e-08,2.0651733656507076e-09
2019,6.377469219387422e-09,2.55098775436835e-10
