year,devait_VERB aller_VERB,devait_VERB râler_VERB
1918,5.157382929610321e-07,0.0
1919,4.953822667630448e-07,0.0
1920,4.861372531195229e-07,0.0
1921,3.9075376889741165e-07,0.0
1922,5.289979867484362e-07,0.0
1923,5.201814587962872e-07,0.0
1924,4.911709083899041e-07,0.0
1925,5.400105465014349e-07,0.0
1926,4.93773939069797e-07,0.0
1927,6.399654921551701e-07,0.0
1928,4.913197813039005e-07,0.0
1929,5.291693128128827e-07,0.0
1930,5.1782762966468e-07,0.0
1931,5.06397839217243e-07,0.0
1932,4.866034259976004e-07,0.0
1933,5.5862125236672e-07,0.0
1934,5.355766461434541e-07,0.0
1935,4.954869723405864e-07,0.0
1936,4.0739041651249863e-07,0.0
1937,5.14976704835135e-07,0.0
1938,4.680442486915126e-07,0.0
1939,4.6340971948666265e-07,0.0
1940,4.1840416997729335e-07,0.0
1941,5.755430265708128e-07,0.0
1942,5.522265382751357e-07,0.0
1943,4.81937036056479e-07,0.0
1944,5.944394274592923e-07,0.0
1945,5.881960873921344e-07,0.0
1946,5.944311283201387e-07,0.0
1947,5.483600489242235e-07,0.0
1948,4.751015012516291e-07,2.174377566888097e-09
1949,4.6925299557187827e-07,0.0
1950,4.945442810821987e-07,1.0635361480382244e-09
1951,5.607897151094221e-07,0.0
1952,4.840064775635256e-07,0.0
1953,4.546555203432945e-07,0.0
1954,4.788542469214008e-07,0.0
1955,4.4300068680058757e-07,0.0
1956,4.561157140869909e-07,0.0
1957,4.532374475729739e-07,2.6505113659425206e-09
1958,3.9375879623548826e-07,0.0
1959,4.58844283457438e-07,7.750747821333448e-10
1960,5.225228960625827e-07,0.0
1961,4.5579923835248337e-07,6.948159270159238e-10
1962,4.496447161272954e-07,6.341956404476434e-10
1963,4.927132408738544e-07,0.0
1964,4.769831321027596e-07,0.0
1965,4.339330530456209e-07,2.73602163147757e-09
1966,4.625127303370391e-07,1.1078149508847446e-09
1967,4.7627042931708274e-07,9.860671168482327e-10
1968,4.819289074475819e-07,0.0
1969,4.341920600836602e-07,0.0
1970,3.918113691270264e-07,0.0
1971,3.961704351240769e-07,0.0
1972,3.770657883706008e-07,0.0
1973,4.002585853868368e-07,0.0
1974,3.752256247935293e-07,5.625571675160757e-10
1975,4.0722852645558305e-07,0.0
1976,4.0451769223182055e-07,5.713526873840635e-10
1977,3.338012106723909e-07,0.0
1978,3.8198001561795536e-07,5.940591352171509e-10
1979,3.762818892028008e-07,0.0
1980,3.593015094338625e-07,0.0
1981,3.738399811936688e-07,1.2651099057237047e-09
1982,3.7307088973648206e-07,1.2415004579935385e-09
1983,3.675513937650976e-07,1.2630632095778083e-09
1984,3.699767319176317e-07,0.0
1985,3.4348835242781206e-07,0.0
1986,3.8005038049959694e-07,0.0
1987,3.8987010952951096e-07,6.110816852533674e-10
1988,3.376059680704202e-07,0.0
1989,4.066698409133096e-07,0.0
1990,3.47079065932121e-07,0.0
1991,3.874428387007356e-07,1.7584396161396398e-09
1992,3.879000587403425e-07,0.0
1993,4.0657781141817395e-07,0.0
1994,3.439252225234668e-07,5.274926606624319e-10
1995,3.5029032119382464e-07,0.0
1996,3.5071266779596044e-07,5.338092190498855e-10
1997,3.3180668879140285e-07,0.0
1998,3.609473822052678e-07,0.0
1999,3.7247139061946655e-07,0.0
2000,3.463736675257678e-07,0.0
2001,3.8510850686179765e-07,0.0
2002,4.12711074204708e-07,0.0
2003,4.662786636799865e-07,0.0
2004,3.8101444488347624e-07,0.0
2005,4.355125895472156e-07,0.0
2006,4.332020182573615e-07,0.0
2007,5.244751264399383e-07,0.0
2008,5.083383030068944e-07,4.257439678578834e-10
2009,5.659844646288548e-07,9.53638501499654e-10
2010,6.943975563444837e-07,9.447586046817946e-10
2011,7.108764066288131e-07,1.1471915639660324e-09
2012,8.629780836599821e-07,1.7021263287730903e-09
2013,9.906972309181583e-07,8.367375126105969e-10
2014,1.0342166660848306e-06,6.496335691608124e-10
2015,9.976805586120463e-07,4.433150790905671e-10
2016,1.0483051937626442e-06,6.214020409345267e-10
2017,9.60460397436691e-07,5.031222660711876e-10
2018,1.1105470321126631e-06,7.744400121190154e-10
2019,1.0035586228696047e-06,5.1019755087367e-10
