year,peuvent_VERB ouvrir_VERB,peuvent_VERB rouvrir_VERB
1911,7.714542249459555e-08,1.0640748282497725e-09
1912,5.46989227245831e-08,0.0
1913,6.098438376511695e-08,0.0
1914,7.634287868540923e-08,0.0
1915,4.5944972271172446e-08,1.1780761921542648e-09
1916,5.383856560570166e-08,5.493730803607377e-09
1917,7.786161404510494e-08,1.0966424435210342e-09
1918,7.695872028534723e-08,1.1486376294556067e-09
1919,8.747456092805805e-08,9.207848372660976e-10
1920,7.193619921963545e-08,0.0
1921,4.619375815195781e-08,1.5145494858259667e-09
1922,6.271245212019494e-08,0.0
1923,4.777176698667063e-08,7.431163684401554e-09
1924,4.383152329978657e-08,5.156649773851996e-09
1925,7.258797296572084e-08,0.0
1926,5.461607699430715e-08,1.1146138456652466e-09
1927,7.692965198202728e-08,2.2298449753321847e-09
1928,5.255979118601317e-08,6.8556245125250825e-09
1929,5.3473950600846365e-08,0.0
1930,5.882018072611572e-08,2.100720708497761e-09
1931,6.729160162421977e-08,4.5621426636444085e-09
1932,5.918149881267709e-08,1.2055489939655217e-08
1933,6.76769076335404e-08,1.1470662197865522e-09
1934,6.350237669039416e-08,3.5944740517379614e-09
1935,4.547948151412129e-08,1.196828414151696e-09
1936,8.729794842565752e-08,0.0
1937,8.058315614789535e-08,0.0
1938,6.482607517455108e-08,0.0
1939,5.964679417047591e-08,0.0
1940,4.3108308034334186e-08,0.0
1941,7.67390702094417e-08,0.0
1942,6.371844563091145e-08,0.0
1943,5.516146828199453e-08,0.0
1944,9.960876923287287e-08,3.2131861615880553e-09
1945,6.535512397931598e-08,2.178504043826024e-09
1946,8.07424029858339e-08,0.0
1947,7.748565877818692e-08,2.3841741914054637e-09
1948,1.1306763525453789e-07,2.174377566888097e-09
1949,9.915178367236877e-08,9.817008317369869e-10
1950,7.657460088239532e-08,0.0
1951,7.249753508631329e-08,0.0
1952,1.1072044259208269e-07,1.0544803918932644e-09
1953,1.0127397587211817e-07,0.0
1954,9.088458341466321e-08,0.0
1955,9.104039833118804e-08,3.754243138587299e-09
1956,9.069987072507502e-08,8.72114158667614e-10
1957,8.835037590415595e-08,0.0
1958,1.3235589335636178e-07,1.6544486891589827e-09
1959,1.2943749538862903e-07,3.100299128533379e-09
1960,8.651041838447782e-08,6.920833239831836e-09
1961,9.518978316691573e-08,0.0
1962,1.3191269943035877e-07,1.9025869768540815e-09
1963,1.1638896069143811e-07,4.526237162849611e-09
1964,9.369311015916537e-08,6.083968329129164e-10
1965,9.0835918342691e-08,0.0
1966,9.361036035215875e-08,1.1078149508847446e-09
1967,1.2030018581299373e-07,0.0
1968,1.0509913295209117e-07,2.245707841908029e-09
1969,9.35602102458688e-08,9.083515606356229e-10
1970,1.0209169687414033e-07,2.2993624781975086e-09
1971,9.608802997718158e-08,3.083038491169532e-09
1972,9.131661471428743e-08,5.130146862875051e-10
1973,9.537842515783268e-08,5.513203782392395e-10
1974,1.5076531667546078e-07,5.625571675160757e-10
1975,1.2508141367106873e-07,1.1422960355389478e-09
1976,1.6340686670446303e-07,0.0
1977,1.710143493482974e-07,1.7630346071939584e-09
1978,1.6633656230169436e-07,5.346532105932056e-09
1979,8.368321857687988e-08,1.1703946700691858e-09
1980,9.38049851129108e-08,1.1370301367108482e-09
1981,8.476236246224289e-08,6.325549528618524e-10
1982,9.745778584147047e-08,1.2415004579935385e-09
1983,1.0799190164334505e-07,1.89459470334441e-09
1984,1.0380225035078183e-07,2.3196033982486597e-09
1985,8.842870613534615e-08,6.015558051686298e-10
1986,1.0850018838937103e-07,2.3977941854269602e-09
1987,1.3688229216768377e-07,1.8332451112712533e-09
1988,1.4151866878364672e-07,5.996553809062277e-10
1989,1.0701837993565277e-07,1.6464366536794728e-09
1990,1.2586383490997832e-07,5.448650863826288e-09
1991,8.616353852630709e-08,2.344586080837985e-09
1992,1.1681081701908624e-07,1.65298330578878e-09
1993,9.693612668115748e-08,2.7696036575264316e-09
1994,9.600366723816478e-08,2.637463358823311e-09
1995,1.1495595941823922e-07,1.0844901643380922e-09
1996,1.3612135774110357e-07,1.067618438099771e-09
1997,1.2610571786808578e-07,0.0
1998,1.1491191287404945e-07,4.768129224785866e-10
1999,1.188252269912482e-07,1.3710603763428253e-09
2000,1.1177619541058448e-07,4.859834756842929e-09
2001,1.2486454181726003e-07,2.190605918883648e-09
2002,1.178548600933027e-07,1.752488598683044e-09
2003,1.0792330584763477e-07,2.9168460979889232e-09
2004,1.1232217644874254e-07,3.0833537945085254e-09
2005,1.4141774329345935e-07,2.702249757291497e-09
2006,1.1035945135517977e-07,1.2353669198716943e-09
2007,1.0225867441704395e-07,3.994479469415779e-10
2008,1.2176278119113704e-07,2.554463751636149e-09
2009,1.1825117240960026e-07,0.0
2010,1.317938256306661e-07,9.447586046817946e-10
2011,1.4607573461944412e-07,2.2943831279320648e-09
2012,9.327652605861658e-08,2.7234021704458655e-09
2013,1.0626566648852531e-07,1.9523875849358774e-09
2014,1.0329173250056556e-07,3.2481677347817595e-09
2015,1.1836512925356146e-07,4.433150790905671e-10
2016,9.859578398163649e-08,1.4499380585064614e-09
2017,1.2074934829797712e-07,1.7609279590047322e-09
2018,1.1281009193453428e-07,1.8070267504555204e-09
2019,9.336615391930536e-08,1.02039510174734e-09
