year,grand_ADJ apport_NOUN,grand_ADJ rapport_NOUN
1933,4.12943848004943e-08,1.3305968593613215e-07
1934,2.875579241390369e-08,1.7373291427702497e-07
1935,4.547948151412129e-08,1.3883209248888306e-07
1936,5.941110003959693e-08,1.7944577734851919e-07
1937,3.903246792447135e-08,1.9138499851578672e-07
1938,4.6674770715071645e-08,1.78919961513202e-07
1939,3.058810094103137e-08,1.697639646636162e-07
1940,3.550096039361961e-08,1.8004058688347868e-07
1941,1.7709016475464523e-08,2.1841118780230317e-07
1942,2.730790527039062e-08,2.123948235066564e-07
1943,6.096794180621146e-08,2.0903293318497163e-07
1944,4.177142187700156e-08,1.124615138792251e-07
1945,5.2284097051824574e-08,1.9388686212096218e-07
1946,4.733175273941015e-08,1.8236646326386108e-07
1947,3.457052599742383e-08,1.5020297894352552e-07
1948,5.870819563824625e-08,1.6307831174344756e-07
1949,7.657266820615405e-08,2.02230367563061e-07
1950,5.530387880980925e-08,1.5633980865459307e-07
1951,4.797630737130021e-08,1.9723593425169383e-07
1952,4.639713679921442e-08,1.571175829440108e-07
1953,4.8482224457302436e-08,2.09012256391361e-07
1954,5.1794440736330216e-08,1.719966320479216e-07
1955,8.72861534162439e-08,2.2337746941047953e-07
1956,5.145473380707699e-08,2.0930740163294104e-07
1957,8.039884136223918e-08,1.8995331174664898e-07
1958,7.279574276708445e-08,1.8198934981228376e-07
1959,7.285702707804376e-08,2.38723032452981e-07
1960,5.329041741219953e-08,2.2146666367461876e-07
1961,7.781938649031872e-08,1.5702839561981818e-07
1962,7.166410398440348e-08,2.0421099122813757e-07
1963,6.660035012373555e-08,1.8557572900590458e-07
1964,5.962289151284494e-08,1.7704347499147843e-07
1965,5.964527360902139e-08,2.4569473566771194e-07
1966,5.705247119180967e-08,2.1270047056987096e-07
1967,7.148986469474039e-08,2.465167767695675e-07
1968,6.377810279900586e-08,2.68137512193789e-07
1969,7.085142073037787e-08,1.9892898706075357e-07
1970,6.898087434592526e-08,2.0326363880940335e-07
1971,6.834068955186012e-08,2.2300645241557504e-07
1972,6.156176368676824e-08,1.9032844988942088e-07
1973,7.828749204463747e-08,2.4092699391076167e-07
1974,9.450960192225466e-08,1.7045482536559575e-07
1975,7.367809473635134e-08,1.8505195953366638e-07
1976,6.799096752274636e-08,1.6397822832914244e-07
1977,9.050243932051671e-08,1.868816639216675e-07
1978,7.306927329864266e-08,2.3049494757287903e-07
1979,7.607565066791722e-08,1.7731478862970107e-07
1980,8.641428905775683e-08,1.927266026768848e-07
1981,9.741346218561375e-08,1.8217582464785664e-07
1982,7.511077626531915e-08,1.8932881573618943e-07
1983,8.083604541297973e-08,1.74934257302084e-07
1984,9.568363878997843e-08,1.4787471513955097e-07
1985,8.782714644439693e-08,2.0873986272818001e-07
1986,9.171562709298087e-08,1.8283181191236508e-07
1987,8.371819149033399e-08,2.010458786116942e-07
1988,8.515106486584045e-08,1.8349454933286324e-07
1989,9.659095212555258e-08,1.7616872582948417e-07
1990,9.80757164370516e-08,1.8525413736369956e-07
1991,7.912978361446221e-08,2.1452962073453818e-07
1992,8.48531414021636e-08,1.7246125594283512e-07
1993,9.361260566720375e-08,1.5731349378711457e-07
1994,8.070637846913087e-08,2.1046956533155026e-07
1995,8.025227060670659e-08,1.8870129281367554e-07
1996,8.327423728360372e-08,1.9003607576451031e-07
1997,9.397993494530965e-08,1.9515221083565848e-07
1998,1.1014378742402187e-07,1.7546715014304937e-07
1999,9.551720125955399e-08,2.6141549369640416e-07
2000,1.0028931285432918e-07,1.6876880692962004e-07
2001,9.244357102033973e-08,1.8707774529502785e-07
2002,1.1522612197722992e-07,1.7130575713508733e-07
2003,1.108401477267762e-07,1.5459283986274386e-07
2004,1.0439354980462667e-07,1.6385823187192727e-07
2005,1.2385311265461496e-07,1.8645523880422843e-07
2006,1.0212367129724953e-07,1.6842169259234652e-07
2007,1.0585370802118632e-07,1.581813933171361e-07
2008,9.45151583664483e-08,1.5539654896201682e-07
2009,1.2349619282758795e-07,1.3541666987748613e-07
2010,1.0911961823012462e-07,1.3037669077675673e-07
2011,7.49498525465242e-08,1.04012038093515e-07
2012,7.455313522086726e-08,1.2697861961896706e-07
2013,6.749682768258936e-08,9.734046102494176e-08
2014,5.738429820212332e-08,1.2754472322740185e-07
2015,6.361571536217525e-08,1.0018920448828794e-07
2016,5.116210033406787e-08,1.0584547283087886e-07
2017,7.34558511794603e-08,8.955576191738146e-08
2018,6.195519830498597e-08,8.854431143845432e-08
2019,5.5866632209244926e-08,1.1785563458488468e-07
