year,peut_VERB aller_VERB,peut_VERB râler_VERB
1854,2.5328863557660952e-06,0.0
1855,2.5483911940682447e-06,0.0
1856,2.3463021534553263e-06,0.0
1857,2.528621735109482e-06,0.0
1858,2.6132229322683997e-06,0.0
1859,2.409107310086256e-06,0.0
1860,2.3975289877853356e-06,0.0
1861,2.3924083052406786e-06,0.0
1862,2.4555256459279917e-06,0.0
1863,2.4618486804683926e-06,0.0
1864,2.6534023618296487e-06,0.0
1865,2.7436196887720143e-06,0.0
1866,2.7043076897825813e-06,0.0
1867,2.522491513445857e-06,0.0
1868,2.8626570838241605e-06,0.0
1869,2.5213610115315532e-06,0.0
1870,2.5946571895474335e-06,0.0
1871,2.4566782030888135e-06,0.0
1872,2.4624764591862913e-06,0.0
1873,2.6649690880731214e-06,0.0
1874,2.475878090990591e-06,0.0
1875,2.9168345463403966e-06,0.0
1876,2.801118625939125e-06,0.0
1877,2.756572484940989e-06,0.0
1878,2.6475365757505642e-06,0.0
1879,2.630675453474396e-06,0.0
1880,2.469587343512103e-06,0.0
1881,2.5756442028068705e-06,0.0
1882,2.3639927348995116e-06,0.0
1883,2.5789222490857355e-06,0.0
1884,2.6208736016997136e-06,0.0
1885,2.389397195656784e-06,0.0
1886,2.4903918074414833e-06,0.0
1887,2.556726940383669e-06,0.0
1888,2.5039087176992325e-06,0.0
1889,2.513572781026596e-06,0.0
1890,2.4782134460110683e-06,0.0
1891,2.361648512305692e-06,0.0
1892,2.380154228376341e-06,0.0
1893,2.4498181119270157e-06,6.158416554491453e-10
1894,2.4966698219941463e-06,1.8904617871129403e-09
1895,2.4754560854489682e-06,0.0
1896,2.5622591692808783e-06,0.0
1897,2.5066522084671305e-06,0.0
1898,2.5864339932013536e-06,0.0
1899,2.4431897145404946e-06,0.0
1900,2.4756132006586995e-06,4.15284251431558e-09
1901,2.376331849518465e-06,0.0
1902,2.534197392378701e-06,0.0
1903,2.54404380939377e-06,0.0
1904,2.47931461672124e-06,0.0
1905,2.5473507321294164e-06,0.0
1906,2.629707068990683e-06,0.0
1907,2.4721648514969274e-06,0.0
1908,2.543117261666339e-06,0.0
1909,2.532652843001415e-06,0.0
1910,2.385628931733663e-06,0.0
1911,2.3654383767279796e-06,0.0
1912,2.482810259607504e-06,0.0
1913,2.526874595787376e-06,0.0
1914,2.2347032881953055e-06,0.0
1915,2.233632358183968e-06,0.0
1916,2.176616135329823e-06,7.69122365795738e-09
1917,2.5464037207711954e-06,1.0966424435210342e-09
1918,2.255924300698098e-06,0.0
1919,2.1583196030405816e-06,9.207848372660976e-10
1920,2.5980327791330637e-06,7.572231730534895e-10
1921,2.414949221929419e-06,0.0
1922,2.3247873741638614e-06,0.0
1923,2.462900056343642e-06,0.0
1924,2.4674568521732e-06,0.0
1925,2.150143700418994e-06,0.0
1926,2.412024286968517e-06,0.0
1927,2.4227265384979546e-06,0.0
1928,2.263498799948138e-06,1.1426041224282812e-09
1929,2.332801159354858e-06,0.0
1930,2.2477711354440544e-06,0.0
1931,2.372314156673383e-06,0.0
1932,2.3321892967942404e-06,0.0
1933,2.2138378881209064e-06,0.0
1934,2.1710623059334466e-06,0.0
1935,2.289532858412713e-06,0.0
1936,2.3194579625851475e-06,1.2124714565686645e-09
1937,2.208482101195841e-06,0.0
1938,2.28187764150789e-06,0.0
1939,2.245166569991852e-06,0.0
1940,2.2289532353170216e-06,0.0
1941,2.3877655621618032e-06,0.0
1942,2.5032247776834993e-06,0.0
1943,2.7580733785725897e-06,0.0
1944,2.5480567273916677e-06,0.0
1945,2.4050684714893578e-06,0.0
1946,2.5350329906359548e-06,0.0
1947,2.6273598905390827e-06,0.0
1948,2.5875092433125246e-06,5.435944139264848e-09
1949,2.488611698936438e-06,0.0
1950,2.508881834728527e-06,0.0
1951,2.693069973247475e-06,0.0
1952,2.467484137014253e-06,5.272402070488624e-09
1953,2.5490876396361273e-06,2.1547654771580937e-09
1954,2.3317270461120643e-06,0.0
1955,2.5782264856388792e-06,0.0
1956,2.5675039978523273e-06,0.0
1957,2.4534899694117485e-06,0.0
1958,2.571013283159118e-06,0.0
1959,2.8003451006952673e-06,2.325224457422337e-09
1960,2.549634928072919e-06,0.0
1961,2.5305196231784066e-06,0.0
1962,2.6262041501468047e-06,1.2683912808952869e-09
1963,2.739020146691473e-06,0.0
1964,2.6453094505995978e-06,0.0
1965,2.565293925727019e-06,1.0944086747954884e-09
1966,2.6543245894572465e-06,5.539074754423723e-10
1967,2.734364215939422e-06,0.0
1968,2.7788389616034692e-06,4.4914158503495116e-10
1969,2.6392153813503683e-06,4.5417578031781147e-10
1970,2.658982793946052e-06,4.5987250119061684e-10
1971,2.8071065116819227e-06,0.0
1972,2.7364203560864553e-06,0.0
1973,2.794643023662502e-06,0.0
1974,2.549509190430399e-06,1.1251143350321513e-09
1975,2.54446445069334e-06,1.1422960355389478e-09
1976,2.7304945433570538e-06,0.0
1977,2.7967605547019048e-06,2.938390863960194e-09
1978,2.743365030255518e-06,1.7821774056514528e-09
1979,2.7153155315318145e-06,0.0
1980,2.902837877627462e-06,5.685150683554241e-10
1981,2.7946277896262472e-06,1.8976649140967083e-09
1982,2.9944990274088923e-06,0.0
1983,2.908834630943602e-06,0.0
1984,2.962713551823981e-06,1.739702604197646e-09
1985,2.850772943929769e-06,0.0
1986,2.9588779852929292e-06,0.0
1987,2.9044713301118463e-06,6.110816852533674e-10
1988,2.9185227958805626e-06,0.0
1989,2.9158393317629816e-06,5.488122178931576e-10
1990,3.0109245017229114e-06,1.089730194969718e-09
1991,2.9049422209936893e-06,5.861465202094962e-10
1992,2.936800228781067e-06,0.0
1993,2.920270162576344e-06,5.539207426075166e-10
1994,2.8669226139754755e-06,0.0
1995,2.915109462264809e-06,1.626735190995987e-09
1996,2.9503635232686065e-06,1.067618438099771e-09
1997,3.0342091577040264e-06,4.79489448146353e-10
1998,3.197030537194223e-06,4.768129224785866e-10
1999,3.0565504403057275e-06,0.0
2000,3.1036670407047495e-06,0.0
2001,3.038370323338313e-06,0.0
2002,3.1991678497433895e-06,8.76244299341522e-10
2003,3.10519089907757e-06,0.0
2004,3.1216754905472044e-06,0.0
2005,3.101732318100403e-06,4.5037495954858286e-10
2006,3.2922530408541206e-06,2.8825228870488218e-09
2007,3.1636277526558843e-06,7.988958938831558e-10
2008,3.3161197734443704e-06,8.514879357157668e-10
2009,3.232834615118918e-06,4.76819250749827e-10
2010,3.519698111631442e-06,1.4171379625338432e-09
2011,3.7738780065410538e-06,7.64794394481072e-10
2012,3.615316472860286e-06,2.382976926895708e-09
2013,3.5522296002454823e-06,2.7891249310130206e-09
2014,3.44327440870984e-06,3.681256854903836e-09
2015,3.3583332879061345e-06,2.21657536769726e-09
2016,3.4589306778798345e-06,6.006886099640951e-09
2017,3.456701506365789e-06,3.018733707449428e-09
2018,3.5030502658628393e-06,2.581466596041082e-09
2019,3.4272520679223817e-06,2.04079020349468e-09
