year,avaient_VERB accompagné_VERB,avaient_VERB raccompagné_VERB
1884,3.7563654586847406e-07,0.0
1885,3.242154775762174e-07,0.0
1886,3.613939725255477e-07,0.0
1887,3.349338442149019e-07,0.0
1888,4.134080882067792e-07,0.0
1889,3.8593242379647563e-07,0.0
1890,3.087116056121886e-07,0.0
1891,3.085122557422437e-07,0.0
1892,2.375766143813962e-07,0.0
1893,3.134634027901484e-07,0.0
1894,3.3839265256574436e-07,0.0
1895,3.575057121452119e-07,0.0
1896,3.137219550808368e-07,0.0
1897,3.0765048109060444e-07,0.0
1898,2.619818246785144e-07,0.0
1899,3.128609478153521e-07,0.0
1900,2.3878843080638035e-07,0.0
1901,2.928499327481404e-07,0.0
1902,2.1654351201050304e-07,0.0
1903,2.835115537891397e-07,0.0
1904,2.423956004804495e-07,0.0
1905,2.518450514799042e-07,0.0
1906,2.443487687742163e-07,0.0
1907,2.525136153508356e-07,0.0
1908,2.224859230182119e-07,0.0
1909,2.4589397185081907e-07,0.0
1910,1.833043654642097e-07,0.0
1911,2.6176240908171167e-07,0.0
1912,2.875600557672442e-07,0.0
1913,2.503011273802258e-07,0.0
1914,2.6385168894194067e-07,0.0
1915,2.3325908671267825e-07,0.0
1916,1.911818401367782e-07,0.0
1917,2.0068556239039026e-07,0.0
1918,2.527002891383745e-07,0.0
1919,2.421664078156027e-07,0.0
1920,1.8400523060790874e-07,0.0
1921,1.8477503260783124e-07,7.572747429129834e-10
1922,2.0510660192485375e-07,0.0
1923,2.515979815598257e-07,0.0
1924,2.333383974928438e-07,0.0
1925,2.485588197487232e-07,0.0
1926,1.972866527921724e-07,0.0
1927,1.8284728753314994e-07,0.0
1928,2.2509301800255344e-07,0.0
1929,2.261502487499456e-07,0.0
1930,2.426332343929971e-07,0.0
1931,2.0757748586675007e-07,0.0
1932,2.180947831220692e-07,0.0
1933,2.626781565595593e-07,0.0
1934,2.44424228412754e-07,0.0
1935,1.8909888410689746e-07,0.0
1936,2.558314804446127e-07,2.424942913137329e-09
1937,2.7322727191858576e-07,0.0
1938,2.0225733976531046e-07,1.2965214457594243e-09
1939,1.6058753260494996e-07,0.0
1940,2.916150378950988e-07,0.0
1941,2.449747285027115e-07,0.0
1942,1.9722376976005762e-07,0.0
1943,2.2354910811372974e-07,0.0
1944,2.634812688029342e-07,0.0
1945,1.8299434145774285e-07,0.0
1946,2.2830610646451532e-07,0.0
1947,2.4556993594160303e-07,1.1920870957027319e-09
1948,2.1743775846516655e-07,1.0871887834440486e-09
1949,1.8357805231516977e-07,0.0
1950,1.7229285731445998e-07,1.0635361480382244e-09
1951,2.2388944387330412e-07,0.0
1952,1.8769750909086724e-07,0.0
1953,2.003931882654797e-07,1.0773827385790469e-09
1954,1.7590565448699635e-07,0.0
1955,1.5767821537338023e-07,0.0
1956,1.6482957221342076e-07,0.0
1957,1.7846775790530955e-07,0.0
1958,1.3649201946464018e-07,8.272243445794913e-10
1959,1.829176454748449e-07,7.750747821333448e-10
1960,1.2042249863952748e-07,0.0
1961,1.4313208396288246e-07,2.08444772553662e-09
1962,1.6362247379220207e-07,1.2683912808952869e-09
1963,2.107933312345267e-07,0.0
1964,1.7521828965527675e-07,1.2167936658258327e-09
1965,1.909743190253721e-07,5.472043373977442e-10
1966,1.955293384980905e-07,0.0
1967,1.8587364536415407e-07,1.9721342336964653e-09
1968,2.025628589308326e-07,0.0
1969,1.8666624157503975e-07,4.5417578031781147e-10
1970,1.6877321229458175e-07,0.0
1971,1.6648408518449287e-07,0.0
1972,1.6878183828339388e-07,2.0520587451500205e-09
1973,1.5822894283701316e-07,5.513203782392395e-10
1974,1.6820459336486238e-07,5.625571675160757e-10
1975,1.5935029296088032e-07,1.1422960355389478e-09
1976,1.5312251377963548e-07,1.142705374768127e-09
1977,1.6161149574145384e-07,5.876781838942691e-10
1978,1.4554449023762572e-07,0.0
1979,1.4161776107357582e-07,1.1703946700691858e-09
1980,1.364436172934802e-07,0.0
1981,1.4675275394893106e-07,1.2651099057237047e-09
1982,1.545668055769056e-07,3.7245013739806154e-09
1983,1.3577928825725394e-07,6.315316047889041e-10
1984,1.4903451983627747e-07,1.739702604197646e-09
1985,1.3414694421953754e-07,1.8046674155058895e-09
1986,1.540582701409221e-07,1.1988970927134801e-09
1987,1.5949231624290405e-07,1.8332451112712533e-09
1988,1.5171281120274216e-07,5.996553809062277e-10
1989,1.7781515282422333e-07,5.488122178931576e-10
1990,1.4057519592824974e-07,1.089730194969718e-09
1991,1.664656110733631e-07,5.861465202094962e-10
1992,1.7852218547886878e-07,0.0
1993,1.6229877530804515e-07,0.0
1994,1.9622727620571823e-07,0.0
1995,1.6755373621890612e-07,1.0844901643380922e-09
1996,1.6548085568501847e-07,2.135236876199542e-09
1997,1.9754965308038663e-07,1.438468344439059e-09
1998,1.8309616223177727e-07,3.814503379828693e-09
1999,1.7321062273367716e-07,1.3710603763428253e-09
2000,1.678851901942835e-07,8.836062992401139e-10
2001,1.9890701707936387e-07,8.762423564512289e-10
2002,1.9014501617675705e-07,8.76244299341522e-10
2003,2.058459926956857e-07,4.1669229178253886e-10
2004,1.6782254874669889e-07,8.809582507929292e-10
2005,1.9321085176216002e-07,4.5037495954858286e-10
2006,2.0301197878325183e-07,2.0589450144825605e-09
2007,1.997239706952314e-07,4.7933754743212376e-09
2008,1.945649898971169e-07,4.257439678578834e-10
2009,2.1409184114418167e-07,6.198650481792356e-09
2010,2.3760678402595659e-07,5.668551850135373e-09
2011,2.581181206551264e-07,5.353560705856353e-09
2012,2.920848771736928e-07,1.0212757750593937e-08
2013,2.950894213427091e-07,5.578249862026041e-09
2014,3.297973023563827e-07,8.445236510112863e-09
2015,3.3714113101268595e-07,7.093041265449074e-09
2016,3.434281836689479e-07,6.8354220061905835e-09
2017,3.026280523954483e-07,7.043711836018929e-09
2018,3.046130814254866e-07,1.0067719991013746e-08
2019,2.9157789072087326e-07,6.632568272380013e-09
