year,aient_VERB acheté_VERB,aient_VERB racheté_VERB
1800,1.8864987794131594e-08,0.0
1801,1.4287095950749062e-08,0.0
1802,6.713520406265161e-09,0.0
1803,0.0,1.950339223455444e-09
1804,1.9774807569206132e-08,7.4155526164076946e-09
1805,5.685755422035754e-09,0.0
1806,8.645007376628655e-09,0.0
1807,5.693910232196231e-09,0.0
1808,6.798221985349073e-09,0.0
1809,4.518061036407062e-09,0.0
1810,2.3401266702194334e-08,0.0
1811,7.521229861140455e-09,0.0
1812,1.0668832928217853e-08,0.0
1813,1.1502966579257645e-08,0.0
1814,1.2586708564299443e-08,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,2.490997452753163e-08,0.0
1818,1.5497530370112145e-08,0.0
1819,2.2772310259711048e-08,0.0
1820,1.0679833017945839e-08,5.933240565525466e-09
1821,1.577838126820552e-08,2.9584463767662328e-09
1822,2.3058916553964082e-08,0.0
1823,6.917880934764753e-09,0.0
1824,1.431589158329416e-08,0.0
1825,9.68598712347557e-09,0.0
1826,1.0569580766173203e-08,8.807984341885344e-10
1827,1.1060727445055818e-08,1.566936447261469e-08
1828,1.1006761724274838e-08,0.0
1829,2.6576845613135447e-08,0.0
1830,8.349468672008697e-09,0.0
1831,1.4032085715598441e-08,0.0
1832,5.411987746839486e-09,0.0
1833,2.89590715851773e-08,4.6334514003376626e-09
1834,1.7735608537350345e-08,9.334530925997342e-10
1835,1.2100940693926532e-08,0.0
1836,1.2097349788575684e-08,6.720750067579218e-10
1837,2.2265250976261086e-08,0.0
1838,1.8936486156917454e-08,0.0
1839,1.2584655095793096e-08,6.9914751765765e-10
1840,2.165694112932215e-08,1.9109065441114126e-09
1841,1.0914932957462042e-08,0.0
1842,4.695785538189057e-09,2.0124795163667386e-09
1843,1.7720733325177207e-08,3.5441467538532834e-09
1844,8.781698035420504e-09,1.097712254427563e-09
1845,1.3392547515422848e-08,5.580227835366713e-09
1846,3.454155717008689e-08,2.9272506640865004e-09
1847,4.853901280910122e-09,0.0
1848,4.183515400768556e-08,0.0
1849,0.0,0.0
1850,2.0366988096043315e-09,2.7155984128057753e-09
1851,1.0319102017319892e-08,0.0
1852,1.5625309046640723e-08,3.2552727180501506e-09
1853,9.555090940693844e-09,0.0
1854,5.195664343204953e-09,0.0
1855,1.4328730202350926e-08,5.306937111981824e-10
1856,1.9673318973900678e-08,0.0
1857,9.763017949637742e-09,4.881509085841174e-10
1858,3.9149408159744326e-09,9.787352039936081e-10
1859,1.8331824946926645e-08,2.5460866748261424e-09
1860,6.408057640072684e-09,0.0
1861,1.3676294763342867e-08,7.545541969022906e-09
1862,7.680577063240435e-09,5.421583626485926e-09
1863,8.490855130105501e-09,4.994620828036034e-10
1864,2.0617330065419992e-08,4.794728170054441e-09
1865,9.88437331983505e-09,1.4120533631256649e-09
1866,2.919367858567057e-09,1.9462451650298362e-09
1867,1.3102591012170706e-08,4.85281148598915e-10
1868,1.1361710683388537e-08,0.0
1869,1.4650557211837167e-08,9.767038289254515e-10
1870,5.734048791339319e-09,0.0
1871,0.0,0.0
1872,1.0280476914203973e-08,1.2094678591978436e-09
1873,1.7958012854535355e-09,1.7958012854535355e-09
1874,8.961913877669758e-09,5.974609140757536e-10
1875,1.602027666081085e-08,3.432916173551348e-09
1876,6.04601479992084e-09,1.209202959984168e-09
1877,1.0514186854493346e-08,0.0
1878,6.6429977074733415e-09,0.0
1879,2.2604503158163425e-08,0.0
1880,2.5029599726167362e-08,6.417846254436199e-09
1881,3.4862537301449947e-09,2.091752326904839e-09
1882,7.986462158271479e-09,0.0
1883,4.423537092179686e-09,1.8958017378167824e-09
1884,5.941527270181268e-09,0.0
1885,8.379326565943757e-09,0.0
1886,5.162771099520569e-09,6.453463874400711e-10
1887,1.566941953967671e-08,0.0
1888,5.07249175996094e-09,0.0
1889,1.3783300722991498e-08,0.0
1890,9.176140736144589e-09,0.0
1891,1.784781566982474e-08,3.1871101313640793e-09
1892,1.2537024751679837e-08,0.0
1893,1.9091091374434654e-08,1.2316833108982905e-09
1894,6.301539290376468e-09,0.0
1895,1.5648398132839247e-08,0.0
1896,1.0614652268259306e-08,1.7691086373616827e-09
1897,8.157399200570126e-09,5.826713556089658e-10
1898,1.2448380992680086e-08,1.6975064687230201e-09
1899,1.7688250864011934e-08,2.7637891975018647e-09
1900,9.863001082521805e-09,5.19105292084987e-09
1901,1.2854099118442264e-08,5.029864968975062e-09
1902,4.910283735171106e-09,1.9641135384773634e-09
1903,1.3500550899436803e-08,3.7801539676252105e-09
1904,1.827372564378038e-08,0.0
1905,9.28936660926638e-09,3.6125313851442797e-09
1906,1.2860461140462576e-08,6.6874399351490865e-09
1907,1.4399961223432456e-08,3.0857059130084963e-09
1908,6.384805573134145e-09,1.4734167219643268e-09
1909,6.60118004702781e-09,5.500983557560346e-10
1910,4.275320542035388e-09,0.0
1911,1.4365010514438836e-08,3.1922244847493175e-09
1912,1.5628263128064646e-08,3.646594803896619e-09
1913,1.8030165804816534e-08,3.71209285532359e-09
1914,5.357394972094198e-09,6.696743715117748e-10
1915,2.3561524287174507e-08,1.1780761921542648e-09
1916,1.8678685265172135e-08,0.0
1917,1.6449636319748606e-08,8.773139548168274e-09
1918,1.4932290071101306e-08,4.594550517822427e-09
1919,1.6574126959767455e-08,9.207848372660976e-10
1920,3.786115865267448e-09,0.0
1921,1.2873671018098776e-08,3.7863738810983705e-09
1922,1.3280283539529592e-08,3.6889677978990676e-09
1923,2.3355084977083607e-08,1.0615948120573648e-09
1924,2.3204924204378585e-08,2.578324886925998e-09
1925,1.2097995494286806e-08,2.1996355847875293e-09
1926,2.229227646921572e-08,3.343841648018042e-09
1927,1.1149224654616319e-08,2.2298449753321847e-09
1928,1.0283437212876834e-08,2.2852082448565625e-09
1929,8.912325100141061e-09,0.0
1930,4.201441416995522e-09,5.2518016602221e-09
1931,1.9389105432310316e-08,4.5621426636444085e-09
1932,1.4247397928102146e-08,5.4797681947604815e-09
1933,5.735331320977366e-09,6.882397318719313e-09
1934,8.38710612072191e-09,2.3963160344919743e-09
1935,7.180970484910176e-09,0.0
1936,9.699771652549316e-09,1.2124714565686645e-09
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,1.2965214679638848e-08,1.2965214457594243e-09
1939,1.5294050470515685e-08,0.0
1940,7.607348528892999e-09,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,1.2136847082899749e-08,0.0
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,1.3071024262956144e-08,0.0
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,3.5762612871081956e-09,2.3841741914054637e-09
1948,8.697510267552389e-09,2.174377566888097e-09
1949,6.8719057111366055e-09,0.0
1950,9.571825110299415e-09,0.0
1951,6.396841278899501e-09,0.0
1952,4.2179215675730575e-09,9.490323193972472e-09
1953,1.0773827163745864e-08,2.1547654771580937e-09
1954,1.5636057781875934e-08,0.0
1955,6.569925492527773e-09,1.8771215692936494e-09
1956,5.232684952005684e-09,0.0
1957,2.03205861026845e-08,2.6505113659425206e-09
1958,5.790570245522986e-09,8.272243445794913e-10
1959,7.750747599288843e-09,4.650448914844674e-09
1960,1.2457499920515147e-08,1.3841666701708277e-09
1961,1.042223907177231e-08,6.948159270159238e-10
1962,6.976152100435229e-09,0.0
1963,1.1638896069143811e-08,6.466053248388448e-10
1964,9.125952438182594e-09,3.6503808864551957e-09
1965,8.755269398363907e-09,1.0944086747954884e-09
1966,2.0494576702390077e-08,1.1078149508847446e-09
1967,1.6763140209263838e-08,3.451234853457663e-09
1968,1.7067380397861598e-08,4.042274071025531e-09
1969,9.537691525451919e-09,1.3625273131978588e-09
1970,1.103694025061941e-08,2.2993624781975086e-09
1971,1.2332153964678128e-08,1.0276794970565106e-09
1972,7.69522046084603e-09,0.0
1973,1.2129047988196362e-08,1.102640756478479e-09
1974,2.1377172032543967e-08,3.937900228123681e-09
1975,1.4278700888326057e-08,2.2845920710778955e-09
1976,7.427584769459372e-09,1.7140580066410394e-09
1977,9.990529292736028e-09,5.876781838942691e-10
1978,9.504946163474415e-09,2.970295565063452e-09
1979,7.607565244427406e-09,1.1703946700691858e-09
1980,5.6851505725319385e-09,2.2740602734216964e-09
1981,8.223214109648325e-09,1.2651099057237047e-09
1982,1.1173503899897241e-08,0.0
1983,4.4207211225000265e-09,2.5261264191556165e-09
1984,1.6237223121606803e-08,5.799008495621649e-10
1985,7.820225356169885e-09,0.0
1986,1.1389522214244607e-08,2.3977941854269602e-09
1987,7.332980445085013e-09,0.0
1988,1.199310784016916e-08,2.99827696004229e-09
1989,1.0427432250992297e-08,5.488122178931576e-10
1990,1.1442167213715493e-08,5.44865097484859e-10
1991,7.033758464558559e-09,1.7584396161396398e-09
1992,9.366905473484621e-09,5.509944167592096e-10
1993,9.416652346772025e-09,1.1078414852150331e-09
1994,8.439882570598911e-09,2.1099706426497278e-09
1995,1.2471637056421514e-08,5.422450821690461e-10
1996,1.014237493990322e-08,4.270473752399084e-09
1997,1.054876808126437e-08,1.917957792585412e-09
1998,1.0013071261028017e-08,0.0
1999,1.0054442611817649e-08,1.3710603763428253e-09
2000,8.394259509714175e-09,0.0
2001,2.190605918883648e-09,2.190605918883648e-09
2002,6.133709984368352e-09,2.1906108038649563e-09
2003,9.167230530238157e-09,8.333845835650777e-10
2004,7.928623979580607e-09,1.7619165015858584e-09
2005,1.216012357474483e-08,4.5037495954858286e-10
2006,1.070651389767363e-08,0.0
2007,9.586750948642475e-09,3.994479469415779e-10
2008,1.0643598891135753e-08,4.257439678578834e-10
2009,8.582746957586096e-09,0.0
2010,9.447585824773341e-09,0.0
2011,1.1471915861704929e-08,2.6767803529281764e-09
2012,8.510632198976964e-09,1.0212758416727752e-09
2013,8.08846234434668e-09,1.1156500168141292e-09
2014,7.57905826986871e-09,8.661780737106994e-10
2015,1.3077794847049518e-08,4.433150790905671e-10
2016,9.113896304313585e-09,1.0356699942093428e-09
2017,1.0565567976072998e-08,1.7609279590047322e-09
2018,7.486253394972664e-09,7.744400121190154e-10
2019,6.377469219387422e-09,7.65296326310505e-10
