year,devraient_VERB éveiller_VERB,devraient_VERB réveiller_VERB
2004,2.2023955992267474e-09,1.3214374039449694e-09
2005,4.053374524914943e-09,1.3511248786457486e-09
2006,1.2353669198716943e-09,2.0589450144825605e-09
2007,1.5977917877663117e-09,7.988958938831558e-10
2008,4.257439734089985e-09,8.514879357157668e-10
2009,1.907277002999308e-09,0.0
2010,1.4171379625338432e-09,0.0
2011,3.82397197240536e-10,7.64794394481072e-10
2012,3.744677901096338e-09,3.404252713057332e-10
2013,2.5102124823206395e-09,1.3945624655065103e-09
2014,3.2481677347817595e-09,2.1654451842767486e-10
2015,2.659890530054554e-09,1.5516027351836215e-09
2016,1.86420612280358e-09,4.1426800878596737e-10
2017,4.024978128569501e-09,0.0
2018,2.581466596041082e-09,7.744400121190154e-10
2019,2.04079020349468e-09,5.1019755087367e-10
