year,tout_ADV établi_VERB,tout_ADV rétabli_VERB
1800,3.458580977167003e-08,0.0
1801,4.0480102825313224e-08,4.7623651688866175e-09
1802,1.1636768704192946e-07,6.713520406265161e-09
1803,2.3404069793286908e-08,1.1702034896643454e-08
1804,6.179627121127851e-08,4.943701981119375e-08
1805,2.842877755426798e-08,5.685755422035754e-09
1806,3.7461699520235925e-08,2.0171682990621775e-08
1807,5.693910232196231e-09,2.562259560079383e-08
1808,8.384473915157287e-08,0.0
1809,8.584316191218022e-08,0.0
1810,3.042164919975221e-08,2.3401267590372754e-09
1811,4.512738271955641e-08,0.0
1812,4.800974906515876e-08,2.6672082320544632e-09
1813,4.888760685162197e-08,8.627225156487839e-09
1814,5.664018942752591e-08,3.1466771410748606e-09
1815,5.3944472000466703e-08,0.0
1816,3.9399267848239106e-08,2.3176038865813098e-09
1817,5.916118794857539e-08,2.6466848268569265e-08
1818,4.410835785506606e-08,1.1921177378582115e-09
1819,5.693077653745604e-08,5.175524897538253e-09
1820,8.069207524386002e-08,2.3732962262101864e-09
1821,4.930744168518686e-08,9.86148829262845e-10
1822,4.912551787583652e-08,6.015369535816717e-09
1823,6.917881023582595e-08,1.9765373782121287e-09
1824,1.7684335773537896e-08,6.736890156844311e-09
1825,2.8177417732422327e-08,8.805443485471187e-09
1826,5.549030035467695e-08,2.642395191543301e-09
1827,4.424290978022327e-08,9.217273055917019e-10
1828,4.4027046897099353e-08,4.586150570418113e-09
1829,4.715246859632316e-08,7.715858174606183e-09
1830,3.861629238599562e-08,2.0873671680021744e-09
1831,6.392394169552063e-08,0.0
1832,3.3824925083081325e-08,8.117981842303834e-09
1833,4.6334513115198206e-08,1.7375443306377747e-08
1834,5.694063887062839e-08,4.667265685043276e-09
1835,5.142899794918776e-08,5.294161553592858e-09
1836,4.368487438455304e-08,2.016224964762614e-09
1837,3.826840000442644e-08,1.6003149028165353e-08
1838,3.850418650586107e-08,5.680945491803868e-09
1839,3.915226187700682e-08,6.9914751765765e-10
1840,2.1019973317493168e-08,3.1848443882154243e-09
1841,3.531301828729738e-08,1.4767261191650505e-08
1842,1.8783142152756227e-08,4.024959032733477e-09
1843,3.839492279666956e-08,1.4767278067040479e-08
1844,3.567564732520623e-08,4.390849017710252e-09
1845,4.185170965342877e-08,1.0044410636567136e-08
1846,5.913046408068112e-08,7.610851504580296e-09
1847,2.426950729272903e-08,1.6179670936367074e-09
1848,3.620349886546137e-08,1.6090443422100975e-09
1849,2.9327951622803994e-08,1.6758829879393033e-09
1850,2.647708541303473e-08,2.0366988096043315e-09
1851,5.159551008659946e-08,1.0319102017319892e-08
1852,2.6042181744401205e-08,1.0416872697760482e-08
1853,2.030456869306363e-08,6.569124799682413e-09
1854,5.7152309551611324e-08,5.7152309551611324e-09
1855,4.139410947345823e-08,3.1841622671890946e-09
1856,2.6403665032148638e-08,1.0872097000458325e-08
1857,4.6862489000432106e-08,6.345961978126979e-09
1858,2.936205589776364e-08,6.361778659424999e-09
1859,4.3283474582267445e-08,4.073738679721828e-09
1860,2.6089947979812678e-08,1.5104706818647173e-08
1861,2.263662679524714e-08,1.650587222457034e-08
1862,4.879425219428413e-08,0.0
1863,5.194405616748554e-08,3.995696662428827e-09
1864,3.2604148714199255e-08,5.274200631788517e-09
1865,3.6242703060906933e-08,3.765475486972036e-09
1866,3.0166798836717135e-08,7.298419202328432e-09
1867,3.34843974769683e-08,9.220341823379385e-09
1868,4.198892966655876e-08,3.457911734727759e-09
1869,2.0510780629479086e-08,1.953407657850903e-09
1870,2.2362790730312554e-08,1.7202146374017957e-09
1871,2.8677177965619194e-08,4.248470908407853e-09
1872,1.6327815544059376e-08,7.861540751719076e-09
1873,2.6937019725892242e-08,2.9930022904522957e-09
1874,3.4055272379873713e-08,5.974609251779839e-09
1875,2.803548326824057e-08,5.149374260327022e-09
1876,2.478866001354163e-08,5.441413541973361e-09
1877,2.4120781816350245e-08,4.329371083855449e-09
1878,2.6571990829893366e-08,6.039088673581716e-10
1879,1.0385853066452455e-08,1.221865053580018e-09
1880,3.7223507831640745e-08,1.9253538763308597e-09
1881,2.370652651961791e-08,6.972507571312292e-10
1882,1.8635077481121698e-08,3.9932310791357395e-09
1883,2.6541224329434954e-08,7.58320695126713e-09
1884,1.4523733327109767e-08,6.601696966868076e-09
1885,3.545099502844096e-08,2.5782542767416317e-09
1886,1.4197620856748472e-08,7.098810428374236e-09
1887,1.697520346510828e-08,6.528924623161458e-10
1888,1.521747527988282e-08,4.4384300679212174e-09
1889,1.4409814674820609e-08,0.0
1890,2.7528423984790606e-08,3.2771931834929546e-09
1891,9.561330394092238e-09,1.9122659011827636e-09
1892,1.6924984080901595e-08,1.1283322720601063e-08
1893,1.4164357686752282e-08,3.695050043717174e-09
1894,3.213785149114301e-08,3.780923574225881e-09
1895,2.467631965430428e-08,3.0093072478365457e-09
1896,1.47425724961181e-08,2.948514543632541e-09
1897,1.7480140002135158e-08,2.330685422435863e-09
1898,2.4896761985360172e-08,0.0
1899,1.9346524382513053e-08,1.6582735185011188e-09
1900,1.1939421895590385e-08,3.633737311048435e-09
1901,2.4031576728589243e-08,1.1177477832191585e-09
1902,1.915010727771005e-08,3.437198747846537e-09
1903,2.376096830403185e-08,1.0800440541913758e-09
1904,1.3436562973367927e-08,0.0
1905,2.6835946798087207e-08,4.64468330463319e-09
1906,1.800464666246171e-08,2.572092316910357e-09
1907,2.108565766434367e-08,1.337139288182243e-08
1908,2.2101250607420297e-08,1.964555629285769e-09
1909,2.2554033307642385e-08,1.1001967115120692e-09
1910,1.6566866989364826e-08,1.6032452032632705e-09
1911,1.1172785363555704e-08,3.7242617878519013e-09
1912,1.510732161591477e-08,2.0837684910901544e-09
1913,1.6969567084856862e-08,1.060597942803554e-09
1914,1.4732836284281348e-08,0.0
1915,2.8273827723523937e-08,2.3561523843085297e-09
1916,1.3184954461564757e-08,8.789969641043172e-09
1917,8.773139548168274e-09,6.57985488317081e-09
1918,1.8378202071289707e-08,0.0
1919,3.6831393490643904e-09,2.762354567309444e-09
1920,1.4387239843927091e-08,2.2716695191604686e-09
1921,1.817459427400081e-08,3.0290989716519334e-09
1922,3.172512208493572e-08,2.2133805899215986e-09
1923,1.6985516992917837e-08,1.0615948120573648e-09
1924,3.867487219366694e-09,2.578324886925998e-09
1925,8.798542339150117e-09,1.0998177923937646e-09
1926,1.4489979882625903e-08,2.229227691330493e-09
1927,1.3379070296082318e-08,7.804457524684949e-09
1928,1.7139061725401916e-08,5.713020723163709e-09
1929,3.119313873867213e-08,2.2280812750352652e-09
1930,1.2604324695075775e-08,1.0503603542488804e-09
1931,1.2545892325022123e-08,2.2810713318222042e-09
1932,2.520693342944469e-08,8.767629289252454e-09
1933,6.882397318719313e-09,9.176529758292418e-09
1934,1.5576054224197833e-08,7.188948103475923e-09
1935,7.180970484910176e-09,0.0
1936,1.091224355320719e-08,1.2124714565686645e-09
1937,3.777335333410292e-09,5.0364472592434595e-09
1938,1.5558256905023882e-08,5.186085783037697e-09
1939,3.058810094103137e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,3.836953510472085e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,3.193558839598154e-08,5.806470415592457e-09
1944,2.8918675454292497e-08,9.639558484764166e-09
1945,1.089252066321933e-08,2.178504043826024e-09
1946,1.5313215584455975e-08,0.0
1947,1.1920871401116528e-08,2.3841741914054637e-09
1948,1.195907639583993e-08,0.0
1949,2.0615717133409817e-08,1.9634016634739737e-09
1950,1.2762433776458693e-08,0.0
1951,8.529121409139861e-09,1.2793682557799002e-08
1952,3.1634410646574906e-09,6.326882129314981e-09
1953,1.1851209791302608e-08,1.0773827385790469e-09
1954,6.840775057526116e-09,0.0
1955,1.220129064449793e-08,2.815682353940474e-09
1956,1.1337483840634377e-08,0.0
1957,7.068030161150318e-09,8.835037701437898e-10
1958,1.0753916868111446e-08,0.0
1959,6.975672928177801e-09,2.325224457422337e-09
1960,1.038124963770315e-08,2.076250060767393e-09
1961,2.153929301584867e-08,4.16889545107324e-09
1962,1.5220695814832652e-08,2.5367825617905737e-09
1963,9.052474325699222e-09,1.2932106496776896e-09
1964,1.0951143103454797e-08,3.6503808864551957e-09
1965,1.094408652591028e-08,1.0944086747954884e-09
1966,1.495550172592175e-08,4.985167390003653e-09
1967,7.888536934785861e-09,1.4791006197611978e-09
1968,1.0779397818794223e-08,2.245707841908029e-09
1969,1.9529558414888015e-08,3.6334062425424918e-09
1970,1.1956685419534097e-08,3.219107425067591e-09
1971,1.7470551227916076e-08,2.569198631618974e-09
1972,1.539044092169206e-08,3.0780880067027283e-09
1973,8.821126051827832e-09,3.3079223804577396e-09
1974,6.1881286761433785e-09,2.812785782069227e-09
1975,1.1994108817248161e-08,5.711480177694739e-10
1976,1.2569759455516305e-08,2.285410749536254e-09
1977,1.5867311020656416e-08,2.3507127355770763e-09
1978,1.4257419245211622e-08,1.1881182704343018e-09
1979,1.0533551808578068e-08,2.925986564150662e-09
1980,1.1370301145063877e-08,1.1370301367108482e-09
1981,1.2651098835192442e-08,3.1627747087981106e-09
1982,9.311253101884631e-09,0.0
1983,7.57837881337764e-09,5.052252838311233e-09
1984,1.797692661398287e-08,1.739702604197646e-09
1985,8.421781494405423e-09,1.8046674155058895e-09
1986,1.558566253834215e-08,2.3977941854269602e-09
1987,1.5277041853778428e-08,1.8332451112712533e-09
1988,1.2592763276586538e-08,5.996553809062277e-10
1989,1.5366742545097622e-08,5.488122178931576e-10
1990,4.90378582185258e-09,3.2691906959314565e-09
1991,7.6199047072123e-09,1.1722930404189924e-09
1992,5.509944056569793e-09,5.509944167592096e-10
1993,7.754890063438324e-09,5.539207426075166e-10
1994,1.8989736005892155e-08,5.274926606624319e-10
1995,9.21816667442954e-09,5.422450821690461e-10
1996,1.6548085568501847e-08,1.067618438099771e-09
1997,1.3905194329311144e-08,9.58978896292706e-10
1998,1.144351013948608e-08,0.0
1999,1.1425503210205079e-08,4.570201161957499e-10
2000,1.0603275590881367e-08,0.0
2001,1.621048362210331e-08,1.7524847129024579e-09
2002,7.448076377869484e-09,0.0
2003,8.333845613606172e-09,2.5001538617175356e-09
2004,4.845270407116686e-09,0.0
2005,1.1259373877692269e-08,0.0
2006,7.823991232669414e-09,4.1178899179428186e-10
2007,9.98619853476157e-09,3.994479469415779e-10
2008,9.366367237362283e-09,1.7029758714315335e-09
2009,1.0013204487790972e-08,4.76819250749827e-10
2010,7.558068837454357e-09,0.0
2011,9.177532511728259e-09,1.529588788962144e-09
2012,7.829781267787439e-09,2.0425516833455504e-09
2013,8.925200134513034e-09,2.2313000336282585e-09
2014,7.362513709807672e-09,2.3819897165822113e-09
2015,8.644644111654998e-09,2.21657536769726e-09
2016,1.0563834251797743e-08,1.4499380585064614e-09
2017,1.106868996458843e-08,7.54683426862357e-10
2018,6.195520096952123e-09,3.3559066636712487e-09
2019,9.438654302584837e-09,5.1019755087367e-10
