year,ait_VERB accompagné_VERB,ait_VERB raccompagné_VERB
1861,3.065376574795664e-08,0.0
1862,3.34330998441601e-08,0.0
1863,1.8480097452311384e-08,0.0
1864,1.726102105692462e-08,0.0
1865,2.023943146411966e-08,0.0
1866,4.2330832172865485e-08,0.0
1867,2.2808213984149006e-08,0.0
1868,1.333765986544222e-08,0.0
1869,1.2208797528501236e-08,0.0
1870,2.8670243068518175e-08,0.0
1871,1.4869648623516696e-08,0.0
1872,6.047339518033823e-09,0.0
1873,7.183205141814142e-09,0.0
1874,1.9118749250424116e-08,0.0
1875,1.5448122780981066e-08,0.0
1876,2.5997863417615008e-08,0.0
1877,2.72131899237138e-08,0.0
1878,1.872117572077059e-08,0.0
1879,3.237942536316041e-08,0.0
1880,1.9895322722618403e-08,0.0
1881,1.5339516323820135e-08,0.0
1882,1.5307385581309063e-08,0.0
1883,2.1485751844352308e-08,0.0
1884,2.1125430293977843e-08,0.0
1885,1.6114089618213256e-08,0.0
1886,1.1616235084943582e-08,0.0
1887,3.003305337756501e-08,0.0
1888,2.4094335415725254e-08,0.0
1889,2.255449160770695e-08,0.0
1890,3.8015443237782165e-08,0.0
1891,2.2309770031370135e-08,0.0
1892,1.56712811616444e-08,0.0
1893,8.621783287310336e-09,0.0
1894,1.1972924873759894e-08,0.0
1895,2.046328972937772e-08,0.0
1896,2.0639602027472392e-08,0.0
1897,2.2724183423861177e-08,0.0
1898,1.640922953072277e-08,0.0
1899,1.6029977345510815e-08,0.0
1900,1.9206897405865675e-08,0.0
1901,3.073806453812722e-08,0.0
1902,1.816805017540446e-08,0.0
1903,2.5381035939631147e-08,0.0
1904,2.4723275870996986e-08,0.0
1905,2.37394921498435e-08,0.0
1906,2.2634411678268407e-08,0.0
1907,2.8799922446864912e-08,0.0
1908,1.8663278922304016e-08,0.0
1909,2.2554033307642385e-08,0.0
1910,3.20649036211762e-08,0.0
1911,3.1390207766435196e-08,0.0
1912,2.8651816919023076e-08,0.0
1913,3.977242357677824e-08,0.0
1914,2.343860217024485e-08,0.0
1915,2.0027295377644805e-08,0.0
1916,1.3184954461564757e-08,0.0
1917,9.869782324756216e-09,0.0
1918,3.331049214239101e-08,0.0
1919,1.6574126959767455e-08,0.0
1920,1.0601124422748853e-08,0.0
1921,8.330022005509363e-09,0.0
1922,1.770704471937279e-08,0.0
1923,2.3355084977083607e-08,0.0
1924,2.5783249313349188e-08,0.0
1925,2.4195990988573612e-08,0.0
1926,2.3406890647947876e-08,0.0
1927,2.0068604555945058e-08,0.0
1928,1.9424270192303084e-08,0.0
1929,2.8965056131369238e-08,0.0
1930,3.886333388436469e-08,0.0
1931,1.1405356659111021e-08,0.0
1932,3.3974561830518724e-08,0.0
1933,2.2941325283909464e-08,0.0
1934,2.7557634396657704e-08,0.0
1935,3.7101681726881e-08,0.0
1936,2.66743711563322e-08,0.0
1937,2.5182236740306507e-08,0.0
1938,1.4261735792331365e-08,0.0
1939,1.6823456405745674e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,5.2258233296242906e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,4.574858536443571e-08,0.0
1946,1.8097434661967782e-08,0.0
1947,2.622591566137089e-08,0.0
1948,2.6092530802657166e-08,0.0
1949,1.7670615193310368e-08,0.0
1950,1.808011518278363e-08,0.0
1951,2.2388944032059044e-08,0.0
1952,2.1089608281954497e-08,0.0
1953,3.3398865895151175e-08,0.0
1954,2.34540866728139e-08,0.0
1955,2.2525458831523792e-08,0.0
1956,6.976913269340912e-09,0.0
1957,2.2087593976038988e-08,0.0
1958,1.4062814024384807e-08,0.0
1959,1.5501495198577686e-08,0.0
1960,2.629916728835724e-08,1.3841666701708277e-09
1961,2.709782087606527e-08,0.0
1962,2.473363025501385e-08,0.0
1963,2.7157422977097667e-08,0.0
1964,1.8251904876365188e-08,0.0
1965,2.9001830270658502e-08,0.0
1966,2.1602390987141007e-08,0.0
1967,2.5637744371920235e-08,0.0
1968,2.6948494991074767e-08,0.0
1969,1.4987801222332564e-08,0.0
1970,1.7935027685211935e-08,0.0
1971,1.9012070140433934e-08,0.0
1972,1.487742551375959e-08,0.0
1973,2.1501493918663073e-08,5.513203782392395e-10
1974,2.700274492895005e-08,0.0
1975,1.8276736568623164e-08,0.0
1976,2.0568696967870892e-08,0.0
1977,2.291944944943225e-08,0.0
1978,2.613860239364385e-08,0.0
1979,1.6385525825057812e-08,5.851973350345929e-10
1980,1.7055452161685025e-08,5.685150683554241e-10
1981,1.771153890217647e-08,0.0
1982,3.47620137119975e-08,0.0
1983,1.7682884490000106e-08,1.2630632095778083e-09
1984,2.8415142239168745e-08,0.0
1985,1.3234227935754461e-08,0.0
1986,2.0980699844130868e-08,0.0
1987,1.8332450224534114e-08,0.0
1988,1.9188972188999287e-08,0.0
1989,2.3050112929468014e-08,0.0
1990,2.0160008773473237e-08,0.0
1991,2.2273567878983158e-08,0.0
1992,2.1488782309120324e-08,0.0
1993,1.994114740000441e-08,0.0
1994,2.795711040448623e-08,0.0
1995,2.4943274112843028e-08,0.0
1996,3.096093337262573e-08,1.067618438099771e-09
1997,2.7330898433319817e-08,0.0
1998,2.5747898035888284e-08,0.0
1999,1.553868322901053e-08,4.570201161957499e-10
2000,1.9439339027371716e-08,0.0
2001,3.855466346180947e-08,8.762423564512289e-10
2002,2.059174164514843e-08,0.0
2003,2.7501691590714472e-08,0.0
2004,2.378587282692024e-08,4.404791253964646e-10
2005,2.296912349208924e-08,0.0
2006,2.7589862838794943e-08,1.2353669198716943e-09
2007,2.236908436259455e-08,3.994479469415779e-10
2008,2.2564430324223395e-08,1.7029758714315335e-09
2009,2.574823909640145e-08,9.53638501499654e-10
2010,1.6533276081531767e-08,2.8342759250676863e-09
2011,1.7590270573464295e-08,2.2943831279320648e-09
2012,1.4297861561374248e-08,2.382976926895708e-09
2013,1.9802786965783525e-08,2.789125042035323e-10
2014,2.0571729208995748e-08,1.5158115873603606e-09
2015,1.9727520950141297e-08,2.659890530054554e-09
2016,1.822779260862717e-08,1.4499380585064614e-09
2017,1.33327402451755e-08,1.509366853724714e-09
2018,1.523065407127433e-08,3.0977600484760615e-09
2019,1.4795729086358733e-08,1.2754939326953263e-09
