year,voudrait_VERB établir_VERB,voudrait_VERB etablir_VERB,voudrait_VERB rétablir_VERB
1838,1.401299982717319e-07,0.0,3.9135404250600914e-08
1839,1.6150308113083156e-07,2.0974426639952526e-09,1.3283802502428443e-08
1840,1.3949617994057917e-07,0.0,2.4204817705708592e-08
1841,1.733548060656176e-07,0.0,5.1364388298225094e-09
1842,1.4087356703385012e-07,2.0124795163667386e-09,8.720745015011744e-09
1843,1.6007729186640063e-07,0.0,2.1855571574747046e-08
1844,2.085653250105679e-07,0.0,1.5367971784030487e-08
1845,1.2890326672732044e-07,1.1160455892778032e-09,1.897277535078956e-08
1846,1.8675859791983385e-07,5.854501328173001e-10,2.751615646445771e-08
1847,2.1465029931277968e-07,0.0,1.5640349459999925e-08
1848,1.7055870671356388e-07,1.6090443422100975e-09,4.02261068899179e-09
1849,1.6088476684217312e-07,1.6758829879393033e-09,1.1731181359664333e-08
1850,1.3781661323264416e-07,0.0,2.7834882843080777e-08
1851,1.2447416963823343e-07,0.0,3.2247193804124663e-09
1852,1.1002821764805049e-07,0.0,6.510545436100301e-09
1853,1.0868915722994643e-07,1.1943863675867306e-09,7.763511611358354e-09
1854,1.3508727647604246e-07,1.558699391779328e-09,4.1565315633818045e-09
1855,1.0454665755332826e-07,1.5920811335945473e-09,1.4328730202350926e-08
1856,1.1648675979358813e-07,5.177189232874468e-10,4.141751386299575e-09
1857,1.3717040303617978e-07,0.0,1.4644527812635033e-09
1858,8.710743060191817e-08,0.0,2.1532175153993194e-08
1859,1.5021910826362728e-07,0.0,7.638259802433822e-09
1860,1.446390172077372e-07,0.0,2.0597328287408345e-08
1861,1.0988195242589427e-07,0.0,1.0846716413936974e-08
1862,9.171512260763848e-08,0.0,5.873382225018986e-09
1863,1.0838326858220171e-07,0.0,1.9978482868054925e-08
1864,9.397666644872515e-08,0.0,2.1096802527154068e-08
1865,9.554894120356039e-08,0.0,1.5061901947888146e-08
1866,1.2066719534686854e-07,0.0,3.6978658357611494e-08
1867,1.1598219629149753e-07,9.7056229719783e-10,2.426405742994575e-09
1868,7.558007553143398e-08,0.0,6.421836395986702e-09
1869,1.2111127034586389e-07,0.0,4.883519366671862e-09
1870,1.1984161574218888e-07,0.0,1.0321287824410774e-08
1871,1.2851624831000663e-07,0.0,8.496941816815706e-09
1872,1.4150774063637073e-07,0.0,1.8746751706544273e-08
1873,1.5264311059581814e-07,0.0,1.97538145840781e-08
1874,1.1112773279364774e-07,0.0,2.9873046258899194e-09
1875,1.6706859184978384e-07,0.0,2.460256709468922e-08
1876,1.469181540869613e-07,0.0,1.813804395567331e-08
1877,1.1441909464338096e-07,0.0,1.4843558382438005e-08
1878,1.1172313918450527e-07,0.0,1.0870359723469392e-08
1879,1.4418007765470975e-07,0.0,2.3215436684154156e-08
1880,1.379836902515308e-07,0.0,2.9522093214495726e-08
1881,9.27343535295222e-08,0.0,1.045876096839038e-08
1882,1.0648616211028639e-07,0.0,2.9283693692150337e-08
1883,1.4913639745373075e-07,0.0,6.951272890631799e-09
1884,1.0892799906514483e-07,0.0,9.902545450302114e-09
1885,1.1602143956679356e-07,0.0,1.0957580620640783e-08
1886,1.1616234729672215e-07,0.0,1.4842966855610484e-08
1887,1.2274378491383686e-07,0.0,8.48760173255414e-09
1888,7.545331470737437e-08,0.0,7.60873763994141e-09
1889,8.395283401796405e-08,0.0,4.385595886446936e-09
1890,8.520702721170892e-08,0.0,1.5075089621063853e-08
1891,1.0581205600601606e-07,0.0,1.9122659011827636e-09
1892,9.402768341715273e-08,0.0,1.3790726782758611e-08
1893,9.052872229631248e-08,0.0,1.23168328869383e-08
1894,1.1405786182194788e-07,0.0,2.079507943619774e-08
1895,9.208480378219974e-08,0.0,1.625025980445116e-08
1896,1.1381266062926443e-07,0.0,1.0614652268259306e-08
1897,8.040864685199267e-08,0.0,6.409385022720926e-09
1898,8.657283245838698e-08,0.0,4.52668391659472e-09
1899,8.236091986191241e-08,0.0,1.1607914629507832e-08
1900,9.291984781611973e-08,0.0,3.114631885736685e-09
1901,8.215446456460995e-08,0.0,2.1237207548097103e-08
1902,7.463631135351534e-08,0.0,1.276673788908056e-08
1903,8.532347806067264e-08,0.0,8.100330184390714e-09
1904,1.236163740259144e-07,0.0,1.5048950530172078e-08
1905,9.082936003323994e-08,0.0,5.160758931310738e-09
1906,9.56818340114296e-08,0.0,1.1317205839134203e-08
1907,9.051404248339168e-08,0.0,6.685696440911215e-09
1908,9.086069496788696e-08,0.0,9.822778146428846e-09
1909,8.746563651129691e-08,5.500983557560346e-10,7.701377313651392e-09
1910,6.519864115261953e-08,0.0,6.412980813053082e-09
1911,5.905615196866165e-08,0.0,6.384448969498635e-09
1912,5.678269232589628e-08,0.0,6.772247651554153e-09
1913,7.106006449930646e-08,5.30298971401777e-10,1.2727175757731857e-08
1914,7.902157506123331e-08,0.0,6.027069510139427e-09
1915,4.123266705846618e-08,0.0,2.3561524287174507e-08
1916,6.59247731960022e-08,0.0,3.2962386153911893e-09
1917,6.579854527899442e-08,0.0,2.1932848426331475e-08
1918,7.121553124989077e-08,0.0,8.040463406189247e-09
1919,5.616787390749778e-08,0.0,3.222746869369075e-08
1920,7.950843183834877e-08,0.0,6.815008557481406e-09
1921,6.66401760440749e-08,0.0,3.7863738810983705e-09
1922,7.525494538640487e-08,0.0,5.164555005876537e-09
1923,5.6264525483129546e-08,0.0,2.0170300985000722e-08
1924,7.34822620529485e-08,0.0,9.02413699321869e-09
1925,6.158979459769398e-08,0.0,7.698724324711748e-09
1926,6.464760105018286e-08,0.0,6.687683296036084e-09
1927,5.0171511389862644e-08,0.0,1.5608915049369898e-08
1928,5.0274582719112004e-08,0.0,4.570416489713125e-09
1929,4.3447585085232276e-08,0.0,7.798284684668033e-09
1930,5.04172987803031e-08,0.0,1.470504518152893e-08
1931,3.649714130915527e-08,0.0,1.1405356659111021e-09
1932,7.452484851455665e-08,0.0,3.287861094491973e-09
1933,4.244144946596862e-08,1.1470662197865522e-09,1.1470662641954732e-08
1934,2.036868629318178e-08,0.0,1.0783422155213884e-08
1935,3.949533677882755e-08,0.0,9.574627313213568e-09
1936,4.122403041151301e-08,0.0,4.849885826274658e-09
1937,5.5400921183945684e-08,0.0,3.777335333410292e-09
1938,6.223302762009553e-08,0.0,1.5558256905023882e-08
1939,3.211750509990452e-08,0.0,7.647025235257843e-09
1940,2.2822046474857416e-08,0.0,5.0715658339584024e-09
1941,5.017554371988808e-08,0.0,2.9515025978810172e-09
1942,4.5513175450651033e-08,0.0,3.034211770724937e-09
1943,3.193558839598154e-08,0.0,0.0
1944,3.213186161588055e-08,0.0,3.2131861615880553e-09
1945,3.0499055725385915e-08,0.0,1.5249527862692958e-08
1946,3.897909195416105e-08,0.0,1.1136883415474585e-08
1947,2.8610090296865565e-08,0.0,1.3112957830685446e-08
1948,3.4790041070209554e-08,0.0,1.4133454406817236e-08
1949,4.908504180889395e-08,0.0,8.835307596655184e-09
1950,3.93508372553697e-08,0.0,4.2541445921528975e-09
1951,2.7719645245838365e-08,0.0,7.462981344019681e-09
1952,3.268889159357968e-08,0.0,6.326882129314981e-09
1953,3.770839640537815e-08,0.0,1.2928593307037772e-08
1954,3.322662323057557e-08,0.0,6.840775057526116e-09
1955,5.162084448784299e-08,0.0,6.569925492527773e-09
1956,5.05826207586324e-08,0.0,4.360570571293465e-09
1957,3.003912851795576e-08,0.0,7.951533653738352e-09
1958,3.4743422361316334e-08,0.0,6.617794756635931e-09
1959,3.5653439312000046e-08,0.0,0.0
1960,3.114374891310945e-08,0.0,2.7683333403416555e-09
1961,4.794229724325305e-08,0.0,2.08444772553662e-09
1962,4.249110929777089e-08,0.0,7.610347907416326e-09
1963,3.685650185047962e-08,0.0,3.879631726988464e-09
1964,4.137098486012292e-08,0.0,7.300761772910391e-09
1965,4.268193976031398e-08,0.0,8.755269398363907e-09
1966,4.486650695412209e-08,0.0,1.163205709531212e-08
1967,3.69775179365206e-08,0.0,4.930335695263466e-09
1968,3.2787337289619245e-08,0.0,1.0330256650092906e-08
1969,5.94970259726324e-08,4.5417578031781147e-10,5.450109252791435e-09
1970,6.162291299460776e-08,4.5987250119061684e-10,7.817832603507213e-09
1971,3.288574390580834e-08,0.0,4.1107179882260425e-09
1972,3.5911028817281476e-08,0.0,9.747279428040656e-09
1973,2.6463379043661917e-08,0.0,1.268036875501366e-08
1974,3.1503201824989446e-08,0.0,2.812785782069227e-09
1975,2.7415104852934746e-08,0.0,0.0
1976,3.085304456362792e-08,5.713526873840635e-10,3.9994687561772935e-09
1977,3.290997696581144e-08,0.0,7.639816779203557e-09
1978,2.4950484345254154e-08,0.0,2.970295565063452e-09
1979,4.330460257051527e-08,0.0,7.022368020415115e-09
1980,3.752199617679253e-08,0.0,5.6851505725319385e-09
1981,2.84649726012276e-08,0.0,3.795329828193417e-09
1982,4.531476704983106e-08,0.0,9.311253101884631e-09
1983,2.3998200759933752e-08,0.0,5.052252838311233e-09
1984,4.1752862500743504e-08,0.0,1.739702604197646e-09
1985,3.0679345286444004e-08,0.0,6.617113967877231e-09
1986,2.8174081734277934e-08,0.0,6.593933843390687e-09
1987,2.199894133525504e-08,0.0,4.277571630240118e-09
1988,2.878345739532051e-08,0.0,5.99655392008458e-09
1989,2.8538234886354985e-08,0.0,9.329808037250586e-09
1990,2.942271493111548e-08,0.0,6.538381391862913e-09
1991,2.7548885839223658e-08,0.0,4.68917216167597e-09
1992,2.975369817193041e-08,0.0,4.958949695321735e-09
1993,2.4926434250005514e-08,5.539207426075166e-10,3.323524566667402e-09
1994,1.8989736005892155e-08,0.0,3.6924485691258724e-09
1995,2.3858783393393423e-08,0.0,5.964695848348356e-09
1996,2.882569738460461e-08,0.0,3.2028553142993132e-09
1997,3.356426248046773e-08,0.0,6.7128524960935465e-09
1998,2.4794271524797296e-08,0.0,7.629006759657386e-09
1999,2.422206613061917e-08,0.0,9.140402212892695e-09
2000,2.1206551181762734e-08,4.4180314962005696e-10,4.418031274155965e-09
2001,2.1467938537966802e-08,0.0,5.695575122643959e-09
2002,2.716357272447567e-08,0.0,6.133709984368352e-09
2003,3.000184634061043e-08,0.0,5.000307723435071e-09
2004,1.9821561281219147e-08,0.0,9.690540814233373e-09
2005,1.8014997493764895e-08,0.0,8.106749049829887e-09
2006,1.2765458912156191e-08,4.1178899179428186e-10,1.6471559671771274e-09
2007,2.3167981311189578e-08,0.0,3.1955835755326234e-09
2008,2.086145478585877e-08,0.0,7.663391698997657e-09
2009,1.7165493915172192e-08,0.0,4.291373478793048e-09
2010,2.172944846279279e-08,0.0,5.196172381261022e-09
2011,1.3001504761689375e-08,0.0,1.1471915639660324e-09
2012,7.148930780687124e-09,0.0,5.446804340891731e-09
2013,1.4224537991935904e-08,0.0,5.29933741333366e-09
2014,1.5591204771681078e-08,0.0,4.114345752981308e-09
2015,9.087958829923082e-09,0.0,2.21657536769726e-09
2016,2.1127668503595487e-08,0.0,4.349814286541687e-09
2017,1.1571811953103861e-08,0.0,1.509366853724714e-09
2018,1.0325866384164328e-08,0.0,4.64663996169179e-09
2019,1.1224345897176136e-08,0.0,5.3570743396846865e-09
