year,auraient_VERB éveillé_VERB,auraient_VERB réveillé_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,5.394447111228828e-09,1.6183340889597275e-08
1816,1.1588019432906549e-08,0.0
1817,6.227493631882908e-09,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,1.1866481131050932e-09,2.3732962262101864e-09
1821,0.0,0.0
1822,2.0051231786055723e-09,0.0
1823,1.3835761869529506e-08,0.0
1824,8.421112696055388e-10,1.7684335773537896e-08
1825,1.7610886082763955e-09,1.7610886082763955e-09
1826,7.0463874735082754e-09,0.0
1827,9.217273055917019e-10,0.0
1828,5.503380862137419e-09,0.0
1829,1.714635211591542e-09,0.0
1830,3.1310507520032616e-09,0.0
1831,1.5591206103948707e-09,1.5591206103948707e-09
1832,1.0823975493678972e-08,3.111892965534935e-08
1833,1.6217079235048004e-08,4.6334514003376626e-09
1834,4.667265685043276e-09,0.0
1835,1.5126175867408165e-09,3.781543966852041e-09
1836,8.064899859050456e-09,1.0753200108126748e-08
1837,8.349468672008697e-09,7.653680356156656e-09
1838,5.049729523420865e-09,1.0730675015224733e-08
1839,2.0974426639952526e-09,2.0974426639952526e-09
1840,7.0066574764382494e-09,6.369688665408546e-10
1841,1.2841097074556274e-09,3.2102742686390684e-09
1842,2.0124795163667386e-09,7.379091560011375e-09
1843,1.7130041385371442e-08,1.1813822142769936e-09
1844,4.9397050894128824e-09,4.9397050894128824e-09
1845,5.580227946389016e-10,1.5066614622583074e-08
1846,5.854501328173001e-09,6.439951683034906e-09
1847,1.0786447290911383e-09,0.0
1848,1.206783295515379e-08,5.63165514222419e-09
1849,8.379414939696517e-10,1.6758829879393033e-09
1850,1.0862393651223101e-08,6.1100964288129944e-09
1851,0.0,6.449438760824933e-10
1852,6.510545436100301e-10,9.114764054629632e-09
1853,5.3747388761848924e-09,1.7915795513800958e-09
1854,5.7152309551611324e-09,5.7152309551611324e-09
1855,0.0,0.0
1856,3.6240324075009767e-09,1.2425253714809514e-08
1857,1.4644527812635033e-09,9.274867096564776e-09
1858,4.404308473482388e-09,1.0276719919488642e-08
1859,3.055304009791371e-09,1.5276520048956854e-09
1860,5.950338888283113e-09,9.15436793036406e-09
1861,1.8863854922557266e-09,4.2443675241088386e-09
1862,0.0,2.710791813242963e-09
1863,3.995696662428827e-09,7.991393324857654e-09
1864,8.63051052846231e-09,2.3973640850272204e-09
1865,7.530950973944073e-09,1.882737743486018e-09
1866,9.731225825149181e-10,1.3623716377253459e-08
1867,4.85281148598915e-09,3.88224918879132e-09
1868,9.87974857480367e-09,3.951899252285784e-09
1869,3.4184632902167778e-09,4.883519366671862e-09
1870,1.7202146374017957e-09,5.734048791339319e-09
1871,7.434824311758348e-09,1.0621177271019633e-09
1872,3.0236697590169115e-09,6.047339295989218e-10
1873,1.7958012854535355e-09,2.3944017879529156e-09
1874,1.6131444624534197e-08,0.0
1875,4.005069165202713e-09,1.716458086775674e-09
1876,6.650616057868319e-09,1.209202959984168e-09
1877,3.710889595609501e-09,1.2369631985365004e-09
1878,3.6234530931267273e-09,6.039088784604019e-09
1879,2.443730107160036e-09,2.443730107160036e-09
1880,3.2089231272180996e-09,1.2835692508872398e-08
1881,9.064259565150223e-09,6.972507571312292e-10
1882,4.6587693702804245e-09,1.9966155395678697e-09
1883,6.319338941018771e-10,6.319338941018771e-10
1884,2.6406787867472303e-09,0.0
1885,2.5782542767416317e-09,2.5782542767416317e-09
1886,7.744156427236248e-09,1.2906927748801422e-09
1887,1.9586774424595887e-09,5.223139698529167e-09
1888,5.07249175996094e-09,6.340614699951175e-10
1889,1.8795409673089125e-09,1.2530273485467092e-09
1890,3.2771931834929546e-09,5.243509182406569e-09
1891,6.3742202627281586e-09,5.099376032546843e-09
1892,6.268512375839919e-10,6.8953633913793055e-09
1893,3.695050043717174e-09,7.390100087434348e-09
1894,8.822155450616265e-09,6.301539290376468e-10
1895,4.814891596538473e-09,2.4074457982692365e-09
1896,5.89702897624278e-10,7.076434549446731e-09
1897,3.4960281336537946e-09,5.826713556089658e-10
1898,3.3950129374460403e-09,5.092519295146758e-09
1899,5.527578395003729e-10,5.527578395003729e-10
1900,1.1939421895590385e-08,4.671947717582725e-09
1901,5.58873880507349e-09,6.706486921359556e-09
1902,2.455141867585553e-09,1.4730852093691738e-09
1903,4.860198465905796e-09,2.1600881083827517e-09
1904,2.6873125946735854e-09,2.1498500757388683e-09
1905,3.6125313851442797e-09,1.0321518084666081e-09
1906,2.572092316910357e-09,1.0288369045596824e-09
1907,6.1714118260169926e-09,0.0
1908,5.893666887857307e-09,0.0
1909,0.0,5.500983557560346e-10
1910,1.6032452032632705e-09,0.0
1911,2.6601871816467337e-09,0.0
1912,5.209421227725386e-10,1.5628263128064646e-09
1913,1.590896969716482e-09,2.121195885607108e-09
1914,2.678697486047099e-09,0.0
1915,0.0,4.712304768617059e-09
1916,9.888715624128963e-09,0.0
1917,3.289927441585405e-09,0.0
1918,3.44591288836682e-09,0.0
1919,9.207848372660976e-10,0.0
1920,7.572231730534895e-10,0.0
1921,3.7863738810983705e-09,5.300923255902035e-09
1922,7.377935484775833e-10,0.0
1923,0.0,1.1677542488541803e-08
1924,5.156649773851996e-09,1.2891624656674594e-08
1925,0.0,2.1996355847875293e-09
1926,0.0,3.343841648018042e-09
1927,1.1149224876660924e-09,1.1149224876660924e-09
1928,5.713020723163709e-09,5.713020723163709e-09
1929,3.342121912552898e-09,1.1140406375176326e-09
1930,3.1510811737689437e-09,6.302162347537887e-09
1931,2.2810713318222042e-09,2.2810713318222042e-09
1932,5.4797681947604815e-09,2.1919073223131136e-09
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,2.3963160344919743e-09,0.0
1935,4.787313656606784e-09,2.393656828303392e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,2.5182236296217297e-09
1938,3.8895642262559704e-09,1.2965214457594243e-09
1939,1.8352860564618823e-08,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,6.960552134671616e-09,0.0
1947,3.5762612871081956e-09,0.0
1948,1.0871887834440486e-09,0.0
1949,5.890204768377316e-09,0.0
1950,0.0,0.0
1951,0.0,3.1984206394497505e-09
1952,1.0544803918932644e-09,0.0
1953,3.232148326759443e-09,0.0
1954,1.172704333640695e-08,1.9545072227344917e-09
1955,3.754243138587299e-09,2.815682353940474e-09
1956,2.616342476002842e-09,3.488456634670456e-09
1957,3.534015080575159e-09,4.417518795207798e-09
1958,4.9633461784992505e-09,8.272243445794913e-10
1959,1.5501495642666896e-09,1.5501495642666896e-09
1960,4.152500121534786e-09,6.920833350854139e-10
1961,0.0,3.47407969059077e-09
1962,1.9025869768540815e-09,6.341956404476434e-10
1963,1.2932106496776896e-09,6.466053248388448e-10
1964,2.4335873316516654e-09,6.083968329129164e-10
1965,3.2832261354087677e-09,1.0944086747954884e-09
1966,1.1078149508847446e-09,5.539074754423723e-10
1967,9.860671168482327e-10,4.930335584241163e-10
1968,4.4914158503495116e-10,3.1439910674890825e-09
1969,1.3625273131978588e-09,1.8167031212712459e-09
1970,3.219107425067591e-09,2.2993624781975086e-09
1971,3.083038491169532e-09,3.5968783507200897e-09
1972,4.104117490300041e-09,5.130146862875051e-10
1973,1.102640756478479e-09,5.513203782392395e-10
1974,0.0,5.625571675160757e-10
1975,5.140332159925265e-09,1.7134440533084216e-09
1976,5.713526873840635e-10,1.142705374768127e-09
1977,5.289103821581875e-09,3.526069214387917e-09
1978,3.5643548113029055e-09,1.7821774056514528e-09
1979,4.681578680276743e-09,3.5111840102075575e-09
1980,3.411090521154847e-09,1.7055452605774235e-09
1981,2.5302198114474095e-09,6.325549528618524e-10
1982,0.0,2.483000915987077e-09
1983,0.0,2.5261264191556165e-09
1984,2.8995041922996734e-09,1.1598016991243298e-09
1985,6.015558051686298e-10,2.4062232206745193e-09
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,6.110816852533674e-10,1.8332451112712533e-09
1988,5.996553809062277e-10,2.99827696004229e-09
1989,1.6464366536794728e-09,1.6464366536794728e-09
1990,2.179460389939436e-09,1.6345953479657283e-09
1991,1.1722930404189924e-09,1.1722930404189924e-09
1992,1.1019888335184191e-09,3.30596661157756e-09
1993,3.323524566667402e-09,5.539207426075166e-10
1994,1.5824779264761446e-09,5.274926606624319e-10
1995,2.1689803286761844e-09,2.7112254663563817e-09
1996,2.135236876199542e-09,1.067618438099771e-09
1997,3.835915585170824e-09,3.3564262480467733e-09
1998,5.2449422582867555e-09,1.9072516899143466e-09
1999,2.7421207526856506e-09,4.570201161957499e-10
2000,3.5344251969604557e-09,2.6508188977203417e-09
2001,0.0,2.190605918883648e-09
2002,5.257465574004527e-09,1.752488598683044e-09
2003,4.1669229178253886e-10,3.333538334260311e-09
2004,2.2023955992267474e-09,3.523833003171717e-09
2005,0.0,0.0
2006,3.294311934354255e-09,2.0589450144825605e-09
2007,1.997239706952314e-09,2.3966877371606188e-09
2008,5.108927503272298e-09,2.9802078582719105e-09
2009,2.384096253749135e-09,3.337734755248789e-09
2010,3.7790344187271785e-09,4.2514138876015295e-09
2011,3.4415748029203996e-09,4.5887662558641296e-09
2012,6.127654827992046e-09,2.382976926895708e-09
2013,3.6258624991347688e-09,4.741512515948898e-09
2014,3.2481677347817595e-09,5.630157673408576e-09
2015,3.103205470367243e-09,7.536356427806368e-09
2016,3.5212781579474495e-09,6.421154274960372e-09
2017,5.534344982294215e-09,4.779661555431858e-09
2018,5.421080029321956e-09,1.1358453733123497e-08
2019,3.06118530524202e-09,6.632568272380013e-09
