year,aient_VERB éveillé_VERB,aient_VERB réveillé_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,5.851017448321727e-09,1.1702034896643454e-08
1804,1.2359254952798437e-08,1.9774807569206132e-08
1805,1.7057265822018053e-08,0.0
1806,0.0,0.0
1807,0.0,1.7081731584767113e-08
1808,0.0,2.4926814390369145e-08
1809,0.0,2.25903047379461e-08
1810,0.0,0.0
1811,1.0028307073639553e-08,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,3.113746815941454e-09,3.113746815941454e-09
1818,1.0729059418679299e-08,8.344824387052086e-09
1819,1.035105001712111e-09,5.175524897538253e-09
1820,1.0679833017945839e-08,0.0
1821,6.903041693817613e-09,8.875339574387908e-09
1822,1.0025615893027862e-09,1.7043547018147365e-08
1823,2.9648061783404955e-09,7.906149512848515e-09
1824,2.5263338088166165e-09,6.736890156844311e-09
1825,2.641632912414593e-09,8.805443485471187e-09
1826,1.7615968683770689e-09,0.0
1827,1.8434546111834038e-09,9.217273055917019e-10
1828,4.586150570418113e-09,6.420610709767516e-09
1829,0.0,0.0
1830,2.0873671680021744e-09,1.0436835840010872e-09
1831,0.0,1.5591206103948707e-09
1832,0.0,4.058990921151917e-09
1833,1.1583628500844156e-09,1.3900354645102198e-08
1834,1.4935249481595747e-08,3.733812370398937e-09
1835,7.563087933704082e-10,0.0
1836,2.688300027031687e-09,4.704525213838906e-09
1837,2.0873671680021744e-09,0.0
1838,1.2624323808552163e-09,1.7042836475411605e-08
1839,1.3982950353153e-09,2.0974426639952526e-09
1840,1.2739377330817092e-09,0.0
1841,3.2102742686390684e-09,5.1364388298225094e-09
1842,7.379091560011375e-09,1.0062397137744483e-08
1843,1.7720733769266417e-09,5.906911071384968e-10
1844,1.975882035765153e-08,3.841992946007622e-09
1845,2.2320911785556063e-09,0.0
1846,0.0,8.196302303531411e-09
1847,2.1572894581822766e-09,7.011190739092399e-09
1848,1.287235473768078e-08,8.045221711050488e-10
1849,0.0,2.513824481908955e-09
1850,6.1100964288129944e-09,0.0
1851,9.029214709244116e-09,6.449438760824933e-10
1852,3.2552727180501506e-09,6.510545436100301e-10
1853,1.0152284346531815e-08,0.0
1854,8.313063126763609e-09,2.5978321716024766e-09
1855,4.2455496895854594e-09,5.306937111981824e-10
1856,1.5531567143511893e-09,0.0
1857,3.4170564155999728e-09,3.4170564155999728e-09
1858,0.0,8.808616946964776e-09
1859,9.165912473463322e-09,1.018434669930457e-08
1860,1.373155189554609e-08,1.8308735638683515e-09
1861,1.4147891747029462e-09,5.187560159214399e-09
1862,0.0,2.710791813242963e-09
1863,1.9479021062807078e-08,4.994620828036034e-10
1864,1.0548401263577034e-08,0.0
1865,4.23615986733239e-09,9.41368871743009e-10
1866,3.4059290943133647e-09,0.0
1867,1.358787216076962e-08,4.85281148598915e-10
1868,5.433861360870651e-09,0.0
1869,7.325278605918584e-09,2.9301114867763545e-09
1870,1.0894693147633916e-08,4.587239033071455e-09
1871,3.18635318130589e-09,0.0
1872,1.8142017887967654e-09,0.0
1873,2.3944017879529156e-09,5.986004469882289e-10
1874,4.182226565063729e-09,3.5847653734322193e-09
1875,1.716458086775674e-09,2.8607636259891933e-09
1876,3.02300739996042e-09,6.04601479992084e-10
1877,4.9478527941460015e-09,5.566334504436554e-09
1878,2.4156354694326865e-09,7.850815109122777e-09
1879,0.0,5.498392852132383e-09
1880,1.5402831010646878e-08,2.5671385017744797e-09
1881,2.091752326904839e-09,2.091752326904839e-09
1882,4.6587693702804245e-09,7.986462158271479e-09
1883,8.847074184359371e-09,6.319338941018771e-10
1884,1.0562715146988921e-08,3.300848483434038e-09
1885,1.933690763067375e-09,3.86738152613475e-09
1886,6.4534639854230136e-09,0.0
1887,2.6115698492645834e-09,0.0
1888,6.340614699951175e-10,7.60873763994141e-09
1889,2.5060546970934183e-09,6.891650361495749e-09
1890,3.2771931834929546e-09,1.9663159989136147e-09
1891,8.92390783491237e-09,6.3742202627281586e-09
1892,3.761107425503951e-09,4.387958441043338e-09
1893,4.926733243593162e-09,9.853466487186324e-09
1894,1.1342770278588432e-08,7.561847148451761e-09
1895,9.027921521465032e-09,2.4074457982692365e-09
1896,1.2383760683576384e-08,4.1279202278587945e-09
1897,2.330685422435863e-09,0.0
1898,1.4711722506888236e-08,5.6583548957434e-10
1899,3.3165470370022376e-09,3.8693048765026106e-09
1900,1.038210584169974e-08,5.191053142894475e-10
1901,1.1177477832191585e-09,1.1177477832191585e-09
1902,3.928227076954727e-09,2.455141867585553e-09
1903,4.320176216765503e-09,3.2401321625741275e-09
1904,3.2247751136083025e-09,3.7622376325430196e-09
1905,5.676835002077496e-09,4.64468330463319e-09
1906,3.0865106026567446e-09,4.115347618238729e-09
1907,4.6285588695127444e-09,1.028568674676933e-09
1908,4.911389073214423e-10,4.911389073214423e-10
1909,1.3752458727367411e-08,1.6502950117569526e-09
1910,4.809735720812114e-09,1.068830135508847e-09
1911,3.1922244847493175e-09,1.0640748282497725e-09
1912,6.772247651554153e-09,0.0
1913,1.6439267724877027e-08,1.060597942803554e-09
1914,1.6072185360371805e-08,2.0090231700464756e-09
1915,8.246533234057551e-09,5.890381071793627e-09
1916,2.197492410260793e-09,4.394984820521586e-09
1917,1.7546279096336548e-08,1.5352993543160665e-08
1918,3.44591288836682e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,5.524709134618888e-09
1920,1.2872794385998532e-08,1.514446346106979e-09
1921,2.2718242842501013e-09,0.0
1922,5.902348387820666e-09,2.2133805899215986e-09
1923,5.307974060286824e-09,4.246379248229459e-09
1924,1.4180787211159895e-08,0.0
1925,6.598906754362588e-09,1.0998177923937646e-09
1926,1.114613823460786e-08,6.687683296036084e-09
1927,2.5643217327342427e-08,1.1149224876660924e-09
1928,4.570416489713125e-09,2.2852082448565625e-09
1929,5.570202965543558e-09,5.570202965543558e-09
1930,1.05036033204442e-08,4.201441416995522e-09
1931,1.3686427990933225e-08,7.983749661377715e-09
1932,8.767629289252454e-09,8.767629289252454e-09
1933,5.735331320977366e-09,0.0
1934,1.0783422155213884e-08,8.38710612072191e-09
1935,3.590485242455088e-09,0.0
1936,4.849885826274658e-09,2.424942913137329e-09
1937,7.554670666820584e-09,5.0364472592434595e-09
1938,1.1668692678767911e-08,9.075650453382877e-09
1939,9.176430282309411e-09,7.647025235257843e-09
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,1.2136847082899749e-08,0.0
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,1.927911696952833e-08,0.0
1945,4.357008087652048e-09,6.535512131478072e-09
1946,5.568441707737293e-09,0.0
1947,1.549713246618012e-08,5.960435700558264e-09
1948,7.610321262063735e-09,6.523132700664291e-09
1949,3.9268033269479474e-09,0.0
1950,9.571825110299415e-09,0.0
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,1.1599284199803606e-08,0.0
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,1.9545072227344917e-09,1.9545072227344917e-09
1955,9.385607846468247e-10,4.6928039232341234e-09
1956,1.744228317335228e-09,3.488456634670456e-09
1957,7.951533653738352e-09,1.7670075402875796e-09
1958,4.9633461784992505e-09,0.0
1959,4.650448914844674e-09,7.750747821333448e-10
1960,4.844583401109048e-09,6.920833350854139e-10
1961,4.86371165564492e-09,6.948159270159238e-10
1962,9.512934440181198e-09,3.805173953708163e-09
1963,7.759263453976928e-09,4.526237162849611e-09
1964,1.034274621503073e-08,2.4335873316516654e-09
1965,9.849678406226303e-09,5.472043373977442e-10
1966,1.0524241922382771e-08,3.8773522170743036e-09
1967,1.9721342336964653e-09,1.4791006197611978e-09
1968,1.2126823101255013e-08,2.245707841908029e-09
1969,8.175163657142548e-09,1.3625273131978588e-09
1970,5.978342709767048e-09,3.6789800095249348e-09
1971,4.624557625731995e-09,2.569198631618974e-09
1972,3.5911027485013847e-09,1.0260293725750103e-09
1973,4.410563025913916e-09,1.6539611902288698e-09
1974,4.500457340128605e-09,5.625571675160757e-10
1975,6.282628195464213e-09,0.0
1976,6.8562320265641574e-09,3.4281160132820787e-09
1977,3.526069214387917e-09,4.7014254711541525e-09
1978,4.752473081737207e-09,3.5643548113029055e-09
1979,4.681578680276743e-09,1.1703946700691858e-09
1980,2.2740602734216964e-09,1.1370301367108482e-09
1981,4.427884725544118e-09,2.5302198114474095e-09
1982,0.0,6.207502289967692e-10
1983,4.4207211225000265e-09,1.89459470334441e-09
1984,4.059305780401701e-09,1.739702604197646e-09
1985,4.210890747202711e-09,0.0
1986,7.792831269171074e-09,1.7983456945813714e-09
1987,1.2221633705067347e-09,0.0
1988,1.798966087207532e-09,2.398621523624911e-09
1989,4.939309850016116e-09,1.0976244357863152e-09
1990,1.6345953479657283e-09,1.6345953479657283e-09
1991,4.68917216167597e-09,1.1722930404189924e-09
1992,2.2039776670368383e-09,1.65298330578878e-09
1993,1.661762283333701e-09,2.7696036575264316e-09
1994,5.802419433820205e-09,2.1099706426497278e-09
1995,1.0844901643380922e-09,1.626735190995987e-09
1996,2.6690460952494277e-09,3.736664311304594e-09
1997,4.315404922294874e-09,1.438468344439059e-09
1998,1.9072516899143466e-09,4.768129224785866e-10
1999,2.7421207526856506e-09,9.140402323914998e-10
2000,1.7672125984802278e-09,4.4180314962005696e-10
2001,1.7524847129024579e-09,3.066848330846028e-09
2002,2.6287327870022636e-09,1.3143663935011318e-09
2003,2.9168460979889232e-09,4.1669229178253886e-10
2004,2.2023955992267474e-09,3.0833537945085254e-09
2005,3.602999676388663e-09,0.0
2006,2.4707338397433887e-09,0.0
2007,3.1955835755326234e-09,4.393927444112933e-09
2008,1.7029758714315335e-09,3.405951742863067e-09
2009,4.291373478793048e-09,1.430457752249481e-09
2010,2.3618964561933353e-09,1.4171379625338432e-09
2011,1.1471915639660324e-09,1.911985902935953e-09
2012,1.7021263287730903e-09,2.0425516833455504e-09
2013,3.0680376017500066e-09,4.741512515948898e-09
2014,2.3819897165822113e-09,3.031623174720721e-09
2015,1.7732603163622684e-09,3.546520632724537e-09
2016,2.4856081637381067e-09,2.899876117012923e-09
2017,2.7671724911471074e-09,1.7609279590047322e-09
2018,1.5488800242380307e-09,2.323319980845895e-09
2019,2.5509878653906526e-09,7.65296326310505e-10
