year,devant_VERB appeler_VERB,devant_VERB rappeler_VERB
1968,8.982831700699023e-10,2.69484942694298e-09
1969,1.8167031212712459e-09,1.8167030935156703e-09
1970,0.0,1.8394900047624674e-09
1971,5.138397485282553e-10,1.0276794970565106e-09
1972,1.0260293725750103e-09,2.0520587451500205e-09
1973,5.513203782392395e-10,1.6539611902288698e-09
1974,0.0,1.1251143350321513e-09
1975,5.711480177694739e-10,1.7134440533084216e-09
1976,0.0,2.285410749536254e-09
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,1.7821774056514528e-09,1.1881182704343018e-09
1979,3.5111840102075575e-09,1.7555920051037788e-09
1980,2.2740602734216964e-09,1.1370301367108482e-09
1981,1.8976649140967083e-09,1.2651099057237047e-09
1982,1.2415004579935385e-09,1.8622506869903077e-09
1983,6.315316269933646e-09,0.0
1984,1.739702604197646e-09,1.1598016991243298e-09
1985,0.0,1.8046674155058895e-09
1986,5.994485463567401e-10,1.1988970927134801e-09
1987,6.110816852533674e-10,1.2221633705067347e-09
1988,0.0,0.0
1989,4.390497743145261e-09,5.488122178931576e-10
1990,5.44865097484859e-10,2.724325431913144e-09
1991,0.0,2.9307325455363298e-09
1992,5.509944167592096e-10,4.4079553340736766e-09
1993,2.2156829704300662e-09,5.539207426075166e-10
1994,2.1099706426497278e-09,2.1099706426497278e-09
1995,5.422450821690461e-10,2.7112254108452305e-09
1996,5.338092190498855e-10,4.804283193493575e-09
1997,9.58978896292706e-10,4.79489448146353e-09
1998,0.0,3.337690346327804e-09
1999,9.140402323914998e-10,2.285100553223174e-09
2000,8.836062992401139e-10,2.6508188977203417e-09
2001,3.066848330846028e-09,1.3143635069212678e-09
2002,2.1906108038649563e-09,1.3143663935011318e-09
2003,2.083461403401543e-09,2.500153695184082e-09
2004,2.2023955992267474e-09,2.202395626982323e-09
2005,2.251874686720612e-09,1.8014998381943315e-09
2006,1.2353669198716943e-09,4.117889806920516e-09
2007,0.0,1.9972397624634652e-09
2008,2.1287198670449925e-09,3.4059516873519158e-09
2009,2.384096253749135e-09,1.907277002999308e-09
2010,0.0,2.3618964561933353e-09
2011,0.0,7.64794394481072e-10
2012,2.382976926895708e-09,2.0425516833455504e-09
2013,5.578250084070646e-10,1.1156500168141292e-09
2014,2.1654451842767486e-10,6.496335552830246e-10
2015,6.649726325136385e-10,4.433150790905671e-10
2016,6.214020409345267e-10,1.6570720351438695e-09
2017,3.018733707449428e-09,2.2640501695647686e-09
2018,7.744400121190154e-10,1.5488800242380307e-09
2019,1.02039510174734e-09,1.53059265262101e-09
