year,devant_VERB appeler_VERB,devant_VERB rappeler_VERB
1800,3.144164484325529e-09,0.0
1801,0.0,2.3811825844433088e-09
1802,2.2378401354217203e-09,0.0
1803,1.950339223455444e-09,3.900678446910888e-09
1804,0.0,0.0
1805,1.421438877713399e-08,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,0.0
1810,0.0,9.360507036149102e-09
1811,0.0,1.0028307073639553e-08
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,1.8880061958270744e-08
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,1.1921177378582115e-09,0.0
1819,1.035105001712111e-09,0.0
1820,1.1866481131050932e-09,1.1866481131050932e-09
1821,9.86148829262845e-10,0.0
1822,8.02049271442229e-09,1.0025615893027862e-09
1823,7.906149512848515e-09,1.9765373782121287e-09
1824,2.5263338088166165e-09,3.3684450784221553e-09
1825,3.522177216552791e-09,0.0
1826,0.0,3.5231937367541377e-09
1827,1.1982454806158671e-08,9.217273055917019e-10
1828,0.0,0.0
1829,2.571952872898464e-09,1.3717081692732336e-08
1830,3.1310507520032616e-09,6.262101504006523e-09
1831,4.677361609140007e-09,3.1182412207897414e-09
1832,0.0,1.3529969367098715e-09
1833,0.0,2.6642345218874652e-08
1834,8.401077611353003e-09,0.0
1835,1.5126175867408165e-09,9.832014313815307e-09
1836,2.0162250202737653e-09,2.016224964762614e-09
1837,3.4789454650407947e-09,6.262101948095733e-09
1838,0.0,1.2624323808552163e-09
1839,6.9914751765765e-10,4.894032734625853e-09
1840,1.2739377330817092e-09,5.095750932326837e-09
1841,1.2841097074556274e-09,3.852329122366882e-09
1842,1.341653010911159e-09,2.683306021822318e-09
1843,2.953455480181333e-09,5.906911071384968e-10
1844,6.037417288329294e-09,2.195424508855126e-09
1845,1.674068439427856e-09,4.464182357111213e-09
1846,1.7563503984519002e-09,5.854501328173001e-10
1847,5.393223645455691e-10,0.0
1848,1.2872354959725385e-08,1.6090443422100975e-09
1849,8.379414939696517e-10,0.0
1850,0.0,1.3577992064028876e-09
1851,2.579775504329973e-09,0.0
1852,2.6042181744401205e-09,4.557382027314816e-09
1853,2.388772735173461e-09,6.569124799682413e-09
1854,2.5978321716024766e-09,1.454786069388092e-08
1855,2.1227748447927297e-09,4.2455496895854594e-09
1856,5.177189232874468e-10,1.5531567143511893e-09
1857,4.881508974818871e-09,4.881509085841174e-10
1858,4.404308473482388e-09,7.34051397444091e-09
1859,4.073738679721828e-09,6.110608019582742e-09
1860,1.373155145145688e-09,7.323494255473406e-09
1861,6.13075279431996e-09,4.715963619617014e-09
1862,6.325180823552046e-09,1.0843167252971853e-08
1863,1.9978483867255648e-09,2.9967726078439227e-09
1864,7.671564716815737e-09,8.63051052846231e-09
1865,1.4120533631256649e-09,2.3534221238463715e-09
1866,3.4059290943133647e-09,2.432806400776144e-09
1867,5.82337378318698e-09,6.308654931785895e-09
1868,4.93987406535723e-10,9.87974813071446e-10
1869,6.8369265804335555e-09,6.8369265804335555e-09
1870,6.880858549607183e-09,3.4404292748035914e-09
1871,1.5931766128574054e-08,0.0
1872,4.23313739617015e-09,1.8142017887967654e-09
1873,1.1972008939764578e-09,0.0
1874,5.974609251779839e-09,3.5847653734322193e-09
1875,5.149374260327022e-09,3.432916173551348e-09
1876,4.232210137899983e-09,4.836811839936672e-09
1877,6.8032977029730546e-09,3.710889595609501e-09
1878,6.039088673581716e-10,5.435179861734696e-09
1879,2.443730107160036e-09,6.720257683667796e-09
1880,1.9253538763308597e-09,1.9253538763308597e-09
1881,2.7890030285249168e-09,6.972507571312292e-10
1882,6.655385131892899e-09,0.0
1883,1.8958017378167824e-09,3.791603475633565e-09
1884,2.6406787867472303e-09,6.601696966868076e-09
1885,1.2891271383708158e-09,6.445635691854079e-10
1886,8.389503203254378e-09,5.162771099520569e-09
1887,1.3057849246322917e-09,3.9173548849191775e-09
1888,1.268122939990235e-09,2.53624587998047e-09
1889,6.265136742733546e-10,5.6386229019267375e-09
1890,4.5880703680722945e-09,1.9663159989136147e-09
1891,5.736798147637501e-09,2.5496880162734215e-09
1892,0.0,9.402768341715273e-09
1893,1.847525021858587e-09,4.310891643655168e-09
1894,0.0,4.411077725308132e-09
1895,4.814891596538473e-09,3.611168697403855e-09
1896,2.948514543632541e-09,4.717623180994224e-09
1897,4.661370844871726e-09,5.826713556089658e-10
1898,5.6583548957434e-10,1.13167097914868e-09
1899,6.633094074004475e-09,5.527578395003729e-10
1900,1.038210628578895e-09,3.633737311048435e-09
1901,4.470991132876634e-09,1.1177477832191585e-09
1902,3.437198747846537e-09,1.1293653123800595e-08
1903,2.1600881083827517e-09,2.1600881083827517e-09
1904,7.524475265086039e-09,5.912087708281888e-09
1905,5.676835002077496e-09,2.0643036169332163e-09
1906,2.572092316910357e-09,5.658602919567102e-09
1907,0.0,5.65712765521198e-09
1908,3.929111258571538e-09,1.4734167219643268e-09
1909,2.7504918342913243e-09,4.950885035270858e-09
1910,3.206490406526541e-09,2.137660271017694e-09
1911,3.1922244847493175e-09,2.6601870706244313e-09
1912,0.0,4.167536982180309e-09
1913,2.121195885607108e-09,5.302989602995467e-09
1914,3.3483718020477227e-09,6.696743604095445e-09
1915,0.0,4.712304768617059e-09
1916,1.0987462051303964e-09,0.0
1917,1.0966424435210342e-09,0.0
1918,2.2972752589112133e-09,3.44591288836682e-09
1919,1.8415696745321952e-09,1.1970202606903513e-08
1920,6.815008557481406e-09,1.0601124422748853e-08
1921,0.0,7.572747429129834e-10
1922,7.377935484775833e-10,1.2542490601674672e-08
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,7.734974438733389e-09,0.0
1925,2.1996355847875293e-09,0.0
1926,1.1146138456652466e-09,6.687683296036084e-09
1927,0.0,6.689534925996554e-09
1928,3.4278122562625413e-09,3.4278123672848437e-09
1929,0.0,6.684243825105796e-09
1930,2.100720708497761e-09,2.100720708497761e-09
1931,2.2810713318222042e-09,1.1405356659111021e-09
1932,1.0959536611565568e-09,3.2878609834696704e-09
1933,1.1470662197865522e-09,4.588264879146209e-09
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,0.0,0.0
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,2.7842208538686464e-09,0.0
1947,1.1920870957027319e-09,0.0
1948,8.697510267552389e-09,1.0871888278529696e-08
1949,0.0,2.9451024952109606e-09
1950,1.0635361480382244e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,2.1089607837865287e-09,6.326882351359586e-09
1953,0.0,0.0
1954,9.772536113672459e-10,5.863521668203475e-09
1955,2.815682353940474e-09,9.385607846468247e-10
1956,1.744228317335228e-09,3.488456634670456e-09
1957,1.7670075402875796e-09,8.835037701437898e-10
1958,1.6544486891589827e-09,1.6544486891589827e-09
1959,0.0,1.5501495642666896e-09
1960,6.920833350854139e-10,4.844583401109048e-09
1961,1.3896318540318475e-09,6.948159270159238e-10
1962,1.2683912808952869e-09,1.2683912808952869e-09
1963,2.5864212993553792e-09,1.939815863494232e-09
1964,4.867174663303331e-09,2.4335873316516654e-09
1965,4.377634699181954e-09,5.472043373977442e-10
1966,1.1078149508847446e-09,5.539074754423723e-10
1967,1.9721342336964653e-09,2.9582012395223956e-09
