year,doivent_VERB ouvrir_VERB,doivent_VERB rouvrir_VERB
1901,2.9620316865930363e-08,0.0
1902,3.1425816615637814e-08,0.0
1903,2.3220946943069976e-08,5.400220270956879e-10
1904,4.2997001514777367e-08,1.6123875568041512e-09
1905,2.9416327151920996e-08,0.0
1906,1.9547901075611662e-08,0.0
1907,2.4171363577352167e-08,0.0
1908,3.732655784460803e-08,5.40252820258047e-09
1909,3.080550925460557e-08,0.0
1910,2.0307773240801907e-08,0.0
1911,2.7665945978583295e-08,0.0
1912,4.375913675858101e-08,1.5628263128064646e-09
1913,4.030272293675807e-08,1.060597942803554e-09
1914,2.209925398233281e-08,6.696743715117748e-10
1915,6.243804051564439e-08,0.0
1916,3.5159878564172686e-08,0.0
1917,3.070598708632133e-08,0.0
1918,3.101321510712296e-08,0.0
1919,4.327688785110695e-08,9.207848372660976e-10
1920,4.240449769099541e-08,0.0
1921,2.7261890522822796e-08,7.572747429129834e-10
1922,3.32007097370024e-08,0.0
1923,3.1847843473542525e-08,0.0
1924,3.351822286390416e-08,0.0
1925,3.409435223034052e-08,1.0998177923937646e-09
1926,4.681378129589575e-08,0.0
1927,6.355057990958812e-08,0.0
1928,5.141718517620575e-08,0.0
1929,4.9017788938954254e-08,0.0
1930,8.297846676441623e-08,0.0
1931,3.649714130915527e-08,3.4216069977333063e-09
1932,3.06867029564728e-08,0.0
1933,2.6382522833046096e-08,2.2941324395731044e-09
1934,3.4746584276490466e-08,0.0
1935,3.590485420090772e-08,3.590485242455088e-09
1936,2.9099314957647948e-08,0.0
1937,3.777335422228134e-08,0.0
1938,2.852347158466273e-08,0.0
1939,3.211750509990452e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,2.730790527039062e-08,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,5.1410978585408884e-08,0.0
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,2.0881657292193267e-08,0.0
1947,2.8610090296865565e-08,3.5762612871081956e-09
1948,2.391815279167986e-08,1.0871887834440486e-09
1949,2.0615717133409817e-08,9.817008317369869e-10
1950,3.616023036556726e-08,1.0635361480382244e-09
1951,1.8124383771578323e-08,0.0
1952,1.7926167217297007e-08,0.0
1953,2.0470272588113403e-08,0.0
1954,2.247683283940205e-08,0.0
1955,2.627970197011109e-08,1.8771215692936494e-09
1956,2.7907653077363648e-08,0.0
1957,2.5621609722747962e-08,0.0
1958,2.7298403537656668e-08,2.4816730892496253e-09
1959,2.4802393028267034e-08,2.325224457422337e-09
1960,3.0451666077624395e-08,0.0
1961,3.057190056665604e-08,6.948159270159238e-10
1962,3.170978146727066e-08,1.2683912808952869e-09
1963,3.814971449855875e-08,0.0
1964,2.6769461314302134e-08,0.0
1965,4.049311996823235e-08,0.0
1966,3.4342264143560897e-08,0.0
1967,4.683818843886911e-08,1.9721342336964653e-09
1968,5.2549566476045584e-08,8.982831700699023e-10
1969,3.9967467557744385e-08,0.0
1970,4.966623023960892e-08,0.0
1971,5.3953172596266086e-08,0.0
1972,4.924940810724365e-08,1.0260293725750103e-09
1973,4.5759591671412636e-08,1.102640756478479e-09
1974,3.3753430273009144e-08,0.0
1975,4.7976435268992645e-08,0.0
1976,3.94233339306993e-08,5.713526873840635e-10
1977,4.0549796409550254e-08,1.1753563677885381e-09
1978,2.613860239364385e-08,0.0
1979,3.2771051650115623e-08,1.1703946700691858e-09
1980,3.240536017301565e-08,1.7055452605774235e-09
1981,3.6055631369436014e-08,6.325549528618524e-10
1982,4.593551850007316e-08,2.483000915987077e-09
1983,2.841892232652299e-08,0.0
1984,3.537395087960249e-08,1.1598016991243298e-09
1985,2.285912081845254e-08,6.015558051686298e-10
1986,2.2779044428489215e-08,0.0
1987,3.299841111470414e-08,0.0
1988,4.077656612366809e-08,5.996553809062277e-10
1989,4.061210390204906e-08,1.0976244357863152e-09
1990,3.105731138930423e-08,0.0
1991,4.5133283776976896e-08,1.7584396161396398e-09
1992,2.920270425477156e-08,1.1019888335184191e-09
1993,4.154405530698568e-08,5.539207426075166e-10
1994,3.797947201178431e-08,0.0
1995,4.12106260228029e-08,1.0844901643380922e-09
1996,3.736664666575962e-08,1.067618438099771e-09
1997,3.7400177177460137e-08,4.79489448146353e-10
1998,4.1959538066294044e-08,0.0
1999,5.072923414672914e-08,0.0
2000,3.6227859823156905e-08,2.6508188977203417e-09
2001,3.5487815353008045e-08,0.0
2002,4.9069679874946814e-08,0.0
2003,5.0003073681637034e-08,2.083461403401543e-09
2004,3.523832958762796e-08,1.7619165015858584e-09
2005,5.854874629562801e-08,3.602999676388663e-09
2006,3.500206346984669e-08,0.0
2007,5.9517745398807165e-08,0.0
2008,3.7039725953036395e-08,1.2772318758180745e-09
2009,3.9575997590191037e-08,9.53638501499654e-10
2010,3.164941375644048e-08,1.8895172093635892e-09
2011,3.976930784688193e-08,1.911985902935953e-09
2012,3.2680826933528806e-08,1.3617010852229328e-09
2013,3.8211013020372775e-08,1.9523875849358774e-09
2014,3.1182409543362155e-08,2.3819897165822113e-09
2015,3.79034403863443e-08,8.866301581811342e-10
2016,3.976973061980971e-08,4.1426800878596737e-10
2017,2.8929530770938072e-08,7.54683426862357e-10
2018,3.872199982879465e-08,2.5814667070633845e-10
2019,3.086695343768042e-08,5.1019755087367e-10
