year,peut_VERB égaler_VERB,peut_VERB egaler_VERB,peut_VERB régaler_VERB
1866,1.8635297749369784e-07,0.0,0.0
1867,2.028475165616328e-07,0.0,4.85281148598915e-10
1868,1.8228135445497173e-07,1.4819622196071691e-09,4.44588676984381e-09
1869,1.679930647924266e-07,4.883519144627257e-10,9.767038289254515e-10
1870,1.6858103890626808e-07,5.734048791339319e-10,1.7202146374017957e-09
1871,1.7843578348220035e-07,1.0621177271019633e-09,0.0
1872,1.4271721227032685e-07,0.0,0.0
1873,1.496501056408306e-07,0.0,1.7958012854535355e-09
1874,1.4219570232398837e-07,0.0,1.7923826867161097e-09
1875,1.756508822836622e-07,6.865832347102696e-09,0.0
1876,1.668700093659936e-07,6.04601479992084e-10,0.0
1877,1.707009147366989e-07,0.0,0.0
1878,2.1861501409148332e-07,1.2078177347163432e-09,0.0
1879,1.3257235309538373e-07,0.0,0.0
1880,1.4825225491676974e-07,0.0,6.417846254436199e-10
1881,2.0429446578873467e-07,6.972507571312292e-10,0.0
1882,1.7037785937645822e-07,0.0,2.6621540527571597e-09
1883,1.3460191894409945e-07,0.0,6.319338941018771e-10
1884,1.287330917421059e-07,0.0,1.3203393933736152e-09
1885,1.3793660968985932e-07,2.5782542767416317e-09,3.2228177904158883e-09
1886,1.1745304107080301e-07,6.453463874400711e-10,0.0
1887,1.1947932421207952e-07,0.0,6.528924623161458e-10
1888,1.2237386215474544e-07,0.0,3.1703073499755874e-09
1889,1.2342319166691595e-07,0.0,0.0
1890,1.0945825579256052e-07,0.0,0.0
1891,1.6063034991020686e-07,0.0,0.0
1892,1.0844526343589678e-07,0.0,0.0
1893,1.4225942379653134e-07,0.0,0.0
1894,1.235101763086277e-07,0.0,0.0
1895,1.053257534522345e-07,0.0,0.0
1896,1.1853028070163418e-07,5.89702897624278e-10,0.0
1897,1.1245557374195414e-07,0.0,0.0
1898,1.0694290608626034e-07,3.960848538042683e-09,0.0
1899,1.3818946342780691e-07,0.0,0.0
1900,1.396393258801254e-07,0.0,0.0
1901,1.1792239007490934e-07,5.588738916095792e-10,5.588738916095792e-10
1902,1.2324812814767938e-07,4.910283846193408e-10,0.0
1903,9.126372191303744e-08,0.0,5.400220270956879e-10
1904,1.1394205046144634e-07,5.374625189347171e-10,2.1498500757388683e-09
1905,1.1663315291343679e-07,0.0,0.0
1906,1.1059997007123457e-07,2.0576738091193647e-09,0.0
1907,1.2239966906690825e-07,1.028568674676933e-09,2.5714217422034835e-09
1908,1.2425815043570765e-07,4.911389073214423e-10,0.0
1909,1.320236009405562e-07,0.0,1.6502950117569526e-09
1910,1.1062392246685704e-07,0.0,4.275320542035388e-09
1911,1.2609287125542323e-07,0.0,5.320374141248863e-10
1912,1.1617009221254193e-07,1.0418842455450772e-09,5.209421227725386e-10
1913,1.5113521101284277e-07,5.30298971401777e-10,0.0
1914,1.1451431447540017e-07,0.0,1.3393487430235496e-09
1915,1.2369800117539853e-07,0.0,0.0
1916,1.5492321381316287e-07,4.394984820521586e-09,2.197492410260793e-09
1917,9.650453591802943e-08,0.0,1.0966424435210342e-09
1918,1.4013379256994085e-07,1.1486376294556067e-09,9.189101035644853e-09
1919,1.2154359296800976e-07,9.207848372660976e-10,0.0
1920,1.1585514414491627e-07,0.0,0.0
1921,1.1434848801172848e-07,0.0,0.0
1922,1.431319418543353e-07,0.0,0.0
1923,1.7728633849856124e-07,2.1231896241147297e-09,1.0615948120573648e-09
1924,1.1344629768927916e-07,0.0,0.0
1925,1.2647905123230885e-07,2.1996355847875293e-09,0.0
1926,1.5827517074740172e-07,2.229227691330493e-09,0.0
1927,1.304459260609292e-07,0.0,0.0
1928,1.1311780667710991e-07,0.0,1.1426041224282812e-09
1929,1.214304319319126e-07,1.1140406375176326e-09,2.2280812750352652e-09
1930,9.453243166035463e-08,2.100720708497761e-09,1.0503603542488804e-09
1931,1.1747517447702194e-07,1.1405356659111021e-09,0.0
1932,9.096415709564099e-08,0.0,0.0
1933,1.1585368753230796e-07,1.1470662197865522e-09,0.0
1934,9.345632179247332e-08,0.0,0.0
1935,9.215578700150218e-08,0.0,0.0
1936,9.942265677409523e-08,1.2124714565686645e-09,0.0
1937,9.94698368117497e-08,0.0,3.777335333410292e-09
1938,1.1150084588962272e-07,7.779128452511941e-09,0.0
1939,8.258787431714154e-08,1.5294050470515685e-09,0.0
1940,5.832300686847702e-08,0.0,0.0
1941,5.017554371988808e-08,0.0,0.0
1942,8.799214157306778e-08,0.0,0.0
1943,1.0741970157823744e-07,0.0,0.0
1944,1.1567470181716999e-07,3.2131861615880553e-09,0.0
1945,8.931866801731303e-08,0.0,0.0
1946,1.1693727230976947e-07,0.0,0.0
1947,9.775114051535638e-08,1.1920870957027319e-09,2.3841741914054637e-09
1948,8.262635020628295e-08,0.0,0.0
1949,1.1289559864735565e-07,0.0,0.0
1950,7.444752725405124e-08,8.508289184305795e-09,0.0
1951,9.808489664919762e-08,0.0,1.0661401761424827e-09
1952,7.381363076319758e-08,0.0,0.0
1953,8.295847209183194e-08,2.1547654771580937e-09,0.0
1954,1.0261162941560542e-07,0.0,0.0
1955,8.634759041115103e-08,0.0,0.0
1956,8.982775767663043e-08,0.0,1.744228317335228e-09
1957,8.304935761316301e-08,0.0,8.835037701437898e-10
1958,6.617794667818089e-08,8.272243445794913e-10,0.0
1959,8.990867428337879e-08,6.975672928177801e-09,0.0
1960,9.343124673932834e-08,6.920833350854139e-10,0.0
1961,9.17157052526818e-08,0.0,0.0
1962,1.0654486715111489e-07,0.0,0.0
1963,9.957722113540513e-08,1.2932106496776896e-09,0.0
1964,8.700074971557115e-08,3.041984220075733e-09,6.083968329129164e-10
1965,9.028871517102743e-08,5.472043373977442e-10,2.73602163147757e-09
1966,8.973301390824417e-08,2.215629901769489e-09,0.0
1967,1.0698828134536598e-07,0.0,4.930335584241163e-10
1968,1.149802457689475e-07,1.3474247273492779e-09,4.4914158503495116e-10
1969,7.857241257624992e-08,0.0,0.0
1970,1.126687649843916e-07,4.5987250119061684e-10,4.5987250119061684e-10
1971,1.0790634519253217e-07,0.0,0.0
1972,9.901183517513346e-08,1.0260293725750103e-09,5.130146862875051e-10
1973,7.167164994825725e-08,5.513203782392395e-10,5.513203782392395e-10
1974,6.863197654638498e-08,5.625571675160757e-10,0.0
1975,6.111283568088766e-08,1.1422960355389478e-09,0.0
1976,7.71326114090698e-08,1.142705374768127e-09,1.142705374768127e-09
1977,4.995264646368014e-08,1.1753563677885381e-09,0.0
1978,7.128709711423653e-08,0.0,0.0
1979,7.72460495568339e-08,0.0,0.0
1980,8.584577670944782e-08,2.8425752862659692e-09,0.0
1981,6.452060574702045e-08,6.325549528618524e-10,0.0
1982,7.200702611953602e-08,1.8622506869903077e-09,0.0
1983,5.9363969739933964e-08,6.315316047889041e-10,6.315316047889041e-10
1984,6.320919254676483e-08,0.0,0.0
1985,6.436646771135202e-08,0.0,0.0
1986,7.013547786982599e-08,1.7983456945813714e-09,5.994485463567401e-10
1987,7.455196282535326e-08,6.110816852533674e-10,0.0
1988,7.675588875599715e-08,5.996553809062277e-10,0.0
1989,7.13455889922443e-08,0.0,3.2928733073589456e-09
1990,6.211462277860846e-08,0.0,5.44865097484859e-10
1991,6.154538567670897e-08,0.0,0.0
1992,7.824120729083006e-08,1.1019888335184191e-09,1.65298330578878e-09
1993,7.865674689355728e-08,0.0,1.1078414852150331e-09
1994,7.121150957800637e-08,0.0,1.5824779264761446e-09
1995,9.868860217920883e-08,0.0,5.422450821690461e-10
1996,5.4982351116450445e-08,5.338092190498855e-10,1.067618438099771e-09
1997,5.849771156363204e-08,1.917957792585412e-09,4.79489448146353e-10
1998,8.821039187978386e-08,1.43043876743576e-09,0.0
1999,6.809599994994642e-08,1.8280804647829996e-09,0.0
2000,6.671227481547248e-08,4.4180314962005696e-10,0.0
2001,7.886180952709765e-08,1.3143635069212678e-09,1.3143635069212678e-09
2002,8.192883882429669e-08,8.76244299341522e-10,1.3143663935011318e-09
2003,7.75047652723515e-08,1.6667691671301554e-09,8.333845835650777e-10
2004,7.796480616661938e-08,8.809582507929292e-10,0.0
2005,7.926599465690742e-08,9.007499190971657e-10,0.0
2006,6.588624046344194e-08,0.0,1.2353669198716943e-09
2007,7.509621724466342e-08,0.0,3.994479469415779e-10
2008,5.9178411504490214e-08,4.257439678578834e-10,1.7029758714315335e-09
2009,7.199970752935769e-08,9.53638501499654e-10,1.430457752249481e-09
2010,7.274640978494062e-08,1.4171379625338432e-09,2.8342759250676863e-09
2011,6.691951170978427e-08,0.0,1.911985902935953e-09
2012,7.591483353053263e-08,0.0,6.808505426114664e-10
2013,7.056486595047318e-08,0.0,2.789125042035323e-10
2014,7.622367093063076e-08,0.0,2.1654451842767486e-10
2015,9.220953955946243e-08,2.2165753954528356e-10,6.649726325136385e-10
2016,1.0087426005611633e-07,0.0,1.4499380585064614e-09
2017,7.446209338013432e-08,2.515611330355938e-10,0.0
2018,8.389766747995964e-08,0.0,2.5814667070633845e-10
2019,8.11214135865157e-08,2.55098775436835e-10,2.55098775436835e-10
