year,durent_VERB établir_VERB,durent_VERB rétablir_VERB
1926,1.89484357093761e-08,2.229227691330493e-09
1927,5.574612327308159e-09,2.2298449753321847e-09
1928,2.2852082448565625e-09,2.2852082448565625e-09
1929,8.912325100141061e-09,2.2280812750352652e-09
1930,8.402882833991043e-09,0.0
1931,1.0264820993199919e-08,0.0
1932,3.287861094491973e-09,3.287861094491973e-09
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,1.4377896206951846e-08,4.7926320689839486e-09
1935,3.590485242455088e-09,0.0
1936,6.0623572828433225e-09,7.274828739411987e-09
1937,8.813782592653752e-09,0.0
1938,9.075650453382877e-09,2.5930428915188486e-09
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,1.5214697057785997e-08,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,0.0
1943,8.709705845433291e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,6.535512131478072e-09,0.0
1946,0.0,1.3921104269343232e-09
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,2.174377566888097e-09,3.2615663503321457e-09
1949,8.835307596655184e-09,1.9634016634739737e-09
1950,2.1270722960764488e-09,0.0
1951,0.0,2.1322803522849654e-09
1952,3.1634410646574906e-09,5.272402070488624e-09
1953,1.0773827163745864e-08,0.0
1954,7.818028890937967e-09,0.0
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,6.104799332717903e-09,8.72114158667614e-10
1957,6.184526224473075e-09,8.835037701437898e-10
1958,4.9633461784992505e-09,4.9633461784992505e-09
1959,6.975672928177801e-09,0.0
1960,5.536666680683311e-09,0.0
1961,4.86371165564492e-09,0.0
1962,3.170978146727066e-09,0.0
1963,4.526237162849611e-09,2.5864212993553792e-09
1964,3.6503808864551957e-09,0.0
1965,4.377634699181954e-09,1.6416130677043839e-09
1966,3.8773522170743036e-09,0.0
1967,5.916402479044791e-09,0.0
1968,4.491415683816058e-09,1.7965663401398047e-09
1969,2.7250546263957176e-09,9.083515606356229e-10
1970,5.518470125309705e-09,1.8394900047624674e-09
1971,3.083038491169532e-09,5.138397485282553e-10
1972,5.130146973897354e-09,2.0520587451500205e-09
1973,6.064523994098181e-09,5.513203782392395e-10
1974,5.625571564138454e-09,5.625571675160757e-10
1975,6.8537762132336866e-09,1.1422960355389478e-09
1976,3.9994687561772935e-09,2.285410749536254e-09
1977,4.11374712072643e-09,2.3507127355770763e-09
1978,4.158414057542359e-09,2.970295565063452e-09
1979,5.851973350345929e-10,1.1703946700691858e-09
1980,3.411090521154847e-09,1.7055452605774235e-09
1981,6.958104314946922e-09,0.0
1982,1.8622506869903077e-09,0.0
1983,8.209910973278056e-09,6.315316047889041e-10
1984,8.69851302098823e-09,2.3196033982486597e-09
1985,5.414002135495366e-09,0.0
1986,1.7983456945813714e-09,0.0
1987,1.2221633705067347e-09,0.0
1988,5.396898483667201e-09,5.996553809062277e-10
1989,3.841685636274406e-09,0.0
1990,2.724325431913144e-09,5.44865097484859e-10
1991,3.5168792322792797e-09,5.861465202094962e-10
1992,2.2039776670368383e-09,0.0
1993,6.647049133334804e-09,1.661762283333701e-09
1994,3.164955852952289e-09,1.5824779264761446e-09
1995,1.0844901643380922e-09,0.0
1996,3.736664311304594e-09,1.067618438099771e-09
1997,5.274384040632185e-09,4.79489448146353e-10
1998,4.291316191284977e-09,0.0
1999,5.484241505371301e-09,0.0
2000,2.2090156370779823e-09,4.4180314962005696e-10
2001,3.5049694258049158e-09,1.3143635069212678e-09
2002,3.9430991805033955e-09,4.38122149670761e-10
2003,2.5001538617175356e-09,4.1669229178253886e-10
2004,1.3214374039449694e-09,8.809582507929292e-10
2005,1.3511248786457486e-09,0.0
2006,4.117890028965121e-09,0.0
2007,3.595031605740928e-09,0.0
2008,6.3861596011349775e-09,0.0
2009,1.430457752249481e-09,0.0
2010,4.723793023408973e-10,9.447586046817946e-10
2011,3.059177577924288e-09,3.82397197240536e-10
2012,2.7234021704458655e-09,0.0
2013,1.6734750252211938e-09,2.789125042035323e-10
2014,1.2992671383216248e-09,8.661780737106994e-10
2015,2.659890530054554e-09,0.0
2016,2.278474076078396e-09,4.1426800878596737e-10
2017,2.7671724911471074e-09,5.031222660711876e-10
2018,1.290733298020541e-09,0.0
2019,1.2754939326953263e-09,2.55098775436835e-10
