year,ont_VERB usé_VERB,ont_VERB rusé_VERB
1854,5.039794359618099e-07,3.63696517347023e-09
1855,5.561670377574046e-07,1.0613874223963649e-09
1856,6.021070930728456e-07,4.659470143053568e-09
1857,5.359896704248968e-07,0.0
1858,5.064954962108459e-07,0.0
1859,6.00367229708354e-07,0.0
1860,5.607050184153195e-07,0.0
1861,4.904602519673062e-07,4.715963730639317e-10
1862,5.042072643846041e-07,4.517986262886353e-10
1863,6.662824034719961e-07,0.0
1864,5.935873446105688e-07,4.794727948009836e-10
1865,6.490738542197505e-07,0.0
1866,5.25972779996664e-07,0.0
1867,4.6975213763289503e-07,0.0
1868,6.090864985708322e-07,0.0
1869,5.401172415986366e-07,4.883519144627257e-10
1870,5.57922930966015e-07,0.0
1871,5.469906341204478e-07,0.0
1872,4.5415518457048165e-07,6.047339295989218e-10
1873,4.99232783113257e-07,5.986004469882289e-10
1874,5.018671913603612e-07,1.7923826867161097e-09
1875,5.063551498096786e-07,5.721527140956084e-10
1876,5.544195573747857e-07,0.0
1877,4.960222668159986e-07,6.184815992682502e-10
1878,5.562000637837627e-07,6.039088673581716e-10
1879,5.883280209673103e-07,6.10932526790009e-10
1880,5.622033540930715e-07,0.0
1881,4.908645223622443e-07,0.0
1882,5.297686698213511e-07,0.0
1883,5.706363026547479e-07,0.0
1884,5.532222075999016e-07,0.0
1885,5.259638555799029e-07,0.0
1886,5.56288568986929e-07,2.5813855497602844e-09
1887,5.281900143927487e-07,0.0
1888,5.211985012465448e-07,0.0
1889,4.786564318237652e-07,0.0
1890,5.204182684792613e-07,6.554386478008212e-10
1891,4.7360455823763914e-07,1.2748440081367107e-09
1892,5.115106205266784e-07,0.0
1893,5.351664071895357e-07,0.0
1894,4.789170020558231e-07,0.0
1895,5.410734615907131e-07,6.018614495673091e-10
1896,5.519619321603386e-07,0.0
1897,5.040106998421834e-07,5.826713556089658e-10
1898,4.6738011860725237e-07,2.26334195829736e-09
1899,5.019041395826207e-07,5.527578395003729e-10
1900,4.3189561438339297e-07,1.5573159428683425e-09
1901,4.677774541050894e-07,5.588738916095792e-10
1902,4.669680038205115e-07,0.0
1903,5.265214895189274e-07,0.0
1904,5.417622332970495e-07,0.0
1905,5.547815931095101e-07,0.0
1906,4.7635148803237826e-07,1.5432553013283723e-09
1907,5.168557777324168e-07,0.0
1908,4.955591634825396e-07,0.0
1909,4.2137534705943835e-07,2.2003934230241384e-09
1910,5.862533498657285e-07,0.0
1911,5.597033805315732e-07,0.0
1912,5.120861032992252e-07,1.0418842455450772e-09
1913,4.815114493794681e-07,3.71209285532359e-09
1914,4.5203020704320807e-07,0.0
1915,5.348466061150248e-07,0.0
1916,5.878292199668067e-07,1.0987462051303964e-09
1917,5.976701231702464e-07,2.1932848870420685e-09
1918,4.5486049771170656e-07,0.0
1919,4.6591713953603175e-07,1.8415696745321952e-09
1920,5.0052449296345e-07,7.572231730534895e-10
1921,4.0665653955329617e-07,3.0290989716519334e-09
1922,4.559564104056335e-07,0.0
1923,4.777176627612789e-07,0.0
1924,4.6409849119299906e-07,2.578324886925998e-09
1925,4.37727493363127e-07,1.0998177923937646e-09
1926,4.614501278865646e-07,0.0
1927,4.47083920107616e-07,0.0
1928,3.9191320411191555e-07,1.1426041224282812e-09
1929,3.7654572793144325e-07,4.4561625500705304e-09
1930,3.697268482483196e-07,1.0503603542488804e-09
1931,4.0146855440070794e-07,4.5621426636444085e-09
1932,3.572808964236174e-07,2.1919073223131136e-09
1933,4.003261153684434e-07,1.1470662197865522e-09
1934,4.2055347648783936e-07,0.0
1935,3.614421757447417e-07,0.0
1936,3.734411961886508e-07,3.6374143697059935e-09
1937,3.2485084489053406e-07,5.0364472592434595e-09
1938,4.589686000144866e-07,0.0
1939,3.8082185938037583e-07,3.058810094103137e-09
1940,3.6515274359771865e-07,0.0
1941,3.0990776167527656e-07,0.0
1942,4.2175543057965115e-07,6.068423541449874e-09
1943,4.81937036056479e-07,1.1612940831184915e-08
1944,4.851910944125848e-07,0.0
1945,4.139157567806251e-07,0.0
1946,3.9257514572454966e-07,1.3921104269343232e-09
1947,3.862362234485772e-07,2.3841741914054637e-09
1948,3.6420823334992747e-07,2.174377566888097e-09
1949,3.9758884895491065e-07,9.817008317369869e-10
1950,3.5841168255501543e-07,2.1270722960764488e-09
1951,3.230404672649456e-07,0.0
1952,3.068537921535608e-07,0.0
1953,3.1567313385494344e-07,3.232148326759443e-09
1954,2.8144904717919417e-07,9.772536113672459e-10
1955,2.965851990666124e-07,1.8771215692936494e-09
1956,2.773323046767473e-07,2.616342476002842e-09
1957,2.6770163685796433e-07,0.0
1958,3.1351802931567363e-07,2.4816730892496253e-09
1959,3.115800666364521e-07,7.750747821333448e-10
1960,2.996720809278486e-07,0.0
1961,3.30732376596643e-07,0.0
1962,3.2470816790919343e-07,0.0
1963,2.8191990963932767e-07,1.939815863494232e-09
1964,3.376602535354323e-07,6.083968440151466e-09
1965,3.2339775657419523e-07,5.472043373977442e-10
1966,2.9689439884350577e-07,5.539074754423723e-10
1967,3.5449113511276664e-07,0.0
1968,3.620081088229199e-07,4.4914158503495116e-10
1969,3.6606567732633266e-07,9.083515606356229e-10
1970,3.048954795303871e-07,0.0
1971,2.826118645771203e-07,1.0276794970565106e-09
1972,2.518902135761891e-07,5.130146862875051e-10
1973,3.0157224273352767e-07,3.3079223804577396e-09
1974,2.565260786013823e-07,5.625571675160757e-10
1975,2.7472219699120615e-07,2.2845920710778955e-09
1976,2.593941133000044e-07,1.142705374768127e-09
1977,2.532893006446102e-07,2.938390863960194e-09
1978,2.3643553959118435e-07,5.940591352171509e-10
1979,2.4110130425469833e-07,1.1703946700691858e-09
1980,2.1091909729875624e-07,2.8425752862659692e-09
1981,2.2835233437490388e-07,2.5302198114474095e-09
1982,2.439548438815109e-07,1.8622506869903077e-09
1983,2.191414694152627e-07,1.2630632095778083e-09
1984,2.2210203098893544e-07,1.1598016991243298e-09
1985,2.4543476229155203e-07,1.8046674155058895e-09
1986,2.4157776579158963e-07,0.0
1987,1.986015547572606e-07,0.0
1988,2.3026765916256409e-07,5.996553809062277e-10
1989,2.3324518849676679e-07,1.6464366536794728e-09
1990,2.3156766815191077e-07,0.0
1991,1.916699119419718e-07,1.7584396161396398e-09
1992,2.4409052912233165e-07,5.509944056569793e-09
1993,2.287692666413932e-07,1.661762283333701e-09
1994,2.2418437595206342e-07,2.637463358823311e-09
1995,2.3153864958658232e-07,4.880205572987961e-09
1996,2.428832033274375e-07,1.067618438099771e-09
1997,2.2488055151370645e-07,2.876936688878118e-09
1998,2.5175722839776427e-07,4.7681290027412615e-09
1999,2.4496279138475074e-07,9.140402323914998e-10
2000,2.535950045512436e-07,3.5344251969604557e-09
2001,2.2738488780760235e-07,2.6287270138425356e-09
2002,2.567395824826235e-07,2.6287327870022636e-09
2003,2.3668121684750076e-07,1.2500769308587678e-09
2004,2.7838279947900446e-07,1.7619165015858584e-09
2005,2.450039744417154e-07,2.702249757291497e-09
2006,2.4583803792666004e-07,7.823991232669414e-09
2007,2.3447594799108629e-07,3.994479413904628e-09
2008,2.5544639470354014e-07,3.405951742863067e-09
2009,2.1123092608377192e-07,1.430457752249481e-09
2010,1.7808699226407043e-07,3.3066551718974324e-09
2011,1.4913490531398566e-07,4.5887662558641296e-09
2012,1.6170200467513496e-07,3.063827413996023e-09
2013,1.8798702683398005e-07,2.2313000336282585e-09
2014,1.946735181945769e-07,6.063246349441442e-09
2015,1.746661411061723e-07,3.103205470367243e-09
2016,1.9947005114318017e-07,1.86420612280358e-09
2017,1.6326318075243762e-07,2.5156112748447867e-09
2018,1.5024136246211128e-07,3.872199894061623e-09
2019,1.7805894003686262e-07,4.591778068885333e-09
