year,faut_VERB envoyer_VERB,faut_VERB renvoyer_VERB
1800,2.263798393187244e-07,1.0375742931501009e-07
1801,1.3096504858367553e-07,1.0239084957675004e-07
1802,8.727576528144709e-08,1.969299319171114e-07
1803,1.6577882888668682e-07,1.326230716358623e-07
1804,1.408955085935304e-07,1.3347995775347954e-07
1805,1.1371511021707192e-07,1.6772978028711805e-07
1806,3.169836020333605e-07,6.627838899930794e-08
1807,9.679647661187119e-08,2.3629726797480544e-07
1808,1.2236799307174806e-07,1.3823051858707913e-07
1809,9.713831161661801e-08,8.132509776714869e-08
1810,1.427477371862551e-07,9.828532654410083e-08
1811,1.930449116116506e-07,4.512738271955641e-08
1812,1.680341199516988e-07,8.535066342574282e-08
1813,1.1790540810352468e-07,2.1280487771946355e-07
1814,1.604805390797992e-07,1.541871768040437e-07
1815,7.282503844407984e-08,8.90083740046066e-08
1816,1.1588019788177917e-07,7.416332437060191e-08
1817,1.55687345682054e-07,1.4634609613040084e-07
1818,1.3113294983213564e-07,1.3113294983213564e-07
1819,1.35598753558952e-07,1.531955433620169e-07
1820,3.0022198416190804e-07,1.9579694310323248e-07
1821,2.4259261977022106e-07,1.8342367980039853e-07
1822,2.9274798407641356e-07,9.42407893944619e-08
1823,1.9666546791086148e-07,7.510841726343642e-08
1824,1.2631669221718766e-07,1.229482506914792e-07
1825,1.40887095767539e-07,8.981552213072064e-08
1826,1.1714619319036501e-07,1.2066938381849468e-07
1827,1.714412718456515e-07,9.032927295038462e-08
1828,1.6877034170192928e-07,1.8344601926401083e-07
1829,1.431720448863416e-07,1.0716470200122785e-07
1830,1.5133412034629146e-07,1.0645572245948642e-07
1831,1.1849316905454543e-07,7.795603096383275e-08
1832,1.3259369779916597e-07,1.4071167697693454e-07
1833,1.3437009727113036e-07,1.158362863407092e-07
1834,1.9975895781954023e-07,2.5856650154310046e-07
1835,2.0722860938349186e-07,1.3991711966809817e-07
1836,1.317267077638462e-07,1.451682010156219e-07
1837,2.0525777699731407e-07,1.3428729062070488e-07
1838,1.6222256249420752e-07,1.1425012758081721e-07
1839,1.656979549125026e-07,1.097661623816748e-07
1840,2.1147366169316228e-07,1.8854278494018217e-07
1841,1.2520069958554814e-07,1.444623478619178e-07
1842,1.3349448124699848e-07,1.8716059457801748e-07
1843,1.1223131224369354e-07,1.1045923997698992e-07
1844,1.888065099819869e-07,1.3611631288767967e-07
1845,1.4899208622409787e-07,8.481946167648857e-08
1846,1.1767547647423271e-07,1.3875168747290445e-07
1847,1.423811113454576e-07,1.6287535231640504e-07
1848,1.946943655184441e-07,2.3652951597341598e-07
1849,1.458018203948086e-07,2.480306875440874e-07
1850,1.2966982865236787e-07,1.7379829841956962e-07
1851,1.6446068684672355e-07,1.257640604990229e-07
1852,1.6601890706624545e-07,8.593919886834556e-08
1853,1.594505789626055e-07,1.003284566536422e-07
1854,1.2053941134126944e-07,1.0962852314833071e-07
1855,1.1622192630511563e-07,1.1834470114990836e-07
1856,1.289120064029703e-07,6.62680221807932e-08
1857,1.4498081668534724e-07,7.810414359710194e-08
1858,1.6540624869776366e-07,1.3751230198977282e-07
1859,1.8179058258738223e-07,1.3545181332119682e-07
1860,1.7851017730663443e-07,1.6386317724936816e-07
1861,2.5136085923804785e-07,1.4808125570198172e-07
1862,2.638504099650163e-07,1.3553959377077263e-07
1863,3.4812507010428817e-07,1.0538649775071462e-07
1864,2.5699742423057614e-07,1.193887300132701e-07
1865,3.0029667641429114e-07,1.1014015655064213e-07
1866,1.3526404529784486e-07,1.0461067745382024e-07
1867,2.8097778681512864e-07,1.218055700746845e-07
1868,2.4155983169293904e-07,1.6400382207848452e-07
1869,2.436875945477368e-07,8.106641757876787e-08
1870,1.2958950890151755e-07,1.0550650131335715e-07
1871,1.4975860551658116e-07,2.5384613877577067e-07
1872,1.9956219432515354e-07,1.1610891448299299e-07
1873,1.4545990723036084e-07,1.2331169330082048e-07
1874,1.9118749605695484e-07,1.0455566012979034e-07
1875,2.0254205423952953e-07,1.321672726817269e-07
1876,1.729160175045763e-07,1.3603533943751245e-07
1877,1.9853258947932773e-07,1.465801346967055e-07
1878,1.395029443074236e-07,1.0145669193661888e-07
1879,1.0630225943941696e-07,1.4662380465324532e-07
1880,1.5659544772006484e-07,1.1680479872211436e-07
1881,2.0011096069083578e-07,1.2271613059056108e-07
1882,1.5906370265383885e-07,1.0182738918729228e-07
1883,1.5798347874351748e-07,1.0553296192483685e-07
1884,1.524991972701173e-07,1.0562715146988921e-07
1885,2.0303752990002977e-07,1.0764211566538506e-07
1886,1.400401714590771e-07,1.684354060671467e-07
1887,1.3776030982626253e-07,1.5669418473862606e-07
1888,1.5090662941474875e-07,1.3505508889011253e-07
1889,1.566284169030041e-07,1.2843530328154884e-07
1890,1.664814135438064e-07,1.5206177295112866e-07
1891,1.5106901685157936e-07,1.3577088964211725e-07
1892,1.4919059765361453e-07,1.322656117963561e-07
1893,1.361010077971514e-07,1.1577822789377024e-07
1894,1.5438770617492992e-07,1.0334524347399565e-07
1895,1.4203929765699286e-07,1.287983479869581e-07
1896,1.3032433798798593e-07,8.904513748575482e-08
1897,1.6023462023895263e-07,9.672344702948976e-08
1898,1.5730226721188956e-07,8.261198303216588e-08
1899,1.6251080126039597e-07,9.949641111006713e-08
1900,1.692283291276908e-07,7.630848131157109e-08
1901,1.559258180350298e-07,9.612630691435697e-08
1902,1.7431507615128794e-07,7.267220070161784e-08
1903,2.062884192355341e-07,1.0908444636470449e-07
1904,1.956363604449507e-07,9.45934033325102e-08
1905,2.017856814973129e-07,8.20560686065619e-08
1906,1.579264647944001e-07,9.722509020093639e-08
1907,1.3422821609765379e-07,1.0028544750184665e-07
1908,1.4046572971437854e-07,8.300247600345756e-08
1909,1.7548137520861928e-07,1.2872301624611282e-07
1910,1.5017063503819372e-07,1.0260769300884931e-07
1911,1.4790640534556587e-07,6.224837534318794e-08
1912,2.0264648981083155e-07,1.1200255300991557e-07
1913,1.4795341485296376e-07,5.090870303092743e-08
1914,2.0023263402890734e-07,6.964613419313537e-08
1915,1.7082105330246122e-07,7.304072369151982e-08
1916,1.9557683117454872e-07,5.16410700868164e-08
1917,2.0726541549720423e-07,8.992468281121546e-08
1918,1.734442776069045e-07,1.3094468442886864e-07
1919,1.2338516341969807e-07,6.997964874244644e-08
1920,1.559879763135541e-07,7.2693424613135e-08
1921,1.3025125156218564e-07,5.83101567031008e-08
1922,1.5050989077280974e-07,8.484625624305409e-08
1923,9.342033990833443e-08,8.705077192416866e-08
1924,1.366512236700146e-07,9.539802192648494e-08
1925,1.4737558728938893e-07,7.148815939217457e-08
1926,1.3821211553022295e-07,6.241837269271855e-08
1927,1.1818178080602593e-07,1.0145794959726118e-07
1928,1.2340125010723568e-07,6.398582996780533e-08
1929,1.5485164794881712e-07,6.572840050012019e-08
1930,1.3024468614730722e-07,7.037414206934045e-08
1931,1.094914239274658e-07,6.615106684648708e-08
1932,1.227468118258912e-07,7.123698964051073e-08
1933,1.3305968593613215e-07,4.01473165823063e-08
1934,1.6774211530901084e-07,7.06913212411564e-08
1935,1.0651773152403621e-07,5.6250936353308134e-08
1936,1.115473722279603e-07,7.881064334469556e-08
1937,1.0198805711070236e-07,8.310137644684801e-08
1938,8.68669403075728e-08,6.223302762009553e-08
1939,9.176430637580779e-08,4.5882153187903896e-08
1940,1.0143131845552489e-07,3.296517903095264e-08
1941,1.741386483899987e-07,4.132103725851266e-08
1942,7.282108072104165e-08,5.461581054078124e-08
1943,1.1612940653549231e-07,6.096794180621146e-08
1944,6.7476911169706e-08,7.711646787811333e-08
1945,1.0892519952676594e-07,3.703456741277478e-08
1946,1.531321487391324e-07,6.542919095409161e-08
1947,1.3470584292463172e-07,7.510148947176276e-08
1948,1.1959076573475613e-07,7.066726936955092e-08
1949,1.0896879132360482e-07,6.97007607186606e-08
1950,1.3294202005909028e-07,8.401935502888591e-08
1951,1.258045472241065e-07,8.315893040844458e-08
1952,9.173979265142407e-08,6.748674508116892e-08
1953,9.696444891460487e-08,7.218464048719397e-08
1954,1.1433867541654763e-07,5.374894840315392e-08
1955,1.0699592678520276e-07,5.162084448784299e-08
1956,1.1686329770554948e-07,7.151336234301198e-08
1957,1.0160293584249303e-07,4.770920369878695e-08
1958,1.1415696121730434e-07,2.8125628048769613e-08
1959,1.3951346033991285e-07,5.813060965920158e-08
1960,1.0796500049536917e-07,7.059249895746689e-08
1961,1.1325499826853047e-07,7.017640513140577e-08
1962,1.2493654821810196e-07,6.659054463398206e-08
1963,1.306142820567402e-07,8.082566438361027e-08
1964,1.6183355455723358e-07,6.38816644027429e-08
1965,1.1053527515514361e-07,7.9344630421474e-08
1966,9.305645676249696e-08,7.14540675517128e-08
1967,1.2227232559780532e-07,7.642019994591465e-08
1968,8.66843237190551e-08,8.084548852593798e-08
1969,1.3761525963218446e-07,1.2444417052392964e-07
1970,1.1588787174332538e-07,7.311972893830898e-08
1971,1.0276794881747264e-07,5.909157252403929e-08
1972,2.411169077731756e-07,5.643161671287089e-08
1973,1.080587921364895e-07,8.269805817917586e-08
1974,9.5072159922438e-08,7.369499144260772e-08
1975,1.0452009036043819e-07,6.339742952832239e-08
1976,1.2455488729301578e-07,6.799096752274636e-08
1977,1.1636028318662284e-07,7.228441489814941e-08
1978,9.920787391592967e-08,7.247521693898307e-08
1979,9.597236072522719e-08,8.95351917051812e-08
1980,8.300320075704803e-08,6.253665674194053e-08
1981,8.919025162867911e-08,5.819505588533502e-08
1982,9.683703439122837e-08,6.083352133146036e-08
1983,8.841442422635737e-08,7.515225775023282e-08
1984,9.626354113834168e-08,8.176601795639726e-08
1985,1.2512360569871817e-07,7.399136592312061e-08
1986,1.1089797880003971e-07,7.373217414397004e-08
1987,1.1427227519789085e-07,7.271871993452805e-08
1988,9.53452072849359e-08,6.95600235189886e-08
1989,1.081160050375729e-07,7.628489839817121e-08
1990,7.846057314964128e-08,7.464652185262821e-08
1991,8.616353852630709e-08,6.50622666853451e-08
1992,8.926109273943439e-08,6.77723122066709e-08
1993,1.229704054139802e-07,7.921066469407378e-08
1994,1.0233357272682042e-07,6.857404599713846e-08
1995,9.651962784573698e-08,6.127369545083639e-08
1996,9.448422844116067e-08,6.779377059729086e-08
1997,9.733636119335642e-08,7.432086590597464e-08
1998,1.1252785014903566e-07,6.723062284663683e-08
1999,8.820488517358172e-08,6.901003501980085e-08
2000,1.1089259288610265e-07,6.406146013659964e-08
2001,1.1610211458901176e-07,6.265133123406486e-08
2002,9.726311844815427e-08,5.651775580872709e-08
2003,8.625530512063051e-08,6.167046251448483e-08
2004,1.1540553401800935e-07,6.03456413728054e-08
2005,1.0718923704189365e-07,6.755624326615361e-08
2006,8.647568705555386e-08,6.506265748384976e-08
2007,1.0904928871013908e-07,6.351222481271179e-08
2008,1.0601024769130163e-07,6.130713359198126e-08
2009,1.2921802294840745e-07,5.48342136141855e-08
2010,9.731013506097952e-08,4.393127639445993e-08
2011,1.246614829142345e-07,4.665245967316878e-08
2012,1.4842541418147448e-07,3.710635354536862e-08
2013,1.294153975095469e-07,4.490491178898992e-08
2014,1.5894367777491425e-07,4.28758148984798e-08
2015,1.4562900219061703e-07,4.1671619044336694e-08
2016,1.4768654921226698e-07,5.3440572855834034e-08
2017,1.1722748638476332e-07,3.09420187249998e-08
2018,1.2958962258835527e-07,3.3559068413069326e-08
2019,1.2627388912278548e-07,3.392813852087784e-08
