year,devaient_VERB enseigner_VERB,devaient_VERB renseigner_VERB
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,3.900678446910888e-09,0.0
1804,4.943701892301533e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,8.540865792383556e-09
1808,0.0,0.0
1809,6.7770917766551975e-09,0.0
1810,0.0,0.0
1811,1.504245972228091e-08,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,6.293354282149721e-09,0.0
1815,2.1577788444915313e-08,0.0
1816,2.7811246638975717e-08,0.0
1817,3.113746771532533e-08,0.0
1818,0.0,0.0
1819,2.070210003424222e-09,0.0
1820,1.6613073583471305e-08,0.0
1821,1.97229765852569e-09,0.0
1822,1.1028177482330648e-08,0.0
1823,6.917880934764753e-09,0.0
1824,0.0,0.0
1825,2.1133063299316746e-08,0.0
1826,6.1655889282974385e-09,0.0
1827,1.1060727445055818e-08,0.0
1828,2.2013523448549677e-08,0.0
1829,2.3147574523818548e-08,0.0
1830,1.5655253093882493e-08,0.0
1831,3.274153215215847e-08,0.0
1832,1.352996914505411e-08,0.0
1833,1.3900354645102198e-08,0.0
1834,1.213489042584115e-08,0.0
1835,1.9664028627630614e-08,0.0
1836,1.5457725766054864e-08,0.0
1837,1.461157062010443e-08,0.0
1838,1.7042836475411605e-08,0.0
1839,1.2584655095793096e-08,0.0
1840,7.64362617644565e-09,0.0
1841,1.219904177673925e-08,0.0
1842,3.3541326160957396e-08,6.708265054555795e-10
1843,4.4892523476391943e-08,0.0
1844,4.171306500211358e-08,0.0
1845,3.013322924516615e-08,0.0
1846,2.2247105491146613e-08,0.0
1847,2.2651539310913904e-08,0.0
1848,1.448139919091318e-08,0.0
1849,1.9272654583346593e-08,0.0
1850,2.2403686017469226e-08,0.0
1851,3.0957306051959677e-08,0.0
1852,3.1250618093281446e-08,0.0
1853,4.658106789179328e-08,0.0
1854,2.5458755104068587e-08,0.0
1855,4.7231740296638236e-08,0.0
1856,5.021873406008126e-08,0.0
1857,2.636014961865385e-08,2.9289055625270066e-09
1858,2.3489644007668176e-08,4.893676019968041e-10
1859,2.953460587207246e-08,5.092173349652285e-10
1860,2.242820151820979e-08,4.577183909670879e-10
1861,1.6977470096435354e-08,4.715963730639317e-10
1862,1.9427341513278407e-08,0.0
1863,3.146611149418277e-08,4.994620828036034e-10
1864,3.1165733105353866e-08,0.0
1865,2.118079933666195e-08,1.882737743486018e-09
1866,1.4110277390955162e-08,0.0
1867,2.0867089389753346e-08,0.0
1868,1.5807597009143137e-08,0.0
1869,1.953407746668745e-08,0.0
1870,4.013834242755365e-08,0.0
1871,1.911811864374613e-08,0.0
1872,3.507456725060365e-08,1.2094678591978436e-09
1873,1.5563610844537834e-08,5.986004469882289e-10
1874,2.5093358502203955e-08,2.3898436563030145e-09
1875,1.2015206607429718e-08,0.0
1876,1.874264654588842e-08,0.0
1877,6.80329748092845e-09,6.184815992682502e-10
1878,2.3552445327368332e-08,1.2078177347163432e-09
1879,3.787781821529279e-08,3.0546627449723474e-09
1880,2.6954953824542827e-08,0.0
1881,2.4403776777148778e-08,0.0
1882,2.2628309892525067e-08,1.3310770263785798e-09
1883,2.7805091562527195e-08,0.0
1884,2.1125430293977843e-08,0.0
1885,1.0957580620640783e-08,6.445635691854079e-10
1886,1.1616235084943582e-08,3.872078213618124e-09
1887,2.6115698048556624e-08,4.570247291724172e-09
1888,1.9021843655764314e-08,6.974675947901687e-09
1889,2.1301465480405568e-08,6.265136742733546e-10
1890,2.94947390955258e-08,6.554386478008212e-10
1891,2.8046567734918426e-08,3.1871101313640793e-09
1892,2.570090096298827e-08,0.0
1893,1.23168328869383e-08,6.158416554491453e-10
1894,1.3863386882917439e-08,0.0
1895,1.8055843042930064e-08,0.0
1896,2.299841384001411e-08,1.7691086373616827e-09
1897,1.1653426668090106e-08,0.0
1898,1.584339415217073e-08,1.13167097914868e-09
1899,2.04520400615138e-08,0.0
1900,1.1939421895590385e-08,1.038210628578895e-09
1901,2.3472702892490815e-08,3.353243460679778e-09
1902,1.6694965410124496e-08,2.455141867585553e-09
1903,2.1060859722865644e-08,4.320176216765503e-09
1904,1.7198800605910947e-08,1.6123875568041512e-09
1905,1.857873321853276e-08,0.0
1906,8.745113966313056e-09,3.600929110447737e-09
1907,1.4399961223432456e-08,2.057137349353866e-09
1908,7.858222517143076e-09,7.858222517143076e-09
1909,6.60118004702781e-09,2.7504918342913243e-09
1910,1.2291546447329438e-08,2.137660271017694e-09
1911,1.3300935464144459e-08,2.128149656499545e-09
1912,7.814131564032323e-09,3.125652625612929e-09
1913,1.6969567084856862e-08,1.590896969716482e-09
1914,1.6741859454327823e-08,3.3483718020477227e-09
1915,3.180805663305364e-08,3.534228465440492e-09
1916,5.493730803607377e-09,1.0987462051303964e-09
1917,3.070598708632133e-08,0.0
1918,2.756730310693456e-08,8.040463406189247e-09
1919,2.1178051312631396e-08,1.8415696745321952e-09
1920,2.4231141537711665e-08,1.514446346106979e-09
1921,1.2116395886607734e-08,1.5145494858259667e-09
1922,1.0329110011753073e-08,2.2133805899215986e-09
1923,6.369568872344189e-09,5.307974060286824e-09
1924,5.156649773851996e-09,7.734974438733389e-09
1925,2.74954441437103e-08,3.299453377181294e-09
1926,7.802296586589819e-09,3.343841648018042e-09
1927,8.919379901328739e-09,3.3447675740205796e-09
1928,1.3711249025050165e-08,3.4278122562625413e-09
1929,2.33948540540041e-08,1.1140406375176326e-09
1930,1.1553964007759987e-08,1.0503603542488804e-09
1931,7.983749661377715e-09,5.7026783295555106e-09
1932,1.53433514782364e-08,1.0959536611565568e-09
1933,1.1470662641954732e-08,1.1470662197865522e-09
1934,1.1981580172459871e-08,9.585264137967897e-09
1935,1.196828414151696e-08,3.590485242455088e-09
1936,1.33371855781661e-08,1.2124714565686645e-09
1937,1.0072894518486919e-08,5.0364472592434595e-09
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,1.8352860564618823e-08,4.588215141154706e-09
1940,1.0143131667916805e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,2.1239483061208375e-08,1.517105907566929e-08
1943,2.322588166236983e-08,0.0
1944,3.213186161588055e-08,3.2131861615880553e-09
1945,1.3071024262956144e-08,0.0
1946,1.8097434661967782e-08,5.568441707737293e-09
1947,5.960435700558264e-09,7.152522574216391e-09
1948,8.697510267552389e-09,5.435944139264848e-09
1949,1.1780409536754632e-08,1.9634016634739737e-09
1950,7.444753258312176e-09,5.317680518146517e-09
1951,1.1727541604500402e-08,1.0661401761424827e-09
1952,1.0544803918932644e-09,0.0
1953,1.508335856215126e-08,0.0
1954,6.840775057526116e-09,1.9545072227344917e-09
1955,4.6928039232341234e-09,9.385607846468247e-10
1956,6.104799332717903e-09,2.616342476002842e-09
1957,7.068030161150318e-09,8.835037701437898e-10
1958,9.099467845885556e-09,1.6544486891589827e-09
1959,1.1626121398933265e-08,0.0
1960,1.3841666479663672e-08,1.3841666701708277e-09
1961,9.03260666262895e-09,1.3896318540318475e-09
1962,6.341956293454132e-09,2.5367825617905737e-09
1963,7.1126584622049904e-09,6.466053248388448e-10
1964,9.734349326606662e-09,1.8251904432275978e-09
1965,1.2038495533772675e-08,2.188817349590977e-09
1966,1.0524241922382771e-08,3.8773522170743036e-09
1967,6.409436092980059e-09,3.944268467392931e-09
1968,1.4372530721118437e-08,0.0
1969,2.180043701116574e-08,0.0
1970,1.9314645882673176e-08,9.197450023812337e-10
1971,1.1818314327172175e-08,1.541519245584766e-09
1972,4.6171320100540925e-09,2.0520587451500205e-09
1973,1.268036875501366e-08,5.513203782392395e-10
1974,1.406392957647995e-08,5.625571675160757e-10
1975,1.2565256390928425e-08,0.0
1976,2.0568696967870892e-08,1.7140580066410394e-09
1977,1.7630345183761165e-08,1.1753563677885381e-09
1978,8.910887139279566e-09,1.7821774056514528e-09
1979,5.851973128301324e-09,4.096381456264453e-09
1980,6.253665585376211e-09,1.7055452605774235e-09
1981,7.590659656386833e-09,6.325549528618524e-10
1982,1.0552754226011984e-08,3.7245013739806154e-09
1983,9.47297440490047e-09,2.5261264191556165e-09
1984,1.333771937339634e-08,2.3196033982486597e-09
1985,1.0828004270990732e-08,6.015558051686298e-10
1986,1.0790073723399018e-08,2.997242676272549e-09
1987,1.1610551631235921e-08,2.4443267410134695e-09
1988,1.199310784016916e-08,2.99827696004229e-09
1989,1.4817929994137558e-08,0.0
1990,7.628111475810329e-09,2.724325431913144e-09
1991,4.10302547493302e-09,1.7584396161396398e-09
1992,1.4325855168806356e-08,1.1019888335184191e-09
1993,7.200969598386564e-09,1.1078414852150331e-09
1994,1.1077346151466827e-08,3.6924485691258724e-09
1995,9.21816667442954e-09,1.0844901643380922e-09
1996,1.014237493990322e-08,5.338092190498855e-10
1997,1.006927874414032e-08,1.917957792585412e-09
1998,1.0489884516573511e-08,4.7681290027412615e-09
1999,1.1425503210205079e-08,2.285100553223174e-09
2000,1.2812291672048559e-08,2.6508188977203417e-09
2001,1.3581756164171566e-08,4.3812117822561447e-10
2002,6.133709984368352e-09,0.0
2003,1.2084076850271686e-08,4.1669229178253886e-10
2004,8.80958239690699e-09,1.7619165015858584e-09
2005,7.205999352777326e-09,9.007499190971657e-10
2006,1.0294725072412803e-08,0.0
2007,1.4380126422963713e-08,2.7961355453243186e-09
2008,1.0217855006544596e-08,1.7029758714315335e-09
2009,9.059565542202108e-09,2.384096253749135e-09
2010,1.0392344762522043e-08,4.723793023408973e-10
2011,4.206369030868018e-09,7.64794394481072e-10
2012,2.7234021704458655e-09,1.3617010852229328e-09
2013,5.020424964641279e-09,3.3469500504423877e-09
2014,7.57905826986871e-09,2.5985342766432495e-09
2015,7.75801378694041e-09,1.10828768384863e-09
2016,5.799752234025846e-09,8.285360175719347e-10
2017,6.792150397672003e-09,1.509366853724714e-09
2018,6.195520096952123e-09,2.0651733656507076e-09
2019,5.867272001580659e-09,2.806086474294034e-09
