year,faudrait_VERB établir_VERB,faudrait_VERB etablir_VERB,faudrait_VERB rétablir_VERB
1907,2.1445656273044733e-07,0.0,2.108565766434367e-08
1908,1.7779228755898657e-07,0.0,1.7189861978295085e-08
1909,1.6282911019516177e-07,0.0,1.5952851484257735e-08
1910,1.7475372260378208e-07,5.344150677544235e-10,9.619471441624228e-09
1911,2.0855866011970647e-07,1.0640748282497725e-09,1.649316061502759e-08
1912,1.7659938578162837e-07,5.209421227725386e-10,8.335073964360618e-09
1913,1.5961998656166543e-07,5.30298971401777e-10,4.772690687104841e-09
1914,1.54694774323616e-07,0.0,8.036092680185902e-09
1915,1.2958838624399505e-07,0.0,9.424609537234119e-09
1916,2.1425550755793665e-07,4.394984820521586e-09,1.8678685265172135e-08
1917,1.7984936562243092e-07,0.0,2.3029491202919417e-08
1918,1.6080926457107125e-07,0.0,1.722956355365568e-08
1919,1.7863226275949273e-07,0.0,2.025726608678724e-08
1920,1.559879763135541e-07,0.0,1.4387239843927091e-08
1921,1.6811499392588303e-07,0.0,2.4232791773215467e-08
1922,1.4829650751835288e-07,0.0,1.2542490601674672e-08
1923,1.5180805235104344e-07,1.0615948120573648e-09,1.1677542488541803e-08
1924,1.1086797258030856e-07,0.0,1.5469948877466777e-08
1925,1.3967685674742825e-07,0.0,1.5397448649423495e-08
1926,1.393267297089551e-07,0.0,1.3375366592072169e-08
1927,1.3267577969600097e-07,0.0,2.4528294062520217e-08
1928,1.3139947441231925e-07,0.0,7.998228745975666e-09
1929,1.5039547918149765e-07,0.0,8.912325100141061e-09
1930,1.470504429335051e-07,0.0,1.575540586884472e-08
1931,1.2773999458204344e-07,0.0,1.710803587684495e-08
1932,1.3041848490047414e-07,0.0,5.4797681947604815e-09
1933,1.571480652273749e-07,0.0,1.3764794637438627e-08
1934,1.509679066202807e-07,0.0,5.990790086229936e-09
1935,1.2327332399308943e-07,0.0,2.5133395809007197e-08
1936,1.600462269379932e-07,0.0,1.9399543305098632e-08
1937,1.2213384081860568e-07,0.0,1.6368453259474336e-08
1938,1.5947213682920847e-07,0.0,5.186085783037697e-09
1939,9.941133072288721e-08,0.0,2.5999884911698246e-08
1940,1.4200384157447843e-07,0.0,1.7750480196809804e-08
1941,1.4167213180371618e-07,0.0,1.1806010391524069e-08
1942,9.709477666319799e-08,0.0,2.1239483061208375e-08
1943,1.4806499848418753e-07,0.0,2.9032352077962287e-09
1944,1.0282195717081777e-07,0.0,1.2852744646352221e-08
1945,1.1981772729541262e-07,0.0,1.5249527862692958e-08
1946,1.3503471052445093e-07,0.0,1.8097434661967782e-08
1947,1.454346261198225e-07,0.0,1.3112957830685446e-08
1948,1.2611390332040173e-07,0.0,2.2830963786191205e-08
1949,1.1878579897484087e-07,9.817008317369869e-10,8.835307596655184e-09
1950,1.1805251176610909e-07,0.0,5.317680518146517e-09
1951,1.3646594254623778e-07,0.0,7.462981344019681e-09
1952,1.2653764258629963e-07,0.0,1.2653764258629963e-08
1953,1.3036331836246973e-07,0.0,1.723812381726475e-08
1954,8.99073313576082e-08,0.0,2.247683283940205e-08
1955,1.0136456296550023e-07,0.0,1.595553378308523e-08
1956,1.159911846571049e-07,0.0,7.849027205963921e-09
1957,9.453490434907508e-08,0.0,6.184526224473075e-09
1958,1.0671193706457416e-07,8.272243445794913e-10,8.272243334772611e-09
1959,1.2478703581564332e-07,0.0,2.1702094343822864e-08
1960,1.2319082998146769e-07,0.0,1.2457499920515147e-08
1961,1.2784613545591128e-07,0.0,9.03260666262895e-09
1962,1.458650018548724e-07,0.0,1.1415521861124489e-08
1963,1.319074840466783e-07,6.466053248388448e-10,9.69907976156037e-09
1964,1.1011982792297204e-07,1.2167936658258327e-09,1.2776333768727e-08
1965,1.2530979631719674e-07,5.472043373977442e-10,1.0396882466068291e-08
1966,9.582599602708797e-08,0.0,1.38476865529924e-08
1967,1.1586288906073605e-07,9.860671168482327e-10,1.3311906243984595e-08
1968,1.1632766927505145e-07,8.982831700699023e-10,6.287982134978165e-09
1969,1.430653639999946e-07,4.5417578031781147e-10,2.043791091921321e-08
1970,1.604955031098143e-07,0.0,1.839489982558007e-08
1971,1.2280770533834584e-07,5.138397485282553e-10,1.0790635052160269e-08
1972,1.0362896318838466e-07,0.0,1.2825367434743384e-08
1973,1.1357199980466248e-07,1.102640756478479e-09,1.0475087464101307e-08
1974,1.3895161998789263e-07,1.1251143350321513e-09,5.625571564138454e-09
1975,1.3193519521337294e-07,0.0,1.028066431985053e-08
1976,1.2284083084068698e-07,5.713526873840635e-10,1.5997875024709174e-08
1977,1.1400956623219827e-07,5.876781838942691e-10,1.7630345183761165e-08
1978,1.1702964997084564e-07,0.0,1.1881182260253809e-08
1979,1.0357992863418986e-07,5.851973350345929e-10,1.7555919384903973e-08
1980,9.892162466940135e-08,5.685150683554241e-10,3.97960553399912e-09
1981,9.235302655952182e-08,6.325549528618524e-10,1.3283654176632353e-08
1982,1.1235579222557135e-07,0.0,9.311253101884631e-09
1983,1.0988649989940313e-07,6.315316047889041e-10,1.2630632539867293e-08
1984,9.974294812309381e-08,5.799008495621649e-10,2.551563760277986e-08
1985,1.1068626548649263e-07,0.0,1.142956040922627e-08
1986,1.1209687755808773e-07,0.0,1.558566253834215e-08
1987,8.066277956686463e-08,0.0,1.8332450224534114e-08
1988,1.0493969426761396e-07,1.1993107618124554e-09,1.139345240375178e-08
1989,1.223851313625346e-07,0.0,1.2073869015694072e-08
1990,8.772327930728352e-08,0.0,2.7243254763220648e-08
1991,9.788647048480925e-08,5.861465202094962e-10,1.582595565707834e-08
1992,8.044518295946546e-08,5.509944167592096e-10,1.5427843891302473e-08
1993,8.585771382740859e-08,1.1078414852150331e-09,1.717154241021035e-08
1994,9.811363810285911e-08,0.0,1.793475057354499e-08
1995,6.181593903420435e-08,0.0,1.1929391696696712e-08
1996,6.939519892057433e-08,1.067618438099771e-09,1.2811421257197253e-08
1997,1.0213125278824009e-07,0.0,1.7741109914481967e-08
1998,8.582632915477006e-08,4.768129224785866e-10,1.3350762273489636e-08
1999,1.1105588981763503e-07,0.0,1.0968483010742602e-08
2000,9.101145082013318e-08,4.4180314962005696e-10,1.899753598877396e-08
2001,8.236678183948243e-08,0.0,1.270551397425379e-08
2002,9.200564932143607e-08,0.0,1.7963008858146168e-08
2003,7.25044557725596e-08,0.0,1.3750845795357236e-08
2004,8.369103454697324e-08,0.0,1.9381081628466745e-08
2005,7.791486922315016e-08,4.5037495954858286e-10,1.306087415997581e-08
2006,6.959233900261097e-08,4.1178899179428186e-10,1.317724773741702e-08
2007,5.911829603633123e-08,0.0,1.837460494868992e-08
2008,5.747543596612559e-08,0.0,8.089135583588813e-09
2009,6.246332162618273e-08,0.0,1.43045770784056e-08
2010,5.432362115698197e-08,0.0,1.6533276081531767e-08
2011,4.053410407323099e-08,0.0,9.55992973672437e-09
2012,4.017018184754306e-08,0.0,9.872333173177594e-09
2013,4.8530775842436924e-08,0.0,9.204113027294625e-09
2014,3.9844191945803686e-08,0.0,1.0394137106572998e-08
2015,4.455316471307924e-08,0.0,6.871383906315032e-09
2016,4.991929358766356e-08,0.0,9.113896304313585e-09
2017,3.496699818583693e-08,0.0,7.043711836018929e-09
2018,3.6914972412205316e-08,0.0,5.162933192082164e-09
2019,2.9336359119724875e-08,0.0,5.3570743396846865e-09
