year,put_VERB ouvrir_VERB,put_VERB rouvrir_VERB
1800,1.8864987794131594e-08,0.0
1801,5.714838380299625e-08,0.0
1802,4.0281122437590966e-08,0.0
1803,2.5354410126965377e-08,0.0
1804,9.887403784603066e-09,0.0
1805,3.695740957709859e-08,0.0
1806,2.881669125542885e-08,0.0
1807,3.131650672116848e-08,0.0
1808,1.5862518409903714e-08,0.0
1809,1.3554183553310395e-08,0.0
1810,9.360507036149102e-09,0.0
1811,5.0141535368197765e-09,2.5070767684098882e-09
1812,3.467370746079723e-08,0.0
1813,0.0,0.0
1814,6.293354282149721e-09,0.0
1815,8.091670444798638e-09,0.0
1816,5.3304887615013286e-08,0.0
1817,9.341240669868967e-09,1.556873407970727e-09
1818,2.2650237241350624e-08,1.1921177378582115e-09
1819,1.7596784473994376e-08,0.0
1820,3.441279616822612e-08,0.0
1821,2.9584464655840748e-08,0.0
1822,3.5089655625597516e-08,0.0
1823,3.261286707356703e-08,0.0
1824,3.705289586264371e-08,3.3684450784221553e-09
1825,1.3208164340028361e-08,8.805443041381977e-10
1826,5.460950447400137e-08,1.7615968683770689e-09
1827,1.6591091167583727e-08,9.217273055917019e-10
1828,4.769596628761974e-08,8.255071293206129e-09
1829,4.372319750700626e-08,0.0
1830,2.1917355041978226e-08,0.0
1831,2.494592976631793e-08,1.5591206103948707e-09
1832,2.841293600397421e-08,4.058990921151917e-09
1833,1.2741991461950875e-08,4.6334514003376626e-09
1834,5.880754372356023e-08,1.8669061851994684e-09
1835,1.663879345414898e-08,4.5378527602224494e-09
1836,1.4785650037651976e-08,0.0
1837,5.287997240088771e-08,2.0873671680021744e-09
1838,4.7341213615936795e-08,1.199310784016916e-08
1839,5.3135210009713774e-08,6.9914751765765e-10
1840,3.758116307039927e-08,0.0
1841,2.0545755319290038e-08,6.420548537278137e-09
1842,2.6162233268678392e-08,0.0
1843,2.4809025944705354e-08,2.3627644285539873e-09
1844,4.9397051782307244e-08,5.488561161115513e-09
1845,2.622707206967334e-08,1.0044410636567136e-08
1846,2.86870562860031e-08,5.854501328173001e-10
1847,2.8044762956369595e-08,6.47186837454683e-09
1848,2.654923214606697e-08,4.82713291560799e-09
1849,2.3462362719328667e-08,1.6758829879393033e-09
1850,4.2091777174846357e-08,6.1100964288129944e-09
1851,3.611685883697646e-08,8.384270167027807e-09
1852,3.5156944022674e-08,4.557382027314816e-09
1853,4.777545470346922e-08,5.971931837933653e-09
1854,3.3771819119010615e-08,2.0782657816909023e-09
1855,7.323573214534917e-08,4.776243400783642e-09
1856,5.0736453260924463e-08,5.177189232874468e-10
1857,4.930324237761852e-08,1.4644527812635033e-09
1858,3.52344677878591e-08,0.0
1859,3.4626779665813956e-08,6.619825576592575e-09
1860,4.394096464466202e-08,9.154367819341758e-10
1861,2.971057178058345e-08,3.772770984511453e-09
1862,4.246907181482129e-08,4.9697850279528666e-09
1863,3.795911851511846e-08,4.994620717013731e-09
1864,6.376988181955312e-08,9.589455896019672e-10
1865,4.8009813014004976e-08,4.706844358715045e-10
1866,2.7247432754506917e-08,4.379051787850585e-09
1867,3.736664666575962e-08,9.7056229719783e-10
1868,3.7049055379156925e-08,4.93987406535723e-10
1869,3.90681549333749e-08,4.883519366671862e-09
1870,2.465641024684828e-08,5.734048791339319e-10
1871,2.8677177965619194e-08,3.18635318130589e-09
1872,5.07976487540418e-08,2.4189357183956872e-09
1873,2.573981916498269e-08,1.7958012854535355e-09
1874,4.779687401423871e-08,9.559374625212058e-09
1875,4.9777284516494547e-08,1.2587359599081083e-08
1876,2.7207066821688386e-08,2.418405919968336e-09
1877,4.824156363270049e-08,1.0514186854493346e-08
1878,1.69094480639842e-08,1.8117265465633636e-09
1879,5.803859082220697e-08,2.443730107160036e-09
1880,4.813384535395926e-08,2.5671385017744797e-09
1881,3.416528571165145e-08,1.3945015142624584e-09
1882,4.3925542314582344e-08,8.652000893505374e-09
1883,3.728409936343269e-08,4.423537092179686e-09
1884,4.027035060971684e-08,7.2618666635548834e-09
1885,2.707166935067562e-08,3.2228177904158883e-09
1886,4.065682190912412e-08,3.872078213618124e-09
1887,3.4603299781110763e-08,6.528924512139156e-09
1888,3.297119732792453e-08,0.0
1889,4.636201111907212e-08,1.2530273485467092e-09
1890,2.0974036729626278e-08,5.898947996740844e-09
1891,2.6134301833735663e-08,3.824531802365527e-09
1892,2.570090096298827e-08,1.2537024751679837e-09
1893,3.4487133149241345e-08,0.0
1894,3.843938856107343e-08,1.8904617871129403e-09
1895,2.166701307260155e-08,6.018614495673091e-09
1896,3.4202766840962795e-08,2.948514543632541e-09
1897,2.330685333618021e-08,1.7480140668268973e-09
1898,3.451596342074481e-08,0.0
1899,3.537650172802387e-08,5.527578395003729e-10
1900,3.322274011452464e-08,9.863001082521805e-09
1901,4.694540578498163e-08,3.912117296778206e-09
1902,3.437198614619774e-08,4.419255628107521e-09
1903,1.8900770726304472e-08,2.7001101354784396e-09
1904,4.03096898082822e-08,4.837162670412454e-09
1905,2.7868098939620722e-08,6.708986699521802e-09
1906,3.035068729673185e-08,7.201858220895474e-09
1907,2.4171363577352167e-08,7.71426478252124e-09
1908,4.518478036175111e-08,7.367083831866239e-09
1909,3.740668930163338e-08,4.400786846048277e-09
1910,2.4583092894658876e-08,1.6032452032632705e-09
1911,2.2345570727111408e-08,2.6601871816467337e-09
1912,3.5945006970905524e-08,6.772247651554153e-09
1913,3.446943352969356e-08,0.0
1914,4.3528835647066444e-08,1.4732836284281348e-08
1915,3.534228554258334e-08,1.1780762143587253e-08
1916,4.2851102222130066e-08,1.7579939282086343e-08
1917,7.566833204464274e-08,1.0966424435210342e-09
1918,2.1824114071478107e-08,5.743188147278033e-09
1919,3.4069039145379065e-08,1.4732557396257562e-08
1920,3.180337415642498e-08,5.300562211374427e-09
1921,2.3475516641724425e-08,7.572747429129834e-10
1922,1.9182632371439468e-08,4.426761179843197e-09
1923,3.6094224498128824e-08,1.0615948120573648e-09
1924,3.0939897754933554e-08,0.0
1925,3.959344141435395e-08,5.499089184013428e-09
1926,3.343841470382358e-08,7.802296586589819e-09
1927,4.3481975353643065e-08,2.2298449753321847e-09
1928,3.7705934374798744e-08,1.2568645679778001e-08
1929,6.238627747734427e-08,0.0
1930,3.046045193855207e-08,5.2518016602221e-09
1931,1.8248570654577634e-08,0.0
1932,3.287861005674131e-08,5.4797681947604815e-09
1933,4.3588517684156614e-08,9.176529758292418e-09
1934,3.354842448288764e-08,2.3963160344919743e-09
1935,4.0692164304800826e-08,5.98414207075848e-09
1936,2.66743711563322e-08,1.2124714565686645e-09
1937,1.7627565185307503e-08,3.777335333410292e-09
1938,3.3709557811789637e-08,1.2965214457594243e-09
1939,3.058810094103137e-08,3.058810094103137e-09
1940,2.2822046474857416e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,3.944475324146879e-08,1.2136847082899749e-08
1943,2.6129116648121453e-08,0.0
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,3.485606470121638e-08,2.178504043826024e-09
1946,2.645009899993056e-08,9.744772988540262e-09
1947,2.8610090296865565e-08,1.1920870957027319e-09
1948,2.717971980814582e-08,8.697510267552389e-09
1949,2.3560819073509265e-08,3.9268033269479474e-09
1950,2.5524867552917385e-08,3.190608444114673e-09
1951,2.5587365115598004e-08,0.0
1952,3.690681538159879e-08,2.1089607837865287e-09
1953,3.44762476345295e-08,6.464296653518886e-09
1954,2.7363100230104465e-08,1.4658803948464083e-08
1955,2.9095383879962355e-08,2.815682353940474e-09
1956,1.3953826538681824e-08,6.104799332717903e-09
1957,2.738861759610245e-08,9.718541527092839e-09
1958,3.060729980575161e-08,3.3088973783179654e-09
1959,2.015194411342236e-08,9.300897829689347e-09
1960,3.18358317485945e-08,3.460416619915918e-09
1961,3.821487482014163e-08,6.948159270159238e-10
1962,1.7123282347597524e-08,5.0735651235811474e-09
1963,3.556329275511416e-08,3.2330267352165265e-09
1964,2.6161064425878067e-08,4.867174663303331e-09
1965,1.860494691641179e-08,2.188817349590977e-09
1966,2.326411419062424e-08,2.215629901769489e-09
1967,2.070740912074598e-08,2.465167847631733e-09
1968,3.188905139950293e-08,1.7965663401398047e-09
1969,2.043791091921321e-08,1.8167031212712459e-09
1970,2.5292987260172595e-08,3.219107425067591e-09
1971,2.363662865434435e-08,1.541519245584766e-09
1972,1.7442499000708267e-08,2.565073486948677e-09
1973,2.4809416743210022e-08,3.3079223804577396e-09
1974,2.1377172032543967e-08,4.500457340128605e-09
1975,1.3707552426467373e-08,3.998036124386317e-09
1976,1.5997875024709174e-08,1.142705374768127e-09
1977,1.2928920156696222e-08,0.0
1978,1.7821774278559133e-08,2.970295565063452e-09
1979,1.9896710057309974e-08,7.022368020415115e-09
1980,2.1603572264439208e-08,5.6851505725319385e-09
1981,2.909752794266751e-08,6.325549528618524e-10
1982,1.6139505731871395e-08,2.483000915987077e-09
1983,1.515675762675528e-08,5.052252838311233e-09
1984,1.2177918229383522e-08,4.639206796497319e-09
1985,2.285912081845254e-08,1.2031116103372597e-09
1986,1.8582904104391673e-08,2.3977941854269602e-09
1987,1.4054879038383206e-08,1.8332451112712533e-09
1988,1.8589316752581908e-08,2.398621523624911e-09
1989,1.8659616074501173e-08,5.488121956886971e-09
1990,1.3621627381610324e-08,3.2691906959314565e-09
1991,2.3445860364290638e-08,4.10302547493302e-09
1992,1.652983172562017e-08,2.2039776670368383e-09
1993,1.994114740000441e-08,6.647049133334804e-09
1994,2.2154692302933654e-08,5.802419433820205e-09
1995,2.277429267394382e-08,1.0302656505700725e-08
1996,1.5480466686312866e-08,3.2028553142993132e-09
1997,1.965906726297817e-08,1.917957792585412e-09
1998,1.5258013519314773e-08,3.814503379828693e-09
1999,1.7366764026860437e-08,3.1991407301035224e-09
2000,2.164835422036049e-08,5.3016377954406835e-09
2001,1.3581756164171566e-08,3.943090742808408e-09
2002,1.8839251936242363e-08,1.3143663935011318e-09
2003,1.4167538253673229e-08,2.5001538617175356e-09
2004,1.3214373595360485e-08,5.285749615779878e-09
2005,1.8915748967174295e-08,4.954124666056714e-09
2006,1.8942293067425453e-08,2.0589450144825605e-09
2007,2.157018919035636e-08,5.592271090648637e-09
2008,2.3415918093405708e-08,4.6831836186811415e-09
2009,1.9549588614609092e-08,3.337734755248789e-09
2010,2.5980861906305108e-08,3.7790344187271785e-09
2011,2.7532598423363197e-08,4.971163480860241e-09
2012,3.5063802528156884e-08,2.7234021704458655e-09
2013,4.6299476252897875e-08,5.857162754807632e-09
2014,4.0710368409691e-08,9.961047986450922e-09
2015,3.657349267882637e-08,5.319781060109108e-09
2016,4.018399835103992e-08,6.421154274960372e-09
2017,3.547011928617394e-08,4.528100561174142e-09
2018,3.949644167278166e-08,5.421080029321956e-09
2019,4.3621891876455265e-08,8.16316081397872e-09
